timestamp,distance,speed,cadence,fractional_cadence,heart_rate,key
2019-02-07T01:00:18Z,0,0,0,0,NA,2019-02-07 01:00:18
2019-02-07T01:04:40Z,992.19,3.994,84,0.5,NA,2019-02-07 01:00:18
2019-02-07T01:04:41Z,996.13,3.947,84,0.5,NA,2019-02-07 01:00:18
2019-02-07T01:00:19Z,0,0,0,0,83,2019-02-07 01:00:18
2019-02-07T01:00:20Z,0,0,0,0,83,2019-02-07 01:00:18
2019-02-07T01:00:21Z,0,0,88,0,83,2019-02-07 01:00:18
2019-02-07T01:00:22Z,3.87,3.872,91,0,83,2019-02-07 01:00:18
2019-02-07T01:00:23Z,8.22,4.348,91,0,83,2019-02-07 01:00:18
2019-02-07T01:00:24Z,12.64,4.423,89,0,83,2019-02-07 01:00:18
2019-02-07T01:00:25Z,16.94,4.292,89,0,94,2019-02-07 01:00:18
2019-02-07T01:00:26Z,21.22,4.292,88,0,94,2019-02-07 01:00:18
2019-02-07T01:00:27Z,25.42,4.199,88,0,94,2019-02-07 01:00:18
2019-02-07T01:00:28Z,29.73,4.311,88,0,94,2019-02-07 01:00:18
2019-02-07T01:00:29Z,34.03,4.301,87,0.5,94,2019-02-07 01:00:18
2019-02-07T01:00:30Z,38.21,4.18,87,0.5,94,2019-02-07 01:00:18
2019-02-07T01:00:31Z,41.7,3.49,87,0.5,94,2019-02-07 01:00:18
2019-02-07T01:00:32Z,44.99,3.284,87,0.5,94,2019-02-07 01:00:18
2019-02-07T01:00:33Z,48.15,3.163,86,0.5,94,2019-02-07 01:00:18
2019-02-07T01:00:34Z,51.53,3.378,87,0.5,94,2019-02-07 01:00:18
2019-02-07T01:00:35Z,55.35,3.816,87,0.5,94,2019-02-07 01:00:18
2019-02-07T01:00:36Z,59.38,4.031,87,0.5,94,2019-02-07 01:00:18
2019-02-07T01:00:37Z,63.55,4.171,88,0,97,2019-02-07 01:00:18
2019-02-07T01:00:38Z,67.75,4.199,88,0,97,2019-02-07 01:00:18
2019-02-07T01:00:39Z,71.95,4.199,88,0,99,2019-02-07 01:00:18
2019-02-07T01:00:40Z,76.16,4.217,88,0,99,2019-02-07 01:00:18
2019-02-07T01:00:41Z,80.42,4.255,87,0.5,97,2019-02-07 01:00:18
2019-02-07T01:00:42Z,84.71,4.292,87,0.5,97,2019-02-07 01:00:18
2019-02-07T01:00:43Z,88.91,4.199,87,0.5,97,2019-02-07 01:00:18
2019-02-07T01:00:44Z,92.96,4.05,86,0.5,98,2019-02-07 01:00:18
2019-02-07T01:00:45Z,96.92,3.966,86,0.5,100,2019-02-07 01:00:18
2019-02-07T01:00:46Z,100.62,3.695,86,0.5,107,2019-02-07 01:00:18
2019-02-07T01:00:47Z,104.2,3.583,86,0.5,107,2019-02-07 01:00:18
2019-02-07T01:00:48Z,107.9,3.695,85,0.5,107,2019-02-07 01:00:18
2019-02-07T01:00:49Z,111.69,3.798,85,0.5,107,2019-02-07 01:00:18
2019-02-07T01:00:50Z,115.57,3.872,85,0.5,107,2019-02-07 01:00:18
2019-02-07T01:00:51Z,119.5,3.938,85,0.5,107,2019-02-07 01:00:18
2019-02-07T01:00:52Z,123.48,3.975,86,0.5,107,2019-02-07 01:00:18
2019-02-07T01:00:53Z,127.49,4.003,86,0.5,106,2019-02-07 01:00:18
2019-02-07T01:00:54Z,131.49,4.012,86,0.5,106,2019-02-07 01:00:18
2019-02-07T01:00:55Z,135.49,3.994,86,0.5,106,2019-02-07 01:00:18
2019-02-07T01:00:56Z,139.51,4.022,86,0.5,106,2019-02-07 01:00:18
2019-02-07T01:00:57Z,143.55,4.04,87,0.5,106,2019-02-07 01:00:18
2019-02-07T01:00:58Z,147.65,4.106,87,0.5,106,2019-02-07 01:00:18
2019-02-07T01:00:59Z,151.78,4.124,86,0.5,106,2019-02-07 01:00:18
2019-02-07T01:01:00Z,155.92,4.143,86,0.5,106,2019-02-07 01:00:18
2019-02-07T01:01:01Z,160.08,4.161,86,0.5,106,2019-02-07 01:00:18
2019-02-07T01:01:02Z,164.26,4.18,86,0.5,106,2019-02-07 01:00:18
2019-02-07T01:01:03Z,168.45,4.189,86,0.5,106,2019-02-07 01:00:18
2019-02-07T01:01:04Z,172.63,4.18,86,0.5,107,2019-02-07 01:00:18
2019-02-07T01:01:05Z,176.79,4.161,86,0.5,107,2019-02-07 01:00:18
2019-02-07T01:01:06Z,180.91,4.115,86,0.5,107,2019-02-07 01:00:18
2019-02-07T01:01:07Z,184.99,4.078,86,0.5,107,2019-02-07 01:00:18
2019-02-07T01:01:08Z,189.03,4.04,86,0.5,108,2019-02-07 01:00:18
2019-02-07T01:01:09Z,193.04,4.012,87,0.5,108,2019-02-07 01:00:18
2019-02-07T01:01:10Z,197.03,3.994,87,0.5,108,2019-02-07 01:00:18
2019-02-07T01:01:11Z,201.05,4.012,86,0.5,108,2019-02-07 01:00:18
2019-02-07T01:01:12Z,205.08,4.04,86,0.5,108,2019-02-07 01:00:18
2019-02-07T01:01:13Z,209.14,4.059,86,0.5,108,2019-02-07 01:00:18
2019-02-07T01:01:14Z,213.2,4.059,86,0.5,108,2019-02-07 01:00:18
2019-02-07T01:01:15Z,217.27,4.068,86,0.5,108,2019-02-07 01:00:18
2019-02-07T01:01:16Z,221.35,4.078,86,0.5,108,2019-02-07 01:00:18
2019-02-07T01:01:17Z,225.47,4.124,86,0.5,108,2019-02-07 01:00:18
2019-02-07T01:01:18Z,229.6,4.124,85,0.5,108,2019-02-07 01:00:18
2019-02-07T01:01:19Z,233.73,4.133,85,0.5,108,2019-02-07 01:00:18
2019-02-07T01:01:20Z,237.87,4.143,85,0.5,108,2019-02-07 01:00:18
2019-02-07T01:01:21Z,242.01,4.133,85,0.5,112,2019-02-07 01:00:18
2019-02-07T01:01:22Z,246.08,4.078,85,0.5,114,2019-02-07 01:00:18
2019-02-07T01:01:23Z,250.15,4.068,85,0.5,114,2019-02-07 01:00:18
2019-02-07T01:01:24Z,254.21,4.059,85,0.5,114,2019-02-07 01:00:18
2019-02-07T01:01:25Z,258.27,4.059,86,0.5,114,2019-02-07 01:00:18
2019-02-07T01:01:26Z,262.3,4.031,86,0.5,114,2019-02-07 01:00:18
2019-02-07T01:01:27Z,266.3,3.994,86,0.5,114,2019-02-07 01:00:18
2019-02-07T01:01:28Z,270.26,3.966,86,0.5,114,2019-02-07 01:00:18
2019-02-07T01:01:29Z,274.21,3.947,86,0.5,114,2019-02-07 01:00:18
2019-02-07T01:01:30Z,278.13,3.928,86,0.5,116,2019-02-07 01:00:18
2019-02-07T01:01:31Z,282.05,3.919,86,0.5,118,2019-02-07 01:00:18
2019-02-07T01:01:32Z,285.96,3.91,85,0.5,118,2019-02-07 01:00:18
2019-02-07T01:01:33Z,289.86,3.9,84,0.5,118,2019-02-07 01:00:18
2019-02-07T01:01:34Z,293.65,3.788,84,0.5,118,2019-02-07 01:00:18
