timestamp,distance,speed,cadence,fractional_cadence,heart_rate,key
2020-02-12T11:54:55Z,126.57,3.406,89,0.5,NA,2020-02-12 11:54:18
2020-02-12T12:05:57Z,2314.29,3.144,87,0,NA,2020-02-12 11:54:18
2020-02-12T11:54:18Z,2.21,2.211,58,0.5,77,2020-02-12 11:54:18
2020-02-12T11:54:19Z,4.51,2.295,58,0.5,77,2020-02-12 11:54:18
2020-02-12T11:54:20Z,6.74,2.23,58,0.5,77,2020-02-12 11:54:18
2020-02-12T11:54:21Z,9.09,2.351,91,0,77,2020-02-12 11:54:18
2020-02-12T11:54:22Z,12.2,3.116,91,0,78,2020-02-12 11:54:18
2020-02-12T11:54:23Z,15.64,3.434,91,0,80,2020-02-12 11:54:18
2020-02-12T11:54:24Z,19.09,3.452,91,0,80,2020-02-12 11:54:18
2020-02-12T11:54:25Z,22.34,3.247,91,0,80,2020-02-12 11:54:18
2020-02-12T11:54:26Z,25.45,3.116,91,0,82,2020-02-12 11:54:18
2020-02-12T11:54:27Z,28.79,3.34,90,0,82,2020-02-12 11:54:18
2020-02-12T11:54:28Z,32.09,3.294,90,0,83,2020-02-12 11:54:18
2020-02-12T11:54:29Z,35.9,3.807,90,0.5,83,2020-02-12 11:54:18
2020-02-12T11:54:30Z,39.41,3.508,91,0,84,2020-02-12 11:54:18
2020-02-12T11:54:31Z,42.87,3.471,91,0,84,2020-02-12 11:54:18
2020-02-12T11:54:32Z,46.57,3.695,91,0,86,2020-02-12 11:54:18
2020-02-12T11:54:33Z,50.33,3.76,91,0,90,2020-02-12 11:54:18
2020-02-12T11:54:34Z,54.13,3.798,91,0,92,2020-02-12 11:54:18
2020-02-12T11:54:35Z,57.94,3.816,91,0,93,2020-02-12 11:54:18
2020-02-12T11:54:36Z,61.64,3.695,91,0,95,2020-02-12 11:54:18
2020-02-12T11:54:37Z,65.24,3.602,90,0.5,97,2020-02-12 11:54:18
2020-02-12T11:54:38Z,68.8,3.564,90,0.5,99,2020-02-12 11:54:18
2020-02-12T11:54:39Z,72.38,3.574,90,0.5,101,2020-02-12 11:54:18
2020-02-12T11:54:40Z,75.77,3.387,89,0.5,102,2020-02-12 11:54:18
2020-02-12T11:54:41Z,79.15,3.387,89,0.5,102,2020-02-12 11:54:18
2020-02-12T11:54:42Z,82.54,3.387,89,0.5,102,2020-02-12 11:54:18
2020-02-12T11:54:43Z,85.93,3.387,89,0.5,104,2020-02-12 11:54:18
2020-02-12T11:54:44Z,89.31,3.387,89,0.5,105,2020-02-12 11:54:18
2020-02-12T11:54:45Z,92.7,3.387,89,0.5,109,2020-02-12 11:54:18
2020-02-12T11:54:46Z,96.09,3.387,89,0.5,109,2020-02-12 11:54:18
2020-02-12T11:54:47Z,99.47,3.387,89,0.5,109,2020-02-12 11:54:18
2020-02-12T11:54:48Z,102.87,3.387,89,0,110,2020-02-12 11:54:18
2020-02-12T11:54:49Z,106.22,3.35,88,0,110,2020-02-12 11:54:18
2020-02-12T11:54:50Z,109.55,3.34,88,0,111,2020-02-12 11:54:18
2020-02-12T11:54:51Z,112.89,3.34,88,0,111,2020-02-12 11:54:18
2020-02-12T11:54:52Z,116.33,3.434,88,0,111,2020-02-12 11:54:18
2020-02-12T11:54:53Z,119.74,3.415,89,0.5,111,2020-02-12 11:54:18
2020-02-12T11:54:54Z,123.16,3.415,89,0.5,111,2020-02-12 11:54:18
2020-02-12T11:54:56Z,129.95,3.387,89,0.5,111,2020-02-12 11:54:18
2020-02-12T11:54:57Z,133.33,3.378,89,0.5,111,2020-02-12 11:54:18
2020-02-12T11:54:58Z,136.7,3.378,89,0.5,111,2020-02-12 11:54:18
2020-02-12T11:54:59Z,140.08,3.378,88,0,111,2020-02-12 11:54:18
2020-02-12T11:55:00Z,143.46,3.378,88,0,111,2020-02-12 11:54:18
2020-02-12T11:55:01Z,146.83,3.368,88,0,111,2020-02-12 11:54:18
2020-02-12T11:55:02Z,150.2,3.368,87,0,111,2020-02-12 11:54:18
2020-02-12T11:55:03Z,153.56,3.359,87,0,111,2020-02-12 11:54:18
2020-02-12T11:55:04Z,156.91,3.359,87,0,111,2020-02-12 11:54:18
2020-02-12T11:55:05Z,160.26,3.35,87,0,111,2020-02-12 11:54:18
2020-02-12T11:55:06Z,163.61,3.35,87,0,111,2020-02-12 11:54:18
2020-02-12T11:55:07Z,166.96,3.34,86,0.5,111,2020-02-12 11:54:18
2020-02-12T11:55:08Z,170.29,3.331,86,0.5,111,2020-02-12 11:54:18
2020-02-12T11:55:09Z,173.59,3.303,86,0.5,111,2020-02-12 11:54:18
2020-02-12T11:55:10Z,176.85,3.266,87,0,111,2020-02-12 11:54:18
2020-02-12T11:55:11Z,180.02,3.163,87,0,111,2020-02-12 11:54:18
2020-02-12T11:55:12Z,183.1,3.079,87,0,111,2020-02-12 11:54:18
