timestamp,distance,altitude,cadence,fractional_cadence,heart_rate,key
2018-05-12T14:13:41Z,0,294.4,0,0,NA,2018-05-12 14:11:25
2018-05-12T14:13:42Z,0,294.4,0,0,NA,2018-05-12 14:11:25
2018-05-12T14:13:43Z,0,294.4,0,0,NA,2018-05-12 14:11:25
2018-05-12T14:11:25Z,0,294.4,0,0,99,2018-05-12 14:11:25
2018-05-12T14:11:26Z,0,294.4,58,0.5,101,2018-05-12 14:11:25
2018-05-12T14:11:27Z,0,294.4,58,0.5,102,2018-05-12 14:11:25
2018-05-12T14:11:28Z,0,294.4,0,0,102,2018-05-12 14:11:25
2018-05-12T14:11:29Z,0,294.4,0,0,102,2018-05-12 14:11:25
2018-05-12T14:11:30Z,0,294.4,0,0,102,2018-05-12 14:11:25
2018-05-12T14:11:31Z,0,294.4,0,0,102,2018-05-12 14:11:25
2018-05-12T14:11:32Z,0,294.4,0,0,102,2018-05-12 14:11:25
2018-05-12T14:11:33Z,0,294.4,58,0.5,99,2018-05-12 14:11:25
2018-05-12T14:11:34Z,0,294.4,58,0.5,99,2018-05-12 14:11:25
2018-05-12T14:11:35Z,0,294.4,0,0,96,2018-05-12 14:11:25
2018-05-12T14:11:36Z,0,294.4,0,0,94,2018-05-12 14:11:25
2018-05-12T14:11:37Z,0,294.4,0,0,93,2018-05-12 14:11:25
2018-05-12T14:11:38Z,0,294.4,0,0,93,2018-05-12 14:11:25
2018-05-12T14:11:39Z,0,294.4,0,0,93,2018-05-12 14:11:25
2018-05-12T14:11:40Z,0,294.4,0,0,95,2018-05-12 14:11:25
2018-05-12T14:11:41Z,0,294.4,0,0,96,2018-05-12 14:11:25
2018-05-12T14:11:42Z,0,294.4,0,0,97,2018-05-12 14:11:25
2018-05-12T14:11:43Z,0,294.4,0,0,97,2018-05-12 14:11:25
2018-05-12T14:11:44Z,0,294.4,0,0,97,2018-05-12 14:11:25
2018-05-12T14:11:45Z,0,294.4,0,0,97,2018-05-12 14:11:25
2018-05-12T14:11:46Z,0,294.4,0,0,97,2018-05-12 14:11:25
2018-05-12T14:11:47Z,0,294.4,0,0,95,2018-05-12 14:11:25
2018-05-12T14:11:48Z,0,294.4,0,0,94,2018-05-12 14:11:25
2018-05-12T14:11:49Z,0,294.4,0,0,94,2018-05-12 14:11:25
2018-05-12T14:11:50Z,0,294.4,0,0,96,2018-05-12 14:11:25
2018-05-12T14:11:51Z,0,294.4,0,0,97,2018-05-12 14:11:25
2018-05-12T14:11:52Z,0,294.4,0,0,98,2018-05-12 14:11:25
2018-05-12T14:11:53Z,0,294.4,0,0,98,2018-05-12 14:11:25
2018-05-12T14:11:54Z,0,294.4,58,0.5,96,2018-05-12 14:11:25
2018-05-12T14:11:55Z,0,294.4,58,0.5,96,2018-05-12 14:11:25
2018-05-12T14:11:56Z,0,294.4,58,0.5,94,2018-05-12 14:11:25
2018-05-12T14:11:57Z,0,294.4,0,0,93,2018-05-12 14:11:25
2018-05-12T14:11:58Z,0,294.4,0,0,91,2018-05-12 14:11:25
2018-05-12T14:11:59Z,0,294.4,0,0,90,2018-05-12 14:11:25
2018-05-12T14:12:00Z,0,294.4,0,0,91,2018-05-12 14:11:25
2018-05-12T14:12:01Z,0,294.4,0,0,91,2018-05-12 14:11:25
2018-05-12T14:12:02Z,0,294.4,0,0,93,2018-05-12 14:11:25
2018-05-12T14:12:03Z,0,294.4,0,0,96,2018-05-12 14:11:25
2018-05-12T14:12:04Z,0,294.4,0,0,96,2018-05-12 14:11:25
2018-05-12T14:12:05Z,0,294.4,0,0,96,2018-05-12 14:11:25
2018-05-12T14:12:06Z,0,294.4,0,0,96,2018-05-12 14:11:25
2018-05-12T14:12:07Z,0,294.4,58,0.5,96,2018-05-12 14:11:25
2018-05-12T14:12:08Z,0,294.4,58,0.5,96,2018-05-12 14:11:25
2018-05-12T14:12:09Z,0,294.4,58,0.5,96,2018-05-12 14:11:25
2018-05-12T14:12:10Z,0,294.4,58,0.5,94,2018-05-12 14:11:25
2018-05-12T14:12:11Z,0,294.4,58,0.5,94,2018-05-12 14:11:25
2018-05-12T14:12:12Z,0,294.4,0,0,94,2018-05-12 14:11:25
2018-05-12T14:12:13Z,0,294.4,0,0,95,2018-05-12 14:11:25
2018-05-12T14:12:14Z,0,294.4,0,0,97,2018-05-12 14:11:25
2018-05-12T14:12:15Z,0,294.4,0,0,98,2018-05-12 14:11:25
2018-05-12T14:12:16Z,0,294.4,58,0.5,99,2018-05-12 14:11:25
2018-05-12T14:12:17Z,0,294.4,58,0.5,99,2018-05-12 14:11:25
2018-05-12T14:12:18Z,0,294.4,58,0.5,99,2018-05-12 14:11:25
2018-05-12T14:12:19Z,0,294.4,58,0.5,99,2018-05-12 14:11:25
2018-05-12T14:12:20Z,0,294.4,58,0.5,97,2018-05-12 14:11:25
