timestamp,distance,heart_rate,key
2019-01-25T02:35:05Z,0,117,2019-01-25 02:35:09
2019-01-25T02:35:06Z,0,117,2019-01-25 02:35:09
2019-01-25T02:35:07Z,0,118,2019-01-25 02:35:09
2019-01-25T02:35:08Z,0,119,2019-01-25 02:35:09
2019-01-25T02:35:09Z,0,119,2019-01-25 02:35:09
2019-01-25T02:35:10Z,0,120,2019-01-25 02:35:09
2019-01-25T02:35:11Z,0,121,2019-01-25 02:35:09
2019-01-25T02:35:12Z,0,123,2019-01-25 02:35:09
2019-01-25T02:35:13Z,0,123,2019-01-25 02:35:09
2019-01-25T02:35:14Z,0,124,2019-01-25 02:35:09
2019-01-25T02:35:15Z,0,125,2019-01-25 02:35:09
2019-01-25T02:35:16Z,0,126,2019-01-25 02:35:09
2019-01-25T02:35:17Z,0,126,2019-01-25 02:35:09
2019-01-25T02:35:18Z,0,127,2019-01-25 02:35:09
2019-01-25T02:35:19Z,0,127,2019-01-25 02:35:09
2019-01-25T02:35:20Z,0,128,2019-01-25 02:35:09
2019-01-25T02:35:21Z,0,129,2019-01-25 02:35:09
2019-01-25T02:35:22Z,0,129,2019-01-25 02:35:09
2019-01-25T02:35:23Z,0,130,2019-01-25 02:35:09
2019-01-25T02:35:24Z,0,131,2019-01-25 02:35:09
2019-01-25T02:35:25Z,0,131,2019-01-25 02:35:09
2019-01-25T02:35:26Z,0,131,2019-01-25 02:35:09
2019-01-25T02:35:27Z,0,132,2019-01-25 02:35:09
2019-01-25T02:35:28Z,0,132,2019-01-25 02:35:09
2019-01-25T02:35:29Z,0,133,2019-01-25 02:35:09
2019-01-25T02:35:30Z,0,134,2019-01-25 02:35:09
2019-01-25T02:35:31Z,0,134,2019-01-25 02:35:09
2019-01-25T02:35:32Z,0,135,2019-01-25 02:35:09
2019-01-25T02:35:33Z,0,135,2019-01-25 02:35:09
2019-01-25T02:35:34Z,0,136,2019-01-25 02:35:09
2019-01-25T02:35:35Z,0,137,2019-01-25 02:35:09
2019-01-25T02:35:36Z,0,137,2019-01-25 02:35:09
2019-01-25T02:35:37Z,0,137,2019-01-25 02:35:09
2019-01-25T02:35:38Z,0,138,2019-01-25 02:35:09
2019-01-25T02:35:39Z,0,138,2019-01-25 02:35:09
2019-01-25T02:35:40Z,0,138,2019-01-25 02:35:09
2019-01-25T02:35:41Z,0,138,2019-01-25 02:35:09
2019-01-25T02:35:42Z,0,138,2019-01-25 02:35:09
2019-01-25T02:35:43Z,0,138,2019-01-25 02:35:09
2019-01-25T02:35:44Z,0,138,2019-01-25 02:35:09
2019-01-25T02:35:45Z,0,138,2019-01-25 02:35:09
2019-01-25T02:35:46Z,0,138,2019-01-25 02:35:09
