timestamp,position_lat,position_long,distance,altitude,speed,heart_rate,time_elapsed,key
2021-07-23T14:27:37Z,44.98978128656745,-93.21497258730233,0,266.4,5.43,105,0,7177855973
2021-07-23T14:27:38Z,44.989730240777135,-93.2149984035641,6,266.4,5.514,104,1,7177855973
2021-07-23T14:27:39Z,44.98967424966395,-93.21502824313939,12.52,268,5.365,104,2,7177855973
2021-07-23T14:27:40Z,44.98961423523724,-93.21504483930767,19.28,269,5.906,104,3,7177855973
2021-07-23T14:27:41Z,44.989554388448596,-93.2150568254292,25.97,269.79999999999995,6.009,104,4,7177855973
2021-07-23T14:27:42Z,44.98949990607798,-93.21506403386593,32.04,270,5.757,103,5,7177855973
2021-07-23T14:27:43Z,44.98944969847798,-93.21506512351334,37.61,269.79999999999995,5.598,103,6,7177855973
2021-07-23T14:27:44Z,44.98939932323992,-93.21515925228596,43.39,270.20000000000005,5.71,103,7,7177855973
2021-07-23T14:27:45Z,44.98939932323992,-93.21515925228596,43.39,270.20000000000005,5.71,103,8,7177855973
2021-07-23T14:27:46Z,44.98932145535946,-93.21515941992402,52.04,269.4,5.822,103,9,7177855973
2021-07-23T14:27:47Z,44.989264542236924,-93.21516394615173,58.38,268.79999999999995,6.018,103,10,7177855973
2021-07-23T14:27:48Z,44.98920754529536,-93.21516998112202,64.72,268,6.252,102,11,7177855973
2021-07-23T14:27:49Z,44.989150715991855,-93.21517316624522,71.04,267.20000000000005,6.214,102,12,7177855973
2021-07-23T14:27:50Z,44.98909489251673,-93.21517752483487,77.26,266.79999999999995,6.214,102,13,7177855973
2021-07-23T14:27:51Z,44.98903965577483,-93.21518280543387,83.41,266.20000000000005,6.27,102,14,7177855973
2021-07-23T14:27:52Z,44.988982658833265,-93.2151849847287,89.74,265.6,6.382,102,15,7177855973
2021-07-23T14:27:53Z,44.98892658390105,-93.21518984623253,95.98,265.4,6.345,102,16,7177855973
2021-07-23T14:27:54Z,44.988869335502386,-93.2151947915554,102.36,265.20000000000005,6.336,102,17,7177855973
2021-07-23T14:27:55Z,44.98881543986499,-93.21519445627928,108.35,264.79999999999995,5.916,102,18,7177855973
2021-07-23T14:27:56Z,44.98876011930406,-93.21519462391734,114.5,264.6,6.018,103,19,7177855973
2021-07-23T14:27:57Z,44.98870437964797,-93.21519738994539,120.69,264.20000000000005,5.906,103,20,7177855973
2021-07-23T14:27:58Z,44.98865224421024,-93.21520099416375,126.49,263.79999999999995,5.589,103,21,7177855973
2021-07-23T14:27:59Z,44.98860019259155,-93.21520292200148,132.28,263.6,5.552,104,22,7177855973
2021-07-23T14:28:00Z,44.98849189840257,-93.21520677767694,144.32,263.4,5.822,104,23,7177855973
2021-07-23T14:28:01Z,44.98849189840257,-93.21520677767694,144.32,263.4,5.822,104,24,7177855973
2021-07-23T14:28:02Z,44.988439343869686,-93.21520778350532,150.15,263.20000000000005,5.72,105,25,7177855973
2021-07-23T14:28:03Z,44.98838771134615,-93.21520434692502,155.89,263.20000000000005,5.813,104,26,7177855973
2021-07-23T14:28:04Z,44.988334234803915,-93.21520107798278,161.85,263,5.822,105,27,7177855973
2021-07-23T14:28:05Z,44.98828696087003,-93.21519655175507,167.11,262.79999999999995,5.235,105,28,7177855973
2021-07-23T14:28:06Z,44.98823817819357,-93.21519588120282,172.53,262.79999999999995,5.151,106,29,7177855973
2021-07-23T14:28:07Z,44.98818922787905,-93.21520174853504,177.99,262.6,5.16,106,30,7177855973
2021-07-23T14:28:08Z,44.988141199573874,-93.21521583013237,183.44,262.6,5.132,106,31,7177855973
2021-07-23T14:28:09Z,44.98809593729675,-93.21523535996675,188.7,262.4,5.095,106,32,7177855973
2021-07-23T14:28:10Z,44.98806777410209,-93.21527542546391,193.15,262.4,4.152,106,33,7177855973
2021-07-23T14:28:11Z,44.98805260285735,-93.21533418260515,198.05,262.20000000000005,4.497,106,34,7177855973
2021-07-23T14:28:12Z,44.9880450591445,-93.21540182456374,203.44,262,5.309,106,35,7177855973
2021-07-23T14:28:13Z,44.98803935945034,-93.21547189727426,208.99,261.79999999999995,5.346,105,36,7177855973
2021-07-23T14:28:14Z,44.98803433030844,-93.21554213762283,214.54,261.79999999999995,5.402,105,37,7177855973
2021-07-23T14:28:15Z,44.98803022317588,-93.21561355143785,220.18,261.79999999999995,5.589,105,38,7177855973
2021-07-23T14:28:16Z,44.98802309855819,-93.21568747982383,226.06,261.79999999999995,5.589,105,39,7177855973
2021-07-23T14:28:17Z,44.98801689594984,-93.21576149202883,231.93,261.6,5.72,104,40,7177855973
2021-07-23T14:28:18Z,44.98800708912313,-93.21583106182516,237.51,261.6,5.486,105,41,7177855973
2021-07-23T14:28:19Z,44.98800566419959,-93.21590817533433,243.59,261.4,5.822,106,42,7177855973
2021-07-23T14:28:20Z,44.9880051612854,-93.21598151698709,249.38,261.20000000000005,5.785,105,43,7177855973
2021-07-23T14:28:21Z,44.98800482600927,-93.21605402044952,255.09,261.4,5.533,106,44,7177855973
2021-07-23T14:28:22Z,44.9880033172667,-93.21612786501646,260.91,261.6,5.692,106,45,7177855973
2021-07-23T14:28:23Z,44.98800365254283,-93.21620548143983,267.03,262,5.822,106,46,7177855973
2021-07-23T14:28:24Z,44.98801035806537,-93.21629726327956,274.27,262.4,6.196,106,47,7177855973
2021-07-23T14:28:25Z,44.9880085978657,-93.21637630462646,280.5,262.4,5.934,106,48,7177855973
2021-07-23T14:28:26Z,44.98801010660827,-93.2164540886879,286.64,262.20000000000005,6.018,106,49,7177855973
2021-07-23T14:28:27Z,44.9880070053041,-93.21653195656836,292.78,262.4,6.084,106,50,7177855973
2021-07-23T14:28:28Z,44.988002981990576,-93.21660873480141,298.84,262.79999999999995,6.009,107,51,7177855973
2021-07-23T14:28:29Z,44.98800138942897,-93.21668609976768,304.95,262.79999999999995,5.841,107,52,7177855973
2021-07-23T14:28:30Z,44.988000970333815,-93.21676547639072,311.21,263,6.056,108,53,7177855973
2021-07-23T14:28:31Z,44.98799962922931,-93.21684317663312,317.33,262.79999999999995,5.934,108,54,7177855973
2021-07-23T14:28:32Z,44.9880001321435,-93.21691651828587,323.12,262.79999999999995,5.664,109,55,7177855973
2021-07-23T14:28:33Z,44.98799786902964,-93.2169892732054,328.86,262.4,5.636,111,56,7177855973
2021-07-23T14:28:34Z,44.987995103001595,-93.21706303395331,334.69,262.20000000000005,5.748,110,57,7177855973
2021-07-23T14:28:35Z,44.987993175163865,-93.21713738143444,340.55,262,5.757,111,58,7177855973
2021-07-23T14:28:36Z,44.9879914149642,-93.21721290238202,346.51,261.6,5.757,111,59,7177855973
2021-07-23T14:28:37Z,44.98799258843064,-93.21728934533894,352.54,261.6,5.794,113,60,7177855973
2021-07-23T14:28:38Z,44.9879930075258,-93.21736696176231,358.66,261.4,5.85,113,61,7177855973
2021-07-23T14:28:39Z,44.987991750240326,-93.2174465060234,364.93,261.20000000000005,6.028,114,62,7177855973
2021-07-23T14:28:40Z,44.9879898224026,-93.21752663701773,371.26,261.20000000000005,6.084,112,63,7177855973
2021-07-23T14:28:41Z,44.987990241497755,-93.21760475635529,377.41,261,6,113,64,7177855973
2021-07-23T14:28:42Z,44.987990744411945,-93.21768497116864,383.74,260.79999999999995,6.177,114,65,7177855973
2021-07-23T14:28:43Z,44.98798663727939,-93.2178439758718,396.29,260.4,6.205,113,66,7177855973
2021-07-23T14:28:44Z,44.98798663727939,-93.2178439758718,396.29,260.4,6.205,113,67,7177855973
