distance,speed,heart_rate,time_elapsed,elevation,latitude,longitude,key,smooth_elev,diff_smooth,timestamp
0,2.585,104,0,280.03,45.01281584613025,-93.1504111457616,6718305158,279.95062797619045,-0.07937202380952613,2021-05-03T20:03:00Z
2.79,2.818,105,1,280.08,45.01283495686948,-93.15043419599532,6718305158,279.95126330532213,-0.12873669467785476,2021-05-03T20:03:01Z
5.83,2.976,106,2,280.08,45.012854654341936,-93.15046101808548,6718305158,279.95428835978834,-0.12571164021164805,2021-05-03T20:03:02Z
8.95,3.014,107,3,280.09,45.01287627965212,-93.15048624761404,6718305158,279.96090476190477,-0.1290952380952035,2021-05-03T20:03:03Z
11.96,2.911,107,4,280.05,45.01289966516197,-93.15050594508648,6718305158,279.9703595238095,-0.07964047619049097,2021-05-03T20:03:04Z
17.81,3.07,109,5,279.96,45.01294978894293,-93.150528492406,6718305158,279.98374376417235,0.0237437641723659,2021-05-03T20:03:05Z
17.81,3.07,109,6,279.96,45.01294978894293,-93.150528492406,6718305158,280.0009761904762,0.040976190476214924,2021-05-03T20:03:06Z
21.15,3.238,109,7,279.87,45.01297937706113,-93.15053645521402,6718305158,280.022983436853,0.15298343685299187,2021-05-03T20:03:07Z
24.51,3.107,109,8,279.87,45.01300913281739,-93.15054399892688,6718305158,280.0491091269841,0.17910912698408765,2021-05-03T20:03:08Z
27.48,3.023,109,9,279.85,45.01303553581238,-93.15054969862103,6718305158,280.0796019047619,0.22960190476186426,2021-05-03T20:03:09Z
30.58,3.004,109,10,279.85,45.01306344754994,-93.150549614802,6718305158,280.1135732600733,0.2635732600732581,2021-05-03T20:03:10Z
33.85,3.051,109,11,279.87,45.01309244893491,-93.1505422387272,6718305158,280.1514832451499,0.2814832451499001,2021-05-03T20:03:11Z
37.08,3.116,109,12,279.88,45.013120947405696,-93.15053352154791,6718305158,280.19290986394554,0.3129098639455492,2021-05-03T20:03:12Z
40.41,3.21,109,13,279.89,45.01314994879067,-93.15052354708314,6718305158,280.23778489326764,0.34778489326765794,2021-05-03T20:03:13Z
43.67,3.228,109,14,279.91,45.01317836344242,-93.15051298588514,6718305158,280.2849063492063,0.37490634920629873,2021-05-03T20:03:14Z
46.81,3.088,109,15,279.94,45.013205436989665,-93.15050192177296,6718305158,280.33405683563745,0.39405683563745697,2021-05-03T20:03:15Z
50.1,3.154,109,16,279.9,45.01323385164142,-93.15049001947044,6718305158,280.3947019969278,0.4947019969278017,2021-05-03T20:03:16Z
53.24,2.976,109,17,279.96,45.01326100900769,-93.15047870390116,6718305158,280.4599462365591,0.49994623655913983,2021-05-03T20:03:17Z
56.09,2.706,109,18,280.06,45.01328523270786,-93.1504668854177,6718305158,280.53013824884795,0.4701382488479453,2021-05-03T20:03:18Z
59.11,2.837,110,19,280.07,45.013310965150595,-93.1504547316581,6718305158,280.60497695852536,0.5349769585253625,2021-05-03T20:03:19Z
62.11,2.715,110,20,280.2,45.013335943222046,-93.15044006332757,6718305158,280.6845622119816,0.4845622119815971,2021-05-03T20:03:20Z
65.03,2.631,110,21,280.43,45.013359328731894,-93.1504232995212,6718305158,280.76898617511523,0.3389861751152239,2021-05-03T20:03:21Z
67.68,2.482,111,22,280.43,45.013380367308855,-93.15040754154325,6718305158,280.8588940092166,0.4288940092166058,2021-05-03T20:03:22Z
70.37,2.65,112,23,280.61,45.01340006478131,-93.15038742497563,6718305158,280.9542396313364,0.3442396313363929,2021-05-03T20:03:23Z
73.17,2.669,112,24,280.74,45.01341833733022,-93.1503630336374,6718305158,281.0552073732719,0.3152073732719032,2021-05-03T20:03:24Z
75.73,2.389,112,25,281.07,45.013434095308185,-93.15033939667046,6718305158,281.161198156682,0.09119815668202591,2021-05-03T20:03:25Z
78.31,2.519,113,26,281.07,45.01344817690551,-93.15031341277064,6718305158,281.2719815668203,0.20198156682027957,2021-05-03T20:03:26Z
81,2.519,113,27,281.33,45.01346142031253,-93.15028474666178,6718305158,281.3868202764977,0.05682027649771726,2021-05-03T20:03:27Z
83.72,2.706,114,28,281.49,45.01347206532955,-93.15025364980102,6718305158,281.50548387096774,0.015483870967727853,2021-05-03T20:03:28Z
86.27,2.37,115,29,281.65,45.01348136924207,-93.15022406168282,6718305158,281.6278801843318,-0.022119815668190768,2021-05-03T20:03:29Z
88.79,2.547,116,30,281.83,45.01348899677396,-93.15019397065043,6718305158,281.75350230414745,-0.07649769585253807,2021-05-03T20:03:30Z
91.55,2.697,118,31,282.02,45.013497127220035,-93.15016094595194,6718305158,281.88092165898615,-0.13907834101382832,2021-05-03T20:03:31Z
94.42,2.762,119,32,282.17,45.01350517384708,-93.15012632869184,6718305158,282.0096313364055,-0.16036866359451096,2021-05-03T20:03:32Z
97.33,2.799,120,33,282.17,45.013512298464775,-93.1500907894224,6718305158,282.1388940092166,-0.03110599078343057,2021-05-03T20:03:33Z
100.21,2.809,121,34,282.32,45.01351749524474,-93.15005499869584,6718305158,282.26760368663594,-0.05239631336405637,2021-05-03T20:03:34Z
103.03,2.678,122,35,282.46,45.013519590720534,-93.15001920796932,6718305158,282.39539170506913,-0.0646082949308493,2021-05-03T20:03:35Z
106,2.865,123,36,282.6,45.01351984217763,-93.14998157322408,6718305158,282.5211059907834,-0.07889400921663992,2021-05-03T20:03:36Z
108.98,2.725,123,37,282.75,45.013519674539566,-93.14994377084076,6718305158,282.6443778801843,-0.1056221198156777,2021-05-03T20:03:37Z
111.92,2.771,124,38,282.89,45.01351900398731,-93.14990647137164,6718305158,282.76414746543776,-0.12585253456222745,2021-05-03T20:03:38Z
114.79,2.799,125,39,283.01,45.013517243787646,-93.14987009391189,6718305158,282.8808755760369,-0.12912442396310553,2021-05-03T20:03:39Z
117.77,2.939,126,40,283.13,45.01351757906377,-93.1498323753476,6718305158,282.99400921658986,-0.13599078341013637,2021-05-03T20:03:40Z
120.83,3.032,126,41,283.26,45.01351925544441,-93.1497934833169,6718305158,283.10387096774195,-0.1561290322580362,2021-05-03T20:03:41Z
123.88,2.921,127,42,283.5,45.01352118328214,-93.14975492656232,6718305158,283.21023041474655,-0.28976958525345253,2021-05-03T20:03:42Z
126.87,2.846,128,43,283.61,45.013523027300835,-93.14971704035996,6718305158,283.3130875576037,-0.2969124423963194,2021-05-03T20:03:43Z
129.93,2.986,128,44,283.72,45.0135250389576,-93.14967839978635,6718305158,283.41184331797234,-0.3081566820276862,2021-05-03T20:03:44Z
133.01,2.976,129,45,283.81,45.01352738589048,-93.1496394239366,6718305158,283.5075115207373,-0.3024884792627063,2021-05-03T20:03:45Z
