longitude,latitude,timestamp,distance,heart_rate,fractional_cadence,time_elapsed,elevation,key
NA,NA,2021-11-17T14:42:45Z,0,66,0,0,0,7835259481
NA,NA,2021-11-17T14:42:46Z,0,66,0,1,0,7835259481
NA,NA,2021-11-17T14:42:47Z,0,66,0,2,0,7835259481
NA,NA,2021-11-17T14:42:48Z,0,66,0,3,0,7835259481
NA,NA,2021-11-17T14:42:49Z,0,66,0,4,0,7835259481
NA,NA,2021-11-17T14:42:51Z,0,66,0,6,0,7835259481
NA,NA,2021-11-17T14:42:52Z,0,66,0,7,0,7835259481
NA,NA,2021-11-17T14:42:53Z,0,66,0,8,0,7835259481
NA,NA,2021-11-17T14:42:54Z,0,66,0,9,0,7835259481
NA,NA,2021-11-17T14:42:55Z,0,66,0,10,0,7835259481
NA,NA,2021-11-17T14:42:56Z,0,66,0,11,0,7835259481
NA,NA,2021-11-17T14:42:57Z,0,66,0,12,0,7835259481
NA,NA,2021-11-17T14:42:58Z,0,66,0,13,0,7835259481
NA,NA,2021-11-17T14:42:59Z,0,66,0,14,0,7835259481
NA,NA,2021-11-17T14:43:00Z,0,66,0,15,0,7835259481
NA,NA,2021-11-17T14:43:01Z,0,66,0,16,0,7835259481
NA,NA,2021-11-17T14:43:02Z,0,66,0,17,0,7835259481
NA,NA,2021-11-17T14:43:03Z,0,67,0,18,0,7835259481
NA,NA,2021-11-17T14:43:04Z,0,67,0,19,0,7835259481
NA,NA,2021-11-17T14:43:05Z,0,67,0,20,0,7835259481
NA,NA,2021-11-17T14:43:06Z,0,67,0,21,0,7835259481
NA,NA,2021-11-17T14:43:07Z,0,67,0,22,0,7835259481
NA,NA,2021-11-17T14:43:08Z,0,67,0,23,0,7835259481
NA,NA,2021-11-17T14:43:09Z,0,66,0,24,0,7835259481
NA,NA,2021-11-17T14:43:10Z,0,65,0,25,0,7835259481
NA,NA,2021-11-17T14:43:11Z,0,65,0,26,0,7835259481
NA,NA,2021-11-17T14:43:12Z,0,65,0,27,0,7835259481
NA,NA,2021-11-17T14:43:13Z,0,66,0,28,0,7835259481
NA,NA,2021-11-17T14:43:14Z,0,71,0,29,0,7835259481
NA,NA,2021-11-17T14:43:15Z,0,72,0,30,0,7835259481
NA,NA,2021-11-17T14:43:16Z,0,79,0,31,0,7835259481
NA,NA,2021-11-17T14:43:17Z,0,79,0,32,0,7835259481
NA,NA,2021-11-17T14:43:18Z,0,82,0,33,0,7835259481
NA,NA,2021-11-17T14:43:19Z,0,84,0,34,0,7835259481
NA,NA,2021-11-17T14:43:20Z,0,84,0,35,0,7835259481
NA,NA,2021-11-17T14:43:21Z,0,85,0,36,0,7835259481
NA,NA,2021-11-17T14:43:22Z,0,84,0,37,0,7835259481
NA,NA,2021-11-17T14:43:23Z,0,85,0,38,0,7835259481
NA,NA,2021-11-17T14:43:24Z,0,85,0,39,0,7835259481
NA,NA,2021-11-17T14:43:25Z,0,83,0,40,0,7835259481
NA,NA,2021-11-17T14:43:26Z,0,83,0,41,0,7835259481
NA,NA,2021-11-17T14:43:27Z,0,83,0,42,0,7835259481
NA,NA,2021-11-17T14:43:28Z,0,83,0,43,0,7835259481
NA,NA,2021-11-17T14:43:29Z,0,82,0,44,0,7835259481
NA,NA,2021-11-17T14:43:30Z,0,82,0,45,0,7835259481
NA,NA,2021-11-17T14:43:31Z,0,82,0,46,0,7835259481
NA,NA,2021-11-17T14:43:32Z,0,82,0,47,0,7835259481
NA,NA,2021-11-17T14:43:33Z,0,82,0,48,0,7835259481
NA,NA,2021-11-17T14:43:34Z,0,82,0,49,0,7835259481
NA,NA,2021-11-17T14:43:35Z,0,82,0,50,0,7835259481
NA,NA,2021-11-17T14:43:36Z,0,82,0,51,0,7835259481
NA,NA,2021-11-17T14:43:37Z,0,82,0,52,0,7835259481
NA,NA,2021-11-17T14:43:38Z,0,83,0,53,0,7835259481
NA,NA,2021-11-17T14:43:39Z,0,83,0,54,0,7835259481
NA,NA,2021-11-17T14:43:40Z,0,83,0,55,0,7835259481
NA,NA,2021-11-17T14:43:41Z,0,83,0,56,0,7835259481
NA,NA,2021-11-17T14:43:42Z,0,83,0,57,0,7835259481
NA,NA,2021-11-17T14:43:43Z,0,82,0,58,0,7835259481
NA,NA,2021-11-17T14:43:44Z,0,82,0,59,0,7835259481
NA,NA,2021-11-17T14:43:45Z,0,82,0,60,0,7835259481
NA,NA,2021-11-17T14:43:46Z,0,81,0,61,0,7835259481
NA,NA,2021-11-17T14:43:47Z,0,81,0,62,0,7835259481
NA,NA,2021-11-17T14:43:48Z,0,80,0,63,0,7835259481
NA,NA,2021-11-17T14:43:49Z,0,80,0,64,0,7835259481
NA,NA,2021-11-17T14:43:50Z,0,80,0,65,0,7835259481
NA,NA,2021-11-17T14:43:51Z,0,80,0,66,0,7835259481
