longitude,latitude,timestamp,distance,speed,heart_rate,cadence,time_elapsed,elevation,key
NA,NA,2022-01-31T19:08:26Z,0,0,102,0,0,0,8215493720
NA,NA,2022-01-31T19:08:27Z,0,0,103,81,1,0,8215493720
NA,NA,2022-01-31T19:08:28Z,2.63,2.631,105,84,2,0,8215493720
NA,NA,2022-01-31T19:08:29Z,5.88,3.247,106,84,3,0,8215493720
NA,NA,2022-01-31T19:08:30Z,9.27,3.387,107,84,4,0,8215493720
NA,NA,2022-01-31T19:08:31Z,12.75,3.49,108,85,5,0,8215493720
NA,NA,2022-01-31T19:08:32Z,16.22,3.462,110,85,6,0,8215493720
NA,NA,2022-01-31T19:08:33Z,19.72,3.499,111,85,7,0,8215493720
NA,NA,2022-01-31T19:08:34Z,23.33,3.611,112,84,8,0,8215493720
NA,NA,2022-01-31T19:08:35Z,26.78,3.452,114,84,9,0,8215493720
NA,NA,2022-01-31T19:08:36Z,30.22,3.443,115,84,10,0,8215493720
NA,NA,2022-01-31T19:08:37Z,33.23,3.014,116,84,11,0,8215493720
NA,NA,2022-01-31T19:08:38Z,36.3,3.07,116,83,12,0,8215493720
NA,NA,2022-01-31T19:08:39Z,39.28,2.976,117,83,13,0,8215493720
NA,NA,2022-01-31T19:08:40Z,42.34,3.06,118,84,14,0,8215493720
NA,NA,2022-01-31T19:08:41Z,45.49,3.144,118,85,15,0,8215493720
NA,NA,2022-01-31T19:08:42Z,48.7,3.21,119,85,16,0,8215493720
NA,NA,2022-01-31T19:08:43Z,51.93,3.238,120,85,17,0,8215493720
NA,NA,2022-01-31T19:08:44Z,55.21,3.275,120,85,18,0,8215493720
NA,NA,2022-01-31T19:08:45Z,58.48,3.275,121,84,19,0,8215493720
NA,NA,2022-01-31T19:08:46Z,61.76,3.275,122,83,20,0,8215493720
NA,NA,2022-01-31T19:08:47Z,64.97,3.21,123,83,21,0,8215493720
NA,NA,2022-01-31T19:08:48Z,68.16,3.191,123,84,22,0,8215493720
NA,NA,2022-01-31T19:08:49Z,71.28,3.116,124,84,23,0,8215493720
NA,NA,2022-01-31T19:08:50Z,74.44,3.163,125,84,24,0,8215493720
NA,NA,2022-01-31T19:08:51Z,77.54,3.107,126,83,25,0,8215493720
NA,NA,2022-01-31T19:08:52Z,80.54,2.995,127,83,26,0,8215493720
NA,NA,2022-01-31T19:08:53Z,83.52,2.976,128,83,27,0,8215493720
NA,NA,2022-01-31T19:08:54Z,86.4,2.883,128,83,28,0,8215493720
NA,NA,2022-01-31T19:08:55Z,89.43,3.032,128,83,29,0,8215493720
NA,NA,2022-01-31T19:08:56Z,92.49,3.06,128,84,30,0,8215493720
NA,NA,2022-01-31T19:08:57Z,96.59,4.096,129,84,31,0,8215493720
NA,NA,2022-01-31T19:08:58Z,102,5.412,129,84,32,0,8215493720
NA,NA,2022-01-31T19:08:59Z,108.47,6.466,129,84,33,0,8215493720
NA,NA,2022-01-31T19:09:00Z,115.36,6.895,131,84,34,0,8215493720
NA,NA,2022-01-31T19:09:01Z,121.87,6.513,131,84,35,0,8215493720
NA,NA,2022-01-31T19:09:02Z,128.1,6.224,133,84,36,0,8215493720
NA,NA,2022-01-31T19:09:03Z,134.35,6.252,136,84,37,0,8215493720
NA,NA,2022-01-31T19:09:04Z,140.75,6.392,137,84,38,0,8215493720
NA,NA,2022-01-31T19:09:05Z,147.13,6.392,137,84,39,0,8215493720
NA,NA,2022-01-31T19:09:06Z,153.44,6.308,138,84,40,0,8215493720
NA,NA,2022-01-31T19:09:07Z,159.54,6.093,143,84,41,0,8215493720
NA,NA,2022-01-31T19:09:08Z,165.54,6.009,146,101,42,0,8215493720
NA,NA,2022-01-31T19:09:09Z,172.24,6.69,149,101,43,0,8215493720
NA,NA,2022-01-31T19:09:10Z,179.29,7.063,151,105,44,0,8215493720
NA,NA,2022-01-31T19:09:11Z,186.55,7.25,153,105,45,0,8215493720
NA,NA,2022-01-31T19:09:12Z,193.74,7.194,154,105,46,0,8215493720
NA,NA,2022-01-31T19:09:13Z,200.92,7.175,155,104,47,0,8215493720
