distance,speed,heart_rate,time_elapsed,elevation,latitude,longitude,key,smooth_elev,diff_smooth,timestamp
0,2.818,78,0,279.89,45.013527888804674,-93.1507251318544,6642998472,281.0984851190476,1.208485119047623,2021-04-20T21:07:13Z
2.99,2.902,78,1,280.01,45.013528978452086,-93.15068732947113,6642998472,281.17588515406163,1.165885154061641,2021-04-20T21:07:14Z
9.28,3.415,78,3,280.42,45.0135316606611,-93.15060744993389,6642998472,281.25381216931214,0.8338121693121252,2021-04-20T21:07:16Z
9.28,3.415,78,4,280.42,45.0135316606611,-93.15060744993389,6642998472,281.3328596491228,0.9128596491227654,2021-04-20T21:07:17Z
12.95,3.546,78,5,280.54,45.0135316606611,-93.15056093037128,6642998472,281.4115738095238,0.8715738095237953,2021-04-20T21:07:18Z
16.64,3.378,78,6,280.66,45.01353157684207,-93.1505141593516,6642998472,281.4898662131519,0.8298662131518881,2021-04-20T21:07:19Z
20.22,3.35,78,7,280.79,45.01353149302304,-93.1504687294364,6642998472,281.5675995670996,0.7775995670995712,2021-04-20T21:07:20Z
23.6,3.116,78,8,280.92,45.01353124156594,-93.15042581409216,6642998472,281.6445983436853,0.7245983436852725,2021-04-20T21:07:21Z
27.01,3.014,78,9,281.18,45.0135300680995,-93.15038264729084,6642998472,281.72065674603175,0.5406567460317433,2021-04-20T21:07:22Z
30.06,2.874,78,10,281.31,45.013528894633055,-93.15034392289816,6642998472,281.79577333333333,0.4857733333333272,2021-04-20T21:07:23Z
33.17,3.004,78,11,281.43,45.01352780498564,-93.15030444413424,6642998472,281.8691227106227,0.439122710622712,2021-04-20T21:07:24Z
36.59,3.135,78,12,281.56,45.01352579332888,-93.1502612773329,6642998472,281.9407425044092,0.3807425044091701,2021-04-20T21:07:25Z
40.11,3.172,82,13,281.71,45.013523530215025,-93.15021668560804,6642998472,282.0106649659864,0.3006649659864138,2021-04-20T21:07:26Z
43.61,3.126,86,14,281.86,45.013521602377295,-93.15017226152122,6642998472,282.0785238095238,0.2185238095237878,2021-04-20T21:07:27Z
47.12,3.228,85,15,282.02,45.013519590720534,-93.15012775361538,6642998472,282.14438253968257,0.1243825396825855,2021-04-20T21:07:28Z
50.52,3.238,84,16,282.32,45.01351892016828,-93.150084502995,6642998472,282.2078356374808,-0.11216436251919504,2021-04-20T21:07:29Z
53.83,3.135,90,17,282.46,45.01352000981569,-93.15004259347916,6642998472,282.33610752688173,-0.12389247311824647,2021-04-20T21:07:30Z
57.24,3.266,95,18,282.6,45.013522021472454,-93.1499993428588,6642998472,282.4631950844854,-0.13680491551463092,2021-04-20T21:07:31Z
60.76,3.387,95,19,282.75,45.01352436840534,-93.14995483495296,6642998472,282.588801843318,-0.1611981566820191,2021-04-20T21:07:32Z
64.27,3.443,97,20,282.89,45.01352621242404,-93.14991032704712,6642998472,282.7126728110599,-0.17732718894006894,2021-04-20T21:07:33Z
67.52,3.247,99,21,283.01,45.01352872699499,-93.1498693395406,6642998472,282.83221198156684,-0.17778801843314795,2021-04-20T21:07:34Z
70.75,3.303,102,22,283.26,45.01352931372821,-93.14982835203408,6642998472,282.94672811059905,-0.3132718894009372,2021-04-20T21:07:35Z
73.86,3.256,104,23,283.38,45.013529900461435,-93.14978887327015,6642998472,283.05811059907836,-0.3218894009216342,2021-04-20T21:07:36Z
77.01,3.219,105,24,283.5,45.01353157684207,-93.14974897541106,6642998472,283.16594470046084,-0.334055299539159,2021-04-20T21:07:37Z
80.26,3.322,107,25,283.61,45.01353300176561,-93.14970782026649,6642998472,283.27059907834104,-0.33940092165897795,2021-04-20T21:07:38Z
83.46,3.219,108,26,283.72,45.01353400759399,-93.14966725185512,6642998472,283.37193548387097,-0.34806451612905676,2021-04-20T21:07:39Z
86.82,3.368,109,27,283.81,45.01353492960334,-93.149624587968,6642998472,283.46999999999997,-0.34000000000003183,2021-04-20T21:07:40Z
90.2,3.406,112,28,283.91,45.01353451050818,-93.14958167262375,6642998472,283.56488479262674,-0.34511520737328283,2021-04-20T21:07:41Z
