longitude,latitude,timestamp,distance,heart_rate,fractional_cadence,time_elapsed,elevation,key
NA,NA,2021-04-17T20:16:09Z,0,70,0,0,0,6624552061
NA,NA,2021-04-17T20:16:10Z,0,71,0,1,0,6624552061
NA,NA,2021-04-17T20:16:11Z,0,72,0,2,0,6624552061
NA,NA,2021-04-17T20:16:12Z,0,72,0,3,0,6624552061
NA,NA,2021-04-17T20:16:13Z,0,73,0,4,0,6624552061
NA,NA,2021-04-17T20:16:14Z,0,73,0,5,0,6624552061
NA,NA,2021-04-17T20:16:15Z,0,73,0,6,0,6624552061
NA,NA,2021-04-17T20:16:16Z,0,74,0,7,0,6624552061
NA,NA,2021-04-17T20:16:17Z,0,74,0,8,0,6624552061
NA,NA,2021-04-17T20:16:18Z,0,75,0,9,0,6624552061
NA,NA,2021-04-17T20:16:19Z,0,76,0,10,0,6624552061
NA,NA,2021-04-17T20:16:20Z,0,76,0,11,0,6624552061
NA,NA,2021-04-17T20:16:21Z,0,76,0,12,0,6624552061
NA,NA,2021-04-17T20:16:22Z,0,76,0,13,0,6624552061
NA,NA,2021-04-17T20:16:23Z,0,76,0,14,0,6624552061
NA,NA,2021-04-17T20:16:24Z,0,76,0,15,0,6624552061
NA,NA,2021-04-17T20:16:25Z,0,76,0,16,0,6624552061
NA,NA,2021-04-17T20:16:26Z,0,76,0,17,0,6624552061
NA,NA,2021-04-17T20:16:27Z,0,76,0,18,0,6624552061
NA,NA,2021-04-17T20:16:28Z,0,76,0,19,0,6624552061
NA,NA,2021-04-17T20:16:29Z,0,76,0,20,0,6624552061
NA,NA,2021-04-17T20:16:30Z,0,77,0,21,0,6624552061
NA,NA,2021-04-17T20:16:31Z,0,78,0,22,0,6624552061
NA,NA,2021-04-17T20:16:32Z,0,78,0,23,0,6624552061
NA,NA,2021-04-17T20:16:33Z,0,79,0,24,0,6624552061
NA,NA,2021-04-17T20:16:34Z,0,80,0,25,0,6624552061
NA,NA,2021-04-17T20:16:35Z,0,81,0,26,0,6624552061
NA,NA,2021-04-17T20:16:36Z,0,82,0,27,0,6624552061
NA,NA,2021-04-17T20:16:37Z,0,83,0,28,0,6624552061
NA,NA,2021-04-17T20:16:38Z,0,84,0,29,0,6624552061
NA,NA,2021-04-17T20:16:39Z,0,85,0,30,0,6624552061
NA,NA,2021-04-17T20:16:40Z,0,85,0,31,0,6624552061
NA,NA,2021-04-17T20:16:41Z,0,85,0,32,0,6624552061
NA,NA,2021-04-17T20:16:42Z,0,86,0,33,0,6624552061
NA,NA,2021-04-17T20:16:43Z,0,86,0,34,0,6624552061
NA,NA,2021-04-17T20:16:44Z,0,87,0,35,0,6624552061
NA,NA,2021-04-17T20:16:45Z,0,87,0,36,0,6624552061
NA,NA,2021-04-17T20:16:46Z,0,88,0,37,0,6624552061
NA,NA,2021-04-17T20:16:47Z,0,89,0,38,0,6624552061
NA,NA,2021-04-17T20:16:48Z,0,89,0,39,0,6624552061
NA,NA,2021-04-17T20:16:49Z,0,90,0,40,0,6624552061
NA,NA,2021-04-17T20:16:50Z,0,90,0,41,0,6624552061
NA,NA,2021-04-17T20:16:51Z,0,91,0,42,0,6624552061
NA,NA,2021-04-17T20:16:52Z,0,91,0,43,0,6624552061
NA,NA,2021-04-17T20:16:53Z,0,91,0,44,0,6624552061
NA,NA,2021-04-17T20:16:54Z,0,91,0,45,0,6624552061
NA,NA,2021-04-17T20:16:55Z,0,91,0,46,0,6624552061
NA,NA,2021-04-17T20:16:56Z,0,91,0,47,0,6624552061
NA,NA,2021-04-17T20:16:57Z,0,91,0,48,0,6624552061
NA,NA,2021-04-17T20:16:58Z,0,91,0,49,0,6624552061
NA,NA,2021-04-17T20:16:59Z,0,91,0,50,0,6624552061
NA,NA,2021-04-17T20:17:00Z,0,92,0,51,0,6624552061
NA,NA,2021-04-17T20:17:01Z,0,92,0,52,0,6624552061
NA,NA,2021-04-17T20:17:02Z,0,93,0,53,0,6624552061
NA,NA,2021-04-17T20:17:03Z,0,93,0,54,0,6624552061
NA,NA,2021-04-17T20:17:04Z,0,94,0,55,0,6624552061
NA,NA,2021-04-17T20:17:05Z,0,94,0,56,0,6624552061
NA,NA,2021-04-17T20:17:06Z,0,95,0,57,0,6624552061
NA,NA,2021-04-17T20:17:07Z,0,95,0,58,0,6624552061
NA,NA,2021-04-17T20:17:08Z,0,95,0,59,0,6624552061
NA,NA,2021-04-17T20:17:09Z,0,95,0,60,0,6624552061
NA,NA,2021-04-17T20:17:10Z,0,95,0,61,0,6624552061
NA,NA,2021-04-17T20:17:11Z,0,95,0,62,0,6624552061
NA,NA,2021-04-17T20:17:12Z,0,95,0,63,0,6624552061
NA,NA,2021-04-17T20:17:13Z,0,95,0,64,0,6624552061
NA,NA,2021-04-17T20:17:14Z,0,95,0,65,0,6624552061
NA,NA,2021-04-17T20:17:15Z,0,95,0,66,0,6624552061
NA,NA,2021-04-17T20:17:16Z,0,95,0,67,0,6624552061
NA,NA,2021-04-17T20:17:17Z,0,95,0,68,0,6624552061
NA,NA,2021-04-17T20:17:18Z,0,95,0,69,0,6624552061
NA,NA,2021-04-17T20:17:19Z,0,95,0,70,0,6624552061
NA,NA,2021-04-17T20:17:20Z,0,95,0,71,0,6624552061
NA,NA,2021-04-17T20:17:21Z,0,95,0,72,0,6624552061
NA,NA,2021-04-17T20:17:22Z,0,95,0,73,0,6624552061
NA,NA,2021-04-17T20:17:23Z,0,95,0,74,0,6624552061
NA,NA,2021-04-17T20:17:24Z,0,96,0,75,0,6624552061
NA,NA,2021-04-17T20:17:25Z,0,96,0,76,0,6624552061
NA,NA,2021-04-17T20:17:26Z,0,96,0,77,0,6624552061
NA,NA,2021-04-17T20:17:27Z,0,96,0,78,0,6624552061
NA,NA,2021-04-17T20:17:28Z,0,96,0,79,0,6624552061
NA,NA,2021-04-17T20:17:29Z,0,97,0,80,0,6624552061
NA,NA,2021-04-17T20:17:30Z,0,97,0,81,0,6624552061
NA,NA,2021-04-17T20:17:31Z,0,97,0,82,0,6624552061
NA,NA,2021-04-17T20:17:32Z,0,96,0,83,0,6624552061
NA,NA,2021-04-17T20:17:33Z,0,96,0,84,0,6624552061
NA,NA,2021-04-17T20:17:34Z,0,96,0,85,0,6624552061
NA,NA,2021-04-17T20:17:35Z,0,96,0,86,0,6624552061
NA,NA,2021-04-17T20:17:36Z,0,96,0,87,0,6624552061
NA,NA,2021-04-17T20:17:37Z,0,96,0,88,0,6624552061
NA,NA,2021-04-17T20:17:38Z,0,96,0,89,0,6624552061
NA,NA,2021-04-17T20:17:39Z,0,96,0,90,0,6624552061
NA,NA,2021-04-17T20:17:40Z,0,96,0,91,0,6624552061
NA,NA,2021-04-17T20:17:41Z,0,96,0,92,0,6624552061
NA,NA,2021-04-17T20:17:42Z,0,96,0,93,0,6624552061
NA,NA,2021-04-17T20:17:43Z,0,96,0,94,0,6624552061
NA,NA,2021-04-17T20:17:44Z,0,96,0,95,0,6624552061
NA,NA,2021-04-17T20:17:45Z,0,96,0,96,0,6624552061
NA,NA,2021-04-17T20:17:46Z,0,96,0,97,0,6624552061
NA,NA,2021-04-17T20:17:47Z,0,96,0,98,0,6624552061
NA,NA,2021-04-17T20:17:48Z,0,96,0,99,0,6624552061
NA,NA,2021-04-17T20:17:49Z,0,96,0,100,0,6624552061
NA,NA,2021-04-17T20:17:50Z,0,96,0,101,0,6624552061
NA,NA,2021-04-17T20:17:51Z,0,96,0,102,0,6624552061
NA,NA,2021-04-17T20:17:52Z,0,96,0,103,0,6624552061
NA,NA,2021-04-17T20:17:53Z,0,96,0,104,0,6624552061
NA,NA,2021-04-17T20:17:54Z,0,96,0,105,0,6624552061
NA,NA,2021-04-17T20:17:55Z,0,96,0,106,0,6624552061
NA,NA,2021-04-17T20:17:56Z,0,96,0,107,0,6624552061
NA,NA,2021-04-17T20:17:57Z,0,96,0,108,0,6624552061
NA,NA,2021-04-17T20:17:58Z,0,96,0,109,0,6624552061
NA,NA,2021-04-17T20:17:59Z,0,96,0,110,0,6624552061
NA,NA,2021-04-17T20:18:00Z,0,96,0,111,0,6624552061
NA,NA,2021-04-17T20:18:01Z,0,96,0,112,0,6624552061
NA,NA,2021-04-17T20:18:02Z,0,96,0,113,0,6624552061
NA,NA,2021-04-17T20:18:03Z,0,96,0,114,0,6624552061
NA,NA,2021-04-17T20:18:04Z,0,96,0,115,0,6624552061
NA,NA,2021-04-17T20:18:05Z,0,96,0,116,0,6624552061
NA,NA,2021-04-17T20:18:06Z,0,96,0,117,0,6624552061
NA,NA,2021-04-17T20:18:07Z,0,96,0,118,0,6624552061
NA,NA,2021-04-17T20:18:08Z,0,97,0,119,0,6624552061
NA,NA,2021-04-17T20:18:09Z,0,97,0,120,0,6624552061
NA,NA,2021-04-17T20:18:10Z,0,97,0,121,0,6624552061
NA,NA,2021-04-17T20:18:11Z,0,97,0,122,0,6624552061
NA,NA,2021-04-17T20:18:12Z,0,97,0,123,0,6624552061
NA,NA,2021-04-17T20:18:13Z,0,97,0,124,0,6624552061
NA,NA,2021-04-17T20:18:14Z,0,97,0,125,0,6624552061
NA,NA,2021-04-17T20:18:15Z,0,97,0,126,0,6624552061
NA,NA,2021-04-17T20:18:16Z,0,97,0,127,0,6624552061
NA,NA,2021-04-17T20:18:17Z,0,97,0,128,0,6624552061
NA,NA,2021-04-17T20:18:18Z,0,97,0,129,0,6624552061
NA,NA,2021-04-17T20:18:19Z,0,97,0,130,0,6624552061
NA,NA,2021-04-17T20:18:20Z,0,97,0,131,0,6624552061
NA,NA,2021-04-17T20:18:21Z,0,96,0,132,0,6624552061
NA,NA,2021-04-17T20:18:22Z,0,96,0,133,0,6624552061
NA,NA,2021-04-17T20:18:23Z,0,96,0,134,0,6624552061
NA,NA,2021-04-17T20:18:24Z,0,96,0,135,0,6624552061
NA,NA,2021-04-17T20:18:25Z,0,96,0,136,0,6624552061
NA,NA,2021-04-17T20:18:26Z,0,96,0,137,0,6624552061
NA,NA,2021-04-17T20:18:27Z,0,96,0,138,0,6624552061
NA,NA,2021-04-17T20:18:28Z,0,96,0,139,0,6624552061
NA,NA,2021-04-17T20:18:29Z,0,97,0,140,0,6624552061
NA,NA,2021-04-17T20:18:30Z,0,96,0,141,0,6624552061
NA,NA,2021-04-17T20:18:31Z,0,95,0,142,0,6624552061
NA,NA,2021-04-17T20:18:32Z,0,95,0,143,0,6624552061
NA,NA,2021-04-17T20:18:33Z,0,95,0,144,0,6624552061
NA,NA,2021-04-17T20:18:34Z,0,95,0,145,0,6624552061
NA,NA,2021-04-17T20:18:35Z,0,94,0,146,0,6624552061
NA,NA,2021-04-17T20:18:36Z,0,94,0,147,0,6624552061
NA,NA,2021-04-17T20:18:37Z,0,93,0,148,0,6624552061
NA,NA,2021-04-17T20:18:38Z,0,93,0,149,0,6624552061
NA,NA,2021-04-17T20:18:39Z,0,93,0,150,0,6624552061
NA,NA,2021-04-17T20:18:40Z,0,93,0,151,0,6624552061
NA,NA,2021-04-17T20:18:41Z,0,92,0,152,0,6624552061
NA,NA,2021-04-17T20:18:42Z,0,92,0,153,0,6624552061
NA,NA,2021-04-17T20:18:43Z,0,92,0,154,0,6624552061
NA,NA,2021-04-17T20:18:44Z,0,92,0,155,0,6624552061
NA,NA,2021-04-17T20:18:45Z,0,92,0,156,0,6624552061
NA,NA,2021-04-17T20:18:46Z,0,92,0,157,0,6624552061
NA,NA,2021-04-17T20:18:47Z,0,92,0,158,0,6624552061
NA,NA,2021-04-17T20:18:48Z,0,92,0,159,0,6624552061
NA,NA,2021-04-17T20:18:49Z,0,92,0,160,0,6624552061
NA,NA,2021-04-17T20:18:50Z,0,92,0,161,0,6624552061
NA,NA,2021-04-17T20:18:51Z,0,92,0,162,0,6624552061
NA,NA,2021-04-17T20:18:52Z,0,92,0,163,0,6624552061
NA,NA,2021-04-17T20:18:53Z,0,92,0,164,0,6624552061
NA,NA,2021-04-17T20:18:54Z,0,91,0,165,0,6624552061
NA,NA,2021-04-17T20:18:55Z,0,91,0,166,0,6624552061
NA,NA,2021-04-17T20:18:56Z,0,89,0,167,0,6624552061
NA,NA,2021-04-17T20:18:57Z,0,89,0,168,0,6624552061
NA,NA,2021-04-17T20:18:58Z,0,88,0,169,0,6624552061
