timestamp,distance,heart_rate,cadence,fractional_cadence,key
2018-12-05T14:48:29Z,0,90,0,0,2018-12-05 14:48:29
2018-12-05T14:48:30Z,0,90,0,0,2018-12-05 14:48:29
2018-12-05T14:48:31Z,0,90,58,0.5,2018-12-05 14:48:29
2018-12-05T14:48:32Z,0,97,58,0.5,2018-12-05 14:48:29
2018-12-05T14:48:33Z,0,97,58,0.5,2018-12-05 14:48:29
2018-12-05T14:48:34Z,0,97,58,0.5,2018-12-05 14:48:29
2018-12-05T14:48:35Z,0,97,58,0.5,2018-12-05 14:48:29
2018-12-05T14:48:36Z,0,97,0,0,2018-12-05 14:48:29
2018-12-05T14:48:37Z,0,97,0,0,2018-12-05 14:48:29
2018-12-05T14:48:38Z,0,97,0,0,2018-12-05 14:48:29
2018-12-05T14:48:39Z,0,110,0,0,2018-12-05 14:48:29
2018-12-05T14:48:40Z,0,110,0,0,2018-12-05 14:48:29
2018-12-05T14:48:41Z,0,114,0,0,2018-12-05 14:48:29
2018-12-05T14:48:42Z,0,122,0,0,2018-12-05 14:48:29
2018-12-05T14:48:43Z,0,122,0,0,2018-12-05 14:48:29
2018-12-05T14:48:44Z,0,122,0,0,2018-12-05 14:48:29
2018-12-05T14:48:45Z,0,122,0,0,2018-12-05 14:48:29
2018-12-05T14:48:46Z,0,122,0,0,2018-12-05 14:48:29
2018-12-05T14:48:47Z,0,122,0,0,2018-12-05 14:48:29
2018-12-05T14:48:48Z,0,122,0,0,2018-12-05 14:48:29
2018-12-05T14:48:49Z,0,122,0,0,2018-12-05 14:48:29
2018-12-05T14:48:50Z,0,135,0,0,2018-12-05 14:48:29
2018-12-05T14:48:51Z,0,135,0,0,2018-12-05 14:48:29
2018-12-05T14:48:52Z,0,135,0,0,2018-12-05 14:48:29
2018-12-05T14:48:53Z,0,132,0,0,2018-12-05 14:48:29
2018-12-05T14:48:54Z,0,132,0,0,2018-12-05 14:48:29
2018-12-05T14:48:55Z,0,143,0,0,2018-12-05 14:48:29
2018-12-05T14:48:56Z,0,153,0,0,2018-12-05 14:48:29
2018-12-05T14:48:57Z,0,153,0,0,2018-12-05 14:48:29
2018-12-05T14:48:58Z,0,153,0,0,2018-12-05 14:48:29
2018-12-05T14:48:59Z,0,153,0,0,2018-12-05 14:48:29
2018-12-05T14:49:00Z,0,153,0,0,2018-12-05 14:48:29
