timestamp,distance,speed,heart_rate,cadence,fractional_cadence,key
2019-04-23T19:05:29Z,0,0,69,58,0.5,2019-04-23 19:05:28
2019-04-23T19:05:30Z,0,0,70,0,0,2019-04-23 19:05:28
2019-04-23T19:05:31Z,0,0,70,0,0,2019-04-23 19:05:28
2019-04-23T19:05:32Z,1.3,1.297,70,58,0.5,2019-04-23 19:05:28
2019-04-23T19:05:33Z,1.3,0,70,58,0.5,2019-04-23 19:05:28
2019-04-23T19:05:34Z,1.3,0,70,0,0,2019-04-23 19:05:28
2019-04-23T19:05:35Z,1.3,0,70,0,0,2019-04-23 19:05:28
2019-04-23T19:05:36Z,1.3,0,71,0,0,2019-04-23 19:05:28
2019-04-23T19:05:37Z,1.3,0,74,0,0,2019-04-23 19:05:28
2019-04-23T19:05:38Z,1.3,0,74,0,0,2019-04-23 19:05:28
2019-04-23T19:05:39Z,4.37,3.07,74,81,0,2019-04-23 19:05:28
2019-04-23T19:05:40Z,7.57,3.2,74,84,0,2019-04-23 19:05:28
2019-04-23T19:05:41Z,10.81,3.247,74,84,0,2019-04-23 19:05:28
2019-04-23T19:05:42Z,14.24,3.424,74,84,0,2019-04-23 19:05:28
2019-04-23T19:05:43Z,17.71,3.471,74,84,0,2019-04-23 19:05:28
2019-04-23T19:05:44Z,21.29,3.583,74,84,0.5,2019-04-23 19:05:28
2019-04-23T19:05:45Z,24.91,3.62,84,85,0.5,2019-04-23 19:05:28
2019-04-23T19:05:46Z,28.51,3.592,84,85,0.5,2019-04-23 19:05:28
2019-04-23T19:05:47Z,32.1,3.592,84,85,0.5,2019-04-23 19:05:28
2019-04-23T19:05:48Z,35.7,3.602,84,84,0.5,2019-04-23 19:05:28
2019-04-23T19:05:49Z,39.31,3.611,84,84,0.5,2019-04-23 19:05:28
2019-04-23T19:05:50Z,42.82,3.508,84,84,0.5,2019-04-23 19:05:28
2019-04-23T19:05:51Z,46.27,3.452,84,85,0.5,2019-04-23 19:05:28
2019-04-23T19:05:52Z,49.72,3.452,84,85,0.5,2019-04-23 19:05:28
2019-04-23T19:05:53Z,53.17,3.443,84,85,0.5,2019-04-23 19:05:28
2019-04-23T19:05:54Z,56.63,3.462,84,85,0.5,2019-04-23 19:05:28
2019-04-23T19:05:55Z,60.07,3.434,84,85,0.5,2019-04-23 19:05:28
2019-04-23T19:05:56Z,63.51,3.452,95,85,0.5,2019-04-23 19:05:28
2019-04-23T19:05:57Z,66.97,3.452,105,85,0.5,2019-04-23 19:05:28
2019-04-23T19:05:58Z,70.37,3.406,105,84,0.5,2019-04-23 19:05:28
2019-04-23T19:05:59Z,73.78,3.406,105,84,0.5,2019-04-23 19:05:28
2019-04-23T19:06:00Z,77.17,3.396,105,85,0.5,2019-04-23 19:05:28
2019-04-23T19:06:01Z,80.62,3.443,105,85,0.5,2019-04-23 19:05:28
2019-04-23T19:06:02Z,84.1,3.48,108,84,0.5,2019-04-23 19:05:28
2019-04-23T19:06:03Z,87.59,3.49,108,84,0.5,2019-04-23 19:05:28
2019-04-23T19:06:04Z,91.1,3.518,109,84,0.5,2019-04-23 19:05:28
2019-04-23T19:06:05Z,94.63,3.527,109,84,0.5,2019-04-23 19:05:28
2019-04-23T19:06:06Z,98.13,3.499,109,84,0.5,2019-04-23 19:05:28
2019-04-23T19:06:07Z,101.57,3.443,109,83,0.5,2019-04-23 19:05:28
2019-04-23T19:06:08Z,105,3.424,109,83,0.5,2019-04-23 19:05:28
2019-04-23T19:06:09Z,108.4,3.406,109,84,0,2019-04-23 19:05:28
2019-04-23T19:06:10Z,111.84,3.434,109,84,0,2019-04-23 19:05:28
2019-04-23T19:06:11Z,115.3,3.462,120,84,0,2019-04-23 19:05:28
2019-04-23T19:06:12Z,118.77,3.471,120,84,0,2019-04-23 19:05:28
2019-04-23T19:06:13Z,122.23,3.462,120,83,0,2019-04-23 19:05:28
2019-04-23T19:06:14Z,125.62,3.387,120,83,0,2019-04-23 19:05:28
2019-04-23T19:06:15Z,128.86,3.238,120,83,0,2019-04-23 19:05:28
2019-04-23T19:06:16Z,132.08,3.219,131,83,0,2019-04-23 19:05:28
2019-04-23T19:06:17Z,135.23,3.154,131,83,0,2019-04-23 19:05:28
2019-04-23T19:06:18Z,138.25,3.023,136,83,0,2019-04-23 19:05:28
2019-04-23T19:06:19Z,141.22,2.967,135,83,0.5,2019-04-23 19:05:28
2019-04-23T19:06:20Z,144.35,3.126,133,83,0.5,2019-04-23 19:05:28
2019-04-23T19:06:21Z,147.53,3.182,132,83,0.5,2019-04-23 19:05:28
2019-04-23T19:06:22Z,150.7,3.172,130,84,0.5,2019-04-23 19:05:28
2019-04-23T19:06:23Z,153.78,3.079,128,84,0.5,2019-04-23 19:05:28
2019-04-23T19:06:24Z,156.83,3.051,128,84,0.5,2019-04-23 19:05:28
