distance,speed,heart_rate,time_elapsed,elevation,latitude,longitude,key,smooth_elev,diff_smooth,timestamp
0,4.255,81,0,254.36,44.98486823402345,-93.2338480465114,6618994254,254.45027232142857,0.09027232142855723,2021-04-17T00:28:45Z
4.82,4.619,81,1,254.38,44.98484065756202,-93.23380085639656,6618994254,254.44798739495798,0.06798739495798145,2021-04-17T00:28:46Z
9.98,4.852,82,2,254.35,44.98481475748122,-93.23374662548304,6618994254,254.4446865079365,0.09468650793650113,2021-04-17T00:28:47Z
15.32,5.029,83,3,254.36,44.984791120514274,-93.23368770070374,6618994254,254.43962781954886,0.0796278195488469,2021-04-17T00:28:48Z
20.73,5.113,85,4,254.47,44.98476765118539,-93.233627602458,6618994254,254.43257499999999,-0.03742500000001314,2021-04-17T00:28:49Z
31.72,5.225,87,5,254.45,44.98472004197538,-93.2335054781288,6618994254,254.42211224489796,-0.027887755102028677,2021-04-17T00:28:50Z
31.72,5.225,89,6,254.45,44.98472004197538,-93.2335054781288,6618994254,254.40792532467532,-0.04207467532467035,2021-04-17T00:28:51Z
37.23,5.43,92,7,254.44,44.98469506390393,-93.23344504460692,6618994254,254.39031366459628,-0.04968633540372025,2021-04-17T00:28:52Z
42.84,5.505,95,8,254.52,44.984670002013445,-93.23338335379958,6618994254,254.36922916666666,-0.15077083333335395,2021-04-17T00:28:53Z
48.82,5.776,97,9,254.55,44.984642174094915,-93.23331839405,6618994254,254.34423142857142,-0.2057685714285924,2021-04-17T00:28:54Z
54.81,5.878,98,10,254.53,44.98461409471929,-93.23325351811944,6618994254,254.31571703296703,-0.21428296703297178,2021-04-17T00:28:55Z
60.79,5.962,100,11,254.49,44.98458618298173,-93.23318872600794,6618994254,254.28418253968255,-0.20581746031746206,2021-04-17T00:28:56Z
66.9,6.009,101,12,254.53,44.98455877415836,-93.2331215031445,6618994254,254.2503086734694,-0.27969132653061024,2021-04-17T00:28:57Z
73.43,6.102,101,13,254.47,44.984529269859195,-93.2330498378724,6618994254,254.21443596059115,-0.25556403940885275,2021-04-17T00:28:58Z
79.4,5.944,102,14,254.45,44.98450362123549,-93.23298336938024,6618994254,254.1768119047619,-0.2731880952380834,2021-04-17T00:28:59Z
85.2,5.514,103,15,254.41,44.98447713442147,-93.23292000219226,6618994254,254.13774423963133,-0.2722557603686653,2021-04-17T00:29:00Z
