timestamp,distance,speed,cadence,heart_rate,time_elapsed,elevation,latitude,longitude,key
2022-09-04T12:58:56Z,0.88,0.914,56,68,0,20.89,38.892124677076936,-76.98218160308897,9540606831
2022-09-04T12:58:57Z,4.47,1.288,56,69,1,21.11,38.8921214081347,-76.98213600553572,9540606831
2022-09-04T12:58:58Z,4.47,1.288,56,70,2,21.11,38.8921214081347,-76.98213600553572,9540606831
2022-09-04T12:58:59Z,7.58,1.288,56,70,3,21.54,38.892120234668255,-76.98209987953305,9540606831
2022-09-04T12:59:00Z,10.89,2.202,56,71,4,22.08,38.89211763627827,-76.98206182569265,9540606831
2022-09-04T12:59:01Z,14.36,2.883,89,73,5,22.33,38.8921177200973,-76.98202167637646,9540606831
2022-09-04T12:59:02Z,17.65,2.911,89,74,6,22.37,38.892118306830525,-76.98198362253606,9540606831
2022-09-04T12:59:03Z,20.65,3.312,89,76,7,22.43,38.89211721718311,-76.981949089095,9540606831
2022-09-04T12:59:04Z,23.74,3.312,89,77,8,22.33,38.89211738482118,-76.98191346600652,9540606831
2022-09-04T12:59:05Z,26.73,3.284,88,79,9,22.25,38.89211646281183,-76.98187893256545,9540606831
2022-09-04T12:59:06Z,29.42,3.191,88,80,10,22.25,38.89211604371667,-76.98184791952372,9540606831
2022-09-04T12:59:07Z,32.12,3.098,88,82,11,22.25,38.89211554080248,-76.98181682266295,9540606831
2022-09-04T12:59:08Z,35.14,2.976,88,84,12,22.21,38.89211562462151,-76.98178203776479,9540606831
2022-09-04T12:59:09Z,38.3,2.976,88,85,13,22.13,38.892116798087955,-76.98174549266696,9540606831
2022-09-04T12:59:10Z,41.49,3.014,89,86,14,21.95,38.89211746864021,-76.98170869611204,9540606831
2022-09-04T12:59:11Z,44.84,3.07,89,88,15,21.65,38.89211788773537,-76.98167005553842,9540606831
2022-09-04T12:59:12Z,48.13,3.191,89,89,16,21.34,38.89211461879313,-76.98163233697414,9540606831
2022-09-04T12:59:13Z,51.5,3.219,89,91,17,21.14,38.89211118221283,-76.98159378021955,9540606831
2022-09-04T12:59:14Z,54.73,3.238,89,93,18,21.1,38.892109505832195,-76.98155656456947,9540606831
2022-09-04T12:59:15Z,58.04,3.294,89,94,19,21.22,38.892109002918005,-76.98151834309101,9540606831
2022-09-04T12:59:16Z,61.34,3.294,89,95,20,21.48,38.89210648834705,-76.98148045688868,9540606831
2022-09-04T12:59:17Z,64.59,3.322,90,96,21,21.66,38.89210523106158,-76.98144307360053,9540606831
2022-09-04T12:59:18Z,67.74,3.35,90,97,22,21.66,38.89210523106158,-76.98140661232173,9540606831
2022-09-04T12:59:19Z,70.8,3.359,90,98,23,21.55,38.892104057595134,-76.98137107305229,9540606831
2022-09-04T12:59:20Z,73.76,3.359,90,99,24,21.18,38.8921005371958,-76.98133679106832,9540606831
2022-09-04T12:59:21Z,76.65,3.331,90,100,25,20.75,38.892099279910326,-76.98130351491272,9540606831
2022-09-04T12:59:22Z,79.66,3.294,91,101,26,20.63,38.892096346244216,-76.98126898147166,9540606831
2022-09-04T12:59:23Z,82.5,3.266,91,101,27,20.97,38.89209592714906,-76.98123629204929,9540606831
