timestamp,distance,heart_rate,key
2018-02-23T17:41:22Z,0,99,2018-02-23 17:41:23
2018-02-23T17:41:23Z,0,100,2018-02-23 17:41:23
2018-02-23T17:41:24Z,0,102,2018-02-23 17:41:23
2018-02-23T17:41:25Z,0,102,2018-02-23 17:41:23
2018-02-23T17:41:26Z,0,103,2018-02-23 17:41:23
2018-02-23T17:41:27Z,0,105,2018-02-23 17:41:23
2018-02-23T17:41:28Z,0,108,2018-02-23 17:41:23
2018-02-23T17:41:29Z,0,111,2018-02-23 17:41:23
2018-02-23T17:41:30Z,0,116,2018-02-23 17:41:23
2018-02-23T17:41:31Z,0,120,2018-02-23 17:41:23
2018-02-23T17:41:32Z,0,122,2018-02-23 17:41:23
2018-02-23T17:41:33Z,0,122,2018-02-23 17:41:23
2018-02-23T17:41:34Z,0,124,2018-02-23 17:41:23
2018-02-23T17:41:35Z,0,124,2018-02-23 17:41:23
2018-02-23T17:41:36Z,0,123,2018-02-23 17:41:23
2018-02-23T17:41:37Z,0,119,2018-02-23 17:41:23
2018-02-23T17:41:38Z,0,118,2018-02-23 17:41:23
2018-02-23T17:41:39Z,0,115,2018-02-23 17:41:23
2018-02-23T17:41:40Z,0,104,2018-02-23 17:41:23
2018-02-23T17:41:41Z,0,97,2018-02-23 17:41:23
2018-02-23T17:41:42Z,0,97,2018-02-23 17:41:23
2018-02-23T17:41:43Z,0,97,2018-02-23 17:41:23
2018-02-23T17:41:44Z,0,100,2018-02-23 17:41:23
2018-02-23T17:41:45Z,0,100,2018-02-23 17:41:23
2018-02-23T17:41:46Z,0,99,2018-02-23 17:41:23
2018-02-23T17:41:47Z,0,99,2018-02-23 17:41:23
2018-02-23T17:41:48Z,0,98,2018-02-23 17:41:23
2018-02-23T17:41:49Z,0,98,2018-02-23 17:41:23
2018-02-23T17:41:50Z,0,97,2018-02-23 17:41:23
2018-02-23T17:41:51Z,0,97,2018-02-23 17:41:23
2018-02-23T17:41:52Z,0,96,2018-02-23 17:41:23
2018-02-23T17:41:53Z,0,96,2018-02-23 17:41:23
2018-02-23T17:41:54Z,0,96,2018-02-23 17:41:23
2018-02-23T17:41:55Z,0,96,2018-02-23 17:41:23
2018-02-23T17:41:56Z,0,95,2018-02-23 17:41:23
2018-02-23T17:41:57Z,0,95,2018-02-23 17:41:23
2018-02-23T17:41:58Z,0,95,2018-02-23 17:41:23
2018-02-23T17:41:59Z,0,95,2018-02-23 17:41:23
2018-02-23T17:42:00Z,0,94,2018-02-23 17:41:23
2018-02-23T17:42:01Z,0,94,2018-02-23 17:41:23
2018-02-23T17:42:02Z,0,94,2018-02-23 17:41:23
2018-02-23T17:42:03Z,0,93,2018-02-23 17:41:23
2018-02-23T17:42:04Z,0,93,2018-02-23 17:41:23
2018-02-23T17:42:05Z,0,93,2018-02-23 17:41:23
2018-02-23T17:42:06Z,0,93,2018-02-23 17:41:23
2018-02-23T17:42:07Z,0,92,2018-02-23 17:41:23
2018-02-23T17:42:08Z,0,93,2018-02-23 17:41:23
2018-02-23T17:42:09Z,0,95,2018-02-23 17:41:23
2018-02-23T17:42:10Z,0,98,2018-02-23 17:41:23
2018-02-23T17:42:11Z,0,101,2018-02-23 17:41:23
2018-02-23T17:42:12Z,0,105,2018-02-23 17:41:23
2018-02-23T17:42:13Z,0,106,2018-02-23 17:41:23
2018-02-23T17:42:14Z,0,108,2018-02-23 17:41:23
2018-02-23T17:42:15Z,0,108,2018-02-23 17:41:23
2018-02-23T17:42:16Z,0,111,2018-02-23 17:41:23
2018-02-23T17:42:17Z,0,111,2018-02-23 17:41:23
2018-02-23T17:42:18Z,0,113,2018-02-23 17:41:23
2018-02-23T17:42:19Z,0,116,2018-02-23 17:41:23
2018-02-23T17:42:20Z,0,119,2018-02-23 17:41:23
2018-02-23T17:42:21Z,0,120,2018-02-23 17:41:23
2018-02-23T17:42:22Z,0,121,2018-02-23 17:41:23
2018-02-23T17:42:23Z,0,124,2018-02-23 17:41:23
2018-02-23T17:42:24Z,0,124,2018-02-23 17:41:23
2018-02-23T17:42:25Z,0,124,2018-02-23 17:41:23
2018-02-23T17:42:26Z,0,125,2018-02-23 17:41:23
2018-02-23T17:42:27Z,0,123,2018-02-23 17:41:23
2018-02-23T17:42:28Z,0,125,2018-02-23 17:41:23
2018-02-23T17:42:29Z,0,127,2018-02-23 17:41:23
2018-02-23T17:42:30Z,0,130,2018-02-23 17:41:23
2018-02-23T17:42:31Z,0,132,2018-02-23 17:41:23
2018-02-23T17:42:32Z,0,133,2018-02-23 17:41:23
2018-02-23T17:42:33Z,0,132,2018-02-23 17:41:23
2018-02-23T17:42:34Z,0,132,2018-02-23 17:41:23
2018-02-23T17:42:35Z,0,132,2018-02-23 17:41:23
2018-02-23T17:42:36Z,0,133,2018-02-23 17:41:23
2018-02-23T17:42:37Z,0,133,2018-02-23 17:41:23
2018-02-23T17:42:38Z,0,133,2018-02-23 17:41:23
2018-02-23T17:42:39Z,0,133,2018-02-23 17:41:23
2018-02-23T17:42:40Z,0,133,2018-02-23 17:41:23
2018-02-23T17:42:41Z,0,132,2018-02-23 17:41:23
2018-02-23T17:42:42Z,0,132,2018-02-23 17:41:23
2018-02-23T17:42:43Z,0,130,2018-02-23 17:41:23
2018-02-23T17:42:44Z,0,126,2018-02-23 17:41:23
2018-02-23T17:42:45Z,0,127,2018-02-23 17:41:23
2018-02-23T17:42:46Z,0,133,2018-02-23 17:41:23
2018-02-23T17:42:47Z,0,134,2018-02-23 17:41:23
2018-02-23T17:42:48Z,0,135,2018-02-23 17:41:23
2018-02-23T17:42:49Z,0,135,2018-02-23 17:41:23
2018-02-23T17:42:50Z,0,134,2018-02-23 17:41:23
2018-02-23T17:42:51Z,0,133,2018-02-23 17:41:23
2018-02-23T17:42:52Z,0,133,2018-02-23 17:41:23
2018-02-23T17:42:53Z,0,133,2018-02-23 17:41:23
2018-02-23T17:42:54Z,0,131,2018-02-23 17:41:23
2018-02-23T17:42:55Z,0,131,2018-02-23 17:41:23
2018-02-23T17:42:56Z,0,130,2018-02-23 17:41:23
2018-02-23T17:42:57Z,0,132,2018-02-23 17:41:23
2018-02-23T17:42:58Z,0,130,2018-02-23 17:41:23
2018-02-23T17:42:59Z,0,129,2018-02-23 17:41:23
2018-02-23T17:43:00Z,0,129,2018-02-23 17:41:23
2018-02-23T17:43:01Z,0,133,2018-02-23 17:41:23
2018-02-23T17:43:02Z,0,133,2018-02-23 17:41:23
2018-02-23T17:43:03Z,0,133,2018-02-23 17:41:23
2018-02-23T17:43:04Z,0,132,2018-02-23 17:41:23
2018-02-23T17:43:05Z,0,130,2018-02-23 17:41:23
2018-02-23T17:43:06Z,0,129,2018-02-23 17:41:23
2018-02-23T17:43:07Z,0,128,2018-02-23 17:41:23
2018-02-23T17:43:08Z,0,127,2018-02-23 17:41:23
2018-02-23T17:43:09Z,0,131,2018-02-23 17:41:23
2018-02-23T17:43:10Z,0,132,2018-02-23 17:41:23
2018-02-23T17:43:11Z,0,132,2018-02-23 17:41:23
2018-02-23T17:43:12Z,0,132,2018-02-23 17:41:23
2018-02-23T17:43:13Z,0,133,2018-02-23 17:41:23
2018-02-23T17:43:14Z,0,133,2018-02-23 17:41:23
2018-02-23T17:43:15Z,0,133,2018-02-23 17:41:23
2018-02-23T17:43:16Z,0,133,2018-02-23 17:41:23
2018-02-23T17:43:17Z,0,133,2018-02-23 17:41:23
2018-02-23T17:43:18Z,0,137,2018-02-23 17:41:23
2018-02-23T17:43:19Z,0,137,2018-02-23 17:41:23
2018-02-23T17:43:20Z,0,126,2018-02-23 17:41:23
2018-02-23T17:43:21Z,0,120,2018-02-23 17:41:23
2018-02-23T17:43:22Z,0,115,2018-02-23 17:41:23
2018-02-23T17:43:23Z,0,110,2018-02-23 17:41:23
2018-02-23T17:43:24Z,0,110,2018-02-23 17:41:23
2018-02-23T17:43:25Z,0,110,2018-02-23 17:41:23
2018-02-23T17:43:26Z,0,110,2018-02-23 17:41:23
2018-02-23T17:43:27Z,0,110,2018-02-23 17:41:23
2018-02-23T17:43:28Z,0,110,2018-02-23 17:41:23
2018-02-23T17:43:29Z,0,110,2018-02-23 17:41:23
2018-02-23T17:43:30Z,0,110,2018-02-23 17:41:23
2018-02-23T17:43:31Z,0,110,2018-02-23 17:41:23
2018-02-23T17:43:32Z,0,110,2018-02-23 17:41:23
2018-02-23T17:43:33Z,0,110,2018-02-23 17:41:23
2018-02-23T17:43:34Z,0,112,2018-02-23 17:41:23
2018-02-23T17:43:35Z,0,112,2018-02-23 17:41:23
2018-02-23T17:43:36Z,0,110,2018-02-23 17:41:23
2018-02-23T17:43:37Z,0,110,2018-02-23 17:41:23
2018-02-23T17:43:38Z,0,110,2018-02-23 17:41:23
2018-02-23T17:43:39Z,0,110,2018-02-23 17:41:23
2018-02-23T17:43:40Z,0,110,2018-02-23 17:41:23
2018-02-23T17:43:41Z,0,106,2018-02-23 17:41:23
2018-02-23T17:43:42Z,0,107,2018-02-23 17:41:23
2018-02-23T17:43:43Z,0,106,2018-02-23 17:41:23
2018-02-23T17:43:44Z,0,104,2018-02-23 17:41:23
2018-02-23T17:43:45Z,0,103,2018-02-23 17:41:23
2018-02-23T17:43:46Z,0,103,2018-02-23 17:41:23
2018-02-23T17:43:47Z,0,102,2018-02-23 17:41:23
2018-02-23T17:43:48Z,0,102,2018-02-23 17:41:23
2018-02-23T17:43:49Z,0,102,2018-02-23 17:41:23
2018-02-23T17:43:50Z,0,101,2018-02-23 17:41:23
2018-02-23T17:43:51Z,0,101,2018-02-23 17:41:23
2018-02-23T17:43:52Z,0,101,2018-02-23 17:41:23
2018-02-23T17:43:53Z,0,101,2018-02-23 17:41:23
2018-02-23T17:43:54Z,0,100,2018-02-23 17:41:23
2018-02-23T17:43:55Z,0,100,2018-02-23 17:41:23
2018-02-23T17:43:56Z,0,100,2018-02-23 17:41:23
2018-02-23T17:43:57Z,0,100,2018-02-23 17:41:23
2018-02-23T17:43:58Z,0,101,2018-02-23 17:41:23
2018-02-23T17:43:59Z,0,101,2018-02-23 17:41:23
2018-02-23T17:44:00Z,0,101,2018-02-23 17:41:23
2018-02-23T17:44:01Z,0,102,2018-02-23 17:41:23
2018-02-23T17:44:02Z,0,102,2018-02-23 17:41:23
2018-02-23T17:44:03Z,0,105,2018-02-23 17:41:23
2018-02-23T17:44:04Z,0,105,2018-02-23 17:41:23
2018-02-23T17:44:05Z,0,104,2018-02-23 17:41:23
2018-02-23T17:44:06Z,0,104,2018-02-23 17:41:23
2018-02-23T17:44:07Z,0,103,2018-02-23 17:41:23
2018-02-23T17:44:08Z,0,102,2018-02-23 17:41:23
2018-02-23T17:44:09Z,0,101,2018-02-23 17:41:23
2018-02-23T17:44:10Z,0,101,2018-02-23 17:41:23
2018-02-23T17:44:11Z,0,101,2018-02-23 17:41:23
2018-02-23T17:44:12Z,0,101,2018-02-23 17:41:23
2018-02-23T17:44:13Z,0,101,2018-02-23 17:41:23
2018-02-23T17:44:14Z,0,101,2018-02-23 17:41:23
2018-02-23T17:44:15Z,0,101,2018-02-23 17:41:23
2018-02-23T17:44:16Z,0,101,2018-02-23 17:41:23
2018-02-23T17:44:17Z,0,101,2018-02-23 17:41:23
2018-02-23T17:44:18Z,0,100,2018-02-23 17:41:23
2018-02-23T17:44:19Z,0,100,2018-02-23 17:41:23
2018-02-23T17:44:20Z,0,100,2018-02-23 17:41:23
2018-02-23T17:44:21Z,0,100,2018-02-23 17:41:23
2018-02-23T17:44:22Z,0,100,2018-02-23 17:41:23
2018-02-23T17:44:23Z,0,100,2018-02-23 17:41:23
2018-02-23T17:44:24Z,0,99,2018-02-23 17:41:23
2018-02-23T17:44:25Z,0,99,2018-02-23 17:41:23
2018-02-23T17:44:26Z,0,99,2018-02-23 17:41:23
2018-02-23T17:44:27Z,0,98,2018-02-23 17:41:23
2018-02-23T17:44:28Z,0,98,2018-02-23 17:41:23
2018-02-23T17:44:29Z,0,98,2018-02-23 17:41:23
2018-02-23T17:44:30Z,0,98,2018-02-23 17:41:23
2018-02-23T17:44:31Z,0,97,2018-02-23 17:41:23
2018-02-23T17:44:32Z,0,97,2018-02-23 17:41:23
2018-02-23T17:44:33Z,0,97,2018-02-23 17:41:23
2018-02-23T17:44:34Z,0,97,2018-02-23 17:41:23
2018-02-23T17:44:35Z,0,96,2018-02-23 17:41:23
2018-02-23T17:44:36Z,0,98,2018-02-23 17:41:23
