timestamp,distance,speed,cadence,fractional_cadence,heart_rate,key
2020-02-19T11:55:40Z,0,0,88,0.5,NA,2020-02-19 11:55:38
2020-02-19T11:55:41Z,3.38,3.378,89,0,72,2020-02-19 11:55:38
2020-02-19T11:55:42Z,6.84,3.322,89,0,72,2020-02-19 11:55:38
2020-02-19T11:55:43Z,9.96,3.256,89,0,73,2020-02-19 11:55:38
2020-02-19T11:55:44Z,13.22,3.256,88,0,73,2020-02-19 11:55:38
2020-02-19T11:55:45Z,16.91,3.695,88,0,73,2020-02-19 11:55:38
2020-02-19T11:55:46Z,20.61,3.695,88,0,76,2020-02-19 11:55:38
2020-02-19T11:55:47Z,24.07,3.462,88,0,78,2020-02-19 11:55:38
2020-02-19T11:55:48Z,27.37,3.303,90,0,78,2020-02-19 11:55:38
2020-02-19T11:55:49Z,30.89,3.518,90,0.5,75,2020-02-19 11:55:38
2020-02-19T11:55:50Z,34.41,3.518,90,0,74,2020-02-19 11:55:38
2020-02-19T11:55:51Z,37.79,3.387,89,0.5,73,2020-02-19 11:55:38
2020-02-19T11:55:52Z,41.27,3.48,89,0.5,74,2020-02-19 11:55:38
2020-02-19T11:55:53Z,44.91,3.639,89,0.5,74,2020-02-19 11:55:38
2020-02-19T11:55:54Z,48.63,3.714,89,0.5,75,2020-02-19 11:55:38
2020-02-19T11:55:55Z,52.47,3.844,89,0.5,81,2020-02-19 11:55:38
2020-02-19T11:55:56Z,56.31,3.844,89,0.5,81,2020-02-19 11:55:38
2020-02-19T11:55:57Z,60.12,3.807,89,0.5,81,2020-02-19 11:55:38
2020-02-19T11:55:58Z,63.93,3.807,89,0.5,82,2020-02-19 11:55:38
2020-02-19T11:55:59Z,67.57,3.639,89,0.5,89,2020-02-19 11:55:38
2020-02-19T11:56:00Z,71.16,3.592,89,0.5,92,2020-02-19 11:55:38
2020-02-19T11:56:01Z,74.75,3.592,89,0.5,92,2020-02-19 11:55:38
2020-02-19T11:56:02Z,78.4,3.648,89,0.5,95,2020-02-19 11:55:38
2020-02-19T11:56:03Z,82.09,3.695,89,0,98,2020-02-19 11:55:38
2020-02-19T11:56:04Z,85.79,3.695,89,0,99,2020-02-19 11:55:38
2020-02-19T11:56:05Z,89.44,3.648,89,0,99,2020-02-19 11:55:38
2020-02-19T11:56:06Z,93.06,3.62,89,0,102,2020-02-19 11:55:38
2020-02-19T11:56:07Z,96.75,3.695,88,0,109,2020-02-19 11:55:38
2020-02-19T11:56:08Z,100.45,3.695,88,0,109,2020-02-19 11:55:38
2020-02-19T11:56:09Z,104.15,3.704,88,0,107,2020-02-19 11:55:38
2020-02-19T11:56:10Z,107.82,3.667,88,0,108,2020-02-19 11:55:38
2020-02-19T11:56:11Z,111.46,3.639,88,0,112,2020-02-19 11:55:38
2020-02-19T11:56:12Z,115.1,3.639,87,0.5,112,2020-02-19 11:55:38
