timestamp,distance,cadence,fractional_cadence,heart_rate,key
2019-08-09T00:08:55Z,0,0,0,NA,2019-08-09 00:02:33
2019-08-09T00:08:56Z,0,0,0,NA,2019-08-09 00:02:33
2019-08-09T00:08:57Z,0,0,0,NA,2019-08-09 00:02:33
2019-08-09T00:08:58Z,0,0,0,NA,2019-08-09 00:02:33
2019-08-09T00:09:09Z,0,0,0,NA,2019-08-09 00:02:33
2019-08-09T00:09:10Z,0,0,0,NA,2019-08-09 00:02:33
2019-08-09T00:09:20Z,0,0,0,NA,2019-08-09 00:02:33
2019-08-09T00:09:21Z,0,0,0,NA,2019-08-09 00:02:33
2019-08-09T00:09:22Z,0,0,0,NA,2019-08-09 00:02:33
2019-08-09T00:09:23Z,0,0,0,NA,2019-08-09 00:02:33
2019-08-09T00:09:35Z,0,0,0,NA,2019-08-09 00:02:33
2019-08-09T00:02:33Z,0,0,0,91,2019-08-09 00:02:33
2019-08-09T00:02:34Z,0,0,0,91,2019-08-09 00:02:33
2019-08-09T00:02:35Z,0,0,0,91,2019-08-09 00:02:33
2019-08-09T00:02:36Z,0,58,0.5,91,2019-08-09 00:02:33
2019-08-09T00:02:37Z,0,58,0.5,91,2019-08-09 00:02:33
2019-08-09T00:02:38Z,0,0,0,91,2019-08-09 00:02:33
2019-08-09T00:02:39Z,0,0,0,91,2019-08-09 00:02:33
2019-08-09T00:02:40Z,0,0,0,91,2019-08-09 00:02:33
2019-08-09T00:02:41Z,0,58,0.5,101,2019-08-09 00:02:33
2019-08-09T00:02:42Z,0,58,0.5,101,2019-08-09 00:02:33
2019-08-09T00:02:43Z,0,58,0.5,101,2019-08-09 00:02:33
2019-08-09T00:02:44Z,0,58,0.5,101,2019-08-09 00:02:33
2019-08-09T00:02:45Z,0,58,0.5,101,2019-08-09 00:02:33
2019-08-09T00:02:46Z,0,0,0,101,2019-08-09 00:02:33
2019-08-09T00:02:47Z,0,0,0,107,2019-08-09 00:02:33
2019-08-09T00:02:48Z,0,0,0,107,2019-08-09 00:02:33
2019-08-09T00:02:49Z,0,0,0,107,2019-08-09 00:02:33
2019-08-09T00:02:50Z,0,0,0,107,2019-08-09 00:02:33
2019-08-09T00:02:51Z,0,0,0,107,2019-08-09 00:02:33
2019-08-09T00:02:52Z,0,0,0,107,2019-08-09 00:02:33
2019-08-09T00:02:53Z,0,0,0,107,2019-08-09 00:02:33
2019-08-09T00:02:54Z,0,19,0.5,107,2019-08-09 00:02:33
