distance,speed,heart_rate,time_elapsed,elevation,latitude,longitude,key,smooth_elev,diff_smooth,timestamp
0,2.463,91,0,280.02,45.012819953262806,-93.15045992843808,6642877826,279.6996949404762,-0.3203050595237755,2021-04-20T19:47:41Z
3.23,3.032,91,1,280.07,45.01284174621105,-93.15048716962336,6642877826,279.68206582633053,-0.38793417366946414,2021-04-20T19:47:42Z
11.13,3.648,91,2,280.01,45.01289145089686,-93.15055950544776,6642877826,279.6650462962963,-0.3449537037037089,2021-04-20T19:47:43Z
11.13,3.648,91,3,280.01,45.01289145089686,-93.15055950544776,6642877826,279.6482393483709,-0.36176065162908344,2021-04-20T19:47:44Z
15.47,4.087,90,4,279.94,45.01291290856898,-93.15060552209616,6642877826,279.63097023809524,-0.3090297619047533,2021-04-20T19:47:45Z
19.8,4.283,90,5,279.85,45.01292916946113,-93.15065556205808,6642877826,279.6138492063492,-0.23615079365083602,2021-04-20T19:47:46Z
24.1,4.199,90,6,279.81,45.01294023357332,-93.15070794895291,6642877826,279.59705086580084,-0.21294913419916384,2021-04-20T19:47:47Z
28.19,3.956,90,7,279.62,45.01294660381973,-93.15075907856226,6642877826,279.5805952380952,-0.03940476190479103,2021-04-20T19:47:48Z
32.2,3.751,90,8,279.57,45.012948950752616,-93.15080987289548,6642877826,279.56432043650796,-0.005679563492037687,2021-04-20T19:47:49Z
35.78,3.079,90,9,279.54,45.012948950752616,-93.15085555426776,6642877826,279.5480333333333,0.008033333333287374,2021-04-20T19:47:50Z
39.17,3.2,90,10,279.52,45.01295221969485,-93.15089838579296,6642877826,279.5327793040293,0.012779304029322702,2021-04-20T19:47:51Z
42.61,3.396,90,11,279.5,45.01295347698033,-93.15094188787045,6642877826,279.5183377425044,0.018337742504400012,2021-04-20T19:47:52Z
46.3,3.527,91,12,279.46,45.01294911839068,-93.15098840743303,6642877826,279.50457057823127,0.04457057823128707,2021-04-20T19:47:53Z
49.97,3.508,91,13,279.44,45.01294375397265,-93.15103459171952,6642877826,279.49140804597704,0.051408045977041184,2021-04-20T19:47:54Z
53.64,3.499,91,14,279.41,45.01294065266848,-93.15108102746308,6642877826,279.4788373015873,0.06883730158727985,2021-04-20T19:47:55Z
57.32,3.546,91,15,279.5,45.01293889246881,-93.15112763084473,6642877826,279.46703149001536,-0.032968509984641514,2021-04-20T19:47:56Z
60.96,3.452,91,16,279.42,45.01293461769819,-93.15117339603604,6642877826,279.43780337941627,0.01780337941625021,2021-04-20T19:47:57Z
64.59,3.359,91,17,279.38,45.01293151639402,-93.15121924504638,6642877826,279.4088172043011,0.028817204301105903,2021-04-20T19:47:58Z
68.08,3.35,91,18,279.34,45.012932270765305,-93.15126358531415,6642877826,279.3804608294931,0.04046082949309948,2021-04-20T19:47:59Z
71.56,3.34,91,19,279.31,45.01293461769819,-93.1513075903058,6642877826,279.3525806451613,0.04258064516130844,2021-04-20T19:48:00Z
