longitude,latitude,timestamp,distance,speed,heart_rate,cadence,time_elapsed,elevation,key
NA,NA,2021-12-27T21:30:38Z,2.67,2.669,84,90,0,0,8019107555
NA,NA,2021-12-27T21:30:39Z,5.57,2.902,85,90,1,0,8019107555
NA,NA,2021-12-27T21:30:40Z,8.82,3.247,86,90,2,0,8019107555
NA,NA,2021-12-27T21:30:42Z,12.89,4.068,90,91,4,0,8019107555
NA,NA,2021-12-27T21:30:43Z,16.95,4.068,90,91,5,0,8019107555
NA,NA,2021-12-27T21:30:44Z,21.06,4.106,92,91,6,0,8019107555
NA,NA,2021-12-27T21:30:45Z,25.23,4.171,92,92,7,0,8019107555
NA,NA,2021-12-27T21:30:46Z,28.94,3.714,94,92,8,0,8019107555
NA,NA,2021-12-27T21:30:47Z,32.64,3.695,96,92,9,0,8019107555
NA,NA,2021-12-27T21:30:48Z,36.28,3.63,97,91,10,0,8019107555
NA,NA,2021-12-27T21:30:49Z,39.83,3.564,99,90,11,0,8019107555
NA,NA,2021-12-27T21:30:50Z,43.31,3.471,100,90,12,0,8019107555
NA,NA,2021-12-27T21:30:51Z,46.76,3.452,101,89,13,0,8019107555
NA,NA,2021-12-27T21:30:52Z,50.21,3.452,101,89,14,0,8019107555
NA,NA,2021-12-27T21:30:53Z,53.64,3.434,102,89,15,0,8019107555
NA,NA,2021-12-27T21:30:54Z,57.06,3.415,103,89,16,0,8019107555
NA,NA,2021-12-27T21:30:55Z,60.51,3.452,104,89,17,0,8019107555
NA,NA,2021-12-27T21:30:56Z,64.08,3.574,104,89,18,0,8019107555
NA,NA,2021-12-27T21:30:57Z,67.73,3.648,104,90,19,0,8019107555
NA,NA,2021-12-27T21:30:58Z,71.47,3.732,104,90,20,0,8019107555
NA,NA,2021-12-27T21:30:59Z,75.27,3.807,105,90,21,0,8019107555
NA,NA,2021-12-27T21:31:00Z,79.14,3.872,105,89,22,0,8019107555
NA,NA,2021-12-27T21:31:01Z,83.06,3.919,106,89,23,0,8019107555
NA,NA,2021-12-27T21:31:02Z,86.89,3.826,107,89,24,0,8019107555
NA,NA,2021-12-27T21:31:03Z,90.66,3.77,107,88,25,0,8019107555
NA,NA,2021-12-27T21:31:04Z,94.36,3.704,108,88,26,0,8019107555
NA,NA,2021-12-27T21:31:05Z,98.04,3.676,109,88,27,0,8019107555
NA,NA,2021-12-27T21:31:06Z,101.69,3.648,109,87,28,0,8019107555
NA,NA,2021-12-27T21:31:07Z,105.3,3.611,110,87,29,0,8019107555
NA,NA,2021-12-27T21:31:08Z,108.8,3.499,110,87,30,0,8019107555
NA,NA,2021-12-27T21:31:09Z,112.19,3.396,111,87,31,0,8019107555
NA,NA,2021-12-27T21:31:10Z,115.55,3.359,112,87,32,0,8019107555
NA,NA,2021-12-27T21:31:11Z,118.94,3.387,112,87,33,0,8019107555
NA,NA,2021-12-27T21:31:12Z,122.32,3.378,112,87,34,0,8019107555
NA,NA,2021-12-27T21:31:13Z,125.66,3.34,113,87,35,0,8019107555
NA,NA,2021-12-27T21:31:14Z,128.95,3.294,113,87,36,0,8019107555
NA,NA,2021-12-27T21:31:15Z,132.24,3.294,114,87,37,0,8019107555
NA,NA,2021-12-27T21:31:16Z,135.55,3.303,114,87,38,0,8019107555
NA,NA,2021-12-27T21:31:17Z,138.82,3.275,115,87,39,0,8019107555
NA,NA,2021-12-27T21:31:18Z,142.08,3.256,116,86,40,0,8019107555
NA,NA,2021-12-27T21:31:19Z,145.37,3.294,117,86,41,0,8019107555
NA,NA,2021-12-27T21:31:20Z,148.69,3.322,117,85,42,0,8019107555
NA,NA,2021-12-27T21:31:21Z,152.04,3.35,118,85,43,0,8019107555
NA,NA,2021-12-27T21:31:22Z,155.41,3.368,119,85,44,0,8019107555
NA,NA,2021-12-27T21:31:23Z,158.79,3.378,120,85,45,0,8019107555
NA,NA,2021-12-27T21:31:24Z,162.19,3.396,120,86,46,0,8019107555
NA,NA,2021-12-27T21:31:25Z,165.59,3.406,121,86,47,0,8019107555
NA,NA,2021-12-27T21:31:26Z,169.01,3.415,121,86,48,0,8019107555
NA,NA,2021-12-27T21:31:27Z,172.4,3.396,121,86,49,0,8019107555
NA,NA,2021-12-27T21:31:28Z,175.81,3.406,122,86,50,0,8019107555
NA,NA,2021-12-27T21:31:29Z,179.22,3.406,122,86,51,0,8019107555
NA,NA,2021-12-27T21:31:30Z,182.63,3.415,122,86,52,0,8019107555
NA,NA,2021-12-27T21:31:31Z,186.05,3.415,123,86,53,0,8019107555
NA,NA,2021-12-27T21:31:32Z,189.47,3.424,123,85,54,0,8019107555
NA,NA,2021-12-27T21:31:33Z,192.89,3.424,124,85,55,0,8019107555
NA,NA,2021-12-27T21:31:34Z,196.32,3.424,124,85,56,0,8019107555
NA,NA,2021-12-27T21:31:35Z,199.73,3.415,125,85,57,0,8019107555
NA,NA,2021-12-27T21:31:36Z,203.15,3.415,125,85,58,0,8019107555
NA,NA,2021-12-27T21:31:37Z,206.56,3.415,125,85,59,0,8019107555
NA,NA,2021-12-27T21:31:38Z,209.96,3.396,125,85,60,0,8019107555
NA,NA,2021-12-27T21:31:39Z,213.36,3.396,125,85,61,0,8019107555
NA,NA,2021-12-27T21:31:40Z,216.72,3.368,125,85,62,0,8019107555
NA,NA,2021-12-27T21:31:41Z,220.06,3.331,125,85,63,0,8019107555
NA,NA,2021-12-27T21:31:42Z,223.4,3.34,124,85,64,0,8019107555
NA,NA,2021-12-27T21:31:43Z,226.75,3.35,124,85,65,0,8019107555
NA,NA,2021-12-27T21:31:44Z,230.11,3.359,124,85,66,0,8019107555
NA,NA,2021-12-27T21:31:45Z,233.4,3.294,124,85,67,0,8019107555
NA,NA,2021-12-27T21:31:46Z,236.62,3.219,124,85,68,0,8019107555
NA,NA,2021-12-27T21:31:47Z,239.74,3.126,123,85,69,0,8019107555
NA,NA,2021-12-27T21:31:48Z,242.9,3.154,123,85,70,0,8019107555
NA,NA,2021-12-27T21:31:49Z,246.04,3.144,123,84,71,0,8019107555
NA,NA,2021-12-27T21:31:50Z,249.23,3.191,123,84,72,0,8019107555
NA,NA,2021-12-27T21:31:51Z,252.44,3.21,123,84,73,0,8019107555
NA,NA,2021-12-27T21:31:52Z,255.68,3.238,123,85,74,0,8019107555
NA,NA,2021-12-27T21:31:53Z,258.92,3.238,124,85,75,0,8019107555
NA,NA,2021-12-27T21:31:54Z,262.17,3.256,124,85,76,0,8019107555
NA,NA,2021-12-27T21:31:55Z,265.47,3.294,124,85,77,0,8019107555
