timestamp,distance,speed,heart_rate,cadence,fractional_cadence,key
2018-02-01T14:43:13Z,0,0,85,0,0,2018-02-01 14:43:13
2018-02-01T14:43:14Z,0,0,84,0,0,2018-02-01 14:43:13
2018-02-01T14:43:15Z,0,0,85,0,0,2018-02-01 14:43:13
2018-02-01T14:43:16Z,0,0,85,0,0,2018-02-01 14:43:13
2018-02-01T14:43:17Z,0,0,85,0,0,2018-02-01 14:43:13
2018-02-01T14:43:18Z,0,0,87,0,0,2018-02-01 14:43:13
2018-02-01T14:43:19Z,0,0,89,0,0,2018-02-01 14:43:13
2018-02-01T14:43:20Z,0,0,89,0,0,2018-02-01 14:43:13
2018-02-01T14:43:21Z,0,0,90,0,0,2018-02-01 14:43:13
2018-02-01T14:43:22Z,0,0,90,88,0,2018-02-01 14:43:13
2018-02-01T14:43:23Z,3.88,3.872,91,88,0,2018-02-01 14:43:13
2018-02-01T14:43:24Z,7.92,4.04,92,88,0,2018-02-01 14:43:13
2018-02-01T14:43:25Z,12.05,4.143,94,85,0,2018-02-01 14:43:13
2018-02-01T14:43:26Z,16.23,4.171,95,84,0.5,2018-02-01 14:43:13
2018-02-01T14:43:27Z,20.29,4.068,98,84,0.5,2018-02-01 14:43:13
2018-02-01T14:43:28Z,24.18,3.882,99,84,0.5,2018-02-01 14:43:13
2018-02-01T14:43:29Z,27.95,3.779,100,84,0.5,2018-02-01 14:43:13
2018-02-01T14:43:30Z,31.81,3.854,101,84,0.5,2018-02-01 14:43:13
2018-02-01T14:43:31Z,35.78,3.975,103,84,0.5,2018-02-01 14:43:13
2018-02-01T14:43:32Z,39.84,4.059,104,84,0.5,2018-02-01 14:43:13
2018-02-01T14:43:33Z,43.8,3.956,107,83,0.5,2018-02-01 14:43:13
2018-02-01T14:43:34Z,47.72,3.919,108,83,0.5,2018-02-01 14:43:13
2018-02-01T14:43:35Z,51.61,3.891,109,83,0.5,2018-02-01 14:43:13
2018-02-01T14:43:36Z,55.49,3.882,110,83,0.5,2018-02-01 14:43:13
2018-02-01T14:43:37Z,59.37,3.882,112,83,0.5,2018-02-01 14:43:13
2018-02-01T14:43:38Z,63.24,3.872,112,83,0.5,2018-02-01 14:43:13
2018-02-01T14:43:39Z,67.11,3.863,113,84,0,2018-02-01 14:43:13
2018-02-01T14:43:40Z,70.94,3.835,114,84,0,2018-02-01 14:43:13
2018-02-01T14:43:41Z,74.71,3.77,115,84,0,2018-02-01 14:43:13
2018-02-01T14:43:42Z,78.41,3.704,115,83,0,2018-02-01 14:43:13
2018-02-01T14:43:43Z,82.12,3.704,116,83,0,2018-02-01 14:43:13
2018-02-01T14:43:44Z,85.84,3.714,116,83,0,2018-02-01 14:43:13
2018-02-01T14:43:45Z,89.56,3.723,117,83,0,2018-02-01 14:43:13
2018-02-01T14:43:46Z,93.27,3.714,117,83,0,2018-02-01 14:43:13
2018-02-01T14:43:47Z,96.95,3.676,118,82,0,2018-02-01 14:43:13
2018-02-01T14:43:48Z,100.57,3.62,118,82,0,2018-02-01 14:43:13
2018-02-01T14:43:49Z,104.14,3.574,119,82,0,2018-02-01 14:43:13
2018-02-01T14:43:50Z,107.71,3.574,119,82,0,2018-02-01 14:43:13
2018-02-01T14:43:51Z,111.35,3.63,120,83,0,2018-02-01 14:43:13
