timestamp,distance,speed,heart_rate,cadence,time_elapsed,elevation,latitude,longitude,key
2021-01-27T19:40:55Z,0.56,0.065,75,0,0,254.57,44.98543501831591,-93.23375701904297,6177531868
2021-01-27T19:40:56Z,6.84,0,73,57,1,254.52,44.98536134138703,-93.23378845117986,6177531868
2021-01-27T19:40:57Z,6.84,0,72,57,2,254.52,44.98536134138703,-93.23378845117986,6177531868
2021-01-27T19:40:58Z,11.36,1.95,72,57,3,254.51,44.985319348052144,-93.23380789719522,6177531868
2021-01-27T19:40:59Z,14.05,2.295,74,57,4,254.51,44.98529763892293,-93.23382440954447,6177531868
2021-01-27T19:41:00Z,16.63,2.295,74,91,5,254.48,44.98527760617435,-93.23384117335081,6177531868
2021-01-27T19:41:01Z,19.97,2.566,76,91,6,254.46,44.98525036498904,-93.23385961353779,6177531868
2021-01-27T19:41:02Z,22.82,2.846,79,91,7,254.46,44.98522873967886,-93.23387922719121,6177531868
2021-01-27T19:41:03Z,27.29,2.958,81,91,8,254.42,44.98519320040941,-93.23390671983361,6177531868
2021-01-27T19:41:04Z,32.21,3.107,84,91,9,254.4,44.98515103943646,-93.23392759077251,6177531868
2021-01-27T19:41:05Z,36.99,3.378,85,91,10,254.36,44.98510988429189,-93.23394561186433,6177531868
2021-01-27T19:41:06Z,41.13,3.499,87,91,11,254.33,44.98507149517536,-93.23394427075982,6177531868
2021-01-27T19:41:07Z,44.56,3.574,89,91,12,254.37,44.98504266142845,-93.23392163962126,6177531868
2021-01-27T19:41:08Z,48.35,3.854,89,90,13,254.38,44.98501474969089,-93.23389037512243,6177531868
2021-01-27T19:41:09Z,52.3,3.863,91,90,14,254.42,44.98498935252428,-93.23385341092944,6177531868
2021-01-27T19:41:10Z,56.21,3.854,92,89,15,254.57,44.984966134652495,-93.23381493799388,6177531868
2021-01-27T19:41:11Z,60.15,3.704,93,89,16,254.52,44.98494425788522,-93.23377487249672,6177531868
2021-01-27T19:41:12Z,67.65,3.63,96,89,17,254.5,44.98490469530225,-93.23369700461626,6177531868
2021-01-27T19:41:13Z,67.65,3.63,97,89,18,254.5,44.98490469530225,-93.23369700461626,6177531868
2021-01-27T19:41:14Z,71.28,3.62,99,90,19,254.56,44.984886506572366,-93.23365844786167,6177531868
2021-01-27T19:41:15Z,74.95,3.611,102,90,20,254.47,44.98486622236669,-93.23362081311643,6177531868
2021-01-27T19:41:16Z,78.49,3.62,102,90,21,254.55,44.98484912328422,-93.2335824239999,6177531868
2021-01-27T19:41:17Z,81.93,3.611,103,90,22,254.52,44.98482992872596,-93.23354780673981,6177531868
2021-01-27T19:41:18Z,85.39,3.611,106,90,23,254.57,44.98481333255768,-93.23351059108973,6177531868
2021-01-27T19:41:19Z,89.1,3.602,107,90,24,254.52,44.98479539528489,-93.23347086086869,6177531868
2021-01-27T19:41:20Z,92.98,3.602,109,89,25,254.56,44.98477351851761,-93.23343247175217,6177531868
2021-01-27T19:41:21Z,96.84,3.602,109,89,26,254.51,44.98475139029324,-93.23339458554983,6177531868
2021-01-27T19:41:22Z,100.59,3.62,110,91,27,254.51,44.98472901061177,-93.23335871100426,6177531868
2021-01-27T19:41:23Z,104.34,3.667,110,91,28,254.53,44.98470897786319,-93.2333204895258,6177531868
2021-01-27T19:41:24Z,108.01,3.695,111,91,29,254.52,44.98468995094299,-93.23328226804733,6177531868
2021-01-27T19:41:25Z,111.56,3.704,111,91,30,254.51,44.98467327095568,-93.23324379511178,6177531868
2021-01-27T19:41:26Z,114.95,3.704,112,89,31,254.52,44.98465843498707,-93.23320616036654,6177531868
2021-01-27T19:41:27Z,118.3,3.686,113,88,32,254.46,44.98464158736169,-93.23317087255418,6177531868
2021-01-27T19:41:28Z,121.68,3.676,113,88,33,254.49,44.984625075012445,-93.23313474655151,6177531868
2021-01-27T19:41:29Z,125.19,3.648,114,87,34,254.47,44.984608981758356,-93.23309644125402,6177531868
2021-01-27T19:41:30Z,128.66,3.63,115,87,35,254.46,44.98459163121879,-93.23305997997522,6177531868
2021-01-27T19:41:31Z,132.03,3.62,115,87,36,254.4,44.98457436449826,-93.23302485980093,6177531868
2021-01-27T19:41:32Z,135.38,3.602,116,87,37,254.4,44.98455869033933,-93.2329885661602,6177531868
2021-01-27T19:41:33Z,138.99,3.583,116,87,38,254.39,44.984543519094586,-93.23294799774885,6177531868
2021-01-27T19:41:34Z,142.11,3.574,117,87,39,254.4,44.98452809639275,-93.23291497305036,6177531868
2021-01-27T19:41:35Z,145.18,3.564,118,87,40,254.42,44.98451426625252,-93.23288136161864,6177531868
2021-01-27T19:41:36Z,148.24,3.536,118,88,41,254.38,44.984499681741,-93.23284842073917,6177531868
2021-01-27T19:41:37Z,151.17,3.508,119,88,42,254.38,44.98448400758207,-93.23281849734485,6177531868
2021-01-27T19:41:38Z,154.06,3.48,119,87,43,254.36,44.98446858488023,-93.23278890922666,6177531868
2021-01-27T19:41:39Z,157.23,3.443,119,87,44,254.32,44.984452994540334,-93.23275529779494,6177531868
2021-01-27T19:41:40Z,160.56,3.415,119,87,45,254.34,44.98443472199142,-93.23272193782032,6177531868
2021-01-27T19:41:41Z,163.83,3.406,118,88,46,254.33,44.984415946528316,-93.2326899189502,6177531868
2021-01-27T19:41:42Z,166.97,3.396,118,88,47,254.34,44.984395913779736,-93.23266183957458,6177531868
2021-01-27T19:41:43Z,170.19,3.396,118,88,48,254.34,44.98437722213566,-93.23263057507575,6177531868
2021-01-27T19:41:44Z,173.62,3.387,120,89,49,254.29,44.98436138033867,-93.23259327560663,6177531868
2021-01-27T19:41:45Z,177.18,3.378,121,89,50,254.25,44.98434788547456,-93.23255237191916,6177531868
2021-01-27T19:41:46Z,180.71,3.378,121,88,51,254.11,44.98433263041079,-93.23251297697425,6177531868
2021-01-27T19:41:47Z,184.46,3.378,123,88,52,254.06,44.984317207708955,-93.23247073218226,6177531868
2021-01-27T19:41:48Z,187.89,3.378,123,87,53,253.98,44.98430346138775,-93.23243184015155,6177531868
2021-01-27T19:41:49Z,191.35,3.387,124,87,54,253.92,44.984289295971394,-93.23239269666374,6177531868
2021-01-27T19:41:50Z,194.78,3.387,124,86,55,253.76,44.98427395708859,-93.2323550619185,6177531868
2021-01-27T19:41:51Z,198.18,3.387,126,86,56,253.67,44.98425576835871,-93.23232027702034,6177531868
2021-01-27T19:41:52Z,201.53,3.387,125,86,57,253.59,44.984240513294935,-93.23228364810348,6177531868
2021-01-27T19:41:53Z,205.11,3.387,126,86,58,253.54,44.98422467149794,-93.2322440855205,6177531868
2021-01-27T19:41:54Z,208.56,3.387,127,87,59,253.53,44.98421058990061,-93.23220502585173,6177531868
2021-01-27T19:41:55Z,211.8,3.387,126,87,60,253.45,44.98419717885554,-93.23216856457293,6177531868
2021-01-27T19:41:56Z,215.07,3.387,127,86,61,253.37,44.98418443836272,-93.23213092982769,6177531868
2021-01-27T19:41:57Z,218.56,3.378,127,86,62,253.24,44.984170189127326,-93.23209145106375,6177531868
2021-01-27T19:41:58Z,222.07,3.368,127,86,63,253.18,44.9841558560729,-93.23205172084272,6177531868
2021-01-27T19:41:59Z,225.57,3.368,128,88,64,253.14,44.98414169065654,-93.23201224207878,6177531868
2021-01-27T19:42:00Z,229.1,3.378,128,90,65,253.09,44.984126100316644,-93.23197309859097,6177531868
2021-01-27T19:42:01Z,232.68,3.378,128,90,66,253.06,44.98410967178643,-93.23193412274122,6177531868
2021-01-27T19:42:02Z,236.24,3.378,128,90,67,252.96,44.98409232124686,-93.23189623653889,6177531868
2021-01-27T19:42:03Z,239.68,3.387,128,90,68,252.86,44.98407513834536,-93.23185994289815,6177531868
2021-01-27T19:42:04Z,243.1,3.387,128,88,69,252.79,44.98405996710062,-93.23182222433388,6177531868
2021-01-27T19:42:05Z,246.63,3.387,128,87,70,252.72,44.98404420912266,-93.23178333230317,6177531868
2021-01-27T19:42:06Z,250.29,3.387,129,87,71,252.69,44.98403197154403,-93.23174016550183,6177531868
2021-01-27T19:42:07Z,253.64,3.387,129,87,72,252.69,44.984020069241524,-93.23170110583305,6177531868
2021-01-27T19:42:08Z,256.96,3.396,129,87,73,252.59,44.98400665819645,-93.23166347108781,6177531868
2021-01-27T19:42:09Z,260.38,3.396,129,87,74,252.49,44.98399098403752,-93.23162625543773,6177531868
2021-01-27T19:42:10Z,263.97,3.387,129,87,75,252.32,44.98397598043084,-93.23158593848348,6177531868
2021-01-27T19:42:11Z,267.56,3.387,129,87,76,252.14,44.98396558687091,-93.23154277168214,6177531868
2021-01-27T19:42:12Z,271.19,3.387,129,87,77,252.11,44.98395200818777,-93.23150077834725,6177531868
2021-01-27T19:42:13Z,274.48,3.396,129,86,78,252.04,44.98394086025655,-93.23146222159266,6177531868
2021-01-27T19:42:14Z,277.09,3.396,129,86,79,251.93,44.983932645991445,-93.2314311247319,6177531868
2021-01-27T19:42:17Z,277.09,3.256,129,86,82,251.81,44.98391152359545,-93.23139483109117,6177531868
2021-01-27T19:42:18Z,279.01,3.219,128,86,83,251.95,44.98389475978911,-93.23140094988048,6177531868
2021-01-27T19:42:19Z,281.67,2.501,128,86,84,252.02,44.983873553574085,-93.23141662403941,6177531868
2021-01-27T19:42:20Z,284.78,2.501,128,86,85,252.29,44.98385134153068,-93.23144059628248,6177531868
2021-01-27T19:42:21Z,288.05,2.837,128,86,86,252.4,44.98382770456374,-93.23146532289684,6177531868
2021-01-27T19:42:22Z,291.05,3.126,128,86,87,252.73,44.983805660158396,-93.23148728348315,6177531868
2021-01-27T19:42:23Z,293.82,3.144,128,91,88,252.73,44.983784621581435,-93.23150597512722,6177531868
2021-01-27T19:42:24Z,296.85,3.144,129,91,89,253.02,44.98376224189997,-93.23152793571353,6177531868
2021-01-27T19:42:25Z,300.03,3.144,129,91,90,253.33,44.983739191666245,-93.23155182413757,6177531868
2021-01-27T19:42:26Z,303.47,3.163,129,89,91,253.17,44.983715219423175,-93.23157973587513,6177531868
2021-01-27T19:42:27Z,306.81,3.219,130,89,92,253.31,44.98368998989463,-93.23160286992788,6177531868
2021-01-27T19:42:28Z,310.46,3.284,131,88,93,253.6,44.983661491423845,-93.23162575252354,6177531868
2021-01-27T19:42:29Z,313.89,3.35,131,87,94,253.48,44.98363492079079,-93.23164796456695,6177531868
2021-01-27T19:42:30Z,317.24,3.35,131,87,95,253.59,44.98360943980515,-93.23167059570551,6177531868
2021-01-27T19:42:31Z,320.3,3.331,131,87,96,253.59,44.98358546756208,-93.23169004172087,6177531868
2021-01-27T19:42:32Z,323.37,3.284,131,87,97,253.79,44.98356166295707,-93.23170965537429,6177531868
2021-01-27T19:42:33Z,326.44,3.219,132,87,98,253.61,44.98353752307594,-93.23172868229449,6177531868
2021-01-27T19:42:34Z,329.73,3.163,132,87,99,253.84,44.98351321555674,-93.23175257071853,6177531868
2021-01-27T19:42:35Z,333.38,3.135,132,87,100,253.85,44.98349159024656,-93.23178743943572,6177531868
2021-01-27T19:42:36Z,336.95,3.135,132,87,101,253.86,44.98346828855574,-93.23181887157261,6177531868
2021-01-27T19:42:37Z,340.7,3.154,133,87,102,253.96,44.98344574123621,-93.23185407556593,6177531868
2021-01-27T19:42:38Z,344.17,3.154,134,87,103,253.84,44.98342067934573,-93.2318819873035,6177531868
2021-01-27T19:42:39Z,347.95,3.172,133,87,104,253.95,44.983396120369434,-93.23191517964005,6177531868
2021-01-27T19:42:40Z,351.78,3.172,133,87,105,253.99,44.98337063938379,-93.23194786906242,6177531868
2021-01-27T19:42:41Z,355.46,3.191,133,86,106,254.03,44.98334499076009,-93.23197770863771,6177531868
2021-01-27T19:42:42Z,359.01,3.21,133,86,107,254.06,44.983321353793144,-93.23200813494623,6177531868
2021-01-27T19:42:43Z,362.13,3.228,132,86,108,253.99,44.98329763300717,-93.23203101754189,6177531868
2021-01-27T19:42:44Z,365.61,3.228,132,86,109,253.95,44.98327290639281,-93.23205842636526,6177531868
2021-01-27T19:42:45Z,368.84,3.228,133,86,110,253.98,44.983249604701996,-93.23208424262702,6177531868
2021-01-27T19:42:46Z,372.14,3.238,134,86,111,254.03,44.98322580009699,-93.23211014270782,6177531868
2021-01-27T19:42:47Z,375.11,3.238,134,86,112,254.06,44.98320057056844,-93.23212740942836,6177531868
2021-01-27T19:42:48Z,377.96,3.238,134,86,113,254.12,44.98317944817245,-93.23214853182435,6177531868
2021-01-27T19:42:49Z,381.18,3.228,134,86,114,254.14,44.983154218643904,-93.23217183351517,6177531868
2021-01-27T19:42:50Z,384.67,3.219,134,86,115,254.14,44.983122451230884,-93.23219161480665,6177531868
2021-01-27T19:42:51Z,387.54,3.219,134,87,116,254,44.98308557085693,-93.23219404555857,6177531868
2021-01-27T19:42:52Z,390.46,3.228,135,87,117,253.76,44.98305154033005,-93.23219681158662,6177531868
2021-01-27T19:42:53Z,393.85,3.247,135,87,118,253.54,44.98302111402154,-93.23220854625106,6177531868
2021-01-27T19:42:54Z,397.52,3.256,135,86,119,253.51,44.982988676056266,-93.23222128674388,6177531868
2021-01-27T19:42:55Z,401.34,3.256,135,86,120,253.37,44.982954980805516,-93.2322342786938,6177531868
2021-01-27T19:42:56Z,405.19,3.266,135,87,121,253.4,44.98292162083089,-93.2322498690337,6177531868
2021-01-27T19:42:57Z,408.97,3.284,135,87,122,253.61,44.982890188694,-93.23226897977293,6177531868
2021-01-27T19:42:58Z,412.7,3.303,135,87,123,253.79,44.982860097661614,-93.23229035362601,6177531868
2021-01-27T19:42:59Z,416.22,3.312,135,87,124,254.05,44.98283201828599,-93.232311476022,6177531868
2021-01-27T19:43:00Z,419.54,3.331,135,89,125,254.17,44.98280620202422,-93.23233284987509,6177531868
2021-01-27T19:43:01Z,423.19,3.331,135,89,126,254.17,44.98277745209634,-93.23235548101366,6177531868
2021-01-27T19:43:02Z,426.99,3.331,135,89,127,254.14,44.982747193425894,-93.23237769305706,6177531868
2021-01-27T19:43:03Z,430.95,3.34,135,89,128,254,44.98271584510803,-93.2324018329382,6177531868
2021-01-27T19:43:04Z,434.36,3.359,135,89,129,254.11,44.98268902301788,-93.23242370970547,6177531868
2021-01-27T19:43:05Z,437.78,3.378,135,88,130,254.14,44.98266245238483,-93.23244592174888,6177531868
2021-01-27T19:43:06Z,441.1,3.378,135,87,131,254.08,44.982636468485,-93.2324671279639,6177531868
2021-01-27T19:43:07Z,444.41,3.378,134,87,132,254.24,44.98260981403291,-93.23248649016023,6177531868
2021-01-27T19:43:08Z,448.02,3.378,135,87,133,254.24,44.98258198611438,-93.2325102109462,6177531868
2021-01-27T19:43:09Z,451.6,3.378,135,87,134,254.37,44.982553320005536,-93.23253116570413,6177531868
2021-01-27T19:43:10Z,455.1,3.387,134,87,135,254.51,44.9825259950012,-93.23255321010947,6177531868
2021-01-27T19:43:11Z,458.64,3.387,135,86,136,254.38,44.98249732889235,-93.23257273994386,6177531868
2021-01-27T19:43:12Z,462.4,3.387,134,85,137,254.55,44.98246698640287,-93.23259402997792,6177531868
2021-01-27T19:43:13Z,465.89,3.396,134,85,138,254.33,44.98243966139853,-93.23261624202132,6177531868
2021-01-27T19:43:14Z,469.51,3.396,134,86,139,254.16,44.982412001118064,-93.23264054954052,6177531868
2021-01-27T19:43:15Z,472.85,3.396,134,86,140,253.84,44.982385179027915,-93.232660330832,6177531868
2021-01-27T19:43:16Z,476.16,3.406,134,86,141,253.96,44.982358776032925,-93.2326798606664,6177531868
2021-01-27T19:43:17Z,479.57,3.406,134,87,142,253.97,44.98233178630471,-93.23270056396723,6177531868
2021-01-27T19:43:18Z,483.21,3.396,134,87,143,253.92,44.98230328783393,-93.23272344656289,6177531868
2021-01-27T19:43:19Z,486.6,3.396,134,87,144,254.08,44.98227629810572,-93.23274364694953,6177531868
2021-01-27T19:43:20Z,489.54,3.406,134,87,145,254.08,44.982248386368155,-93.232750184834,6177531868
2021-01-27T19:43:21Z,492.97,3.406,134,87,146,253.92,44.98221787624061,-93.23276242241263,6177531868
2021-01-27T19:43:22Z,496.65,3.406,134,87,147,253.7,44.98218460008502,-93.23277398943901,6177531868
2021-01-27T19:43:23Z,500.49,3.406,134,87,148,253.72,44.98215266503394,-93.2327932678163,6177531868
2021-01-27T19:43:24Z,503.78,3.406,134,87,149,253.54,44.982125256210566,-93.23280952870846,6177531868
2021-01-27T19:43:25Z,506.8,3.415,133,87,150,253.79,44.98210019432008,-93.23282537050545,6177531868
2021-01-27T19:43:26Z,509.75,3.415,133,86,151,253.55,44.98207605443895,-93.23284112848341,6177531868
2021-01-27T19:43:27Z,512.45,3.396,133,86,152,253.45,44.98205417767167,-93.23285596445203,6177531868
2021-01-27T19:43:28Z,515.51,3.387,133,86,153,253.45,44.98202961869538,-93.23287373408675,6177531868
2021-01-27T19:43:29Z,518.34,3.359,134,87,154,253.27,44.9820061493665,-93.23288773186505,6177531868
2021-01-27T19:43:30Z,521.61,3.331,133,87,155,253.15,44.981980081647635,-93.23290692642331,6177531868
2021-01-27T19:43:31Z,525.08,3.331,133,87,156,253.16,44.981952253729105,-93.23292679153383,6177531868
