timestamp,position_lat,position_long,distance,altitude,speed,heart_rate,cadence,fractional_cadence,time_elapsed,key
2021-08-26T03:32:52Z,44.990230640396476,-93.21513670496643,88.3,258.20000000000005,3.406,106,86,0.5,0,7371156963
2021-08-26T03:32:53Z,44.9901947658509,-93.21512689813972,91.72,259.20000000000005,3.424,108,86,0.5,1,7371156963
2021-08-26T03:32:54Z,44.99017037451267,-93.21511960588396,95.15,259.20000000000005,3.424,109,85,0.5,2,7371156963
2021-08-26T03:32:55Z,44.99014422297478,-93.21511315181851,95.15,259.6,3.424,110,85,0.5,3,7371156963
2021-08-26T03:32:56Z,44.990116227418184,-93.21510803885758,98.28,260,3.359,111,85,0.5,4,7371156963
2021-08-26T03:32:57Z,44.99008823186159,-93.21510049514472,101.45,260,3.303,111,85,0.5,5,7371156963
2021-08-26T03:32:58Z,44.99006166122854,-93.2150980643928,104.4,259.6,3.284,112,86,0.5,6,7371156963
2021-08-26T03:32:59Z,44.990036683157086,-93.21509915404022,107.15,259.79999999999995,3.247,113,86,0.5,7,7371156963
2021-08-26T03:33:00Z,44.9900134652853,-93.21510309353471,109.72,259.79999999999995,3.219,113,86,0.5,8,7371156963
2021-08-26T03:33:01Z,44.98999393545091,-93.21510979905725,111.9,259.6,3.191,114,86,0.5,9,7371156963
2021-08-26T03:33:02Z,44.98997138813138,-93.21511290036142,114.39,260,3.182,114,86,0.5,10,7371156963
2021-08-26T03:33:03Z,44.989944314584136,-93.21511214599013,117.39,260.20000000000005,3.098,115,86,0.5,11,7371156963
2021-08-26T03:33:04Z,44.98991606757045,-93.21511189453304,120.5,260,3.06,115,86,0.5,12,7371156963
2021-08-26T03:33:05Z,44.98988782055676,-93.2151123136282,123.6,259.79999999999995,3.06,115,87,0,13,7371156963
2021-08-26T03:33:06Z,44.98985932208598,-93.21510937996209,126.77,259.79999999999995,3.06,115,87,0,14,7371156963
2021-08-26T03:33:07Z,44.989830907434225,-93.2151136547327,129.94,259.79999999999995,3.079,115,87,0,15,7371156963
2021-08-26T03:33:08Z,44.989803582429886,-93.21511625312269,132.98,260.20000000000005,3.079,115,85,0.5,16,7371156963
2021-08-26T03:33:09Z,44.989774748682976,-93.2151123136282,136.2,260.20000000000005,3.079,116,85,0.5,17,7371156963
2021-08-26T03:33:10Z,44.989749267697334,-93.21510619483888,139.07,260.20000000000005,3.07,115,85,0.5,18,7371156963
2021-08-26T03:33:11Z,44.989721020683646,-93.21509663946927,142.3,260.4,3.06,115,85,0.5,19,7371156963
2021-08-26T03:33:12Z,44.98969319276512,-93.21508892811835,145.44,260.4,3.06,115,85,0.5,20,7371156963
2021-08-26T03:33:13Z,44.98966712504625,-93.21507995948195,148.42,260.4,3.06,115,86,0.5,21,7371156963
2021-08-26T03:33:14Z,44.98964248225093,-93.21507442742586,151.18,260.6,3.051,116,86,0.5,22,7371156963
2021-08-26T03:33:15Z,44.98962010256946,-93.21506797336042,153.72,260.4,3.042,116,86,0.5,23,7371156963
2021-08-26T03:33:16Z,44.98959772288799,-93.2150639500469,156.22,260.20000000000005,3.032,116,86,0.5,24,7371156963
2021-08-26T03:33:17Z,44.98957123607397,-93.21506126783788,159.16,260.20000000000005,3.023,115,86,0.5,25,7371156963
2021-08-26T03:33:18Z,44.98954441398382,-93.21505749598145,162.16,260.4,3.004,115,86,0.5,26,7371156963
2021-08-26T03:33:19Z,44.98951801098883,-93.21505464613438,165.09,260.4,2.995,116,86,0.5,27,7371156963
2021-08-26T03:33:20Z,44.98949144035578,-93.21505087427795,168.03,260.6,2.995,116,85,0.5,28,7371156963
2021-08-26T03:33:21Z,44.989463444799185,-93.21504877880216,171.1,260.4,2.995,117,85,0.5,29,7371156963
2021-08-26T03:33:22Z,44.98943570069969,-93.21504550985992,174.17,260.4,2.995,118,86,0.5,30,7371156963
2021-08-26T03:33:23Z,44.989410135895014,-93.215048359707,177,260.20000000000005,2.995,118,87,0,31,7371156963
2021-08-26T03:33:24Z,44.989382810890675,-93.2150515448302,180,260.4,2.995,119,87,0,32,7371156963
2021-08-26T03:33:25Z,44.98935271985829,-93.21505095809698,183.33,260.4,2.995,119,86,0.5,33,7371156963
2021-08-26T03:33:26Z,44.98932246118784,-93.215048359707,186.67,260.4,2.995,119,86,0.5,34,7371156963
2021-08-26T03:33:27Z,44.989295806735754,-93.21504827588797,189.59,260.4,3.004,119,86,0.5,35,7371156963
2021-08-26T03:33:28Z,44.98927066102624,-93.21504668332636,192.33,260.79999999999995,3.004,119,86,0.5,36,7371156963
2021-08-26T03:33:29Z,44.98924300074577,-93.21503821760416,195.46,260.6,3.004,119,86,0.5,37,7371156963
2021-08-26T03:33:30Z,44.98921500518918,-93.21503033861518,198.63,260.6,3.004,119,86,0.5,38,7371156963
2021-08-26T03:33:31Z,44.98918726108968,-93.21502421982586,201.71,260.4,3.004,120,85,0.5,39,7371156963
2021-08-26T03:33:32Z,44.98916069045663,-93.21501768194139,204.67,260.20000000000005,3.004,120,85,0.5,40,7371156963
2021-08-26T03:33:33Z,44.989133113995194,-93.21501131169498,207.76,260,3.014,120,85,0.5,41,7371156963
2021-08-26T03:33:34Z,44.989106711000204,-93.21500837802887,210.69,260,3.014,120,84,0.5,42,7371156963
2021-08-26T03:33:35Z,44.989079385995865,-93.215008713305,213.67,259.79999999999995,3.014,121,84,0.5,43,7371156963
2021-08-26T03:33:36Z,44.98905239626765,-93.21500703692436,216.64,259.6,3.014,120,86,0.5,44,7371156963
2021-08-26T03:33:37Z,44.98902247287333,-93.21500795893371,219.92,259.6,3.014,121,86,0.5,45,7371156963
2021-08-26T03:33:38Z,44.98899363912642,-93.21500921621919,223.11,259.20000000000005,3.014,121,86,0.5,46,7371156963
2021-08-26T03:33:39Z,44.9889669008553,-93.21501047350466,226.05,258.79999999999995,3.023,121,86,0.5,47,7371156963
2021-08-26T03:33:40Z,44.98894477263093,-93.21501022204757,228.49,258.6,3.023,121,86,0.5,48,7371156963
2021-08-26T03:33:41Z,44.988919626921415,-93.21500603109598,231.28,258.4,3.023,121,86,0.5,49,7371156963
2021-08-26T03:33:42Z,44.9888944812119,-93.21500108577311,234.1,258.20000000000005,3.004,122,86,0.5,50,7371156963
2021-08-26T03:33:43Z,44.988869335502386,-93.21499882265925,236.88,257.79999999999995,2.995,122,86,0.5,51,7371156963
2021-08-26T03:33:44Z,44.98884360305965,-93.21499806828797,239.71,257.6,2.995,123,85,0.5,52,7371156963
2021-08-26T03:33:45Z,44.98881619423628,-93.21499622426927,242.75,257.4,2.986,124,85,0.5,53,7371156963
2021-08-26T03:33:46Z,44.98878979124129,-93.21499345824122,245.67,257,2.986,124,85,0.5,54,7371156963
2021-08-26T03:33:47Z,44.988765148445964,-93.21499220095575,248.39,256.6,2.986,124,85,0.5,55,7371156963
2021-08-26T03:33:48Z,44.988740338012576,-93.21499069221318,251.13,256,2.976,125,85,0.5,56,7371156963
2021-08-26T03:33:49Z,44.98871695250273,-93.21499060839415,253.71,255.60000000000002,2.976,125,86,0.5,57,7371156963
2021-08-26T03:33:50Z,44.98869348317385,-93.21499144658446,256.31,255.20000000000005,2.967,126,86,0.5,58,7371156963
2021-08-26T03:33:51Z,44.988668002188206,-93.21499421261251,259.13,254.79999999999995,2.958,126,86,0.5,59,7371156963
2021-08-26T03:33:53Z,44.988645035773516,-93.21499572135508,261.68,254.39999999999998,2.948,126,85,0.5,61,7371156963
2021-08-26T03:33:54Z,44.988623075187206,-93.21499463170767,264.12,254,2.948,127,85,0.5,62,7371156963
2021-08-26T03:33:55Z,44.98860186897218,-93.21499236859381,266.48,253.60000000000002,2.939,127,85,0.5,63,7371156963
2021-08-26T03:33:56Z,44.9885820876807,-93.21498909965158,268.7,253.20000000000005,2.939,127,85,0.5,64,7371156963
2021-08-26T03:33:57Z,44.988561468198895,-93.2149878423661,270.98,252.79999999999995,2.921,126,85,0.5,65,7371156963
2021-08-26T03:33:58Z,44.98854327946901,-93.21498658508062,272.98,252.39999999999998,2.911,126,85,0.5,66,7371156963
2021-08-26T03:33:59Z,44.98852324672043,-93.21498591452837,275.18,251.79999999999995,2.902,126,85,0.5,67,7371156963
2021-08-26T03:34:00Z,44.988498855382204,-93.214983232319355,277.9,251.20000000000005,2.883,126,85,0.5,68,7371156963
2021-08-26T03:34:01Z,44.988470608368516,-93.21497878991067,281.06,250.79999999999995,2.865,125,85,0.5,69,7371156963
2021-08-26T03:34:02Z,44.98844135552645,-93.21497401222587,284.33,250.39999999999998,2.865,124,85,0.5,70,7371156963
2021-08-26T03:34:03Z,44.98841620981693,-93.21496965363622,287.14,250.20000000000005,2.865,124,85,0.5,71,7371156963
2021-08-26T03:34:04Z,44.9883886333555,-93.21497015655041,290.18,249.79999999999995,2.865,124,85,0.5,72,7371156963
2021-08-26T03:34:05Z,44.988360637798905,-93.21496495977044,293.31,249.39999999999998,2.865,124,85,0.5,73,7371156963
2021-08-26T03:34:06Z,44.988332726061344,-93.21496311575174,296.4,249,2.865,123,85,0.5,74,7371156963
2021-08-26T03:34:07Z,44.98830473050475,-93.21496076881886,299.51,248.60000000000002,2.874,124,85,0.5,75,7371156963
2021-08-26T03:34:08Z,44.988277573138475,-93.21495842188597,302.52,248.39999999999998,2.874,123,85,0.5,76,7371156963
2021-08-26T03:34:09Z,44.98824957758188,-93.21495649404824,305.62,248,2.883,123,85,0.5,77,7371156963
2021-08-26T03:34:10Z,44.988220911473036,-93.2149548176676,308.8,247.60000000000002,2.893,123,85,0.5,78,7371156963
2021-08-26T03:34:11Z,44.98819040134549,-93.21495305746794,312.18,247.20000000000005,2.893,123,85,0.5,79,7371156963
2021-08-26T03:34:12Z,44.98816106468439,-93.2149529736489,315.39,246.79999999999995,2.911,124,85,0.5,80,7371156963
2021-08-26T03:34:13Z,44.988134410232306,-93.21494987234473,318.23,246.39999999999998,2.911,124,85,0.5,81,7371156963
2021-08-26T03:34:14Z,44.988110940903425,-93.21495808660984,319.6,246.79999999999995,2.921,124,85,0.5,82,7371156963
2021-08-26T03:34:15Z,44.98809543438256,-93.21496504358947,319.69,247.39999999999998,2.921,124,86,0.5,83,7371156963
2021-08-26T03:34:16Z,44.988088980317116,-93.21495749987662,320.36,247.79999999999995,2.902,124,86,0.5,84,7371156963
2021-08-26T03:34:17Z,44.988079676404595,-93.21494526229799,321.61,248.20000000000005,2.883,123,86,0.5,85,7371156963
2021-08-26T03:34:18Z,44.98807347379625,-93.2149202004075,323.68,248.20000000000005,2.837,124,86,0.5,86,7371156963
2021-08-26T03:34:19Z,44.988071881234646,-93.21489052847028,326.02,248.20000000000005,2.79,124,85,0.5,87,7371156963
2021-08-26T03:34:20Z,44.988073809072375,-93.21486244909465,328.24,248.20000000000005,2.79,124,85,0.5,88,7371156963
2021-08-26T03:34:21Z,44.98807699419558,-93.21483328007162,330.57,248.20000000000005,2.79,124,85,0.5,89,7371156963
2021-08-26T03:34:22Z,44.98808537609875,-93.21480008773506,333.35,248.39999999999998,2.79,125,85,0.5,90,7371156963
2021-08-26T03:34:23Z,44.98809275217354,-93.21476329118013,336.36,248.20000000000005,2.79,124,85,0.5,91,7371156963
2021-08-26T03:34:24Z,44.98809853568673,-93.21472959592938,339.09,248,2.79,124,85,0.5,92,7371156963
2021-08-26T03:34:25Z,44.988102559000254,-93.21469958871603,341.49,248.20000000000005,2.809,125,86,0.5,93,7371156963
2021-08-26T03:34:26Z,44.988103145733476,-93.2146664801985,344.08,248.20000000000005,2.809,125,86,0.5,94,7371156963
2021-08-26T03:34:27Z,44.98810783959925,-93.21463253349066,346.8,248,2.799,125,86,0.5,95,7371156963
2021-08-26T03:34:28Z,44.98811027035117,-93.21459699422121,349.62,247.79999999999995,2.781,124,86,0.5,96,7371156963
2021-08-26T03:34:29Z,44.98811127617955,-93.21456137113273,352.43,247.60000000000002,2.781,125,86,0.5,97,7371156963
2021-08-26T03:34:30Z,44.9881140422076,-93.21452901698649,355,247.39999999999998,2.781,125,86,0.5,98,7371156963
2021-08-26T03:34:31Z,44.988116305321455,-93.21449783630669,357.47,247.20000000000005,2.781,125,86,0.5,99,7371156963
2021-08-26T03:34:32Z,44.98812007717788,-93.21446321904659,360.24,247,2.762,125,86,0.5,100,7371156963
2021-08-26T03:34:33Z,44.988126028329134,-93.21443069726229,362.88,246.79999999999995,2.753,125,86,0.5,101,7371156963
2021-08-26T03:34:34Z,44.98813256621361,-93.21439683437347,365.65,246.60000000000002,2.734,125,86,0.5,102,7371156963
2021-08-26T03:34:35Z,44.98813575133681,-93.21436372585595,368.28,246.60000000000002,2.734,125,87,0,103,7371156963
2021-08-26T03:34:36Z,44.988139690831304,-93.21433195844293,370.83,246.39999999999998,2.743,125,87,0,104,7371156963
2021-08-26T03:34:37Z,44.988144133239985,-93.21430035866797,373.36,246.20000000000005,2.743,125,86,0,105,7371156963
2021-08-26T03:34:38Z,44.98814916238189,-93.21427177637815,375.68,246,2.743,125,86,0,106,7371156963
2021-08-26T03:34:39Z,44.98815427534282,-93.21424243971705,378.06,245.79999999999995,2.743,125,86,0,107,7371156963
2021-08-26T03:34:40Z,44.98815578408539,-93.21420949883759,380.66,245.60000000000002,2.743,126,86,0.5,108,7371156963
2021-08-26T03:34:41Z,44.98815804719925,-93.21417320519686,383.53,245.39999999999998,2.753,126,85,0.5,109,7371156963
2021-08-26T03:34:42Z,44.98815804719925,-93.21413707919419,386.31,245.60000000000002,2.753,126,85,0.5,110,7371156963
2021-08-26T03:34:43Z,44.9881621543318,-93.21410631760955,388.77,245.79999999999995,2.753,126,85,0.5,111,7371156963
2021-08-26T03:34:44Z,44.98816391453147,-93.21407337673008,391.35,245.79999999999995,2.743,126,85,0.5,112,7371156963
2021-08-26T03:34:45Z,44.988169111311436,-93.21404538117349,393.63,246,2.734,126,85,0.5,113,7371156963
2021-08-26T03:34:46Z,44.988173972815275,-93.214012356475,396.28,246,2.725,126,84,0.5,114,7371156963
2021-08-26T03:34:47Z,44.98817908577621,-93.21397983469069,398.9,246.20000000000005,2.715,126,84,0.5,115,7371156963
2021-08-26T03:34:48Z,44.988186629489064,-93.21395074948668,401.33,246.20000000000005,2.706,126,84,0.5,116,7371156963
