timestamp,distance,speed,heart_rate,time_elapsed,elevation,latitude,longitude,key
2021-07-29T14:47:20Z,5.75,5.011,83,0,262.45,44.989774245768785,-93.21525430306792,7212651944
2021-07-29T14:47:21Z,12.8,5.281,82,1,262.48,44.98971087858081,-93.21524650789797,7212651944
2021-07-29T14:47:22Z,19.98,5.738,82,2,262.51,44.989646170288324,-93.21524097584188,7212651944
2021-07-29T14:47:23Z,26.76,5.486,83,3,262.6,44.989585150033236,-93.21523410268128,7212651944
2021-07-29T14:47:24Z,33.28,5.374,83,4,262.53,44.98952656053007,-93.21522974409163,7212651944
2021-07-29T14:47:25Z,40.19,5.729,81,5,262.54,44.9894642829895,-93.21522639133036,7212651944
2021-07-29T14:47:26Z,46.94,5.636,80,6,262.53,44.98940343037248,-93.21522345766425,7212651944
2021-07-29T14:47:27Z,52.77,5.477,83,7,262.52,44.98935095965862,-93.21522379294038,7212651944
2021-07-29T14:47:28Z,58.67,5.486,84,8,262.47,44.98929790221155,-93.21522370912135,7212651944
2021-07-29T14:47:29Z,64.41,5.393,87,9,262.44,44.98924626968801,-93.2152262236923,7212651944
2021-07-29T14:47:30Z,70.18,5.486,89,10,262.41,44.98919430188835,-93.215228067711,7212651944
2021-07-29T14:47:31Z,75.9,5.468,90,11,262.37,44.98914283700287,-93.21522915735841,7212651944
2021-07-29T14:47:32Z,81.57,5.3,91,12,262.36,44.98909179121256,-93.21523041464388,7212651944
2021-07-29T14:47:33Z,87.28,5.281,92,13,262.32,44.98904041014612,-93.21522722952068,7212651944
2021-07-29T14:47:34Z,93.17,5.179,92,14,262.31,44.9889877717942,-93.2152188476175,7212651944
2021-07-29T14:47:35Z,98.9,5.197,93,15,262.28,44.98893647454679,-93.21521138772368,7212651944
2021-07-29T14:47:36Z,104.67,5.281,93,16,262.19,44.98888475820422,-93.21520518511534,7212651944
2021-07-29T14:47:37Z,110.37,5.309,94,17,262.19,44.98883337713778,-93.21520552039146,7212651944
2021-07-29T14:47:38Z,116.06,5.132,94,18,262.24,44.988782247528434,-93.21520443074405,7212651944
2021-07-29T14:47:39Z,121.96,4.992,94,19,262.26,44.98872927390039,-93.21519931778312,7212651944
2021-07-29T14:47:40Z,127.9,5.141,94,20,262.26,44.98867596499622,-93.21519328281283,7212651944
2021-07-29T14:47:41Z,133.72,5.169,94,21,262.28,44.9886235781014,-93.21519018150866,7212651944
2021-07-29T14:47:42Z,139.35,5.263,94,22,262.3,44.98857303522527,-93.21518716402352,7212651944
2021-07-29T14:47:43Z,145.09,5.291,94,23,262.34,44.988521318882704,-93.21518406271935,7212651944
2021-07-29T14:47:44Z,150.77,5.318,93,24,262.36,44.98847035691142,-93.21517978794873,7212651944
2021-07-29T14:47:45Z,156.3,5.104,92,25,262.38,44.988420652225614,-93.21517693810165,7212651944
2021-07-29T14:47:46Z,162.05,5.132,92,26,262.42,44.988368935883045,-93.21517878212035,7212651944
2021-07-29T14:47:47Z,167.87,5.328,91,27,262.43,44.98831671662629,-93.21518565528095,7212651944
2021-07-29T14:47:48Z,173.7,5.328,91,28,262.44,44.98826449736953,-93.21519244462252,7212651944
2021-07-29T14:47:49Z,179.46,5.188,91,29,262.47,44.98821345157921,-93.21520468220115,7212651944
2021-07-29T14:47:50Z,185.06,5.113,92,30,262.48,44.9881658423692,-93.21522857062519,7212651944
2021-07-29T14:47:51Z,190.52,4.983,92,31,262.56,44.98812519013882,-93.215267714113,7212651944
2021-07-29T14:47:52Z,195.38,4.525,92,32,262.72,44.98809853568673,-93.21531641297042,7212651944
2021-07-29T14:47:53Z,200.42,4.647,93,33,262.78,44.98808378353715,-93.21537701413035,7212651944
2021-07-29T14:47:54Z,205.78,4.973,93,34,262.78,44.988074814900756,-93.2154437340796,7212651944
2021-07-29T14:47:55Z,211.53,5.3,94,35,262.77,44.98806953430176,-93.2155164051801,7212651944
2021-07-29T14:47:56Z,217.27,5.421,94,36,262.78,44.98806098476052,-93.21558823809028,7212651944
2021-07-29T14:47:57Z,223.03,5.384,94,37,262.77,44.988053273409605,-93.21566074155271,7212651944
2021-07-29T14:47:58Z,228.76,5.393,97,38,262.75,44.9880482442677,-93.21573316119611,7212651944
2021-07-29T14:47:59Z,234.56,5.608,96,39,262.71,44.98804472386837,-93.21580667048693,7212651944
2021-07-29T14:48:00Z,240.53,5.72,96,40,262.69,44.98804086819291,-93.21588227525353,7212651944
2021-07-29T14:48:01Z,246.61,5.822,96,41,262.69,44.988038185983896,-93.21595930494368,7212651944
2021-07-29T14:48:02Z,252.9,6.13,96,42,262.7,44.98803441412747,-93.21603893302381,7212651944
2021-07-29T14:48:03Z,259.28,6.028,96,43,262.69,44.988032318651676,-93.21611973457038,7212651944
2021-07-29T14:48:04Z,265.69,6.009,96,44,262.65,44.988033743575215,-93.21620120666921,7212651944
2021-07-29T14:48:05Z,272.17,6.112,95,45,262.6,44.988034162670374,-93.21628326550126,7212651944
2021-07-29T14:48:06Z,278.7,6.093,95,46,262.55,44.98803650960326,-93.2163660787046,7212651944
2021-07-29T14:48:07Z,285.09,6.121,95,47,262.53,44.98803885653615,-93.2164472155273,7212651944
2021-07-29T14:48:08Z,291.42,6.112,95,48,262.56,44.98804195784032,-93.21652734652162,7212651944
2021-07-29T14:48:09Z,297.92,6.224,94,49,262.77,44.988045897334814,-93.2166094891727,7212651944
2021-07-29T14:48:10Z,304.27,6.14,93,50,262.78,44.98804581351578,-93.21669012308121,7212651944
2021-07-29T14:48:11Z,310.5,6.065,92,51,262.76,44.98804807662964,-93.21676908060908,7212651944
2021-07-29T14:48:12Z,316.63,5.972,92,52,262.76,44.98804966919124,-93.21684669703245,7212651944
2021-07-29T14:48:13Z,322.61,5.776,90,53,262.75,44.98804765753448,-93.21692263707519,7212651944
2021-07-29T14:48:14Z,328.42,5.664,89,54,262.74,44.9880466517061,-93.2169963978231,7212651944
2021-07-29T14:48:15Z,334.22,5.71,88,55,262.76,44.98804606497288,-93.21706990711391,7212651944
2021-07-29T14:48:16Z,340.04,5.748,88,56,262.71,44.98804489150643,-93.21714358404279,7212651944
2021-07-29T14:48:17Z,346.06,5.972,87,57,262.52,44.988041538745165,-93.21721994318068,7212651944
2021-07-29T14:48:18Z,352.01,5.813,87,58,262.42,44.98803491704166,-93.21729512885213,7212651944
2021-07-29T14:48:19Z,358.16,5.888,82,59,262.41,44.988029804080725,-93.21737308055162,7212651944
2021-07-29T14:48:20Z,364.44,6.009,82,60,262.4,44.98802611604333,-93.21745262481272,7212651944
2021-07-29T14:48:21Z,370.95,6.168,84,61,262.39,44.98802041634917,-93.2175347674638,7212651944
2021-07-29T14:48:22Z,377.49,6.177,90,62,262.35,44.988017650321126,-93.21761766448617,7212651944
2021-07-29T14:48:23Z,383.72,5.934,90,63,262.26,44.98801287263632,-93.21769645437598,7212651944
2021-07-29T14:48:24Z,390.01,6.046,91,64,262.2,44.988006921485066,-93.21777599863708,7212651944
2021-07-29T14:48:25Z,396.45,5.981,95,65,262.21,44.98799543827772,-93.217857722193,7212651944
2021-07-29T14:48:26Z,402.87,6.233,100,66,262.25,44.98799133114517,-93.2179391104728,7212651944
2021-07-29T14:48:27Z,409.37,6.289,101,67,262.2,44.987990241497755,-93.21802150458097,7212651944
2021-07-29T14:48:28Z,416.01,6.345,102,68,262.14,44.98798848129809,-93.21810574270785,7212651944
2021-07-29T14:48:29Z,422.62,6.336,102,69,262.08,44.98798571527004,-93.21818956173956,7212651944
2021-07-29T14:48:30Z,428.93,6.196,102,70,262.01,44.987983452156186,-93.21826960891485,7212651944
2021-07-29T14:48:31Z,435.24,6.196,103,71,261.83,44.98798470944166,-93.21834957227111,7212651944
2021-07-29T14:48:32Z,441.6,6.317,103,72,261.65,44.98798445798457,-93.21843028999865,7212651944
2021-07-29T14:48:33Z,448.02,6.42,103,73,261.78,44.9879845418036,-93.21851167827845,7212651944
2021-07-29T14:48:34Z,454.5,6.429,103,74,261.84,44.9879845418036,-93.21859382092953,7212651944
2021-07-29T14:48:35Z,461.15,6.578,103,75,261.7,44.98798789456487,-93.2186780590564,7212651944
2021-07-29T14:48:36Z,467.99,6.671,103,76,261.66,44.98799149878323,-93.2187647279352,7212651944
2021-07-29T14:48:37Z,474.73,6.55,103,77,261.61,44.98799426481128,-93.21885013952851,7212651944
2021-07-29T14:48:38Z,481.34,6.41,102,78,261.21,44.98799778521061,-93.21893370710313,7212651944
2021-07-29T14:48:39Z,488.1,6.457,102,79,261.03,44.98800256289542,-93.21901920251548,7212651944
2021-07-29T14:48:40Z,494.86,6.69,102,80,261.21,44.988008262589574,-93.2191046141088,7212651944
2021-07-29T14:48:41Z,501.61,6.587,102,81,261.79,44.98801153153181,-93.21919002570212,7212651944
2021-07-29T14:48:42Z,508.32,6.569,104,82,262,44.9880101904273,-93.21927501820028,7212651944
2021-07-29T14:48:43Z,515.23,6.765,105,83,261.96,44.98800625093281,-93.21936260908842,7212651944
2021-07-29T14:48:44Z,522.13,6.811,104,84,261.97,44.98800407163799,-93.2194500323385,7212651944
2021-07-29T14:48:45Z,529.15,6.951,105,85,261.52,44.98800423927605,-93.21953904815018,7212651944
2021-07-29T14:48:46Z,536.33,7.026,106,86,260.62,44.98800281435251,-93.21963015943766,7212651944
2021-07-29T14:48:47Z,543.41,6.886,107,87,260.82,44.98799627646804,-93.21971951052547,7212651944
2021-07-29T14:48:48Z,550.57,6.998,109,88,261.03,44.987990660592914,-93.21980986744165,7212651944
2021-07-29T14:48:49Z,557.42,7.082,108,89,260.91,44.987979931756854,-93.21989594958723,7212651944
2021-07-29T14:48:50Z,564.67,7.129,108,90,260.84,44.98797331005335,-93.2199873123318,7212651944
2021-07-29T14:48:51Z,571.62,7.175,107,91,260.33,44.987963419407606,-93.2200748194009,7212651944
2021-07-29T14:48:52Z,578.64,7.362,107,92,260.16,44.98795570805669,-93.2201633322984,7212651944
2021-07-29T14:48:53Z,585.79,7.427,106,93,259.69,44.98795051127672,-93.22025385685265,7212651944
2021-07-29T14:48:54Z,593.27,7.539,103,94,259.57,44.98795235529542,-93.22034873999655,7212651944
2021-07-29T14:48:55Z,601.23,7.707,101,95,259.47,44.98795537278056,-93.2204495742917,7212651944
2021-07-29T14:48:56Z,609.04,7.688,100,96,259.35,44.98795537278056,-93.22054856456816,7212651944
2021-07-29T14:48:57Z,616.35,7.633,99,97,259.32,44.98794950544834,-93.22064118459821,7212651944
2021-07-29T14:48:58Z,623.33,7.437,98,98,259.38,44.987937519326806,-93.22072869166732,7212651944
2021-07-29T14:48:59Z,630.97,7.194,98,99,259.37,44.98794456012547,-93.22082583792508,7212651944
