timestamp,position_lat,position_long,distance,altitude,speed,heart_rate,time_elapsed,key
2021-08-05T12:29:08Z,44.98937585391104,-93.21519562974572,9.09,268,4.889,90,0,7250162508
2021-08-05T12:29:10Z,44.98929840512574,-93.21519512683153,17.68,268,5.514,90,2,7250162508
2021-08-05T12:29:11Z,44.98924786224961,-93.21519680321217,23.3,267.79999999999995,5.906,90,3,7250162508
2021-08-05T12:29:12Z,44.98919597826898,-93.21519831195474,29.06,267.6,5.738,91,4,7250162508
2021-08-05T12:29:13Z,44.98914459720254,-93.21520065888762,34.77,267.4,5.701,91,5,7250162508
2021-08-05T12:29:14Z,44.98909388668835,-93.21520308963954,40.41,267,5.654,96,6,7250162508
2021-08-05T12:29:15Z,44.989040829241276,-93.21520451456308,46.31,266.6,5.785,104,7,7250162508
2021-08-05T12:29:16Z,44.988988023251295,-93.21520501747727,52.18,266.4,5.701,108,8,7250162508
2021-08-05T12:29:17Z,44.98893731273711,-93.21520384401083,57.81,266.20000000000005,5.598,114,9,7250162508
2021-08-05T12:29:18Z,44.98888710513711,-93.21520434692502,63.39,266,5.514,119,10,7250162508
2021-08-05T12:29:19Z,44.9888376519084,-93.21520317345858,68.89,266,5.421,121,11,7250162508
2021-08-05T12:29:20Z,44.988785181194544,-93.21520015597343,74.72,266.20000000000005,5.701,123,12,7250162508
2021-08-05T12:29:21Z,44.9887338001281,-93.21519722230732,80.43,266.20000000000005,5.57,124,13,7250162508
2021-08-05T12:29:22Z,44.98868434689939,-93.21519252844155,85.94,266.4,5.309,124,14,7250162508
2021-08-05T12:29:23Z,44.98863455839455,-93.21518506854773,91.51,266.4,5.337,124,15,7250162508
2021-08-05T12:29:24Z,44.98858644627035,-93.21517936885357,96.87,266,5.179,124,16,7250162508
2021-08-05T12:29:25Z,44.988539004698396,-93.21517727337778,102.14,265.79999999999995,5.151,123,17,7250162508
2021-08-05T12:29:26Z,44.98849122785032,-93.21517484262586,107.45,265.4,5.104,123,18,7250162508
