distance,speed,heart_rate,time_elapsed,elevation,latitude,longitude,key,smooth_elev,diff_smooth,timestamp
0,4.124,103,4,255.03,44.986641677096486,-93.23801963590086,6699522771,253.85400744047618,-1.17599255952382,2021-04-29T19:58:13Z
4.65,3.406,103,5,254.99,44.98668467625976,-93.23802759870888,6699522771,253.72562044817928,-1.2643795518207241,2021-04-29T19:58:14Z
9.23,3.415,103,6,254.95,44.986725663766265,-93.23801041580737,6699522771,253.59610185185184,-1.3538981481481471,2021-04-29T19:58:15Z
13.16,4.376,103,7,254.9,44.98675533570349,-93.23798283934592,6699522771,253.46660776942355,-1.4333922305764588,2021-04-29T19:58:16Z
17.04,4.675,102,8,254.8,44.98677813448012,-93.23794537223876,6699522771,253.33949166666667,-1.4605083333333369,2021-04-29T19:58:17Z
21.84,4.843,102,9,254.72,44.98680730350315,-93.23790044523776,6699522771,253.2245498866213,-1.4954501133786948,2021-04-29T19:58:18Z
26.74,5.104,103,10,254.49,44.98683739453554,-93.23785476386549,6699522771,253.13090151515152,-1.359098484848488,2021-04-29T19:58:19Z
32.16,5.57,103,11,254.31,44.98687108978629,-93.23780497536065,6699522771,253.0541585921325,-1.2456594202898543,2021-04-29T19:58:20Z
36.71,5.449,104,12,254.17,44.986897157505155,-93.23776055127382,6699522771,252.98767996031745,-1.1628045634920454,2021-04-29T19:58:21Z
42.53,5.822,105,13,253.72,44.98693169094622,-93.23770506307484,6699522771,252.92840533333333,-0.7634923809523855,2021-04-29T19:58:22Z
48.65,6.112,107,14,253.53,44.98696647584438,-93.23764462955296,6699522771,252.87314084249084,-0.6208305860805865,2021-04-29T19:58:23Z
55.04,6.485,107,15,253.22,44.9870035238564,-93.23758260346948,6699522771,252.82107054673722,-0.3555617283950596,2021-04-29T19:58:24Z
61.87,6.746,109,16,252.75,44.9870415776968,-93.2375144585967,6699522771,252.767362414966,0.06754506802721494,2021-04-29T19:58:25Z
68.79,6.877,109,17,252.58,44.98708130791783,-93.23744698427618,6699522771,252.7056341543514,0.1821617405582856,2021-04-29T19:58:26Z
75.94,6.998,110,18,252.2,44.98712263070047,-93.2373769953847,6699522771,252.63987492063492,0.4945182539682662,2021-04-29T19:58:27Z
83.05,6.914,110,19,251.92,44.987164875492454,-93.23730868287385,6699522771,252.57725222734254,0.7101328725038627,2021-04-29T19:58:28Z
90.03,6.83,110,20,251.56,44.98720670118928,-93.2372424658388,6699522771,252.44143425499232,0.9343149001535949,2021-04-29T19:58:29Z
96.95,6.839,110,21,251.42,44.98724970035255,-93.23717876337469,6699522771,252.31254946236558,0.9454301075269029,2021-04-29T19:58:30Z
104.01,7.101,110,22,251.26,44.98729513026774,-93.23711623437704,6699522771,252.1917737327189,0.9846543778801902,2021-04-29T19:58:31Z
111.37,7.371,109,23,250.76,44.987343745306134,-93.23705278337002,6699522771,252.08048341013824,1.373364055299561,2021-04-29T19:58:32Z
118.9,7.483,109,24,250.64,44.98739495873451,-93.23699025437236,6699522771,251.98048341013825,1.3933640552995428,2021-04-29T19:58:33Z
126.51,7.39,108,25,250.39,44.98744717799127,-93.23692780919372,6699522771,251.89154331797235,1.5544239631336438,2021-04-29T19:58:34Z
134.17,7.511,107,26,250.44,44.987500570714474,-93.23686645366251,6699522771,251.81536820276497,1.4282488479262554,2021-04-29T19:58:35Z
141.75,7.418,106,27,251.57,44.9875545501709,-93.23680769652128,6699522771,251.75260322580644,0.23548387096775514,2021-04-29T19:58:36Z
148.88,7.091,104,28,253.09,44.9876063503325,-93.23675438761713,6699522771,251.70463087557604,-1.332488479262679,2021-04-29T19:58:37Z
156.16,7.325,103,29,252.6707,44.987660832703114,-93.23670292273164,6699522771,251.67426221198156,-2.5828571428571365,2021-04-29T19:58:38Z
163.55,7.343,101,30,251.41,44.98771648854017,-93.23665162548424,6699522771,251.660299078341,0.3031797235022964,2021-04-29T19:58:39Z
170.78,7.334,100,31,250.97,44.987767450511456,-93.23659462854266,6699522771,251.66329447004608,0.7461751152073646,2021-04-29T19:58:40Z
178.4,7.399,98,32,250.29,44.98781782574952,-93.23652899824084,6699522771,251.68412396313363,1.4470046082949466,2021-04-29T19:58:41Z
185.83,7.157,97,33,250.27,44.98786258511245,-93.23645900934936,6699522771,251.72228064516128,1.505161290322576,2021-04-29T19:58:42Z
193.1,6.933,97,34,250.52,44.98789753764868,-93.23638097383082,6699522771,251.77725760368662,1.3101382488479203,2021-04-29T19:58:43Z
200.19,6.886,97,35,250.71,44.98792611993849,-93.2363005913794,6699522771,251.84748801843318,1.1903686635944553,2021-04-29T19:58:44Z
207.05,6.634,97,36,250.96,44.98794665560126,-93.23621853254735,6699522771,251.93172764976958,1.0246082949308573,2021-04-29T19:58:45Z
213.41,6.158,97,37,251.17,44.98795947991312,-93.23613999411464,6699522771,252.0291930875576,0.912073732718909,2021-04-29T19:58:46Z
219.58,6.252,98,38,251.38,44.987961407750845,-93.23606170713902,6699522771,252.13900875576036,0.8118894009216717,2021-04-29T19:58:47Z
225.9,6.326,99,39,251.56,44.98795378021896,-93.23598224669696,6699522771,252.25951566820277,0.752396313364045,2021-04-29T19:58:48Z
232.27,6.065,100,40,251.78,44.9879396148026,-93.23590395972133,6699522771,252.383432718894,0.6563133640553076,2021-04-29T19:58:49Z
238.76,5.888,100,41,252.17,44.987921845167875,-93.23582550510764,6699522771,252.50278755760368,0.3856682027649754,2021-04-29T19:58:50Z
245.26,6.102,101,42,252.44,44.98790533281863,-93.23574654757977,6699522771,252.61877511520737,0.22410138248847034,2021-04-29T19:58:51Z
251.87,6.336,102,43,252.54,44.98788898810744,-93.23566582985222,6699522771,252.7344861751152,0.23225806451614517,2021-04-29T19:58:52Z
258.67,6.569,102,44,252.71,44.98787624761462,-93.23558134026824,6699522771,252.851533640553,0.1717511520737105,2021-04-29T19:58:53Z
265.22,6.653,103,45,252.92,44.98786702752113,-93.23549936525524,6699522771,252.97148433179723,0.0741474654377896,2021-04-29T19:58:54Z
271.9,6.709,104,46,253.19,44.98785864561796,-93.23541546240448,6699522771,253.09452258064516,-0.08036866359447004,2021-04-29T19:58:55Z
278.56,6.55,106,47,253.63,44.987852023914456,-93.23533155955374,6699522771,253.2246115207373,-0.3978341013825002,2021-04-29T19:58:56Z
284.89,6.149,109,48,253.82,44.98784624040127,-93.23525176383556,6699522771,253.36774193548388,-0.4522580645161156,2021-04-29T19:58:57Z
290.87,5.888,111,49,254.01,44.98784305527806,-93.23517599143088,6699522771,253.52064516129033,-0.4893548387096587,2021-04-29T19:58:58Z
