timestamp,distance,heart_rate,time_elapsed,key
2021-01-04T23:19:57Z,0,75,0,6055401975
2021-01-04T23:19:58Z,0,76,1,6055401975
2021-01-04T23:19:59Z,0,77,2,6055401975
2021-01-04T23:20:00Z,0,78,3,6055401975
2021-01-04T23:20:01Z,0,78,4,6055401975
2021-01-04T23:20:02Z,0,79,5,6055401975
2021-01-04T23:20:03Z,0,79,6,6055401975
2021-01-04T23:20:04Z,0,80,7,6055401975
2021-01-04T23:20:05Z,0,80,8,6055401975
2021-01-04T23:20:06Z,0,80,9,6055401975
2021-01-04T23:20:07Z,0,80,10,6055401975
2021-01-04T23:20:08Z,0,80,11,6055401975
2021-01-04T23:20:09Z,0,80,12,6055401975
2021-01-04T23:20:10Z,0,80,13,6055401975
2021-01-04T23:20:11Z,0,79,14,6055401975
2021-01-04T23:20:12Z,0,79,15,6055401975
2021-01-04T23:20:13Z,0,79,16,6055401975
2021-01-04T23:20:14Z,0,80,17,6055401975
2021-01-04T23:20:15Z,0,80,18,6055401975
2021-01-04T23:20:16Z,0,80,19,6055401975
2021-01-04T23:20:17Z,0,80,20,6055401975
2021-01-04T23:20:18Z,0,81,21,6055401975
2021-01-04T23:20:19Z,0,81,22,6055401975
2021-01-04T23:20:20Z,0,81,23,6055401975
2021-01-04T23:20:21Z,0,80,24,6055401975
2021-01-04T23:20:22Z,0,80,25,6055401975
2021-01-04T23:20:23Z,0,80,26,6055401975
2021-01-04T23:20:24Z,0,81,27,6055401975
2021-01-04T23:20:25Z,0,81,28,6055401975
2021-01-04T23:20:26Z,0,81,29,6055401975
2021-01-04T23:20:27Z,0,80,30,6055401975
2021-01-04T23:20:28Z,0,80,31,6055401975
2021-01-04T23:20:29Z,0,80,32,6055401975
2021-01-04T23:20:30Z,0,80,33,6055401975
2021-01-04T23:20:31Z,0,80,34,6055401975
2021-01-04T23:20:32Z,0,81,35,6055401975
2021-01-04T23:20:33Z,0,81,36,6055401975
2021-01-04T23:20:34Z,0,81,37,6055401975
2021-01-04T23:20:35Z,0,82,38,6055401975
2021-01-04T23:20:36Z,0,82,39,6055401975
2021-01-04T23:20:37Z,0,82,40,6055401975
2021-01-04T23:20:38Z,0,83,41,6055401975
2021-01-04T23:20:39Z,0,83,42,6055401975
2021-01-04T23:20:40Z,0,83,43,6055401975
2021-01-04T23:20:41Z,0,83,44,6055401975
2021-01-04T23:20:42Z,0,83,45,6055401975
2021-01-04T23:20:43Z,0,83,46,6055401975
2021-01-04T23:20:44Z,0,84,47,6055401975
2021-01-04T23:20:45Z,0,84,48,6055401975
2021-01-04T23:20:46Z,0,85,49,6055401975
2021-01-04T23:20:47Z,0,85,50,6055401975
2021-01-04T23:20:48Z,0,86,51,6055401975
2021-01-04T23:20:49Z,0,87,52,6055401975
2021-01-04T23:20:50Z,0,87,53,6055401975
2021-01-04T23:20:51Z,0,88,54,6055401975
2021-01-04T23:20:52Z,0,88,55,6055401975
2021-01-04T23:20:53Z,0,89,56,6055401975
2021-01-04T23:20:54Z,0,89,57,6055401975
2021-01-04T23:20:55Z,0,89,58,6055401975
2021-01-04T23:20:56Z,0,89,59,6055401975
2021-01-04T23:20:57Z,0,89,60,6055401975
2021-01-04T23:20:58Z,0,89,61,6055401975
2021-01-04T23:20:59Z,0,89,62,6055401975
2021-01-04T23:21:00Z,0,89,63,6055401975
2021-01-04T23:21:01Z,0,89,64,6055401975
2021-01-04T23:21:02Z,0,89,65,6055401975
2021-01-04T23:21:03Z,0,89,66,6055401975
2021-01-04T23:21:04Z,0,89,67,6055401975
2021-01-04T23:21:05Z,0,89,68,6055401975
2021-01-04T23:21:06Z,0,89,69,6055401975
2021-01-04T23:21:07Z,0,88,70,6055401975
2021-01-04T23:21:08Z,0,88,71,6055401975
2021-01-04T23:21:09Z,0,88,72,6055401975
2021-01-04T23:21:10Z,0,88,73,6055401975
2021-01-04T23:21:11Z,0,88,74,6055401975
2021-01-04T23:21:12Z,0,89,75,6055401975
2021-01-04T23:21:13Z,0,89,76,6055401975
2021-01-04T23:21:14Z,0,89,77,6055401975
2021-01-04T23:21:15Z,0,90,78,6055401975
2021-01-04T23:21:16Z,0,90,79,6055401975
2021-01-04T23:21:17Z,0,90,80,6055401975
2021-01-04T23:21:18Z,0,90,81,6055401975
2021-01-04T23:21:19Z,0,90,82,6055401975
2021-01-04T23:21:20Z,0,90,83,6055401975
2021-01-04T23:21:21Z,0,89,84,6055401975
2021-01-04T23:21:22Z,0,89,85,6055401975
2021-01-04T23:21:23Z,0,90,86,6055401975
2021-01-04T23:21:24Z,0,90,87,6055401975
2021-01-04T23:21:25Z,0,91,88,6055401975
2021-01-04T23:21:26Z,0,91,89,6055401975
2021-01-04T23:21:27Z,0,92,90,6055401975
2021-01-04T23:21:28Z,0,93,91,6055401975
2021-01-04T23:21:29Z,0,93,92,6055401975
2021-01-04T23:21:30Z,0,93,93,6055401975
2021-01-04T23:21:31Z,0,93,94,6055401975
2021-01-04T23:21:32Z,0,93,95,6055401975
2021-01-04T23:21:33Z,0,93,96,6055401975
2021-01-04T23:21:34Z,0,93,97,6055401975
2021-01-04T23:21:35Z,0,93,98,6055401975
2021-01-04T23:21:36Z,0,92,99,6055401975
2021-01-04T23:21:37Z,0,92,100,6055401975
2021-01-04T23:21:38Z,0,91,101,6055401975
2021-01-04T23:21:39Z,0,91,102,6055401975
2021-01-04T23:21:40Z,0,90,103,6055401975
2021-01-04T23:21:41Z,0,90,104,6055401975
2021-01-04T23:21:42Z,0,90,105,6055401975
2021-01-04T23:21:43Z,0,90,106,6055401975
2021-01-04T23:21:44Z,0,90,107,6055401975
2021-01-04T23:21:45Z,0,90,108,6055401975
2021-01-04T23:21:46Z,0,89,109,6055401975
2021-01-04T23:21:47Z,0,89,110,6055401975
2021-01-04T23:21:48Z,0,88,111,6055401975
2021-01-04T23:21:49Z,0,89,112,6055401975
2021-01-04T23:21:50Z,0,89,113,6055401975
2021-01-04T23:21:51Z,0,89,114,6055401975
2021-01-04T23:21:52Z,0,89,115,6055401975
2021-01-04T23:21:53Z,0,89,116,6055401975
2021-01-04T23:21:54Z,0,89,117,6055401975
2021-01-04T23:21:55Z,0,89,118,6055401975
2021-01-04T23:21:56Z,0,89,119,6055401975
2021-01-04T23:21:57Z,0,88,120,6055401975
2021-01-04T23:21:58Z,0,88,121,6055401975
2021-01-04T23:21:59Z,0,87,122,6055401975
2021-01-04T23:22:00Z,0,88,123,6055401975
2021-01-04T23:22:01Z,0,88,124,6055401975
2021-01-04T23:22:02Z,0,88,125,6055401975
2021-01-04T23:22:03Z,0,89,126,6055401975
2021-01-04T23:22:04Z,0,89,127,6055401975
2021-01-04T23:22:05Z,0,89,128,6055401975
2021-01-04T23:22:06Z,0,89,129,6055401975
2021-01-04T23:22:07Z,0,89,130,6055401975
2021-01-04T23:22:08Z,0,89,131,6055401975
2021-01-04T23:22:09Z,0,88,132,6055401975
2021-01-04T23:22:10Z,0,88,133,6055401975
2021-01-04T23:22:11Z,0,88,134,6055401975
2021-01-04T23:22:12Z,0,88,135,6055401975
2021-01-04T23:22:13Z,0,88,136,6055401975
2021-01-04T23:22:14Z,0,88,137,6055401975
2021-01-04T23:22:15Z,0,89,138,6055401975
2021-01-04T23:22:16Z,0,89,139,6055401975
2021-01-04T23:22:17Z,0,90,140,6055401975
2021-01-04T23:22:18Z,0,90,141,6055401975
2021-01-04T23:22:19Z,0,90,142,6055401975
2021-01-04T23:22:20Z,0,91,143,6055401975
2021-01-04T23:22:21Z,0,91,144,6055401975
2021-01-04T23:22:22Z,0,91,145,6055401975
2021-01-04T23:22:23Z,0,92,146,6055401975
2021-01-04T23:22:24Z,0,92,147,6055401975
2021-01-04T23:22:25Z,0,92,148,6055401975
2021-01-04T23:22:26Z,0,92,149,6055401975
2021-01-04T23:22:27Z,0,92,150,6055401975
2021-01-04T23:22:28Z,0,92,151,6055401975
2021-01-04T23:22:29Z,0,92,152,6055401975
2021-01-04T23:22:30Z,0,92,153,6055401975
2021-01-04T23:22:31Z,0,90,154,6055401975
2021-01-04T23:22:32Z,0,90,155,6055401975
2021-01-04T23:22:33Z,0,89,156,6055401975
2021-01-04T23:22:34Z,0,89,157,6055401975
2021-01-04T23:22:35Z,0,89,158,6055401975
2021-01-04T23:22:36Z,0,89,159,6055401975
2021-01-04T23:22:37Z,0,89,160,6055401975
2021-01-04T23:22:38Z,0,90,161,6055401975
2021-01-04T23:22:39Z,0,91,162,6055401975
2021-01-04T23:22:40Z,0,91,163,6055401975
2021-01-04T23:22:41Z,0,91,164,6055401975
2021-01-04T23:22:42Z,0,90,165,6055401975
2021-01-04T23:22:43Z,0,90,166,6055401975
2021-01-04T23:22:44Z,0,90,167,6055401975
2021-01-04T23:22:45Z,0,90,168,6055401975
2021-01-04T23:22:46Z,0,91,169,6055401975
2021-01-04T23:22:47Z,0,91,170,6055401975
2021-01-04T23:22:48Z,0,92,171,6055401975
2021-01-04T23:22:49Z,0,92,172,6055401975
2021-01-04T23:22:50Z,0,92,173,6055401975
2021-01-04T23:22:51Z,0,92,174,6055401975
2021-01-04T23:22:52Z,0,91,175,6055401975
2021-01-04T23:22:53Z,0,91,176,6055401975
2021-01-04T23:22:54Z,0,92,177,6055401975
2021-01-04T23:22:55Z,0,92,178,6055401975
2021-01-04T23:22:56Z,0,91,179,6055401975
2021-01-04T23:22:57Z,0,91,180,6055401975
2021-01-04T23:22:58Z,0,91,181,6055401975
2021-01-04T23:22:59Z,0,90,182,6055401975
2021-01-04T23:23:00Z,0,90,183,6055401975
2021-01-04T23:23:01Z,0,90,184,6055401975
2021-01-04T23:23:02Z,0,89,185,6055401975
2021-01-04T23:23:03Z,0,89,186,6055401975
2021-01-04T23:23:04Z,0,89,187,6055401975
2021-01-04T23:23:05Z,0,89,188,6055401975
2021-01-04T23:23:06Z,0,90,189,6055401975
2021-01-04T23:23:07Z,0,89,190,6055401975
2021-01-04T23:23:08Z,0,89,191,6055401975
2021-01-04T23:23:09Z,0,89,192,6055401975
2021-01-04T23:23:10Z,0,89,193,6055401975
2021-01-04T23:23:11Z,0,89,194,6055401975
2021-01-04T23:23:12Z,0,89,195,6055401975
2021-01-04T23:23:13Z,0,89,196,6055401975
2021-01-04T23:23:14Z,0,89,197,6055401975
2021-01-04T23:23:15Z,0,89,198,6055401975
2021-01-04T23:23:16Z,0,89,199,6055401975
2021-01-04T23:23:17Z,0,90,200,6055401975
2021-01-04T23:23:18Z,0,90,201,6055401975
2021-01-04T23:23:19Z,0,90,202,6055401975
2021-01-04T23:23:20Z,0,90,203,6055401975
2021-01-04T23:23:21Z,0,90,204,6055401975
2021-01-04T23:23:22Z,0,90,205,6055401975
2021-01-04T23:23:23Z,0,90,206,6055401975
2021-01-04T23:23:24Z,0,90,207,6055401975
2021-01-04T23:23:25Z,0,90,208,6055401975
2021-01-04T23:23:26Z,0,90,209,6055401975
2021-01-04T23:23:27Z,0,91,210,6055401975
2021-01-04T23:23:28Z,0,90,211,6055401975
2021-01-04T23:23:29Z,0,91,212,6055401975
2021-01-04T23:23:30Z,0,91,213,6055401975
2021-01-04T23:23:31Z,0,91,214,6055401975
2021-01-04T23:23:32Z,0,91,215,6055401975
2021-01-04T23:23:33Z,0,92,216,6055401975
2021-01-04T23:23:34Z,0,92,217,6055401975
2021-01-04T23:23:35Z,0,92,218,6055401975
2021-01-04T23:23:36Z,0,91,219,6055401975
2021-01-04T23:23:37Z,0,91,220,6055401975
2021-01-04T23:23:38Z,0,90,221,6055401975
2021-01-04T23:23:39Z,0,91,222,6055401975
2021-01-04T23:23:40Z,0,92,223,6055401975
2021-01-04T23:23:41Z,0,91,224,6055401975
2021-01-04T23:23:42Z,0,91,225,6055401975
2021-01-04T23:23:43Z,0,90,226,6055401975
2021-01-04T23:23:44Z,0,90,227,6055401975
2021-01-04T23:23:45Z,0,91,228,6055401975
2021-01-04T23:23:46Z,0,91,229,6055401975
2021-01-04T23:23:47Z,0,91,230,6055401975
2021-01-04T23:23:48Z,0,91,231,6055401975
