distance,speed,heart_rate,time_elapsed,elevation,latitude,longitude,key,smooth_elev,diff_smooth,timestamp
0,4.376,94,0,279.13,45.01287032850087,-93.15179985947908,6718307611,278.98471726190473,-0.14528273809526127,2021-05-03T21:18:10Z
4.71,4.665,96,1,279.11,45.0128685683012,-93.15185953862964,6718307611,278.9559523809524,-0.154047619047617,2021-05-03T21:18:11Z
9.76,4.843,97,2,279.1,45.0128667242825,-93.15192357636988,6718307611,278.9234788359788,-0.1765211640212101,2021-05-03T21:18:12Z
14.98,5.048,98,3,279.28,45.0128651317209,-93.15198979340494,6718307611,278.8881077694235,-0.3918922305764454,2021-05-03T21:18:13Z
20.27,5.113,100,4,279.08,45.01286957412958,-93.15205668099225,6718307611,278.8523452380952,-0.2276547619047733,2021-05-03T21:18:14Z
30.92,5.235,102,5,279.04,45.01287460327149,-93.15219162963332,6718307611,278.8170634920635,-0.22293650793653796,2021-05-03T21:18:15Z
30.92,5.235,102,6,279.04,45.01287460327149,-93.15219162963332,6718307611,278.78323593073594,-0.25676406926407935,2021-05-03T21:18:16Z
36.38,5.384,104,7,279,45.01287669874728,-93.15226078033449,6718307611,278.7507971014493,-0.24920289855072042,2021-05-03T21:18:17Z
41.71,5.272,105,8,278.96,45.012876531109214,-93.15232842229308,6718307611,278.7198115079365,-0.24018849206345294,2021-05-03T21:18:18Z
47.02,5.263,105,9,278.96,45.01288273371756,-93.1523953936994,6718307611,278.6903904761905,-0.26960952380949266,2021-05-03T21:18:19Z
52.43,5.225,105,10,279.02,45.01288885250688,-93.15246370621026,6718307611,278.6613095238095,-0.3586904761904748,2021-05-03T21:18:20Z
57.77,5.16,105,11,279.11,45.01289698295295,-93.1525306776166,6718307611,278.63157848324516,-0.47842151675484956,2021-05-03T21:18:21Z
62.94,5.011,105,12,278.86,45.01290385611355,-93.15259538590908,6718307611,278.6014200680272,-0.25857993197280393,2021-05-03T21:18:22Z
67.84,4.712,105,13,278.87,45.01291709952056,-93.15265498124064,6718307611,278.57082922824304,-0.2991707717569625,2021-05-03T21:18:23Z
72.49,4.469,104,14,278.88,45.01293344423175,-93.15270921215416,6718307611,278.53999206349204,-0.34000793650795913,2021-05-03T21:18:24Z
77,4.395,104,15,278.63,45.01295615918934,-93.15275673754512,6718307611,278.5096697388633,-0.12033026113670076,2021-05-03T21:18:25Z
81.53,4.404,103,16,278.44,45.01298289746046,-93.15280015580356,6718307611,278.45909370199695,0.01909370199695104,2021-05-03T21:18:26Z
86.43,4.936,102,17,278.29,45.01301592215896,-93.1528414785862,6718307611,278.4100614439324,0.12006144393239992,2021-05-03T21:18:27Z
91.85,5.561,100,18,278.26,45.01304936595261,-93.15289151854812,6718307611,278.3631797235023,0.10317972350230775,2021-05-03T21:18:28Z
97.46,5.664,100,19,278.1,45.0130760204047,-93.15295203588904,6718307611,278.3176497695853,0.2176497695852504,2021-05-03T21:18:29Z
103.4,5.916,102,20,278,45.01309781335294,-93.15302076749504,6718307611,278.2747004608295,0.27470046082947874,2021-05-03T21:18:30Z
109.33,5.85,103,21,278.04,45.01311298459768,-93.15309301950036,6718307611,278.2339170506912,0.1939170506911978,2021-05-03T21:18:31Z
115.34,5.888,104,22,278.08,45.013124300166965,-93.1531676184386,6718307611,278.197465437788,0.11746543778804153,2021-05-03T21:18:32Z
121.36,5.897,105,23,278.01,45.01313486136496,-93.15324255265296,6718307611,278.16764976958524,0.15764976958524812,2021-05-03T21:18:33Z
127.39,5.897,105,24,278.02,45.013144835829735,-93.15331765450536,6718307611,278.1441013824885,0.12410138248850444,2021-05-03T21:18:34Z
133.49,6.028,107,25,278.01,45.01315539702773,-93.15339351072907,6718307611,278.1289861751152,0.1189861751151966,2021-05-03T21:18:35Z
139.61,6,107,26,277.89,45.01317241229117,-93.15346752293408,6718307611,278.12327188940094,0.23327188940095311,2021-05-03T21:18:36Z
145.66,5.99,108,27,277.84,45.01319236122072,-93.15353902056812,6718307611,278.1261751152074,0.28617511520741346,2021-05-03T21:18:37Z
151.74,6.074,108,28,277.69,45.01321641728282,-93.15360825508832,6718307611,278.1394930875576,0.44949308755758466,2021-05-03T21:18:38Z
157.93,6.177,108,29,277.55,45.01324089244008,-93.15367883071303,6718307611,278.16239631336407,0.6123963133640586,2021-05-03T21:18:39Z
164.18,6.261,108,30,277.51,45.01326126046479,-93.153752759099,6718307611,278.19428571428574,0.6842857142857497,2021-05-03T21:18:40Z
