timestamp,distance,speed,heart_rate,cadence,fractional_cadence,key
2019-10-16T01:16:40Z,0,0,100,0,0,2019-10-16 01:16:40
2019-10-16T01:16:41Z,0,0,101,0,0,2019-10-16 01:16:40
2019-10-16T01:16:42Z,1.99,1.987,101,60,0,2019-10-16 01:16:40
2019-10-16T01:16:43Z,4.37,2.379,101,60,0,2019-10-16 01:16:40
2019-10-16T01:16:44Z,6.55,2.183,101,60,0,2019-10-16 01:16:40
2019-10-16T01:16:45Z,8.66,2.109,101,60,0,2019-10-16 01:16:40
2019-10-16T01:16:46Z,11.45,2.79,101,84,0,2019-10-16 01:16:40
2019-10-16T01:16:47Z,14.59,3.144,101,85,0,2019-10-16 01:16:40
2019-10-16T01:16:48Z,17.92,3.331,101,85,0,2019-10-16 01:16:40
2019-10-16T01:16:49Z,20.99,3.07,108,85,0.5,2019-10-16 01:16:40
2019-10-16T01:16:50Z,24.24,3.247,108,86,0,2019-10-16 01:16:40
2019-10-16T01:16:51Z,27.68,3.443,108,86,0,2019-10-16 01:16:40
2019-10-16T01:16:52Z,31.34,3.658,108,86,0,2019-10-16 01:16:40
2019-10-16T01:16:53Z,35.03,3.686,108,86,0,2019-10-16 01:16:40
2019-10-16T01:16:54Z,38.99,3.966,108,85,0.5,2019-10-16 01:16:40
2019-10-16T01:16:55Z,42.78,3.788,108,85,0.5,2019-10-16 01:16:40
2019-10-16T01:16:56Z,46.46,3.676,108,84,0.5,2019-10-16 01:16:40
2019-10-16T01:16:57Z,50.1,3.639,108,84,0.5,2019-10-16 01:16:40
2019-10-16T01:16:58Z,53.5,3.406,115,84,0.5,2019-10-16 01:16:40
2019-10-16T01:16:59Z,56.85,3.35,115,83,0.5,2019-10-16 01:16:40
2019-10-16T01:17:00Z,60.14,3.284,115,83,0.5,2019-10-16 01:16:40
2019-10-16T01:17:01Z,63.32,3.182,115,83,0.5,2019-10-16 01:16:40
2019-10-16T01:17:02Z,66.43,3.116,115,84,0.5,2019-10-16 01:16:40
2019-10-16T01:17:03Z,69.57,3.135,136,84,0.5,2019-10-16 01:16:40
2019-10-16T01:17:04Z,72.77,3.2,136,84,0.5,2019-10-16 01:16:40
2019-10-16T01:17:05Z,76,3.228,136,84,0.5,2019-10-16 01:16:40
2019-10-16T01:17:06Z,79.24,3.238,136,84,0.5,2019-10-16 01:16:40
2019-10-16T01:17:07Z,82.46,3.219,136,84,0,2019-10-16 01:16:40
2019-10-16T01:17:08Z,85.69,3.238,136,84,0,2019-10-16 01:16:40
2019-10-16T01:17:09Z,88.96,3.266,136,84,0,2019-10-16 01:16:40
2019-10-16T01:17:10Z,92.31,3.35,147,84,0,2019-10-16 01:16:40
2019-10-16T01:17:11Z,95.67,3.359,147,84,0,2019-10-16 01:16:40
2019-10-16T01:17:12Z,99.01,3.34,147,83,0,2019-10-16 01:16:40
2019-10-16T01:17:13Z,102.33,3.322,147,83,0,2019-10-16 01:16:40
2019-10-16T01:17:14Z,105.66,3.331,145,83,0,2019-10-16 01:16:40
2019-10-16T01:17:15Z,108.99,3.331,143,83,0,2019-10-16 01:16:40
2019-10-16T01:17:16Z,112.3,3.312,143,83,0,2019-10-16 01:16:40
2019-10-16T01:17:17Z,115.52,3.219,143,83,0,2019-10-16 01:16:40
2019-10-16T01:17:18Z,118.67,3.144,143,83,0,2019-10-16 01:16:40
2019-10-16T01:17:19Z,121.71,3.042,144,83,0,2019-10-16 01:16:40
2019-10-16T01:17:20Z,124.75,3.042,144,82,0,2019-10-16 01:16:40
2019-10-16T01:17:21Z,127.84,3.088,144,82,0,2019-10-16 01:16:40
2019-10-16T01:17:22Z,130.97,3.126,141,83,0,2019-10-16 01:16:40
2019-10-16T01:17:23Z,134.11,3.144,141,83,0,2019-10-16 01:16:40
2019-10-16T01:17:24Z,137.27,3.163,140,83,0,2019-10-16 01:16:40
2019-10-16T01:17:25Z,140.45,3.182,140,82,0,2019-10-16 01:16:40
2019-10-16T01:17:26Z,143.7,3.247,140,81,0,2019-10-16 01:16:40
2019-10-16T01:17:27Z,146.97,3.266,139,81,0,2019-10-16 01:16:40
2019-10-16T01:17:28Z,150.24,3.275,138,82,0,2019-10-16 01:16:40
2019-10-16T01:17:29Z,153.47,3.228,137,82,0,2019-10-16 01:16:40
2019-10-16T01:17:30Z,156.66,3.191,137,82,0,2019-10-16 01:16:40
2019-10-16T01:17:31Z,159.82,3.154,139,82,0,2019-10-16 01:16:40
2019-10-16T01:17:32Z,162.95,3.135,139,82,0,2019-10-16 01:16:40
2019-10-16T01:17:33Z,166.06,3.107,138,82,0,2019-10-16 01:16:40
2019-10-16T01:17:34Z,169.14,3.079,138,81,0,2019-10-16 01:16:40
2019-10-16T01:17:35Z,172.2,3.06,138,80,0,2019-10-16 01:16:40
2019-10-16T01:17:36Z,175.25,3.051,138,80,0,2019-10-16 01:16:40
2019-10-16T01:17:37Z,178.31,3.06,138,80,0,2019-10-16 01:16:40
2019-10-16T01:17:38Z,181.34,3.032,138,80,0,2019-10-16 01:16:40
2019-10-16T01:17:39Z,184.38,3.042,138,81,0,2019-10-16 01:16:40
2019-10-16T01:17:40Z,187.45,3.07,137,81,0,2019-10-16 01:16:40
2019-10-16T01:17:41Z,190.6,3.144,137,81,0,2019-10-16 01:16:40
2019-10-16T01:17:42Z,193.75,3.154,137,81,0,2019-10-16 01:16:40
2019-10-16T01:17:43Z,196.87,3.116,138,81,0,2019-10-16 01:16:40
2019-10-16T01:17:44Z,199.96,3.088,138,81,0,2019-10-16 01:16:40
2019-10-16T01:17:45Z,203.03,3.07,139,81,0,2019-10-16 01:16:40
2019-10-16T01:17:46Z,206.08,3.051,139,81,0,2019-10-16 01:16:40
2019-10-16T01:17:47Z,208.98,2.902,139,81,0,2019-10-16 01:16:40
2019-10-16T01:17:48Z,211.88,2.902,139,81,0,2019-10-16 01:16:40
2019-10-16T01:17:49Z,214.85,2.967,140,81,0,2019-10-16 01:16:40
