timestamp,distance,heart_rate,key
2019-01-22T23:18:21Z,0,112,2019-01-22 23:18:22
2019-01-22T23:18:22Z,0,112,2019-01-22 23:18:22
2019-01-22T23:18:23Z,0,112,2019-01-22 23:18:22
2019-01-22T23:18:24Z,0,112,2019-01-22 23:18:22
2019-01-22T23:18:25Z,0,112,2019-01-22 23:18:22
2019-01-22T23:18:26Z,0,112,2019-01-22 23:18:22
2019-01-22T23:18:27Z,0,112,2019-01-22 23:18:22
2019-01-22T23:18:28Z,0,112,2019-01-22 23:18:22
2019-01-22T23:18:29Z,0,113,2019-01-22 23:18:22
2019-01-22T23:18:30Z,0,112,2019-01-22 23:18:22
2019-01-22T23:18:31Z,0,112,2019-01-22 23:18:22
2019-01-22T23:18:32Z,0,112,2019-01-22 23:18:22
2019-01-22T23:18:33Z,0,111,2019-01-22 23:18:22
2019-01-22T23:18:34Z,0,111,2019-01-22 23:18:22
2019-01-22T23:18:35Z,0,111,2019-01-22 23:18:22
2019-01-22T23:18:36Z,0,111,2019-01-22 23:18:22
2019-01-22T23:18:37Z,0,112,2019-01-22 23:18:22
2019-01-22T23:18:38Z,0,112,2019-01-22 23:18:22
2019-01-22T23:18:39Z,0,113,2019-01-22 23:18:22
2019-01-22T23:18:40Z,0,113,2019-01-22 23:18:22
2019-01-22T23:18:41Z,0,113,2019-01-22 23:18:22
2019-01-22T23:18:42Z,0,113,2019-01-22 23:18:22
2019-01-22T23:18:43Z,0,113,2019-01-22 23:18:22
2019-01-22T23:18:44Z,0,112,2019-01-22 23:18:22
2019-01-22T23:18:45Z,0,112,2019-01-22 23:18:22
2019-01-22T23:18:46Z,0,112,2019-01-22 23:18:22
2019-01-22T23:18:47Z,0,112,2019-01-22 23:18:22
2019-01-22T23:18:48Z,0,112,2019-01-22 23:18:22
2019-01-22T23:18:49Z,0,112,2019-01-22 23:18:22
2019-01-22T23:18:50Z,0,112,2019-01-22 23:18:22
2019-01-22T23:18:51Z,0,112,2019-01-22 23:18:22
2019-01-22T23:18:52Z,0,112,2019-01-22 23:18:22
2019-01-22T23:18:53Z,0,112,2019-01-22 23:18:22
2019-01-22T23:18:54Z,0,113,2019-01-22 23:18:22
2019-01-22T23:18:55Z,0,113,2019-01-22 23:18:22
2019-01-22T23:18:56Z,0,113,2019-01-22 23:18:22
2019-01-22T23:18:57Z,0,114,2019-01-22 23:18:22
2019-01-22T23:18:58Z,0,114,2019-01-22 23:18:22
2019-01-22T23:18:59Z,0,114,2019-01-22 23:18:22
2019-01-22T23:19:00Z,0,115,2019-01-22 23:18:22
2019-01-22T23:19:01Z,0,114,2019-01-22 23:18:22
2019-01-22T23:19:02Z,0,115,2019-01-22 23:18:22
2019-01-22T23:19:03Z,0,114,2019-01-22 23:18:22
2019-01-22T23:19:04Z,0,115,2019-01-22 23:18:22
2019-01-22T23:19:05Z,0,114,2019-01-22 23:18:22
2019-01-22T23:19:06Z,0,115,2019-01-22 23:18:22
2019-01-22T23:19:07Z,0,115,2019-01-22 23:18:22
2019-01-22T23:19:08Z,0,115,2019-01-22 23:18:22
2019-01-22T23:19:09Z,0,115,2019-01-22 23:18:22
2019-01-22T23:19:10Z,0,115,2019-01-22 23:18:22
2019-01-22T23:19:11Z,0,116,2019-01-22 23:18:22
2019-01-22T23:19:12Z,0,115,2019-01-22 23:18:22
2019-01-22T23:19:13Z,0,115,2019-01-22 23:18:22
2019-01-22T23:19:14Z,0,115,2019-01-22 23:18:22
2019-01-22T23:19:15Z,0,115,2019-01-22 23:18:22
