timestamp,distance,speed,cadence,fractional_cadence,heart_rate,key
2018-02-16T22:37:13Z,4284.25,3.359,81,0,NA,2018-02-16 22:16:44
2018-02-16T22:16:44Z,0,0,58,0.5,81,2018-02-16 22:16:44
2018-02-16T22:16:45Z,0,0,0,0,82,2018-02-16 22:16:44
2018-02-16T22:16:46Z,0,0,0,0,82,2018-02-16 22:16:44
2018-02-16T22:16:47Z,0,0,0,0,84,2018-02-16 22:16:44
2018-02-16T22:16:48Z,0,0,0,0,84,2018-02-16 22:16:44
2018-02-16T22:16:49Z,0,0,0,0,84,2018-02-16 22:16:44
2018-02-16T22:16:50Z,0,0,88,0,84,2018-02-16 22:16:44
2018-02-16T22:16:51Z,4.25,4.255,88,0,84,2018-02-16 22:16:44
2018-02-16T22:16:52Z,8.62,4.357,87,0.5,87,2018-02-16 22:16:44
2018-02-16T22:16:53Z,12.89,4.273,87,0.5,87,2018-02-16 22:16:44
2018-02-16T22:16:54Z,17.08,4.199,87,0.5,87,2018-02-16 22:16:44
2018-02-16T22:16:55Z,21.37,4.283,87,0.5,87,2018-02-16 22:16:44
2018-02-16T22:16:56Z,25.45,4.087,87,0.5,88,2018-02-16 22:16:44
2018-02-16T22:16:57Z,29.62,4.161,87,0.5,88,2018-02-16 22:16:44
2018-02-16T22:16:58Z,33.73,4.106,87,0.5,89,2018-02-16 22:16:44
2018-02-16T22:16:59Z,37.68,3.956,87,0.5,89,2018-02-16 22:16:44
2018-02-16T22:17:00Z,41.53,3.854,87,0.5,90,2018-02-16 22:16:44
2018-02-16T22:17:01Z,45.38,3.844,86,0.5,99,2018-02-16 22:16:44
2018-02-16T22:17:02Z,49.2,3.826,86,0.5,99,2018-02-16 22:16:44
2018-02-16T22:17:03Z,53.19,3.984,86,0.5,99,2018-02-16 22:16:44
2018-02-16T22:17:04Z,57.23,4.05,86,0.5,99,2018-02-16 22:16:44
2018-02-16T22:17:05Z,61.35,4.115,85,0.5,99,2018-02-16 22:16:44
2018-02-16T22:17:06Z,65.47,4.124,85,0.5,99,2018-02-16 22:16:44
2018-02-16T22:17:07Z,69.58,4.106,85,0.5,99,2018-02-16 22:16:44
2018-02-16T22:17:08Z,73.65,4.068,85,0.5,99,2018-02-16 22:16:44
2018-02-16T22:17:09Z,77.73,4.087,85,0.5,99,2018-02-16 22:16:44
2018-02-16T22:17:10Z,81.8,4.068,85,0.5,99,2018-02-16 22:16:44
2018-02-16T22:17:11Z,85.83,4.022,84,0.5,102,2018-02-16 22:16:44
2018-02-16T22:17:12Z,89.81,3.984,84,0.5,104,2018-02-16 22:16:44
2018-02-16T22:17:13Z,93.79,3.975,84,0.5,106,2018-02-16 22:16:44
2018-02-16T22:17:14Z,97.73,3.947,84,0.5,107,2018-02-16 22:16:44
2018-02-16T22:17:15Z,101.66,3.928,84,0.5,107,2018-02-16 22:16:44
2018-02-16T22:17:16Z,105.61,3.947,84,0.5,107,2018-02-16 22:16:44
2018-02-16T22:17:17Z,109.42,3.816,83,0.5,107,2018-02-16 22:16:44
2018-02-16T22:17:18Z,113.16,3.742,83,0.5,109,2018-02-16 22:16:44
2018-02-16T22:17:19Z,116.9,3.742,83,0.5,113,2018-02-16 22:16:44
2018-02-16T22:17:20Z,120.72,3.816,83,0.5,113,2018-02-16 22:16:44
2018-02-16T22:17:21Z,124.57,3.854,83,0.5,114,2018-02-16 22:16:44
2018-02-16T22:17:22Z,128.46,3.882,84,0.5,115,2018-02-16 22:16:44
2018-02-16T22:17:23Z,132.37,3.91,84,0.5,116,2018-02-16 22:16:44
2018-02-16T22:17:24Z,136.24,3.872,83,0.5,118,2018-02-16 22:16:44
2018-02-16T22:17:25Z,140.08,3.844,83,0.5,119,2018-02-16 22:16:44
2018-02-16T22:17:26Z,143.84,3.76,83,0.5,120,2018-02-16 22:16:44
2018-02-16T22:17:27Z,147.54,3.695,83,0.5,121,2018-02-16 22:16:44
2018-02-16T22:17:28Z,151.19,3.658,84,0.5,121,2018-02-16 22:16:44
2018-02-16T22:17:29Z,154.86,3.667,84,0.5,122,2018-02-16 22:16:44
2018-02-16T22:17:30Z,158.55,3.686,84,0.5,123,2018-02-16 22:16:44
2018-02-16T22:17:31Z,162.25,3.704,84,0.5,123,2018-02-16 22:16:44
2018-02-16T22:17:32Z,165.93,3.676,84,0.5,124,2018-02-16 22:16:44
2018-02-16T22:17:33Z,169.54,3.611,83,0.5,124,2018-02-16 22:16:44
2018-02-16T22:17:34Z,173.01,3.471,83,0.5,124,2018-02-16 22:16:44
2018-02-16T22:17:35Z,176.52,3.508,83,0.5,125,2018-02-16 22:16:44
2018-02-16T22:17:36Z,180.05,3.536,83,0.5,125,2018-02-16 22:16:44
2018-02-16T22:17:37Z,183.62,3.564,83,0.5,125,2018-02-16 22:16:44
2018-02-16T22:17:38Z,186.86,3.238,84,0.5,125,2018-02-16 22:16:44
2018-02-16T22:17:39Z,190.01,3.154,84,0.5,125,2018-02-16 22:16:44
2018-02-16T22:17:40Z,192.8,2.79,84,0.5,126,2018-02-16 22:16:44
2018-02-16T22:17:41Z,195.53,2.734,85,0.5,126,2018-02-16 22:16:44
2018-02-16T22:17:42Z,198.26,2.725,86,0.5,126,2018-02-16 22:16:44
2018-02-16T22:17:43Z,200.96,2.706,86,0.5,126,2018-02-16 22:16:44
2018-02-16T22:17:44Z,203.69,2.725,86,0.5,127,2018-02-16 22:16:44
2018-02-16T22:17:45Z,206.41,2.725,85,0.5,127,2018-02-16 22:16:44
2018-02-16T22:17:46Z,209.51,3.088,85,0.5,127,2018-02-16 22:16:44
2018-02-16T22:17:47Z,212.71,3.2,85,0.5,127,2018-02-16 22:16:44
2018-02-16T22:17:48Z,216.12,3.415,85,0.5,128,2018-02-16 22:16:44
2018-02-16T22:17:49Z,219.72,3.602,85,0.5,128,2018-02-16 22:16:44
2018-02-16T22:17:50Z,223.26,3.546,85,0.5,129,2018-02-16 22:16:44
2018-02-16T22:17:51Z,226.61,3.34,84,0,129,2018-02-16 22:16:44
2018-02-16T22:17:52Z,229.86,3.256,84,0,129,2018-02-16 22:16:44
2018-02-16T22:17:53Z,233.06,3.2,84,0,129,2018-02-16 22:16:44
2018-02-16T22:17:54Z,236.42,3.359,84,0.5,130,2018-02-16 22:16:44
2018-02-16T22:17:55Z,239.71,3.284,84,0.5,130,2018-02-16 22:16:44
2018-02-16T22:17:56Z,243.2,3.49,84,0.5,130,2018-02-16 22:16:44
2018-02-16T22:17:57Z,246.82,3.63,84,0.5,130,2018-02-16 22:16:44
2018-02-16T22:17:58Z,250.49,3.658,84,0.5,130,2018-02-16 22:16:44
2018-02-16T22:17:59Z,254.08,3.602,84,0.5,131,2018-02-16 22:16:44
2018-02-16T22:18:00Z,257.61,3.527,84,0.5,131,2018-02-16 22:16:44
2018-02-16T22:18:01Z,261.15,3.536,83,0.5,131,2018-02-16 22:16:44
2018-02-16T22:18:02Z,264.7,3.555,83,0.5,131,2018-02-16 22:16:44
