timestamp,distance,heart_rate,cadence,fractional_cadence,key
2018-11-21T21:36:08Z,0,95,0,0,2018-11-21 21:36:08
2018-11-21T21:36:09Z,0,95,0,0,2018-11-21 21:36:08
2018-11-21T21:36:10Z,0,95,0,0,2018-11-21 21:36:08
2018-11-21T21:36:11Z,0,94,0,0,2018-11-21 21:36:08
2018-11-21T21:36:12Z,0,96,0,0,2018-11-21 21:36:08
2018-11-21T21:36:13Z,0,97,0,0,2018-11-21 21:36:08
2018-11-21T21:36:14Z,0,96,0,0,2018-11-21 21:36:08
2018-11-21T21:36:15Z,0,95,0,0,2018-11-21 21:36:08
2018-11-21T21:36:16Z,0,97,0,0,2018-11-21 21:36:08
2018-11-21T21:36:17Z,0,97,0,0,2018-11-21 21:36:08
2018-11-21T21:36:18Z,0,100,0,0,2018-11-21 21:36:08
2018-11-21T21:36:19Z,0,101,0,0,2018-11-21 21:36:08
2018-11-21T21:36:20Z,0,102,0,0,2018-11-21 21:36:08
2018-11-21T21:36:21Z,0,104,0,0,2018-11-21 21:36:08
2018-11-21T21:36:22Z,0,104,0,0,2018-11-21 21:36:08
2018-11-21T21:36:23Z,0,106,0,0,2018-11-21 21:36:08
2018-11-21T21:36:24Z,0,105,0,0,2018-11-21 21:36:08
2018-11-21T21:36:25Z,0,105,0,0,2018-11-21 21:36:08
2018-11-21T21:36:26Z,0,104,0,0,2018-11-21 21:36:08
2018-11-21T21:36:27Z,0,107,0,0,2018-11-21 21:36:08
2018-11-21T21:36:28Z,0,111,0,0,2018-11-21 21:36:08
2018-11-21T21:36:29Z,0,114,0,0,2018-11-21 21:36:08
2018-11-21T21:36:30Z,0,115,0,0,2018-11-21 21:36:08
2018-11-21T21:36:31Z,0,115,0,0,2018-11-21 21:36:08
2018-11-21T21:36:32Z,0,115,0,0,2018-11-21 21:36:08
2018-11-21T21:36:33Z,0,115,0,0,2018-11-21 21:36:08
2018-11-21T21:36:34Z,0,115,0,0,2018-11-21 21:36:08
2018-11-21T21:36:35Z,0,119,0,0,2018-11-21 21:36:08
2018-11-21T21:36:36Z,0,119,0,0,2018-11-21 21:36:08
2018-11-21T21:36:37Z,0,127,0,0,2018-11-21 21:36:08
2018-11-21T21:36:38Z,0,129,0,0,2018-11-21 21:36:08
2018-11-21T21:36:39Z,0,131,0,0,2018-11-21 21:36:08
2018-11-21T21:36:40Z,0,130,0,0,2018-11-21 21:36:08
2018-11-21T21:36:41Z,0,132,0,0,2018-11-21 21:36:08
2018-11-21T21:36:42Z,0,131,0,0,2018-11-21 21:36:08
2018-11-21T21:36:43Z,0,134,0,0,2018-11-21 21:36:08
2018-11-21T21:36:44Z,0,136,0,0,2018-11-21 21:36:08
2018-11-21T21:36:45Z,0,141,0,0,2018-11-21 21:36:08
2018-11-21T21:36:46Z,0,142,43,0.5,2018-11-21 21:36:08
2018-11-21T21:36:47Z,0,143,43,0.5,2018-11-21 21:36:08
2018-11-21T21:36:48Z,0,142,43,0.5,2018-11-21 21:36:08
2018-11-21T21:36:49Z,0,147,43,0.5,2018-11-21 21:36:08
2018-11-21T21:36:50Z,0,148,43,0.5,2018-11-21 21:36:08
2018-11-21T21:36:51Z,0,148,43,0.5,2018-11-21 21:36:08
2018-11-21T21:36:52Z,0,148,0,0,2018-11-21 21:36:08
2018-11-21T21:36:53Z,0,148,0,0,2018-11-21 21:36:08
2018-11-21T21:36:54Z,0,149,62,0.5,2018-11-21 21:36:08
2018-11-21T21:36:55Z,0,152,62,0.5,2018-11-21 21:36:08
2018-11-21T21:36:56Z,0,152,62,0.5,2018-11-21 21:36:08
2018-11-21T21:36:57Z,0,151,62,0.5,2018-11-21 21:36:08
2018-11-21T21:36:58Z,0,150,62,0.5,2018-11-21 21:36:08
2018-11-21T21:36:59Z,0,150,61,0,2018-11-21 21:36:08
2018-11-21T21:37:00Z,0,146,61,0,2018-11-21 21:36:08
2018-11-21T21:37:01Z,0,151,61,0,2018-11-21 21:36:08
2018-11-21T21:37:02Z,0,152,59,0.5,2018-11-21 21:36:08
2018-11-21T21:37:03Z,0,149,59,0.5,2018-11-21 21:36:08
2018-11-21T21:37:04Z,0,151,59,0.5,2018-11-21 21:36:08
2018-11-21T21:37:05Z,0,154,59,0.5,2018-11-21 21:36:08
2018-11-21T21:37:06Z,0,151,59,0.5,2018-11-21 21:36:08
2018-11-21T21:37:07Z,0,153,0,0,2018-11-21 21:36:08
2018-11-21T21:37:08Z,0,155,0,0,2018-11-21 21:36:08
2018-11-21T21:37:09Z,0,157,0,0,2018-11-21 21:36:08
2018-11-21T21:37:10Z,0,157,0,0,2018-11-21 21:36:08
2018-11-21T21:37:11Z,0,157,0,0,2018-11-21 21:36:08
2018-11-21T21:37:12Z,0,157,0,0,2018-11-21 21:36:08
2018-11-21T21:37:13Z,0,153,0,0,2018-11-21 21:36:08
2018-11-21T21:37:14Z,0,152,0,0,2018-11-21 21:36:08
2018-11-21T21:37:15Z,0,151,0,0,2018-11-21 21:36:08
2018-11-21T21:37:16Z,0,149,0,0,2018-11-21 21:36:08
2018-11-21T21:37:17Z,0,149,0,0,2018-11-21 21:36:08
2018-11-21T21:37:18Z,0,149,0,0,2018-11-21 21:36:08
2018-11-21T21:37:19Z,0,149,0,0,2018-11-21 21:36:08
2018-11-21T21:37:20Z,0,149,0,0,2018-11-21 21:36:08
2018-11-21T21:37:21Z,0,149,0,0,2018-11-21 21:36:08
2018-11-21T21:37:22Z,0,148,0,0,2018-11-21 21:36:08
2018-11-21T21:37:23Z,0,148,0,0,2018-11-21 21:36:08
2018-11-21T21:37:24Z,0,148,0,0,2018-11-21 21:36:08
2018-11-21T21:37:25Z,0,148,0,0,2018-11-21 21:36:08
2018-11-21T21:37:26Z,0,148,0,0,2018-11-21 21:36:08
2018-11-21T21:37:27Z,0,148,0,0,2018-11-21 21:36:08
2018-11-21T21:37:28Z,0,148,0,0,2018-11-21 21:36:08
2018-11-21T21:37:29Z,0,148,0,0,2018-11-21 21:36:08
2018-11-21T21:37:30Z,0,148,0,0,2018-11-21 21:36:08
2018-11-21T21:37:31Z,0,147,0,0,2018-11-21 21:36:08
2018-11-21T21:37:32Z,0,147,0,0,2018-11-21 21:36:08
2018-11-21T21:37:33Z,0,146,0,0,2018-11-21 21:36:08
2018-11-21T21:37:34Z,0,146,0,0,2018-11-21 21:36:08
2018-11-21T21:37:35Z,0,145,0,0,2018-11-21 21:36:08
2018-11-21T21:37:36Z,0,145,0,0,2018-11-21 21:36:08
2018-11-21T21:37:37Z,0,144,0,0,2018-11-21 21:36:08
2018-11-21T21:37:38Z,0,142,0,0,2018-11-21 21:36:08
2018-11-21T21:37:39Z,0,141,0,0,2018-11-21 21:36:08
2018-11-21T21:37:40Z,0,140,58,0.5,2018-11-21 21:36:08
2018-11-21T21:37:41Z,0,140,58,0.5,2018-11-21 21:36:08
2018-11-21T21:37:42Z,0,139,0,0,2018-11-21 21:36:08
2018-11-21T21:37:43Z,0,138,0,0,2018-11-21 21:36:08
2018-11-21T21:37:44Z,0,137,0,0,2018-11-21 21:36:08
2018-11-21T21:37:45Z,0,136,0,0,2018-11-21 21:36:08
2018-11-21T21:37:46Z,0,135,0,0,2018-11-21 21:36:08
2018-11-21T21:37:47Z,0,134,0,0,2018-11-21 21:36:08
2018-11-21T21:37:48Z,0,134,0,0,2018-11-21 21:36:08
2018-11-21T21:37:49Z,0,133,0,0,2018-11-21 21:36:08
2018-11-21T21:37:50Z,0,132,0,0,2018-11-21 21:36:08
2018-11-21T21:37:51Z,0,130,0,0,2018-11-21 21:36:08
2018-11-21T21:37:52Z,0,129,0,0,2018-11-21 21:36:08
2018-11-21T21:37:53Z,0,129,0,0,2018-11-21 21:36:08
2018-11-21T21:37:54Z,0,128,0,0,2018-11-21 21:36:08
2018-11-21T21:37:55Z,0,127,0,0,2018-11-21 21:36:08
2018-11-21T21:37:56Z,0,126,0,0,2018-11-21 21:36:08
2018-11-21T21:37:57Z,0,125,0,0,2018-11-21 21:36:08
2018-11-21T21:37:58Z,0,123,0,0,2018-11-21 21:36:08
2018-11-21T21:37:59Z,0,122,0,0,2018-11-21 21:36:08
2018-11-21T21:38:00Z,0,122,0,0,2018-11-21 21:36:08
2018-11-21T21:38:01Z,0,121,0,0,2018-11-21 21:36:08
2018-11-21T21:38:02Z,0,120,0,0,2018-11-21 21:36:08
2018-11-21T21:38:03Z,0,110,0,0,2018-11-21 21:36:08
2018-11-21T21:38:04Z,0,109,0,0,2018-11-21 21:36:08
2018-11-21T21:38:05Z,0,108,0,0,2018-11-21 21:36:08
2018-11-21T21:38:06Z,0,108,0,0,2018-11-21 21:36:08
2018-11-21T21:38:07Z,0,107,0,0,2018-11-21 21:36:08
2018-11-21T21:38:08Z,0,107,0,0,2018-11-21 21:36:08
2018-11-21T21:38:09Z,0,106,0,0,2018-11-21 21:36:08
2018-11-21T21:38:10Z,0,106,0,0,2018-11-21 21:36:08
2018-11-21T21:38:11Z,0,106,0,0,2018-11-21 21:36:08
2018-11-21T21:38:12Z,0,106,0,0,2018-11-21 21:36:08
2018-11-21T21:38:13Z,0,106,0,0,2018-11-21 21:36:08
2018-11-21T21:38:14Z,0,106,0,0,2018-11-21 21:36:08
2018-11-21T21:38:15Z,0,106,0,0,2018-11-21 21:36:08
2018-11-21T21:38:16Z,0,106,0,0,2018-11-21 21:36:08
2018-11-21T21:38:17Z,0,106,0,0,2018-11-21 21:36:08
2018-11-21T21:38:18Z,0,106,0,0,2018-11-21 21:36:08
