distance,speed,heart_rate,time_elapsed,elevation,latitude,longitude,key,smooth_elev,diff_smooth,timestamp
0,5.179,87,0,255.12,44.97703400440514,-93.22961795143785,7166712862,254.84936458333334,-0.27063541666666424,2021-07-21T22:13:23Z
4.06,4.749,86,1,255.06,44.97706292197108,-93.22958568111062,7166712862,254.83486414565826,-0.22513585434174388,2021-07-21T22:13:24Z
7.76,4.423,86,2,254.94,44.977088989689946,-93.2295557577163,7166712862,254.8187208994709,-0.12127910052910806,2021-07-21T22:13:25Z
11.96,4.693,85,3,254.77,44.977120170369744,-93.22952541522682,7166712862,254.8009686716792,0.03096867167917594,2021-07-21T22:13:26Z
16.45,4.731,85,4,254.78,44.97715420089662,-93.22949456982316,7166712862,254.78192023809524,0.0019202380952378917,2021-07-21T22:13:27Z
20.99,4.74,85,5,254.93,44.97718890197575,-93.22946397587656,7166712862,254.76169274376417,-0.16830725623583476,2021-07-21T22:13:28Z
25.04,4.32,85,6,254.93,44.97721957974136,-93.22943614795804,7166712862,254.74096645021646,-0.18903354978354514,2021-07-21T22:13:29Z
29.15,4.199,85,7,254.96,44.97725101187825,-93.22940848767756,7166712862,254.72204244306417,-0.23795755693583942,2021-07-21T22:13:30Z
34.51,4.936,85,8,254.92,44.97729384340346,-93.22937730699778,7166712862,254.70582638888888,-0.21417361111110722,2021-07-21T22:13:31Z
40.03,5.16,86,9,254.92,44.977337680757046,-93.22934411466122,7166712862,254.69210761904762,-0.22789238095236897,2021-07-21T22:13:32Z
45.24,4.927,86,10,254.87,44.97738101519644,-93.22931913658977,7166712862,254.6808727106227,-0.1891272893772964,2021-07-21T22:13:33Z
49.91,4.619,86,11,254.74,44.97741982340813,-93.2292965054512,7166712862,254.67179276895945,-0.06820723104056015,2021-07-21T22:13:34Z
54.96,4.628,86,12,254.72,44.9774609785527,-93.22926909662785,7166712862,254.6646369047619,-0.05536309523810701,2021-07-21T22:13:35Z
61.06,4.479,86,13,254.7,44.97750800102949,-93.2292291149497,7166712862,254.66078243021346,-0.03921756978652979,2021-07-21T22:13:36Z
66.77,4.395,86,14,254.68,44.977548234164715,-93.2291841879487,7166712862,254.6603753968254,-0.01962460317460568,2021-07-21T22:13:37Z
72.23,4.273,85,15,254.68,44.977587377652526,-93.2291421946138,7166712862,254.6630821812596,-0.016917818740409984,2021-07-21T22:13:38Z
77.33,4.208,84,16,254.69,44.977622497826815,-93.22910070419312,7166712862,254.65945314900154,-0.030546850998462105,2021-07-21T22:13:39Z
82.47,4.087,83,17,254.66,44.97765862382949,-93.22905988432468,7166712862,254.66010752688172,1.0752688172033231e-4,2021-07-21T22:13:40Z
86.89,3.658,82,18,254.5,44.97768762521446,-93.22902157902718,7166712862,254.66221198156683,0.16221198156682703,2021-07-21T22:13:41Z
90.87,3.312,80,19,254.31,44.977715788409114,-93.22899039834738,7166712862,254.6652073732719,0.3552073732718952,2021-07-21T22:13:42Z
94.45,3.032,79,20,254.29,44.97774210758507,-93.22896407917142,7166712862,254.66746543778802,0.37746543778803243,2021-07-21T22:13:43Z
97.57,2.613,78,21,254.24,44.97776582837105,-93.22894304059446,7166712862,254.6678801843318,0.42788018433179786,2021-07-21T22:13:44Z
100.19,2.435,77,22,254.25,44.97778611257672,-93.22892585769296,7166712862,254.66640552995392,0.41640552995392,2021-07-21T22:13:45Z
102.25,2.202,76,23,254.25,44.97780245728791,-93.22891311720014,7166712862,254.66202764976958,0.41202764976958406,2021-07-21T22:13:46Z
103.91,1.801,74,24,254.3,44.977816957980394,-93.22890783660114,7166712862,254.657465437788,0.3574654377879938,2021-07-21T22:13:47Z
104.92,1.073,74,25,254.5,44.97782609425485,-93.22890632785855,7166712862,254.65626728110598,0.15626728110598265,2021-07-21T22:13:48Z
105.73,0.812,73,26,254.5,44.97783338651061,-93.22890557348728,7166712862,254.6589400921659,0.1589400921658921,2021-07-21T22:13:49Z
106.25,0.551,72,27,254.5,44.97783774510026,-93.22890314273536,7166712862,254.66640552995392,0.16640552995392,2021-07-21T22:13:50Z
106.45,0,72,28,254.5,44.9778391700238,-93.22890155017376,7166712862,254.67875576036866,0.17875576036865937,2021-07-21T22:13:51Z
106.89,0.476,73,29,254.5,44.977842941880226,-93.22889962233604,7166712862,254.69548387096773,0.19548387096773467,2021-07-21T22:13:52Z
108.13,1.334,73,30,254.5,44.97785249724984,-93.22889140807092,7166712862,254.71534562211983,0.21534562211982688,2021-07-21T22:13:53Z
110.32,2.23,74,31,254.87,44.97787043452263,-93.22887975722551,7166712862,254.73635944700462,-0.1336405529953879,2021-07-21T22:13:54Z
113.33,3.35,74,32,255.17,44.97789725661278,-93.22887280024588,7166712862,254.7589861751152,-0.4110138248847761,2021-07-21T22:13:55Z
116.56,3.695,75,33,255.17,44.97792575508356,-93.22888084687293,7166712862,254.7820276497696,-0.3879723502303989,2021-07-21T22:13:56Z
120.21,4.171,76,34,255.31,44.97795358300209,-93.22890557348728,7166712862,254.80336405529954,-0.5066359447004629,2021-07-21T22:13:57Z
124.58,4.563,76,35,255.16,44.97798199765384,-93.22894379496574,7166712862,254.82059907834102,-0.33940092165897795,2021-07-21T22:13:58Z
128.58,4.815,76,36,254.81,44.97799783945083,-93.2289907336235,7166712862,254.833732718894,0.023732718893995752,2021-07-21T22:13:59Z
132.86,4.899,77,37,254.69,44.97801066376269,-93.22904353961349,7166712862,254.84350230414748,0.15350230414748012,2021-07-21T22:14:00Z
137.74,4.777,78,38,254.55,44.97803069651127,-93.22909860871732,7166712862,254.84861751152073,0.29861751152071747,2021-07-21T22:14:01Z
142.27,4.899,79,39,254.63,44.978045197203755,-93.22915250435472,7166712862,254.8473732718894,0.21737327188941435,2021-07-21T22:14:02Z
146.51,5.281,80,40,254.74,44.97805014252663,-93.22920933365822,7166712862,254.8411059907834,0.10110599078339533,2021-07-21T22:14:03Z
151.96,5.477,80,41,254.78,44.97807436622679,-93.22926934808493,7166712862,254.83138248847925,0.05138248847924842,2021-07-21T22:14:04Z
157.39,5.412,81,42,255.08,44.978098925203085,-93.22932885959744,7166712862,254.82018433179724,-0.25981566820277635,2021-07-21T22:14:05Z
162.91,5.589,82,43,255.33,44.978124406188726,-93.22938904166222,7166712862,254.8078801843318,-0.5221198156682192,2021-07-21T22:14:06Z
168.53,5.692,82,44,255.3,44.97815080918372,-93.22944964282216,7166712862,254.79239631336407,-0.5076036866359459,2021-07-21T22:14:07Z
173.49,5.71,82,45,255.31,44.97816765680909,-93.22950881905854,7166712862,254.77382488479262,-0.536175115207385,2021-07-21T22:14:08Z
179.16,5.729,82,46,255.45,44.97819397598505,-93.22957042604683,7166712862,254.7526728110599,-0.6973271889400792,2021-07-21T22:14:09Z
184.45,5.701,82,47,255.46,44.97820822522044,-93.22963563725352,7166712862,254.72764976958524,-0.7323502304147667,2021-07-21T22:14:10Z
189.93,5.934,82,48,255.25,44.97822532430291,-93.2297019381076,7166712862,254.6994930875576,-0.5505069124423869,2021-07-21T22:14:11Z
195.72,5.99,82,49,255.09,44.97824686579406,-93.229769077152,7166712862,254.66967741935483,-0.4203225806451769,2021-07-21T22:14:12Z
201.55,5.85,81,50,255.27,44.97826522216201,-93.22983839549124,7166712862,254.6384792626728,-0.6315207373272074,2021-07-21T22:14:13Z
207.33,5.897,82,51,254.98,44.978285590186715,-93.22990628890692,7166712862,254.60824884792626,-0.37175115207372755,2021-07-21T22:14:14Z
213.39,6.093,82,52,254.5,44.978310065343976,-93.22997502051294,7166712862,254.5799539170507,0.07995391705068755,2021-07-21T22:14:15Z
219.51,6.046,83,53,254.13,44.97833613306284,-93.23004341684282,7166712862,254.5525806451613,0.4225806451613039,2021-07-21T22:14:16Z
225.7,6.252,84,54,254.13,44.97836320661008,-93.23011214844882,7166712862,254.5267741935484,0.3967741935483957,2021-07-21T22:14:17Z
232.06,6.373,85,55,254.16,44.97839187271893,-93.2301818858832,7166712862,254.50018433179724,0.3401843317972464,2021-07-21T22:14:18Z
238.35,6.308,86,56,254.08,44.97841777279973,-93.2302529644221,7166712862,254.4694930875576,0.3894930875575824,2021-07-21T22:14:19Z
244.52,6.214,86,57,254.08,44.978441409766674,-93.23032395914196,7166712862,254.43400921658986,0.3540092165898443,2021-07-21T22:14:20Z
250.74,6.168,88,58,254.1,44.97846680693328,-93.2303943671286,7166712862,254.39331797235022,0.2933179723502235,2021-07-21T22:14:21Z
256.99,6.205,88,59,254.01,44.97849312610924,-93.2304643560201,7166712862,254.34700460829492,0.33700460829493295,2021-07-21T22:14:22Z
263.41,6.42,89,60,254.06,44.97852279804647,-93.23053426109254,7166712862,254.29548387096773,0.23548387096772672,2021-07-21T22:14:23Z
269.93,6.42,89,61,254.14,44.978552889078856,-93.2306052558124,7166712862,254.24013824884793,0.10013824884794076,2021-07-21T22:14:24Z
276.53,6.559,90,62,254.04,44.97858457267285,-93.2306760828942,7166712862,254.18377880184332,0.14377880184332525,2021-07-21T22:14:25Z
283.28,6.606,91,63,254.08,44.97861600480974,-93.2307492569089,7166712862,254.12705069124425,0.04705069124423744,2021-07-21T22:14:26Z
289.86,6.494,91,64,254.19,44.97864634729922,-93.230820922181,7166712862,254.07110599078342,-0.11889400921657511,2021-07-21T22:14:27Z
296.33,6.494,92,65,254.07,44.97867526486516,-93.2308920007199,7166712862,254.01820276497696,-0.05179723502303091,2021-07-21T22:14:28Z
