timestamp,distance,altitude,heart_rate,cadence,fractional_cadence,key
2019-12-25T18:57:04Z,0,186.39999999999998,55,0,0,2019-12-25 18:57:04
2019-12-25T18:57:05Z,0,186.39999999999998,57,0,0,2019-12-25 18:57:04
2019-12-25T18:57:06Z,0,186.39999999999998,58,0,0,2019-12-25 18:57:04
2019-12-25T18:57:07Z,0,186.39999999999998,59,0,0,2019-12-25 18:57:04
2019-12-25T18:57:08Z,0,186.39999999999998,59,0,0,2019-12-25 18:57:04
2019-12-25T18:57:09Z,0,186.39999999999998,62,0,0,2019-12-25 18:57:04
2019-12-25T18:57:10Z,0,186.39999999999998,62,0,0,2019-12-25 18:57:04
2019-12-25T18:57:11Z,0,186.39999999999998,62,0,0,2019-12-25 18:57:04
2019-12-25T18:57:12Z,0,186.39999999999998,62,0,0,2019-12-25 18:57:04
2019-12-25T18:57:13Z,0,186.39999999999998,61,0,0,2019-12-25 18:57:04
2019-12-25T18:57:14Z,0,186.39999999999998,60,0,0,2019-12-25 18:57:04
2019-12-25T18:57:15Z,0,186.39999999999998,60,0,0,2019-12-25 18:57:04
2019-12-25T18:57:16Z,0,186.39999999999998,60,0,0,2019-12-25 18:57:04
2019-12-25T18:57:17Z,0,186.39999999999998,60,0,0,2019-12-25 18:57:04
2019-12-25T18:57:18Z,0,186.39999999999998,60,0,0,2019-12-25 18:57:04
2019-12-25T18:57:19Z,0,186.39999999999998,60,0,0,2019-12-25 18:57:04
2019-12-25T18:57:20Z,0,186.39999999999998,60,0,0,2019-12-25 18:57:04
2019-12-25T18:57:21Z,0,186.39999999999998,59,0,0,2019-12-25 18:57:04
2019-12-25T18:57:22Z,0,186.39999999999998,59,0,0,2019-12-25 18:57:04
2019-12-25T18:57:23Z,0,186.39999999999998,58,0,0,2019-12-25 18:57:04
2019-12-25T18:57:24Z,0,186.39999999999998,56,0,0,2019-12-25 18:57:04
2019-12-25T18:57:25Z,0,186.39999999999998,56,0,0,2019-12-25 18:57:04
2019-12-25T18:57:26Z,0,186.39999999999998,56,0,0,2019-12-25 18:57:04
2019-12-25T18:57:27Z,0,186.39999999999998,56,0,0,2019-12-25 18:57:04
2019-12-25T18:57:28Z,0,186.39999999999998,56,0,0,2019-12-25 18:57:04
2019-12-25T18:57:29Z,0,186.39999999999998,56,0,0,2019-12-25 18:57:04
2019-12-25T18:57:30Z,0,186.39999999999998,56,0,0,2019-12-25 18:57:04
2019-12-25T18:57:31Z,0,186.39999999999998,56,0,0,2019-12-25 18:57:04
2019-12-25T18:57:32Z,0,186.39999999999998,56,0,0,2019-12-25 18:57:04
2019-12-25T18:57:33Z,0,186.39999999999998,57,0,0,2019-12-25 18:57:04
2019-12-25T18:57:34Z,0,186.39999999999998,57,0,0,2019-12-25 18:57:04
