timestamp,position_lat,position_long,distance,altitude,speed,heart_rate,key
2018-12-06T23:20:21Z,44.98599694110453,-93.225540490821,0,267.6,0.961,103,2018-12-06 23:20:21
2018-12-06T23:20:22Z,44.98600431717932,-93.22554409503937,0.85,266.6,1.073,103,2018-12-06 23:20:21
2018-12-06T23:20:23Z,44.986015213653445,-93.22554929181933,2.13,265.20000000000005,1.241,103,2018-12-06 23:20:21
2018-12-06T23:20:24Z,44.98602812178433,-93.22555574588478,3.66,264,1.456,103,2018-12-06 23:20:21
2018-12-06T23:20:25Z,44.986043544486165,-93.22556287050247,5.46,262.79999999999995,1.736,103,2018-12-06 23:20:21
2018-12-06T23:20:26Z,44.986064080148935,-93.22557426989079,7.91,261.20000000000005,2.79,102,2018-12-06 23:20:21
2018-12-06T23:20:27Z,44.98609660193324,-93.22558717802167,11.66,260,3.648,102,2018-12-06 23:20:21
2018-12-06T23:20:28Z,44.98609660193324,-93.22558717802167,11.66,260,3.648,102,2018-12-06 23:20:21
2018-12-06T23:20:29Z,44.98615510761738,-93.2255909498781,18.17,254.60000000000002,4.889,102,2018-12-06 23:20:21
2018-12-06T23:20:30Z,44.9862006213516,-93.2255856692791,23.24,252.20000000000005,5.496,102,2018-12-06 23:20:21
2018-12-06T23:20:31Z,44.98624353669584,-93.2255840767175,28,250.20000000000005,5.486,102,2018-12-06 23:20:21
2018-12-06T23:20:32Z,44.9862955044955,-93.2255785446614,33.79,249.79999999999995,5.72,102,2018-12-06 23:20:21
2018-12-06T23:20:33Z,44.98634437099099,-93.22557611390948,39.22,248.79999999999995,5.645,102,2018-12-06 23:20:21
2018-12-06T23:20:34Z,44.98639524914324,-93.22557812556624,44.88,248.39999999999998,5.533,102,2018-12-06 23:20:21
2018-12-06T23:20:35Z,44.986445708200336,-93.22558131068945,50.48,248,5.505,102,2018-12-06 23:20:21
2018-12-06T23:20:36Z,44.98649658635259,-93.22558273561299,56.15,248,5.524,102,2018-12-06 23:20:21
2018-12-06T23:20:37Z,44.986547799780965,-93.22558181360364,61.84,247.79999999999995,5.617,102,2018-12-06 23:20:21
2018-12-06T23:20:38Z,44.9865996837616,-93.22558022104204,67.6,247.79999999999995,5.58,102,2018-12-06 23:20:21
2018-12-06T23:20:39Z,44.986648885533214,-93.22557988576591,73.07,247.39999999999998,5.514,102,2018-12-06 23:20:21
2018-12-06T23:20:40Z,44.98669900931418,-93.22558030486107,78.64,247.20000000000005,5.468,102,2018-12-06 23:20:21
2018-12-06T23:20:41Z,44.98675030656159,-93.22558172978461,84.34,247.39999999999998,5.514,102,2018-12-06 23:20:21
2018-12-06T23:20:42Z,44.98680026270449,-93.22558122687042,89.89,247.39999999999998,5.477,102,2018-12-06 23:20:21
2018-12-06T23:20:43Z,44.98685097321868,-93.2255835738033,95.53,247.60000000000002,5.412,102,2018-12-06 23:20:21
2018-12-06T23:20:44Z,44.98690193518996,-93.22558692656457,101.2,247.60000000000002,5.552,102,2018-12-06 23:20:21
2018-12-06T23:20:45Z,44.98695373535156,-93.22558709420264,106.95,247.79999999999995,5.626,102,2018-12-06 23:20:21
2018-12-06T23:20:46Z,44.98700478114188,-93.22558298707008,112.63,248.39999999999998,5.542,102,2018-12-06 23:20:21
2018-12-06T23:20:47Z,44.9870555754751,-93.2255785446614,118.3,248.79999999999995,5.496,101,2018-12-06 23:20:21
2018-12-06T23:20:48Z,44.987105531618,-93.22557770647109,123.84,249,5.449,101,2018-12-06 23:20:21
2018-12-06T23:20:49Z,44.98715456575155,-93.22557779029012,129.29,248.79999999999995,5.356,105,2018-12-06 23:20:21
2018-12-06T23:20:50Z,44.98720049858093,-93.22558139450848,134.4,247.60000000000002,5.179,105,2018-12-06 23:20:21
2018-12-06T23:20:51Z,44.987246515229344,-93.22558424435556,139.52,247.39999999999998,5.132,105,2018-12-06 23:20:21
2018-12-06T23:20:52Z,44.98729219660163,-93.22558902204037,144.6,246.79999999999995,5.113,105,2018-12-06 23:20:21
2018-12-06T23:20:53Z,44.98733905144036,-93.22559472173452,149.83,246.20000000000005,5.263,106,2018-12-06 23:20:21
2018-12-06T23:20:54Z,44.98738716356456,-93.22559849359095,155.19,245.60000000000002,5.318,109,2018-12-06 23:20:21
2018-12-06T23:20:55Z,44.98743477277458,-93.22560050524771,160.48,245.20000000000005,5.244,111,2018-12-06 23:20:21
2018-12-06T23:20:56Z,44.98748280107975,-93.22560092434287,165.81,244.79999999999995,5.113,117,2018-12-06 23:20:21
2018-12-06T23:20:57Z,44.987530410289764,-93.22560008615255,171.11,244.39999999999998,4.983,136,2018-12-06 23:20:21
2018-12-06T23:20:58Z,44.987576426938176,-93.22559773921967,176.22,244,4.805,155,2018-12-06 23:20:21
2018-12-06T23:20:59Z,44.987619342282414,-93.22559371590614,181,243.60000000000002,4.609,155,2018-12-06 23:20:21
2018-12-06T23:21:00Z,44.98765856958926,-93.22558483108878,185.41,243.39999999999998,4.171,154,2018-12-06 23:20:21
2018-12-06T23:21:01Z,44.9876925162971,-93.22557209059596,189.32,243.39999999999998,3.452,151,2018-12-06 23:20:21
2018-12-06T23:21:02Z,44.98771791346371,-93.22555859573185,192.33,243.39999999999998,2.818,151,2018-12-06 23:20:21
2018-12-06T23:21:03Z,44.98773836530745,-93.22554124519229,194.98,243.20000000000005,2.557,151,2018-12-06 23:20:21
2018-12-06T23:21:04Z,44.987755632027984,-93.22551928460598,197.57,243.39999999999998,2.351,149,2018-12-06 23:20:21
2018-12-06T23:21:05Z,44.98776778578758,-93.225490283221,200.23,243.60000000000002,2.482,146,2018-12-06 23:20:21
2018-12-06T23:21:06Z,44.98777650296688,-93.22545784525573,202.97,243.79999999999995,2.529,145,2018-12-06 23:20:21
2018-12-06T23:21:07Z,44.98778044246137,-93.22541828267276,206.11,243.79999999999995,3.079,143,2018-12-06 23:20:21
2018-12-06T23:21:08Z,44.987782035022974,-93.22536866180599,210.03,243.79999999999995,4.022,142,2018-12-06 23:20:21
2018-12-06T23:21:09Z,44.98778387904167,-93.22530780918896,214.83,244,4.871,141,2018-12-06 23:20:21
2018-12-06T23:21:10Z,44.98778429813683,-93.22523966431618,220.21,243.79999999999995,5.253,139,2018-12-06 23:20:21
2018-12-06T23:21:11Z,44.98778429813683,-93.22516741231084,225.9,243.79999999999995,5.561,139,2018-12-06 23:20:21
2018-12-06T23:21:12Z,44.98778471723199,-93.22509407065809,231.69,244,5.589,136,2018-12-06 23:20:21
2018-12-06T23:21:13Z,44.987787399441004,-93.22502030991018,237.51,244,5.645,135,2018-12-06 23:20:21
2018-12-06T23:21:14Z,44.98778957873583,-93.2249447889626,243.47,244.20000000000005,5.794,133,2018-12-06 23:20:21
2018-12-06T23:21:15Z,44.98779008165002,-93.22487060911953,249.32,244.20000000000005,5.701,132,2018-12-06 23:20:21
2018-12-06T23:21:16Z,44.98778915964067,-93.22479408234358,255.35,244.20000000000005,5.925,131,2018-12-06 23:20:21
2018-12-06T23:21:17Z,44.987787986174226,-93.22471596300602,261.52,244,6.037,130,2018-12-06 23:20:21
2018-12-06T23:21:18Z,44.98778773471713,-93.22463792748749,267.66,244,5.934,129,2018-12-06 23:20:21
2018-12-06T23:21:19Z,44.98778815381229,-93.22456215508282,273.65,244,5.766,128,2018-12-06 23:20:21
2018-12-06T23:21:20Z,44.98778882436454,-93.22448671795428,279.59,244,5.813,118,2018-12-06 23:20:21
2018-12-06T23:21:21Z,44.98778882436454,-93.22441169992089,285.51,243.79999999999995,5.748,119,2018-12-06 23:20:21
2018-12-06T23:21:22Z,44.98778915964067,-93.22433735243976,291.37,243.60000000000002,5.72,119,2018-12-06 23:20:21
2018-12-06T23:21:23Z,44.98778874054551,-93.22426275350153,297.25,243.20000000000005,5.72,119,2018-12-06 23:20:21
2018-12-06T23:21:24Z,44.987788489088416,-93.22418740019202,303.2,243,5.804,119,2018-12-06 23:20:21
2018-12-06T23:21:25Z,44.98778957873583,-93.2241112086922,309.2,243,5.869,121,2018-12-06 23:20:21
2018-12-06T23:21:26Z,44.98779242858291,-93.22402973659337,315.64,243,5.934,121,2018-12-06 23:20:21
2018-12-06T23:21:27Z,44.98779703862965,-93.22394927032292,321.99,243,5.934,121,2018-12-06 23:20:21
2018-12-06T23:21:28Z,44.9877995532006,-93.223872827366,328.02,243,5.794,122,2018-12-06 23:20:21
2018-12-06T23:21:29Z,44.9877998046577,-93.22379571385682,334.11,243,5.878,119,2018-12-06 23:20:21
2018-12-06T23:21:30Z,44.98780072666705,-93.22371952235699,340.12,242.79999999999995,5.804,117,2018-12-06 23:20:21
2018-12-06T23:21:31Z,44.98780097812414,-93.2236447557807,346.01,242.79999999999995,5.748,119,2018-12-06 23:20:21
2018-12-06T23:21:32Z,44.987803576514125,-93.22356278076768,352.48,242.79999999999995,5.738,125,2018-12-06 23:20:21
2018-12-06T23:21:33Z,44.98780542053282,-93.22348558343947,358.57,242.60000000000002,5.561,129,2018-12-06 23:20:21
2018-12-06T23:21:34Z,44.98780575580895,-93.22340863756835,364.64,242.60000000000002,5.542,132,2018-12-06 23:20:21
2018-12-06T23:21:35Z,44.987806007266045,-93.22333278134465,370.62,242.60000000000002,5.533,131,2018-12-06 23:20:21
2018-12-06T23:21:36Z,44.98780709691346,-93.22325734421611,376.57,242.79999999999995,5.524,134,2018-12-06 23:20:21
2018-12-06T23:21:37Z,44.987807013094425,-93.22318224236369,382.49,243,5.505,136,2018-12-06 23:20:21
2018-12-06T23:21:38Z,44.987806007266045,-93.22310781106353,388.36,243.20000000000005,5.589,135,2018-12-06 23:20:21
2018-12-06T23:21:39Z,44.98780567198992,-93.22303446941078,394.14,243.20000000000005,5.458,136,2018-12-06 23:20:21
2018-12-06T23:21:40Z,44.98780583962798,-93.2229605410248,399.98,243.39999999999998,5.757,136,2018-12-06 23:20:21
2018-12-06T23:21:41Z,44.987807013094425,-93.22288694791496,405.78,243.60000000000002,5.57,135,2018-12-06 23:20:21
2018-12-06T23:21:42Z,44.987807432189584,-93.22281444445252,411.5,243.79999999999995,5.458,135,2018-12-06 23:20:21
2018-12-06T23:21:43Z,44.9878082703799,-93.22274127043784,417.27,244,5.589,134,2018-12-06 23:20:21
2018-12-06T23:21:44Z,44.98781103640795,-93.22266893461347,422.99,244,5.645,135,2018-12-06 23:20:21
