timestamp,distance,cadence,fractional_cadence,heart_rate,key
2018-03-29T13:00:45Z,0,0,0,NA,2018-03-29 12:52:53
2018-03-29T13:00:46Z,0,0,0,NA,2018-03-29 12:52:53
2018-03-29T13:00:47Z,0,0,0,NA,2018-03-29 12:52:53
2018-03-29T13:00:48Z,0,0,0,NA,2018-03-29 12:52:53
2018-03-29T13:00:49Z,0,0,0,NA,2018-03-29 12:52:53
2018-03-29T13:00:50Z,0,0,0,NA,2018-03-29 12:52:53
2018-03-29T12:52:52Z,0,0,0,86,2018-03-29 12:52:53
2018-03-29T12:52:53Z,0,0,0,87,2018-03-29 12:52:53
2018-03-29T12:52:55Z,0,0,0,87,2018-03-29 12:52:53
2018-03-29T12:52:56Z,0,58,0.5,87,2018-03-29 12:52:53
2018-03-29T12:52:57Z,0,0,0,89,2018-03-29 12:52:53
2018-03-29T12:52:58Z,0,0,0,90,2018-03-29 12:52:53
2018-03-29T12:52:59Z,0,0,0,91,2018-03-29 12:52:53
2018-03-29T12:53:00Z,0,0,0,93,2018-03-29 12:52:53
2018-03-29T12:53:01Z,0,0,0,93,2018-03-29 12:52:53
2018-03-29T12:53:02Z,0,0,0,94,2018-03-29 12:52:53
2018-03-29T12:53:03Z,0,0,0,94,2018-03-29 12:52:53
2018-03-29T12:53:04Z,0,0,0,97,2018-03-29 12:52:53
2018-03-29T12:53:05Z,0,0,0,97,2018-03-29 12:52:53
2018-03-29T12:53:06Z,0,0,0,95,2018-03-29 12:52:53
2018-03-29T12:53:07Z,0,0,0,94,2018-03-29 12:52:53
2018-03-29T12:53:08Z,0,0,0,94,2018-03-29 12:52:53
2018-03-29T12:53:09Z,0,0,0,94,2018-03-29 12:52:53
2018-03-29T12:53:10Z,0,0,0,94,2018-03-29 12:52:53
2018-03-29T12:53:11Z,0,0,0,94,2018-03-29 12:52:53
2018-03-29T12:53:12Z,0,0,0,94,2018-03-29 12:52:53
2018-03-29T12:53:13Z,0,0,0,94,2018-03-29 12:52:53
2018-03-29T12:53:14Z,0,0,0,97,2018-03-29 12:52:53
2018-03-29T12:53:15Z,0,0,0,97,2018-03-29 12:52:53
2018-03-29T12:53:16Z,0,0,0,97,2018-03-29 12:52:53
2018-03-29T12:53:17Z,0,0,0,97,2018-03-29 12:52:53
2018-03-29T12:53:18Z,0,0,0,97,2018-03-29 12:52:53
2018-03-29T12:53:19Z,0,0,0,97,2018-03-29 12:52:53
2018-03-29T12:53:20Z,0,0,0,97,2018-03-29 12:52:53
2018-03-29T12:53:21Z,0,0,0,96,2018-03-29 12:52:53
2018-03-29T12:53:22Z,0,0,0,96,2018-03-29 12:52:53
2018-03-29T12:53:23Z,0,0,0,96,2018-03-29 12:52:53
2018-03-29T12:53:24Z,0,0,0,97,2018-03-29 12:52:53
2018-03-29T12:53:25Z,0,0,0,97,2018-03-29 12:52:53
2018-03-29T12:53:26Z,0,0,0,97,2018-03-29 12:52:53
2018-03-29T12:53:27Z,0,0,0,98,2018-03-29 12:52:53
2018-03-29T12:53:28Z,0,0,0,98,2018-03-29 12:52:53
2018-03-29T12:53:29Z,0,0,0,98,2018-03-29 12:52:53
2018-03-29T12:53:30Z,0,0,0,98,2018-03-29 12:52:53
2018-03-29T12:53:31Z,0,0,0,98,2018-03-29 12:52:53
2018-03-29T12:53:32Z,0,0,0,97,2018-03-29 12:52:53
2018-03-29T12:53:33Z,0,0,0,97,2018-03-29 12:52:53
2018-03-29T12:53:34Z,0,0,0,97,2018-03-29 12:52:53
2018-03-29T12:53:35Z,0,0,0,98,2018-03-29 12:52:53
2018-03-29T12:53:36Z,0,0,0,98,2018-03-29 12:52:53
2018-03-29T12:53:37Z,0,0,0,98,2018-03-29 12:52:53
2018-03-29T12:53:38Z,0,0,0,98,2018-03-29 12:52:53
2018-03-29T12:53:39Z,0,0,0,97,2018-03-29 12:52:53
2018-03-29T12:53:40Z,0,0,0,97,2018-03-29 12:52:53
2018-03-29T12:53:41Z,0,0,0,97,2018-03-29 12:52:53
2018-03-29T12:53:42Z,0,0,0,102,2018-03-29 12:52:53
2018-03-29T12:53:43Z,0,0,0,102,2018-03-29 12:52:53
2018-03-29T12:53:44Z,0,0,0,102,2018-03-29 12:52:53
2018-03-29T12:53:45Z,0,0,0,102,2018-03-29 12:52:53
2018-03-29T12:53:46Z,0,0,0,102,2018-03-29 12:52:53
2018-03-29T12:53:47Z,0,0,0,102,2018-03-29 12:52:53
2018-03-29T12:53:48Z,0,0,0,102,2018-03-29 12:52:53
2018-03-29T12:53:49Z,0,0,0,102,2018-03-29 12:52:53
2018-03-29T12:53:50Z,0,0,0,102,2018-03-29 12:52:53
2018-03-29T12:53:51Z,0,0,0,101,2018-03-29 12:52:53
2018-03-29T12:53:52Z,0,0,0,110,2018-03-29 12:52:53
2018-03-29T12:53:53Z,0,0,0,110,2018-03-29 12:52:53
2018-03-29T12:53:54Z,0,0,0,111,2018-03-29 12:52:53
2018-03-29T12:53:55Z,0,0,0,111,2018-03-29 12:52:53
2018-03-29T12:53:56Z,0,0,0,111,2018-03-29 12:52:53
2018-03-29T12:53:57Z,0,0,0,110,2018-03-29 12:52:53
2018-03-29T12:53:58Z,0,0,0,108,2018-03-29 12:52:53
2018-03-29T12:53:59Z,0,0,0,107,2018-03-29 12:52:53
2018-03-29T12:54:00Z,0,0,0,106,2018-03-29 12:52:53
2018-03-29T12:54:01Z,0,0,0,104,2018-03-29 12:52:53
2018-03-29T12:54:02Z,0,0,0,103,2018-03-29 12:52:53
2018-03-29T12:54:03Z,0,0,0,101,2018-03-29 12:52:53
2018-03-29T12:54:04Z,0,0,0,100,2018-03-29 12:52:53
2018-03-29T12:54:05Z,0,0,0,98,2018-03-29 12:52:53
2018-03-29T12:54:06Z,0,0,0,97,2018-03-29 12:52:53
2018-03-29T12:54:07Z,0,0,0,96,2018-03-29 12:52:53
2018-03-29T12:54:08Z,0,0,0,97,2018-03-29 12:52:53
2018-03-29T12:54:09Z,0,0,0,97,2018-03-29 12:52:53
2018-03-29T12:54:10Z,0,0,0,96,2018-03-29 12:52:53
2018-03-29T12:54:11Z,0,0,0,96,2018-03-29 12:52:53
2018-03-29T12:54:12Z,0,0,0,96,2018-03-29 12:52:53
2018-03-29T12:54:13Z,0,0,0,96,2018-03-29 12:52:53
2018-03-29T12:54:14Z,0,0,0,94,2018-03-29 12:52:53
2018-03-29T12:54:15Z,0,0,0,94,2018-03-29 12:52:53
2018-03-29T12:54:16Z,0,0,0,93,2018-03-29 12:52:53
2018-03-29T12:54:17Z,0,0,0,94,2018-03-29 12:52:53
2018-03-29T12:54:18Z,0,0,0,94,2018-03-29 12:52:53
2018-03-29T12:54:19Z,0,0,0,94,2018-03-29 12:52:53
2018-03-29T12:54:20Z,0,0,0,94,2018-03-29 12:52:53
2018-03-29T12:54:21Z,0,0,0,94,2018-03-29 12:52:53
2018-03-29T12:54:22Z,0,0,0,94,2018-03-29 12:52:53
2018-03-29T12:54:23Z,0,0,0,95,2018-03-29 12:52:53
2018-03-29T12:54:24Z,0,0,0,95,2018-03-29 12:52:53
2018-03-29T12:54:25Z,0,0,0,95,2018-03-29 12:52:53
2018-03-29T12:54:26Z,0,0,0,96,2018-03-29 12:52:53
2018-03-29T12:54:27Z,0,0,0,96,2018-03-29 12:52:53
2018-03-29T12:54:28Z,0,0,0,96,2018-03-29 12:52:53
2018-03-29T12:54:29Z,0,0,0,96,2018-03-29 12:52:53
2018-03-29T12:54:30Z,0,0,0,97,2018-03-29 12:52:53
2018-03-29T12:54:31Z,0,0,0,97,2018-03-29 12:52:53
2018-03-29T12:54:32Z,0,0,0,97,2018-03-29 12:52:53
2018-03-29T12:54:33Z,0,0,0,97,2018-03-29 12:52:53
2018-03-29T12:54:34Z,0,0,0,97,2018-03-29 12:52:53
2018-03-29T12:54:35Z,0,0,0,96,2018-03-29 12:52:53
2018-03-29T12:54:36Z,0,0,0,96,2018-03-29 12:52:53
2018-03-29T12:54:37Z,0,0,0,96,2018-03-29 12:52:53
2018-03-29T12:54:38Z,0,0,0,96,2018-03-29 12:52:53
2018-03-29T12:54:39Z,0,0,0,96,2018-03-29 12:52:53
2018-03-29T12:54:40Z,0,0,0,96,2018-03-29 12:52:53
2018-03-29T12:54:41Z,0,0,0,97,2018-03-29 12:52:53
2018-03-29T12:54:42Z,0,0,0,97,2018-03-29 12:52:53
2018-03-29T12:54:43Z,0,0,0,96,2018-03-29 12:52:53
2018-03-29T12:54:44Z,0,0,0,96,2018-03-29 12:52:53
2018-03-29T12:54:45Z,0,0,0,96,2018-03-29 12:52:53
2018-03-29T12:54:46Z,0,0,0,97,2018-03-29 12:52:53
2018-03-29T12:54:47Z,0,0,0,97,2018-03-29 12:52:53
2018-03-29T12:54:48Z,0,0,0,97,2018-03-29 12:52:53
2018-03-29T12:54:49Z,0,0,0,97,2018-03-29 12:52:53
2018-03-29T12:54:50Z,0,0,0,97,2018-03-29 12:52:53
2018-03-29T12:54:51Z,0,0,0,96,2018-03-29 12:52:53
2018-03-29T12:54:52Z,0,0,0,95,2018-03-29 12:52:53
2018-03-29T12:54:53Z,0,0,0,93,2018-03-29 12:52:53
2018-03-29T12:54:54Z,0,0,0,93,2018-03-29 12:52:53
2018-03-29T12:54:55Z,0,0,0,93,2018-03-29 12:52:53
2018-03-29T12:54:56Z,0,0,0,93,2018-03-29 12:52:53
2018-03-29T12:54:57Z,0,0,0,94,2018-03-29 12:52:53
2018-03-29T12:54:58Z,0,58,0.5,95,2018-03-29 12:52:53
2018-03-29T12:54:59Z,0,58,0.5,95,2018-03-29 12:52:53
2018-03-29T12:55:00Z,0,58,0.5,97,2018-03-29 12:52:53
