timestamp,distance,speed,cadence,heart_rate,time_elapsed,elevation,latitude,longitude,key
2021-06-20T12:39:21Z,1.81,0.037,0,77,0,244.13,38.90820074826479,-92.3038269393146,6991042601
2021-06-20T12:39:22Z,4.13,0,0,76,1,243.94,38.90819932334125,-92.30385392904282,6991042601
2021-06-20T12:39:23Z,7.03,2.342,0,77,2,243.78,38.90820066444576,-92.30388728901744,6991042601
2021-06-20T12:39:24Z,10.37,2.342,87,77,3,243.66,38.90820435248315,-92.3039255104959,6991042601
2021-06-20T12:39:25Z,13.59,2.958,88,79,4,243.56,38.90820862725377,-92.30396239086986,6991042601
2021-06-20T12:39:26Z,16.92,3.462,87,81,5,243.61,38.90820963308215,-92.30400069616735,6991042601
2021-06-20T12:39:27Z,20,3.462,88,81,6,243.59,38.90820384956896,-92.30403556488454,6991042601
2021-06-20T12:39:28Z,23.15,3.462,87,81,7,243.48,38.90819395892322,-92.30406951159239,6991042601
2021-06-20T12:39:29Z,26.16,3.34,87,81,8,243.45,38.908181972801685,-92.30410060845315,6991042601
2021-06-20T12:39:30Z,29.39,3.182,86,81,9,243.45,38.90816898085177,-92.30413396842778,6991042601
2021-06-20T12:39:31Z,32.69,3.238,86,81,10,243.33,38.90815724618733,-92.30416900478303,6991042601
2021-06-20T12:39:32Z,35.87,3.247,86,80,11,243.35,38.90814785845578,-92.30420362204313,6991042601
2021-06-20T12:39:33Z,39.04,3.322,86,80,12,243.42,38.90814266167581,-92.30423958040774,6991042601
2021-06-20T12:39:34Z,42.25,3.331,86,80,13,243.55,38.90813930891454,-92.30427637696266,6991042601
2021-06-20T12:39:35Z,45.73,3.331,86,80,14,243.66,38.90813905745745,-92.30431652627885,6991042601
2021-06-20T12:39:36Z,49.07,3.322,86,80,15,243.75,38.908138889819384,-92.30435516685247,6991042601
2021-06-20T12:39:37Z,52.36,3.294,86,80,16,243.85,38.908136542886496,-92.30439296923578,6991042601
2021-06-20T12:39:38Z,55.67,3.303,86,79,17,243.94,38.908135537058115,-92.30443110689521,6991042601
2021-06-20T12:39:39Z,58.77,3.294,86,79,18,244,38.908133525401354,-92.30446681380272,6991042601
2021-06-20T12:39:40Z,61.81,3.284,85,79,19,244.05,38.90813268721104,-92.30450185015798,6991042601
2021-06-20T12:39:41Z,64.69,3.256,85,79,20,244.08,38.908130172640085,-92.3045349586755,6991042601
2021-06-20T12:39:42Z,67.5,3.238,86,79,21,244.08,38.908127741888165,-92.30456722900271,6991042601
2021-06-20T12:39:43Z,70.25,3.2,86,NA,22,244.12,38.908125730231404,-92.3045989125967,6991042601
2021-06-20T12:39:44Z,73.36,3.182,86,79,23,244.15,38.90812145546079,-92.30463428422809,6991042601
2021-06-20T12:39:45Z,76.41,3.163,85,79,24,244.26,38.90811667777598,-92.30466898530722,6991042601
2021-06-20T12:39:46Z,79.34,3.163,85,79,25,244.28,38.9081122353673,-92.30470226146281,6991042601
2021-06-20T12:39:47Z,82.34,3.154,85,79,26,244.29,38.90811240300536,-92.3047368787229,6991042601
2021-06-20T12:39:48Z,85.28,3.135,85,79,27,244.27,38.90811173245311,-92.30477074161172,6991042601
2021-06-20T12:39:49Z,88.53,3.126,85,79,28,244.23,38.908113995566964,-92.30480812489986,6991042601
2021-06-20T12:39:50Z,91.88,3.116,85,77,29,244.16,38.9081154204905,-92.304846765473485,6991042601
2021-06-20T12:39:51Z,95.09,3.116,85,72,30,244.07,38.90811290591955,-92.30488364584744,6991042601
2021-06-20T12:39:52Z,98.04,3.116,85,71,31,243.97,38.90811022371054,-92.30491759255528,6991042601
2021-06-20T12:39:53Z,101.16,3.116,85,69,32,243.97,38.908105781301856,-92.30495313182473,6991042601
2021-06-20T12:39:54Z,104.52,3.107,86,69,33,243.88,38.90810318291187,-92.30499168857932,6991042601
2021-06-20T12:39:55Z,107.55,3.107,86,71,34,243.79,38.908102763816714,-92.30502672493458,6991042601
2021-06-20T12:39:56Z,110.68,3.107,85,72,35,243.71,38.90810293145478,-92.30506268329918,6991042601
2021-06-20T12:39:57Z,113.73,3.107,85,73,36,243.61,38.908102344721556,-92.3050978872925,6991042601
2021-06-20T12:39:58Z,117.08,3.107,85,73,37,243.5,38.9081016741693,-92.30513652786613,6991042601
2021-06-20T12:39:59Z,120.49,3.107,84,89,38,243.41,38.90810150653124,-92.30517592281103,6991042601
2021-06-20T12:40:00Z,123.78,3.107,84,99,39,243.3,38.9081019256264,-92.30521372519433,6991042601
2021-06-20T12:40:01Z,127.06,3.116,84,106,40,243.15,38.9081019256264,-92.30525161139667,6991042601
2021-06-20T12:40:02Z,130.2,3.116,84,110,41,242.98,38.908105697482824,-92.30528756976128,6991042601
2021-06-20T12:40:03Z,133.18,3.116,84,112,42,242.83,38.90810829587281,-92.30532168410718,6991042601
2021-06-20T12:40:04Z,136.49,3.116,84,113,43,242.7,38.908111061900854,-92.30535973794758,6991042601
2021-06-20T12:40:05Z,139.88,3.116,84,113,44,242.58,38.908111648634076,-92.30539879761636,6991042601
2021-06-20T12:40:06Z,143.44,3.126,83,114,45,242.45,38.90811047516763,-92.3054398689419,6991042601
2021-06-20T12:40:07Z,146.88,3.135,83,115,46,242.3,38.90810972079635,-92.3054795153439,6991042601
2021-06-20T12:40:08Z,150.44,3.144,83,115,47,242.16,38.908106703311205,-92.30552050285041,6991042601
2021-06-20T12:40:09Z,153.99,3.144,84,115,48,242.06,38.908104775473475,-92.30556132271886,6991042601
2021-06-20T12:40:10Z,157.36,3.154,84,115,49,241.98,38.90809966251254,-92.30559971183538,6991042601
2021-06-20T12:40:11Z,160.83,3.163,85,116,50,241.89,38.90809530392289,-92.30563935823739,6991042601
2021-06-20T12:40:12Z,164.06,3.172,85,116,51,241.79,38.908090610057116,-92.30567607097328,6991042601
2021-06-20T12:40:13Z,167.38,3.182,85,116,52,241.7,38.90808541327715,-92.30571378953755,6991042601
2021-06-20T12:40:14Z,170.5,3.182,85,116,53,241.65,38.908082814887166,-92.30574974790215,6991042601
2021-06-20T12:40:15Z,173.42,3.182,84,116,54,241.62,38.90808457508683,-92.30578335933387,6991042601
2021-06-20T12:40:16Z,176.43,3.182,84,116,55,241.62,38.908085748553276,-92.30581797659397,6991042601
2021-06-20T12:40:17Z,179.41,3.182,84,116,56,241.6,38.90808482654393,-92.30585234239697,6991042601
2021-06-20T12:40:18Z,182.44,3.182,84,116,57,241.58,38.908078372478485,-92.30588628910482,6991042601
2021-06-20T12:40:19Z,185.52,3.172,83,117,58,241.6,38.90807040967047,-92.30592040345073,6991042601
2021-06-20T12:40:20Z,188.79,3.172,83,117,59,241.64,38.908060770481825,-92.30595594272017,6991042601
2021-06-20T12:40:21Z,191.72,3.172,83,118,60,241.64,38.90805272385478,-92.30598821304739,6991042601
2021-06-20T12:40:22Z,194.45,3.172,83,118,61,241.71,38.90804283320904,-92.3060170467943,6991042601
2021-06-20T12:40:23Z,197.14,3.163,83,118,62,241.69,38.908032858744264,-92.30604529380798,6991042601
2021-06-20T12:40:24Z,199.99,3.144,85,119,63,241.75,38.908021710813046,-92.30607479810715,6991042601
2021-06-20T12:40:25Z,203.04,3.135,85,119,64,241.75,38.908008048310876,-92.30610539205372,6991042601
2021-06-20T12:40:26Z,205.97,3.116,85,119,65,241.83,38.90799547545612,-92.30613506399095,6991042601
2021-06-20T12:40:27Z,208.82,3.116,85,119,66,241.87,38.90798231586814,-92.3061634786427,6991042601
2021-06-20T12:40:28Z,211.9,3.107,85,120,67,241.92,38.907966474071145,-92.30619273148477,6991042601
2021-06-20T12:40:29Z,214.74,3.098,85,120,68,241.88,38.90795406885445,-92.30622148141265,6991042601
2021-06-20T12:40:30Z,217.75,3.098,85,120,69,241.91,38.90794074162841,-92.3062517400831,6991042601
2021-06-20T12:40:31Z,220.78,3.088,85,121,70,241.94,38.907927917316556,-92.30628250166774,6991042601
2021-06-20T12:40:32Z,223.92,3.088,85,121,71,242.04,38.90791400335729,-92.3063141014427,6991042601
2021-06-20T12:40:33Z,227.05,3.088,85,121,72,242.07,38.9079013466835,-92.30634628795087,6991042601
2021-06-20T12:40:34Z,230,3.088,84,122,73,242.07,38.90789153985679,-92.30637788772583,6991042601
2021-06-20T12:40:35Z,233.24,3.088,84,121,74,242.09,38.90788030810654,-92.30641250498593,6991042601
2021-06-20T12:40:36Z,236.39,3.088,84,122,75,242.12,38.90787100419402,-92.30644670315087,6991042601
2021-06-20T12:40:37Z,239.55,3.079,84,122,76,242.15,38.90786228701472,-92.30648140423,6991042601
2021-06-20T12:40:38Z,242.68,3.079,84,122,77,242.19,38.90785625204444,-92.30651660822332,6991042601
2021-06-20T12:40:39Z,245.52,3.079,84,122,78,242.24,38.90785130672157,-92.30654887855053,6991042601
2021-06-20T12:40:40Z,248.64,3.079,84,123,79,242.31,38.90784711576998,-92.30658441781998,6991042601
2021-06-20T12:40:41Z,251.6,3.079,84,124,80,242.33,38.90784493647516,-92.30661844834685,6991042601
2021-06-20T12:40:42Z,254.74,3.079,84,124,81,242.36,38.907844768837094,-92.30665474198759,6991042601
2021-06-20T12:40:43Z,257.96,3.07,84,124,82,242.39,38.907846277579665,-92.3066917899996,6991042601
2021-06-20T12:40:44Z,261.15,3.07,85,124,83,242.42,38.907845271751285,-92.30672858655453,6991042601
2021-06-20T12:40:45Z,264.37,3.07,85,125,84,242.42,38.9078410807997,-92.30676538310945,6991042601
2021-06-20T12:40:46Z,267.52,3.079,85,125,85,242.42,38.907833117991686,-92.30680016800761,6991042601
2021-06-20T12:40:47Z,270.83,3.079,85,125,86,242.39,38.90782155096531,-92.30683537200093,6991042601
2021-06-20T12:40:48Z,274.09,3.079,85,125,87,242.32,38.90780889429152,-92.30686931870878,6991042601
2021-06-20T12:40:49Z,277.18,3.079,86,125,88,242.42,38.90779263339937,-92.30689840391278,6991042601
2021-06-20T12:40:50Z,280.33,3.088,86,125,89,242.49,38.907769080251455,-92.30691868811846,6991042601
2021-06-20T12:40:51Z,283.57,3.088,85,125,90,242.49,38.90774292871356,-92.3069352004677,6991042601
2021-06-20T12:40:52Z,286.95,3.088,85,126,91,242.3,38.90771359205246,-92.30694567784667,6991042601
2021-06-20T12:40:53Z,290.25,3.098,84,125,92,242.15,38.90768417157233,-92.30695137754083,6991042601
2021-06-20T12:40:54Z,293.61,3.098,84,125,93,241.94,38.90765408053994,-92.30695548467338,6991042601
2021-06-20T12:40:55Z,297.04,3.098,84,126,94,241.94,38.90762323513627,-92.30695741251111,6991042601
2021-06-20T12:40:56Z,300.23,3.107,84,126,95,241.72,38.90759448520839,-92.30696034617722,6991042601
2021-06-20T12:40:57Z,303.69,3.107,85,126,96,241.58,38.90756347216666,-92.30696336366236,6991042601
2021-06-20T12:40:58Z,306.98,3.107,85,126,97,241.61,38.90753421932459,-92.30697048828006,6991042601
2021-06-20T12:40:59Z,309.98,3.116,85,126,98,241.61,38.90750924125314,-92.30698431842029,6991042601
2021-06-20T12:41:00Z,312.73,3.116,85,126,99,241.76,38.907490046694875,-92.307004686445,6991042601
2021-06-20T12:41:01Z,315.59,3.098,85,126,100,241.68,38.90747806057334,-92.30703393928707,6991042601
2021-06-20T12:41:02Z,318.45,3.098,85,126,101,241.68,38.9074713550508,-92.30706587433815,6991042601
2021-06-20T12:41:03Z,321.38,3.098,87,127,102,242.06,38.90746481716633,-92.30709856376052,6991042601
2021-06-20T12:41:04Z,324.49,3.088,87,126,103,242.04,38.907462218776345,-92.30713435448706,6991042601
2021-06-20T12:41:05Z,327.55,3.088,86,126,104,241.93,38.90745962038636,-92.30716947466135,6991042601
2021-06-20T12:41:06Z,330.7,3.088,85,126,105,241.85,38.90745853073895,-92.30720576830208,6991042601
2021-06-20T12:41:07Z,333.69,3.088,85,126,106,241.77,38.907457860186696,-92.30724030174315,6991042601
2021-06-20T12:41:08Z,336.79,3.079,84,126,107,241.74,38.90745886601508,-92.30727600865066,6991042601
2021-06-20T12:41:09Z,340.09,3.079,84,126,108,241.74,38.90745861455798,-92.30731406249106,6991042601
2021-06-20T12:41:10Z,343.24,3.079,84,126,109,241.76,38.90745953656733,-92.30735027231276,6991042601
2021-06-20T12:41:11Z,346.5,3.079,85,127,110,241.77,38.90746247023344,-92.30738782323897,6991042601
2021-06-20T12:41:12Z,349.32,3.079,85,127,111,241.78,38.907465152442455,-92.30742009356618,6991042601
2021-06-20T12:41:13Z,352.18,3.079,85,127,112,240.57,38.90746741555631,-92.30745303444564,6991042601
2021-06-20T12:41:14Z,355.18,3.07,85,128,113,240.49,38.907471019774675,-92.30748731642962,6991042601
2021-06-20T12:41:15Z,358.32,3.07,85,128,114,240.44,38.90747328288853,-92.30752344243228,6991042601
2021-06-20T12:41:16Z,361.58,3.07,85,128,115,240.42,38.907477390021086,-92.30756057426333,6991042601
2021-06-20T12:41:17Z,364.63,3.07,85,128,116,240.46,38.90747956931591,-92.30759569443762,6991042601
2021-06-20T12:41:18Z,367.52,3.07,85,128,117,240.49,38.90748040750623,-92.30762905441225,6991042601
2021-06-20T12:41:19Z,370.51,3.07,85,129,118,240.45,38.9074819162488,-92.30766342021525,6991042601
2021-06-20T12:41:20Z,373.73,3.07,84,129,119,240.34,38.90748141333461,-92.3077005520463,6991042601
2021-06-20T12:41:21Z,376.98,3.07,84,131,120,240.24,38.90748149715364,-92.30773827061057,6991042601
2021-06-20T12:41:22Z,380.14,3.07,84,131,121,240.18,38.90748308971524,-92.30777464807034,6991042601
2021-06-20T12:41:23Z,383.39,3.07,85,130,122,240.21,38.907484179362655,-92.30781211517751,6991042601
2021-06-20T12:41:24Z,386.44,3.07,85,130,123,240.32,38.90748342499137,-92.3078472353518,6991042601
2021-06-20T12:41:25Z,389.5,3.07,85,129,124,240.4,38.907482251524925,-92.30788252316415,6991042601
2021-06-20T12:41:26Z,392.4,3.07,84,129,125,240.4,38.907482754439116,-92.30791605077684,6991042601
2021-06-20T12:41:27Z,395.28,3.07,84,128,126,240.42,38.907483173534274,-92.3079492431134,6991042601
2021-06-20T12:41:28Z,398.42,3.06,84,128,127,240.41,38.90748250298202,-92.30798553675413,6991042601
2021-06-20T12:41:29Z,401.42,3.06,84,128,128,240.43,38.90748258680105,-92.30802015401423,6991042601
2021-06-20T12:41:30Z,404.62,3.06,84,128,129,240.49,38.9074819162488,-92.30805711820722,6991042601
2021-06-20T12:41:31Z,407.87,3.06,85,128,130,240.52,38.907482670620084,-92.30809466913342,6991042601
2021-06-20T12:41:32Z,410.97,3.06,85,128,131,240.58,38.907483173534274,-92.30813045985997,6991042601
2021-06-20T12:41:33Z,414.22,3.06,85,128,132,240.68,38.90748501755297,-92.30816784314811,6991042601
2021-06-20T12:41:34Z,417.4,3.06,85,129,133,240.8,38.90748837031424,-92.30820447206497,6991042601
2021-06-20T12:41:35Z,420.63,3.06,85,129,134,240.92,38.90748979523778,-92.30824168771505,6991042601
2021-06-20T12:41:36Z,423.82,3.06,85,129,135,241.05,38.90749046579003,-92.30827865190804,6991042601
2021-06-20T12:41:37Z,427.13,3.07,85,130,136,241.2,38.90749122016132,-92.30831678956747,6991042601
2021-06-20T12:41:38Z,430.37,3.07,85,129,137,241.37,38.9074887894094,-92.30835408903658,6991042601
2021-06-20T12:41:39Z,433.61,3.079,85,129,138,241.5,38.90748593956232,-92.30839147232473,6991042601
2021-06-20T12:41:40Z,436.82,3.079,85,129,139,241.58,38.90748308971524,-92.30842835269868,6991042601
2021-06-20T12:41:41Z,439.84,3.079,84,130,140,241.63,38.907484179362655,-92.30846338905394,6991042601
2021-06-20T12:41:42Z,442.95,3.079,84,129,141,241.7,38.90748434700072,-92.30849917978048,6991042601
2021-06-20T12:41:43Z,446.14,3.079,84,129,142,241.79,38.907486610114574,-92.3085359763354,6991042601
2021-06-20T12:41:44Z,449.31,3.079,84,130,143,241.88,38.90748828649521,-92.3085724376142,6991042601
2021-06-20T12:41:45Z,452.61,3.079,84,130,144,241.93,38.90749080106616,-92.3086104914546,6991042601
