timestamp,position_lat,position_long,distance,altitude,speed,cadence,fractional_cadence,heart_rate,key
2020-09-19T13:48:29Z,45.050490740686655,-93.12705187126994,6460.79,294.4,3.77,83,0,NA,2020-09-19 13:18:25
2020-09-19T13:52:44Z,45.050905058160424,-93.1150608882308,7440.12,279.6,3.798,82,0,NA,2020-09-19 13:18:25
2020-09-19T13:57:11Z,45.05730187520385,-93.10863909311593,8446.25,283.6,3.704,83,0,NA,2020-09-19 13:18:25
2020-09-19T13:18:25Z,45.01345111057162,-93.15255884081125,1.31,285,1.241,0,0,92,2020-09-19 13:18:25
2020-09-19T13:18:26Z,45.013454128056765,-93.15253931097686,2.88,285,0,0,0,92,2020-09-19 13:18:25
2020-09-19T13:18:27Z,45.013457396999,-93.15250947140157,5.25,285,1.596,0,0,91,2020-09-19 13:18:25
2020-09-19T13:18:28Z,45.01345991156995,-93.1524717528373,8.24,285,1.596,0,0,90,2020-09-19 13:18:25
2020-09-19T13:18:29Z,45.0134608335793,-93.15243143588305,11.41,284.79999999999995,2.333,0,0,90,2020-09-19 13:18:25
2020-09-19T13:18:30Z,45.01346024684608,-93.15233998931944,18.62,285,3.154,88,0.5,90,2020-09-19 13:18:25
2020-09-19T13:18:31Z,45.01346024684608,-93.15233998931944,18.62,285,3.154,88,0.5,90,2020-09-19 13:18:25
2020-09-19T13:18:32Z,45.01345873810351,-93.15229355357587,22.28,285.20000000000005,3.826,88,0.5,90,2020-09-19 13:18:25
2020-09-19T13:18:33Z,45.01345505006611,-93.15224887803197,25.82,285,3.826,89,0,90,2020-09-19 13:18:25
2020-09-19T13:18:34Z,45.01345102675259,-93.15220411866903,29.38,285,3.826,89,0.5,90,2020-09-19 13:18:25
2020-09-19T13:18:35Z,45.01344792544842,-93.15215818583965,33.01,285,3.928,89,0.5,90,2020-09-19 13:18:25
2020-09-19T13:18:36Z,45.01344817690551,-93.15211476758122,36.44,285,4.124,89,0,90,2020-09-19 13:18:25
2020-09-19T13:18:37Z,45.01344742253423,-93.15207227133214,39.79,285,4.133,89,0,90,2020-09-19 13:18:25
2020-09-19T13:18:38Z,45.01344901509583,-93.15203136764467,43.02,284.79999999999995,4.068,91,0,89,2020-09-19 13:18:25
