timestamp,distance,cadence,fractional_cadence,heart_rate,key
2019-01-10T12:39:24Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:39:25Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:39:26Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:39:27Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:39:28Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:39:29Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:39:30Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:39:31Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:39:32Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:39:33Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:39:34Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:39:35Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:39:36Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:39:37Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:39:38Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:39:39Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:39:40Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:39:41Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:39:42Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:39:43Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:39:44Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:39:45Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:39:46Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:39:47Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:39:48Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:39:49Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:39:50Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:39:52Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:39:53Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:39:54Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:40:11Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:40:12Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:40:13Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:40:14Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:40:15Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:40:16Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:40:17Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:40:18Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:40:19Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:40:20Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:40:21Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:40:22Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:40:23Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:40:24Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:40:25Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:40:26Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:40:27Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:40:28Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:40:29Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:40:30Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:40:31Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:40:32Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:40:33Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:40:34Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:40:35Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:40:36Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:40:37Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:40:38Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:40:39Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:40:40Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:40:41Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:40:42Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:40:43Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:40:44Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:40:45Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:40:46Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:40:47Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:40:48Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:40:49Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:40:50Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:40:51Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:40:52Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:40:53Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:40:54Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:40:55Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:40:56Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:40:57Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:40:58Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:40:59Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:41:00Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:41:01Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:41:02Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:41:03Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:41:04Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:41:05Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:41:06Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:41:07Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:41:08Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:41:09Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:41:10Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:41:11Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:41:46Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:41:47Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:41:48Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:41:49Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:41:50Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:41:51Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:41:52Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:41:53Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:41:54Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:04Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:05Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:06Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:07Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:08Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:09Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:10Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:11Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:12Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:13Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:14Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:15Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:16Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:17Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:18Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:19Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:20Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:21Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:22Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:23Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:24Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:25Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:26Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:27Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:28Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:29Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:30Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:31Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:32Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:33Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:34Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:35Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:36Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:37Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:38Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:39Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:40Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:41Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:42Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:43Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:44Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:45Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:46Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:47Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:48Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:49Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:50Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:51Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:52Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:53Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:54Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:55Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:56Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:57Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:58Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:42:59Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:43:00Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:43:01Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:43:02Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:43:03Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:43:04Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:43:05Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:43:06Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:43:07Z,0,0,0,NA,2019-01-10 12:38:32
2019-01-10T12:43:08Z,0,0,0,NA,2019-01-10 12:38:32
