timestamp,distance,speed,heart_rate,time_elapsed,elevation,latitude,longitude,key
2021-05-03T21:18:10Z,0,4.376,94,0,279.13,45.01287032850087,-93.15179985947907,6718307611
2021-05-03T21:18:11Z,4.71,4.665,96,1,279.11,45.0128685683012,-93.15185953862965,6718307611
2021-05-03T21:18:12Z,9.76,4.843,97,2,279.1,45.0128667242825,-93.15192357636988,6718307611
2021-05-03T21:18:13Z,14.98,5.048,98,3,279.28,45.0128651317209,-93.15198979340494,6718307611
2021-05-03T21:18:14Z,20.27,5.113,100,4,279.08,45.01286957412958,-93.15205668099225,6718307611
2021-05-03T21:18:15Z,30.92,5.235,102,5,279.04,45.012874603271484,-93.15219162963331,6718307611
2021-05-03T21:18:16Z,30.92,5.235,102,6,279.04,45.012874603271484,-93.15219162963331,6718307611
2021-05-03T21:18:17Z,36.38,5.384,104,7,279,45.01287669874728,-93.15226078033447,6718307611
2021-05-03T21:18:18Z,41.71,5.272,105,8,278.96,45.012876531109214,-93.15232842229307,6718307611
2021-05-03T21:18:19Z,47.02,5.263,105,9,278.96,45.01288273371756,-93.15239539369941,6718307611
2021-05-03T21:18:20Z,52.43,5.225,105,10,279.02,45.012888852506876,-93.15246370621026,6718307611
2021-05-03T21:18:21Z,57.77,5.16,105,11,279.11,45.01289698295295,-93.1525306776166,6718307611
2021-05-03T21:18:22Z,62.94,5.011,105,12,278.86,45.01290385611355,-93.15259538590908,6718307611
2021-05-03T21:18:23Z,67.84,4.712,105,13,278.87,45.012917099520564,-93.15265498124063,6718307611
2021-05-03T21:18:24Z,72.49,4.469,104,14,278.88,45.01293344423175,-93.15270921215415,6718307611
2021-05-03T21:18:25Z,77,4.395,104,15,278.63,45.01295615918934,-93.15275673754513,6718307611
2021-05-03T21:18:26Z,81.53,4.404,103,16,278.44,45.01298289746046,-93.15280015580356,6718307611
2021-05-03T21:18:27Z,86.43,4.936,102,17,278.29,45.01301592215896,-93.1528414785862,6718307611
2021-05-03T21:18:28Z,91.85,5.561,100,18,278.26,45.01304936595261,-93.15289151854813,6718307611
2021-05-03T21:18:29Z,97.46,5.664,100,19,278.1,45.0130760204047,-93.15295203588903,6718307611
2021-05-03T21:18:30Z,103.4,5.916,102,20,278,45.01309781335294,-93.15302076749504,6718307611
2021-05-03T21:18:31Z,109.33,5.85,103,21,278.04,45.01311298459768,-93.15309301950037,6718307611
2021-05-03T21:18:32Z,115.34,5.888,104,22,278.08,45.013124300166965,-93.1531676184386,6718307611
2021-05-03T21:18:33Z,121.36,5.897,105,23,278.01,45.01313486136496,-93.15324255265296,6718307611
2021-05-03T21:18:34Z,127.39,5.897,105,24,278.02,45.013144835829735,-93.15331765450537,6718307611
2021-05-03T21:18:35Z,133.49,6.028,107,25,278.01,45.01315539702773,-93.15339351072907,6718307611
2021-05-03T21:18:36Z,139.61,6,107,26,277.89,45.01317241229117,-93.15346752293408,6718307611
2021-05-03T21:18:37Z,145.66,5.99,108,27,277.84,45.01319236122072,-93.15353902056813,6718307611
2021-05-03T21:18:38Z,151.74,6.074,108,28,277.69,45.01321641728282,-93.15360825508833,6718307611
2021-05-03T21:18:39Z,157.93,6.177,108,29,277.55,45.01324089244008,-93.15367883071303,6718307611
2021-05-03T21:18:40Z,164.18,6.261,108,30,277.51,45.01326126046479,-93.153752759099,6718307611
2021-05-03T21:18:41Z,170.46,6.289,107,31,277.51,45.013274755328894,-93.15383029170334,6718307611
