longitude,latitude,timestamp,distance,speed,heart_rate,cadence,time_elapsed,elevation,key
NA,NA,2022-12-22T22:45:37Z,3.16,3.163,87,90,0,0,10173229646
NA,NA,2022-12-22T22:45:38Z,6.64,3.48,88,91,1,0,10173229646
NA,NA,2022-12-22T22:45:39Z,9.95,3.303,98,91,2,0,10173229646
NA,NA,2022-12-22T22:45:40Z,13.25,3.303,98,91,3,0,10173229646
NA,NA,2022-12-22T22:45:41Z,16.66,3.406,101,92,4,0,10173229646
NA,NA,2022-12-22T22:45:43Z,20.16,3.508,102,93,6,0,10173229646
NA,NA,2022-12-22T22:45:44Z,23.67,3.508,102,93,7,0,10173229646
NA,NA,2022-12-22T22:45:45Z,27.07,3.396,103,93,8,0,10173229646
NA,NA,2022-12-22T22:45:46Z,30.3,3.228,106,93,9,0,10173229646
NA,NA,2022-12-22T22:45:47Z,33.53,3.238,113,93,10,0,10173229646
NA,NA,2022-12-22T22:45:48Z,36.97,3.434,117,93,11,0,10173229646
NA,NA,2022-12-22T22:45:49Z,40.42,3.452,119,93,12,0,10173229646
NA,NA,2022-12-22T22:45:50Z,44.08,3.658,121,93,13,0,10173229646
NA,NA,2022-12-22T22:45:51Z,48.24,4.161,121,93,14,0,10173229646
NA,NA,2022-12-22T22:45:52Z,52.44,4.199,121,93,15,0,10173229646
NA,NA,2022-12-22T22:45:53Z,56.69,4.255,121,94,16,0,10173229646
NA,NA,2022-12-22T22:45:54Z,60.76,4.068,123,94,17,0,10173229646
NA,NA,2022-12-22T22:45:55Z,64.64,3.882,124,94,18,0,10173229646
NA,NA,2022-12-22T22:45:56Z,68.45,3.807,130,93,19,0,10173229646
NA,NA,2022-12-22T22:45:57Z,72.26,3.807,130,92,20,0,10173229646
NA,NA,2022-12-22T22:45:58Z,76.65,4.395,130,92,21,0,10173229646
NA,NA,2022-12-22T22:45:59Z,81.01,4.357,129,92,22,0,10173229646
NA,NA,2022-12-22T22:46:00Z,85.34,4.329,129,92,23,0,10173229646
