timestamp,distance,altitude,speed,cadence,fractional_cadence,heart_rate,key
2018-10-11T00:37:10Z,687.45,249.20000000000005,3.228,82,0,137,2018-10-11 00:33:37
2018-10-11T00:37:11Z,690.67,249.20000000000005,3.219,82,0,138,2018-10-11 00:33:37
2018-10-11T00:37:12Z,693.88,249.20000000000005,3.21,82,0,138,2018-10-11 00:33:37
2018-10-11T00:37:13Z,697.09,249.20000000000005,3.21,82,0,138,2018-10-11 00:33:37
2018-10-11T00:37:14Z,700.29,249.20000000000005,3.2,82,0,138,2018-10-11 00:33:37
2018-10-11T00:37:15Z,703.47,249.20000000000005,3.182,82,0,138,2018-10-11 00:33:37
2018-10-11T00:37:16Z,706.64,249.20000000000005,3.172,82,0,138,2018-10-11 00:33:37
2018-10-11T00:37:17Z,709.84,249.20000000000005,3.191,82,0,138,2018-10-11 00:33:37
2018-10-11T00:37:18Z,713.01,249.20000000000005,3.182,82,0,138,2018-10-11 00:33:37
2018-10-11T00:37:19Z,716.2,249.20000000000005,3.182,82,0,138,2018-10-11 00:33:37
2018-10-11T00:37:20Z,719.38,249.20000000000005,3.182,82,0,139,2018-10-11 00:33:37
2018-10-11T00:37:21Z,722.59,249.20000000000005,3.21,82,0,139,2018-10-11 00:33:37
2018-10-11T00:37:22Z,725.83,249.20000000000005,3.238,82,0,139,2018-10-11 00:33:37
2018-10-11T00:37:23Z,729.05,249.20000000000005,3.228,82,0,140,2018-10-11 00:33:37
2018-10-11T00:37:24Z,732.26,249.20000000000005,3.21,82,0,140,2018-10-11 00:33:37
2018-10-11T00:37:25Z,735.48,249.20000000000005,3.219,82,0,140,2018-10-11 00:33:37
2018-10-11T00:37:26Z,738.72,249.20000000000005,3.238,82,0,141,2018-10-11 00:33:37
2018-10-11T00:37:27Z,741.98,249.20000000000005,3.256,83,0,141,2018-10-11 00:33:37
2018-10-11T00:37:28Z,745.24,249.20000000000005,3.256,83,0,141,2018-10-11 00:33:37
2018-10-11T00:37:29Z,748.47,249.20000000000005,3.238,82,0,141,2018-10-11 00:33:37
2018-10-11T00:37:30Z,751.71,249.20000000000005,3.238,82,0,140,2018-10-11 00:33:37
2018-10-11T00:37:31Z,754.92,249.20000000000005,3.21,81,0,140,2018-10-11 00:33:37
2018-10-11T00:37:32Z,758.11,249.20000000000005,3.191,81,0,140,2018-10-11 00:33:37
2018-10-11T00:37:33Z,761.24,249.20000000000005,3.126,82,0,140,2018-10-11 00:33:37
2018-10-11T00:37:34Z,764.31,249.20000000000005,3.07,82,0,140,2018-10-11 00:33:37
2018-10-11T00:37:35Z,767.34,249.20000000000005,3.032,82,0,140,2018-10-11 00:33:37
2018-10-11T00:37:36Z,770.4,249.20000000000005,3.06,82,0,140,2018-10-11 00:33:37
2018-10-11T00:37:37Z,773.48,249.20000000000005,3.079,82,0,140,2018-10-11 00:33:37
2018-10-11T00:37:38Z,776.57,249.20000000000005,3.088,83,0,140,2018-10-11 00:33:37
2018-10-11T00:37:39Z,779.67,249.20000000000005,3.098,84,0,140,2018-10-11 00:33:37
2018-10-11T00:37:40Z,782.78,249.20000000000005,3.116,84,0,140,2018-10-11 00:33:37
2018-10-11T00:37:41Z,785.92,249.20000000000005,3.135,83,0,140,2018-10-11 00:33:37
2018-10-11T00:37:42Z,789.07,249.20000000000005,3.154,83,0,140,2018-10-11 00:33:37
2018-10-11T00:37:43Z,792.22,249.20000000000005,3.154,83,0,140,2018-10-11 00:33:37
2018-10-11T00:37:44Z,795.44,249.20000000000005,3.219,83,0,140,2018-10-11 00:33:37
2018-10-11T00:37:45Z,798.72,249.20000000000005,3.275,83,0,140,2018-10-11 00:33:37
2018-10-11T00:37:46Z,802.02,249.20000000000005,3.303,83,0,140,2018-10-11 00:33:37
2018-10-11T00:37:47Z,805.29,249.20000000000005,3.266,82,0,140,2018-10-11 00:33:37
2018-10-11T00:37:48Z,808.57,249.20000000000005,3.284,82,0,141,2018-10-11 00:33:37
2018-10-11T00:37:49Z,811.99,249.20000000000005,3.424,82,0,141,2018-10-11 00:33:37
2018-10-11T00:37:50Z,815.55,249.20000000000005,3.555,82,0,141,2018-10-11 00:33:37
2018-10-11T00:37:51Z,819.22,249.20000000000005,3.667,82,0,141,2018-10-11 00:33:37
2018-10-11T00:37:52Z,822.73,249.20000000000005,3.518,82,0,141,2018-10-11 00:33:37
2018-10-11T00:37:53Z,826.12,249.20000000000005,3.387,82,0,141,2018-10-11 00:33:37
2018-10-11T00:37:54Z,829.47,249.20000000000005,3.35,82,0,141,2018-10-11 00:33:37
2018-10-11T00:37:55Z,832.8,249.20000000000005,3.331,82,0,141,2018-10-11 00:33:37
2018-10-11T00:37:56Z,836.1,249.20000000000005,3.294,82,0,141,2018-10-11 00:33:37
2018-10-11T00:37:57Z,839.28,249.20000000000005,3.182,82,0,141,2018-10-11 00:33:37
2018-10-11T00:37:58Z,842.17,249.20000000000005,2.893,82,0,140,2018-10-11 00:33:37
2018-10-11T00:38:02Z,844.26,249.20000000000005,2.09,82,0,138,2018-10-11 00:33:37
2018-10-11T00:38:03Z,844.26,249.20000000000005,0,0,0,137,2018-10-11 00:33:37
2018-10-11T00:38:04Z,844.26,249.20000000000005,0,0,0,137,2018-10-11 00:33:37
2018-10-11T00:38:05Z,844.26,249.20000000000005,0,0,0,137,2018-10-11 00:33:37
2018-10-11T00:38:06Z,844.26,249.20000000000005,0,0,0,136,2018-10-11 00:33:37
2018-10-11T00:38:07Z,844.26,249.20000000000005,0,0,0,136,2018-10-11 00:33:37
2018-10-11T00:38:08Z,844.26,249.20000000000005,0,0,0,136,2018-10-11 00:33:37
2018-10-11T00:38:09Z,844.26,249.20000000000005,0,0,0,135,2018-10-11 00:33:37
2018-10-11T00:38:10Z,844.26,249.20000000000005,0,0,0,135,2018-10-11 00:33:37
2018-10-11T00:38:11Z,844.26,249.20000000000005,0,0,0,133,2018-10-11 00:33:37
2018-10-11T00:38:12Z,844.26,249.20000000000005,0,0,0,132,2018-10-11 00:33:37
2018-10-11T00:38:13Z,844.26,249.20000000000005,0,0,0,132,2018-10-11 00:33:37
2018-10-11T00:38:14Z,844.26,249.20000000000005,0,0,0,130,2018-10-11 00:33:37
