timestamp,distance,heart_rate,cadence,fractional_cadence,key
2018-08-14T10:42:14Z,0,124,0,0,2018-08-14 10:42:15
2018-08-14T10:42:15Z,0,124,0,0,2018-08-14 10:42:15
2018-08-14T10:42:16Z,0,125,0,0,2018-08-14 10:42:15
2018-08-14T10:42:17Z,0,126,0,0,2018-08-14 10:42:15
2018-08-14T10:42:18Z,0,127,0,0,2018-08-14 10:42:15
2018-08-14T10:42:19Z,0,126,0,0,2018-08-14 10:42:15
2018-08-14T10:42:20Z,0,123,0,0,2018-08-14 10:42:15
2018-08-14T10:42:21Z,0,121,0,0,2018-08-14 10:42:15
2018-08-14T10:42:22Z,0,120,0,0,2018-08-14 10:42:15
2018-08-14T10:42:23Z,0,119,0,0,2018-08-14 10:42:15
2018-08-14T10:42:25Z,0,120,0,0,2018-08-14 10:42:15
2018-08-14T10:42:26Z,0,120,0,0,2018-08-14 10:42:15
2018-08-14T10:42:27Z,0,120,0,0,2018-08-14 10:42:15
2018-08-14T10:42:28Z,0,121,0,0,2018-08-14 10:42:15
2018-08-14T10:42:29Z,0,121,0,0,2018-08-14 10:42:15
2018-08-14T10:42:30Z,0,122,0,0,2018-08-14 10:42:15
2018-08-14T10:42:31Z,0,122,0,0,2018-08-14 10:42:15
2018-08-14T10:42:32Z,0,123,0,0,2018-08-14 10:42:15
2018-08-14T10:42:33Z,0,124,0,0,2018-08-14 10:42:15
2018-08-14T10:42:34Z,0,124,0,0,2018-08-14 10:42:15
2018-08-14T10:42:35Z,0,123,0,0,2018-08-14 10:42:15
2018-08-14T10:42:36Z,0,123,0,0,2018-08-14 10:42:15
2018-08-14T10:42:37Z,0,123,0,0,2018-08-14 10:42:15
2018-08-14T10:42:38Z,0,123,0,0,2018-08-14 10:42:15
2018-08-14T10:42:39Z,0,124,0,0,2018-08-14 10:42:15
2018-08-14T10:42:40Z,0,125,0,0,2018-08-14 10:42:15
2018-08-14T10:42:41Z,0,127,0,0,2018-08-14 10:42:15
2018-08-14T10:42:42Z,0,127,58,0.5,2018-08-14 10:42:15
2018-08-14T10:42:43Z,0,127,58,0.5,2018-08-14 10:42:15
2018-08-14T10:42:44Z,0,127,58,0.5,2018-08-14 10:42:15
2018-08-14T10:42:45Z,0,128,0,0,2018-08-14 10:42:15
2018-08-14T10:42:46Z,0,128,0,0,2018-08-14 10:42:15
2018-08-14T10:42:47Z,0,128,0,0,2018-08-14 10:42:15
2018-08-14T10:42:48Z,0,130,0,0,2018-08-14 10:42:15
2018-08-14T10:42:49Z,0,130,0,0,2018-08-14 10:42:15
2018-08-14T10:42:50Z,0,130,0,0,2018-08-14 10:42:15
2018-08-14T10:42:51Z,0,131,0,0,2018-08-14 10:42:15
2018-08-14T10:42:52Z,0,130,0,0,2018-08-14 10:42:15
2018-08-14T10:42:53Z,0,130,0,0,2018-08-14 10:42:15
2018-08-14T10:42:54Z,0,129,0,0,2018-08-14 10:42:15
2018-08-14T10:42:55Z,0,129,0,0,2018-08-14 10:42:15
2018-08-14T10:42:56Z,0,129,0,0,2018-08-14 10:42:15
2018-08-14T10:42:57Z,0,129,0,0,2018-08-14 10:42:15
2018-08-14T10:42:58Z,0,131,0,0,2018-08-14 10:42:15
2018-08-14T10:42:59Z,0,132,0,0,2018-08-14 10:42:15
2018-08-14T10:43:00Z,0,132,0,0,2018-08-14 10:42:15
2018-08-14T10:43:01Z,0,132,0,0,2018-08-14 10:42:15
2018-08-14T10:43:02Z,0,132,0,0,2018-08-14 10:42:15
2018-08-14T10:43:03Z,0,133,0,0,2018-08-14 10:42:15
2018-08-14T10:43:04Z,0,133,0,0,2018-08-14 10:42:15
2018-08-14T10:43:05Z,0,133,0,0,2018-08-14 10:42:15
2018-08-14T10:43:06Z,0,133,0,0,2018-08-14 10:42:15
2018-08-14T10:43:07Z,0,134,0,0,2018-08-14 10:42:15
2018-08-14T10:43:08Z,0,136,0,0,2018-08-14 10:42:15
2018-08-14T10:43:09Z,0,136,0,0,2018-08-14 10:42:15
2018-08-14T10:43:10Z,0,137,0,0,2018-08-14 10:42:15
2018-08-14T10:43:11Z,0,138,0,0,2018-08-14 10:42:15
2018-08-14T10:43:12Z,0,138,0,0,2018-08-14 10:42:15
2018-08-14T10:43:13Z,0,138,0,0,2018-08-14 10:42:15
2018-08-14T10:43:14Z,0,139,0,0,2018-08-14 10:42:15
2018-08-14T10:43:15Z,0,140,0,0,2018-08-14 10:42:15
2018-08-14T10:43:16Z,0,140,0,0,2018-08-14 10:42:15
2018-08-14T10:43:17Z,0,141,0,0,2018-08-14 10:42:15
2018-08-14T10:43:18Z,0,142,0,0,2018-08-14 10:42:15
2018-08-14T10:43:19Z,0,143,0,0,2018-08-14 10:42:15
2018-08-14T10:43:20Z,0,143,0,0,2018-08-14 10:42:15
2018-08-14T10:43:21Z,0,142,0,0,2018-08-14 10:42:15
2018-08-14T10:43:22Z,0,143,0,0,2018-08-14 10:42:15
2018-08-14T10:43:23Z,0,143,0,0,2018-08-14 10:42:15
2018-08-14T10:43:24Z,0,144,58,0.5,2018-08-14 10:42:15
2018-08-14T10:43:25Z,0,144,58,0.5,2018-08-14 10:42:15
2018-08-14T10:43:26Z,0,144,58,0.5,2018-08-14 10:42:15
2018-08-14T10:43:27Z,0,143,58,0.5,2018-08-14 10:42:15
2018-08-14T10:43:28Z,0,143,0,0,2018-08-14 10:42:15
2018-08-14T10:43:29Z,0,142,0,0,2018-08-14 10:42:15
2018-08-14T10:43:30Z,0,142,58,0.5,2018-08-14 10:42:15
2018-08-14T10:43:31Z,0,142,58,0.5,2018-08-14 10:42:15
2018-08-14T10:43:32Z,0,142,0,0,2018-08-14 10:42:15
2018-08-14T10:43:33Z,0,142,0,0,2018-08-14 10:42:15
2018-08-14T10:43:34Z,0,140,0,0,2018-08-14 10:42:15
2018-08-14T10:43:35Z,0,139,0,0,2018-08-14 10:42:15
2018-08-14T10:43:36Z,0,139,0,0,2018-08-14 10:42:15
2018-08-14T10:43:37Z,0,138,0,0,2018-08-14 10:42:15
2018-08-14T10:43:38Z,0,138,0,0,2018-08-14 10:42:15
2018-08-14T10:43:39Z,0,138,0,0,2018-08-14 10:42:15
2018-08-14T10:43:40Z,0,137,0,0,2018-08-14 10:42:15
2018-08-14T10:43:41Z,0,137,0,0,2018-08-14 10:42:15
2018-08-14T10:43:42Z,0,138,0,0,2018-08-14 10:42:15
2018-08-14T10:43:43Z,0,138,0,0,2018-08-14 10:42:15
2018-08-14T10:43:44Z,0,138,0,0,2018-08-14 10:42:15
2018-08-14T10:43:45Z,0,139,0,0,2018-08-14 10:42:15
2018-08-14T10:43:46Z,0,140,0,0,2018-08-14 10:42:15
2018-08-14T10:43:47Z,0,140,0,0,2018-08-14 10:42:15
2018-08-14T10:43:48Z,0,141,0,0,2018-08-14 10:42:15
2018-08-14T10:43:49Z,0,141,0,0,2018-08-14 10:42:15
2018-08-14T10:43:50Z,0,141,0,0,2018-08-14 10:42:15
2018-08-14T10:43:51Z,0,142,0,0,2018-08-14 10:42:15
2018-08-14T10:43:52Z,0,142,0,0,2018-08-14 10:42:15
2018-08-14T10:43:53Z,0,143,0,0,2018-08-14 10:42:15
2018-08-14T10:43:54Z,0,143,0,0,2018-08-14 10:42:15
2018-08-14T10:43:55Z,0,142,0,0,2018-08-14 10:42:15
2018-08-14T10:43:56Z,0,142,0,0,2018-08-14 10:42:15
2018-08-14T10:43:57Z,0,139,0,0,2018-08-14 10:42:15
2018-08-14T10:43:58Z,0,137,0,0,2018-08-14 10:42:15
2018-08-14T10:43:59Z,0,136,0,0,2018-08-14 10:42:15
2018-08-14T10:44:00Z,0,135,0,0,2018-08-14 10:42:15
2018-08-14T10:44:01Z,0,135,0,0,2018-08-14 10:42:15
2018-08-14T10:44:02Z,0,136,0,0,2018-08-14 10:42:15
2018-08-14T10:44:03Z,0,136,0,0,2018-08-14 10:42:15
2018-08-14T10:44:04Z,0,136,0,0,2018-08-14 10:42:15
2018-08-14T10:44:05Z,0,136,0,0,2018-08-14 10:42:15
2018-08-14T10:44:06Z,0,137,0,0,2018-08-14 10:42:15
2018-08-14T10:44:07Z,0,137,0,0,2018-08-14 10:42:15
2018-08-14T10:44:08Z,0,137,0,0,2018-08-14 10:42:15
2018-08-14T10:44:09Z,0,138,0,0,2018-08-14 10:42:15
2018-08-14T10:44:10Z,0,138,0,0,2018-08-14 10:42:15
2018-08-14T10:44:11Z,0,139,0,0,2018-08-14 10:42:15
2018-08-14T10:44:12Z,0,139,0,0,2018-08-14 10:42:15
2018-08-14T10:44:13Z,0,140,0,0,2018-08-14 10:42:15
2018-08-14T10:44:14Z,0,141,0,0,2018-08-14 10:42:15
2018-08-14T10:44:15Z,0,142,0,0,2018-08-14 10:42:15
2018-08-14T10:44:16Z,0,142,0,0,2018-08-14 10:42:15
2018-08-14T10:44:17Z,0,143,0,0,2018-08-14 10:42:15
2018-08-14T10:44:18Z,0,143,0,0,2018-08-14 10:42:15
2018-08-14T10:44:19Z,0,144,0,0,2018-08-14 10:42:15
2018-08-14T10:44:20Z,0,145,0,0,2018-08-14 10:42:15
2018-08-14T10:44:21Z,0,146,0,0,2018-08-14 10:42:15
2018-08-14T10:44:22Z,0,147,0,0,2018-08-14 10:42:15
2018-08-14T10:44:23Z,0,147,0,0,2018-08-14 10:42:15
2018-08-14T10:44:24Z,0,147,0,0,2018-08-14 10:42:15
2018-08-14T10:44:25Z,0,148,0,0,2018-08-14 10:42:15
2018-08-14T10:44:26Z,0,149,0,0,2018-08-14 10:42:15
