timestamp,distance,speed,heart_rate,cadence,fractional_cadence,time_elapsed,key
2021-12-09T22:58:50Z,1418.81,3.854,139,83,0,376,7938511640
2021-12-09T22:58:51Z,1422.58,3.779,139,82,0,377,7938511640
2021-12-09T22:58:52Z,1426.27,3.686,139,82,0,378,7938511640
2021-12-09T22:58:53Z,1429.89,3.611,140,81,0,379,7938511640
2021-12-09T22:58:54Z,1433.46,3.583,140,81,0,380,7938511640
2021-12-09T22:58:55Z,1437.03,3.564,140,81,0,381,7938511640
2021-12-09T22:58:56Z,1440.57,3.546,139,81,0,382,7938511640
2021-12-09T22:58:57Z,1444.08,3.499,140,82,0,383,7938511640
2021-12-09T22:58:58Z,1447.36,3.284,139,82,0,384,7938511640
2021-12-09T22:58:59Z,1450.51,3.154,139,81,0,385,7938511640
2021-12-09T22:59:00Z,1453.66,3.144,139,81,0,386,7938511640
2021-12-09T22:59:01Z,1456.82,3.163,139,81,0,387,7938511640
2021-12-09T22:59:02Z,1459.95,3.135,139,81,0,388,7938511640
2021-12-09T22:59:03Z,1463.18,3.219,139,82,0,389,7938511640
2021-12-09T22:59:04Z,1466.32,3.144,138,83,0,390,7938511640
2021-12-09T22:59:05Z,1469.4,3.079,138,83,0,391,7938511640
2021-12-09T22:59:06Z,1472.56,3.163,139,83,0,392,7938511640
2021-12-09T22:59:07Z,1475.68,3.116,138,83,0,393,7938511640
2021-12-09T22:59:08Z,1478.79,3.116,138,83,0,394,7938511640
2021-12-09T22:59:09Z,1481.86,3.07,138,83,0,395,7938511640
2021-12-09T22:59:10Z,1484.9,3.042,138,82,0,396,7938511640
2021-12-09T22:59:11Z,1487.44,2.538,137,82,0,397,7938511640
2021-12-09T22:59:12Z,1490.27,2.827,137,83,0,398,7938511640
2021-12-09T22:59:13Z,1493.24,2.967,137,83,0.5,399,7938511640
2021-12-09T22:59:14Z,1496.51,3.275,136,83,0.5,400,7938511640
2021-12-09T22:59:15Z,1500.14,3.63,136,83,0.5,401,7938511640
2021-12-09T22:59:16Z,1503.94,3.798,136,83,0,402,7938511640
2021-12-09T22:59:17Z,1507.78,3.844,135,83,0,403,7938511640
2021-12-09T22:59:18Z,1511.94,4.152,135,83,0,404,7938511640
2021-12-09T22:59:19Z,1515.88,3.947,135,83,0,405,7938511640
2021-12-09T22:59:20Z,1520.08,4.199,135,83,0,406,7938511640
2021-12-09T22:59:21Z,1524.05,3.966,135,83,0,407,7938511640
2021-12-09T22:59:22Z,1527.96,3.91,135,84,0,408,7938511640
2021-12-09T22:59:23Z,1531.66,3.695,135,83,0,409,7938511640
2021-12-09T22:59:24Z,1535.35,3.695,135,83,0,410,7938511640
2021-12-09T22:59:25Z,1538.99,3.639,135,83,0,411,7938511640
2021-12-09T22:59:26Z,1542.56,3.574,135,83,0,412,7938511640
2021-12-09T22:59:27Z,1546.13,3.574,138,83,0,413,7938511640
2021-12-09T22:59:28Z,1549.7,3.564,139,83,0,414,7938511640
2021-12-09T22:59:29Z,1553.24,3.546,141,83,0,415,7938511640
2021-12-09T22:59:30Z,1556.7,3.462,141,83,0,416,7938511640
2021-12-09T22:59:31Z,1560.11,3.406,142,83,0,417,7938511640
2021-12-09T22:59:32Z,1563.53,3.415,143,82,0,418,7938511640
2021-12-09T22:59:33Z,1566.96,3.434,143,82,0,419,7938511640
2021-12-09T22:59:34Z,1570.43,3.471,142,82,0,420,7938511640
2021-12-09T22:59:35Z,1573.92,3.49,142,82,0,421,7938511640
2021-12-09T22:59:36Z,1577.43,3.508,142,83,0,422,7938511640
2021-12-09T22:59:37Z,1581.01,3.583,142,83,0,423,7938511640
2021-12-09T22:59:38Z,1584.6,3.592,142,83,0,424,7938511640
2021-12-09T22:59:39Z,1588.2,3.592,142,82,0,425,7938511640
2021-12-09T22:59:40Z,1591.78,3.583,141,81,0,426,7938511640
2021-12-09T22:59:41Z,1595.32,3.546,141,81,0,427,7938511640
2021-12-09T22:59:42Z,1598.86,3.536,141,82,0,428,7938511640
2021-12-09T22:59:43Z,1602.39,3.527,141,83,0,429,7938511640
2021-12-09T22:59:44Z,1605.91,3.527,141,83,0,430,7938511640
2021-12-09T22:59:45Z,1609.36,3.443,141,83,0,431,7938511640
2021-12-09T22:59:46Z,1612.67,3.312,141,83,0,432,7938511640
2021-12-09T22:59:47Z,1615.89,3.219,142,82,0,433,7938511640
2021-12-09T22:59:48Z,1619.13,3.238,142,82,0,434,7938511640
2021-12-09T22:59:49Z,1622.38,3.256,143,82,0,435,7938511640
2021-12-09T22:59:50Z,1625.61,3.228,142,82,0,436,7938511640
2021-12-09T22:59:51Z,1628.82,3.21,142,83,0,437,7938511640
2021-12-09T22:59:52Z,1631.83,3.004,141,83,0,438,7938511640
2021-12-09T22:59:53Z,1634.93,3.107,141,82,0,439,7938511640
2021-12-09T22:59:54Z,1638.08,3.144,140,82,0,440,7938511640
2021-12-09T22:59:55Z,1641.17,3.088,140,82,0.5,441,7938511640
2021-12-09T22:59:56Z,1644.27,3.107,140,82,0.5,442,7938511640
2021-12-09T22:59:57Z,1647.43,3.154,140,83,0,443,7938511640
2021-12-09T22:59:58Z,1650.69,3.266,141,83,0,444,7938511640
2021-12-09T22:59:59Z,1654.05,3.359,140,83,0,445,7938511640
2021-12-09T23:00:00Z,1657.51,3.462,140,82,0,446,7938511640
2021-12-09T23:00:01Z,1661.25,3.732,140,83,0,447,7938511640
2021-12-09T23:00:02Z,1664.92,3.667,140,83,0,448,7938511640
2021-12-09T23:00:03Z,1668.53,3.62,140,83,0,449,7938511640
2021-12-09T23:00:04Z,1672.11,3.574,140,82,0,450,7938511640
2021-12-09T23:00:05Z,1675.68,3.574,140,82,0,451,7938511640
2021-12-09T23:00:06Z,1679.42,3.742,140,82,0,452,7938511640
2021-12-09T23:00:07Z,1683.22,3.798,140,82,0,453,7938511640
2021-12-09T23:00:08Z,1687.04,3.816,141,82,0,454,7938511640
2021-12-09T23:00:09Z,1690.78,3.742,140,82,0,455,7938511640
2021-12-09T23:00:10Z,1694.49,3.714,141,82,0,456,7938511640
2021-12-09T23:00:11Z,1698.17,3.676,141,82,0,457,7938511640
2021-12-09T23:00:12Z,1701.82,3.658,141,82,0,458,7938511640
2021-12-09T23:00:13Z,1705.47,3.648,141,82,0,459,7938511640
2021-12-09T23:00:14Z,1709.15,3.676,142,82,0,460,7938511640
2021-12-09T23:00:15Z,1712.93,3.779,142,81,0,461,7938511640
2021-12-09T23:00:16Z,1716.63,3.704,143,81,0,462,7938511640
2021-12-09T23:00:17Z,1720.26,3.63,142,82,0,463,7938511640
2021-12-09T23:00:18Z,1723.72,3.462,142,82,0,464,7938511640
2021-12-09T23:00:19Z,1727.19,3.471,142,81,0,465,7938511640
2021-12-09T23:00:20Z,1730.67,3.471,141,81,0,466,7938511640
2021-12-09T23:00:21Z,1734.14,3.471,141,81,0,467,7938511640
2021-12-09T23:00:22Z,1737.63,3.49,142,82,0,468,7938511640
2021-12-09T23:00:23Z,1741.12,3.49,141,82,0,469,7938511640
2021-12-09T23:00:24Z,1744.62,3.499,141,82,0,470,7938511640
2021-12-09T23:00:25Z,1748.11,3.499,141,81,0,471,7938511640
2021-12-09T23:00:26Z,1751.59,3.48,142,81,0,472,7938511640
2021-12-09T23:00:27Z,1755,3.406,143,82,0,473,7938511640
2021-12-09T23:00:28Z,1758.29,3.294,143,82,0,474,7938511640
2021-12-09T23:00:29Z,1761.28,2.986,143,82,0,475,7938511640
2021-12-09T23:00:30Z,1764.22,2.939,143,81,0,476,7938511640
2021-12-09T23:00:31Z,1767.3,3.079,143,81,0,477,7938511640
2021-12-09T23:00:32Z,1770.37,3.07,144,81,0,478,7938511640
2021-12-09T23:00:33Z,1773.37,3.004,144,82,0,479,7938511640
2021-12-09T23:00:34Z,1776.38,3.004,144,82,0,480,7938511640
2021-12-09T23:00:35Z,1779.36,2.986,142,82,0,481,7938511640
2021-12-09T23:00:36Z,1782.35,2.986,140,82,0,482,7938511640
2021-12-09T23:00:37Z,1785.44,3.088,140,82,0,483,7938511640
2021-12-09T23:00:38Z,1788.51,3.07,139,82,0,484,7938511640
2021-12-09T23:00:39Z,1791.66,3.154,139,82,0,485,7938511640
2021-12-09T23:00:40Z,1794.76,3.098,139,82,0,486,7938511640
2021-12-09T23:00:41Z,1797.9,3.144,140,82,0,487,7938511640
2021-12-09T23:00:42Z,1800.99,3.088,141,82,0,488,7938511640
2021-12-09T23:00:43Z,1804.1,3.107,141,82,0,489,7938511640
2021-12-09T23:00:44Z,1807.24,3.135,140,82,0,490,7938511640
2021-12-09T23:00:45Z,1810.42,3.182,140,84,0,491,7938511640
2021-12-09T23:00:46Z,1813.99,3.574,140,84,0,492,7938511640
2021-12-09T23:00:47Z,1817.51,3.518,140,84,0,493,7938511640
2021-12-09T23:00:48Z,1821,3.49,140,81,0,494,7938511640
2021-12-09T23:00:49Z,1824.39,3.387,140,81,0,495,7938511640
2021-12-09T23:00:50Z,1827.82,3.434,140,82,0,496,7938511640
2021-12-09T23:00:51Z,1831.27,3.452,141,82,0,497,7938511640
2021-12-09T23:00:52Z,1834.75,3.48,139,82,0,498,7938511640
2021-12-09T23:00:53Z,1838.3,3.555,139,81,0,499,7938511640
2021-12-09T23:00:54Z,1841.81,3.508,139,81,0,500,7938511640
2021-12-09T23:00:55Z,1845.3,3.49,139,82,0,501,7938511640
2021-12-09T23:00:56Z,1848.76,3.462,139,82,0,502,7938511640
2021-12-09T23:00:57Z,1852.19,3.424,139,82,0,503,7938511640
2021-12-09T23:00:58Z,1855.58,3.396,140,82,0,504,7938511640
2021-12-09T23:00:59Z,1859.01,3.424,140,82,0,505,7938511640
2021-12-09T23:01:00Z,1862.44,3.434,141,82,0,506,7938511640
2021-12-09T23:01:01Z,1865.9,3.462,142,82,0,507,7938511640
2021-12-09T23:01:02Z,1869.36,3.452,142,82,0,508,7938511640
2021-12-09T23:01:03Z,1872.81,3.452,142,82,0,509,7938511640
2021-12-09T23:01:04Z,1876.26,3.452,141,82,0,510,7938511640
2021-12-09T23:01:05Z,1879.72,3.462,141,82,0,511,7938511640
2021-12-09T23:01:06Z,1883.19,3.462,141,82,0,512,7938511640
2021-12-09T23:01:07Z,1886.65,3.462,141,81,0,513,7938511640
2021-12-09T23:01:08Z,1890.11,3.462,141,81,0,514,7938511640
2021-12-09T23:01:09Z,1893.57,3.462,141,80,0,515,7938511640
2021-12-09T23:01:10Z,1897.02,3.452,141,80,0,516,7938511640
2021-12-09T23:01:11Z,1900.47,3.452,141,80,0,517,7938511640
2021-12-09T23:01:12Z,1903.92,3.443,141,81,0,518,7938511640
2021-12-09T23:01:13Z,1907.35,3.434,142,81,0,519,7938511640
2021-12-09T23:01:14Z,1910.79,3.434,142,81,0,520,7938511640
2021-12-09T23:01:15Z,1914.21,3.424,142,81,0,521,7938511640
2021-12-09T23:01:16Z,1917.6,3.387,141,81,0,522,7938511640
2021-12-09T23:01:17Z,1920.98,3.387,141,81,0,523,7938511640
2021-12-09T23:01:18Z,1924.39,3.406,141,81,0,524,7938511640
2021-12-09T23:01:19Z,1927.85,3.462,141,82,0,525,7938511640
2021-12-09T23:01:20Z,1931.31,3.462,140,83,0,526,7938511640
2021-12-09T23:01:21Z,1934.76,3.443,140,83,0,527,7938511640
2021-12-09T23:01:22Z,1938.18,3.424,141,82,0,528,7938511640
2021-12-09T23:01:23Z,1941.6,3.415,141,82,0,529,7938511640
2021-12-09T23:01:24Z,1945.04,3.443,141,82,0,530,7938511640
2021-12-09T23:01:25Z,1948.5,3.462,142,82,0,531,7938511640
2021-12-09T23:01:26Z,1952,3.499,141,82,0,532,7938511640
2021-12-09T23:01:27Z,1955.59,3.592,142,81,0,533,7938511640
2021-12-09T23:01:28Z,1959.24,3.648,141,81,0,534,7938511640
2021-12-09T23:01:29Z,1962.91,3.667,141,82,0,535,7938511640
2021-12-09T23:01:30Z,1966.61,3.704,142,82,0,536,7938511640
2021-12-09T23:01:31Z,1970.37,3.751,141,82,0,537,7938511640
2021-12-09T23:01:32Z,1974.15,3.788,142,82,0,538,7938511640
2021-12-09T23:01:33Z,1977.96,3.807,142,82,0,539,7938511640
2021-12-09T23:01:34Z,1981.95,3.994,142,82,0,540,7938511640
2021-12-09T23:01:35Z,1986.08,4.133,141,82,0,541,7938511640
2021-12-09T23:01:36Z,1990.32,4.236,141,82,0,542,7938511640
2021-12-09T23:01:37Z,1994.56,4.236,142,82,0,543,7938511640
2021-12-09T23:01:38Z,1998.7,4.143,142,81,0,544,7938511640
2021-12-09T23:01:39Z,2002.7,4.003,142,81,0,545,7938511640
2021-12-09T23:01:40Z,2006.55,3.844,142,81,0,546,7938511640
2021-12-09T23:01:41Z,2010.19,3.639,143,82,0,547,7938511640
2021-12-09T23:01:42Z,2013.64,3.452,143,82,0,548,7938511640
2021-12-09T23:01:43Z,2017.09,3.452,143,82,0,549,7938511640
2021-12-09T23:01:44Z,2020.55,3.462,144,82,0,550,7938511640
2021-12-09T23:01:45Z,2024.03,3.48,145,82,0,551,7938511640
2021-12-09T23:01:46Z,2027.56,3.527,144,82,0,552,7938511640
2021-12-09T23:01:47Z,2031.19,3.63,143,82,0,553,7938511640
2021-12-09T23:01:48Z,2034.81,3.62,143,82,0,554,7938511640
2021-12-09T23:01:49Z,2038.33,3.518,143,82,0,555,7938511640
2021-12-09T23:01:50Z,2041.72,3.396,142,82,0,556,7938511640
2021-12-09T23:01:51Z,2044.89,3.163,142,82,0,557,7938511640
2021-12-09T23:01:52Z,2048.03,3.144,143,83,0,558,7938511640
2021-12-09T23:01:53Z,2051.2,3.172,143,83,0,559,7938511640
2021-12-09T23:01:54Z,2054.46,3.256,143,83,0,560,7938511640
2021-12-09T23:01:55Z,2057.72,3.256,143,83,0,561,7938511640
2021-12-09T23:01:56Z,2061.06,3.34,143,82,0,562,7938511640
2021-12-09T23:01:57Z,2064.37,3.312,143,82,0,563,7938511640
2021-12-09T23:01:58Z,2067.69,3.322,143,82,0,564,7938511640
2021-12-09T23:01:59Z,2070.97,3.284,143,82,0,565,7938511640
2021-12-09T23:02:00Z,2074.19,3.219,142,82,0,566,7938511640
2021-12-09T23:02:01Z,2077.4,3.21,142,82,0,567,7938511640
2021-12-09T23:02:02Z,2080.74,3.34,141,82,0,568,7938511640
2021-12-09T23:02:03Z,2084.38,3.639,141,82,0,569,7938511640
2021-12-09T23:02:04Z,2088.17,3.788,142,82,0,570,7938511640
2021-12-09T23:02:05Z,2092.02,3.844,143,82,0,571,7938511640
2021-12-09T23:02:06Z,2095.7,3.686,142,82,0,572,7938511640
2021-12-09T23:02:07Z,2099.33,3.63,142,82,0,573,7938511640
2021-12-09T23:02:08Z,2102.92,3.592,142,82,0,574,7938511640
2021-12-09T23:02:09Z,2106.48,3.555,144,82,0,575,7938511640
2021-12-09T23:02:10Z,2110.18,3.704,144,82,0,576,7938511640
2021-12-09T23:02:11Z,2113.84,3.658,145,82,0,577,7938511640
2021-12-09T23:02:12Z,2117.47,3.63,145,82,0,578,7938511640
2021-12-09T23:02:13Z,2121.07,3.592,145,82,0,579,7938511640
2021-12-09T23:02:14Z,2124.62,3.555,146,82,0,580,7938511640
2021-12-09T23:02:15Z,2128.16,3.546,146,82,0,581,7938511640
2021-12-09T23:02:16Z,2131.66,3.499,145,82,0,582,7938511640
2021-12-09T23:02:17Z,2135.12,3.462,146,81,0,583,7938511640
2021-12-09T23:02:18Z,2138.58,3.452,146,81,0,584,7938511640
2021-12-09T23:02:19Z,2142.02,3.443,146,81,0,585,7938511640
2021-12-09T23:02:20Z,2145.2,3.182,145,82,0,586,7938511640
2021-12-09T23:02:21Z,2148.4,3.182,145,82,0,587,7938511640
2021-12-09T23:02:22Z,2150.83,2.445,144,82,0,588,7938511640
2021-12-09T23:02:23Z,2153.57,2.734,144,81,0,589,7938511640
2021-12-09T23:02:24Z,2156.43,2.865,144,81,0,590,7938511640
2021-12-09T23:02:25Z,2159.54,3.107,144,81,0,591,7938511640
2021-12-09T23:02:26Z,2162.68,3.144,144,83,0,592,7938511640
2021-12-09T23:02:27Z,2165.92,3.238,144,84,0,593,7938511640
2021-12-09T23:02:28Z,2169.21,3.284,144,84,0,594,7938511640
2021-12-09T23:02:29Z,2172.53,3.331,143,81,0,595,7938511640
2021-12-09T23:02:30Z,2176.11,3.574,144,81,0,596,7938511640
2021-12-09T23:02:31Z,2179.57,3.462,144,82,0,597,7938511640
2021-12-09T23:02:32Z,2182.92,3.35,143,82,0,598,7938511640
2021-12-09T23:02:33Z,2186.2,3.284,143,81,0,599,7938511640
2021-12-09T23:02:34Z,2189.59,3.387,143,81,0,600,7938511640
2021-12-09T23:02:35Z,2193.25,3.658,142,81,0,601,7938511640
2021-12-09T23:02:36Z,2196.98,3.732,143,81,0,602,7938511640
2021-12-09T23:02:37Z,2200.75,3.77,142,82,0,603,7938511640
2021-12-09T23:02:38Z,2204.45,3.704,142,82,0,604,7938511640
2021-12-09T23:02:39Z,2208.13,3.676,143,82,0,605,7938511640
2021-12-09T23:02:40Z,2211.84,3.714,143,82,0,606,7938511640
2021-12-09T23:02:41Z,2215.53,3.686,143,82,0,607,7938511640
2021-12-09T23:02:42Z,2219.18,3.648,142,82,0,608,7938511640
2021-12-09T23:02:43Z,2222.79,3.611,142,82,0,609,7938511640
2021-12-09T23:02:44Z,2226.37,3.583,142,81,0,610,7938511640
2021-12-09T23:02:45Z,2229.94,3.564,142,81,0,611,7938511640
2021-12-09T23:02:46Z,2233.49,3.555,142,81,0,612,7938511640
2021-12-09T23:02:47Z,2237.01,3.518,142,81,0,613,7938511640
2021-12-09T23:02:48Z,2240.52,3.508,142,81,0,614,7938511640
2021-12-09T23:02:49Z,2244.03,3.508,142,81,0,615,7938511640
2021-12-09T23:02:50Z,2247.57,3.546,142,81,0,616,7938511640
2021-12-09T23:02:51Z,2251.12,3.546,142,81,0,617,7938511640
2021-12-09T23:02:52Z,2254.64,3.527,144,81,0,618,7938511640
2021-12-09T23:02:53Z,2258.16,3.518,145,81,0,619,7938511640
2021-12-09T23:02:54Z,2261.72,3.555,145,80,0,620,7938511640
2021-12-09T23:02:55Z,2265.3,3.583,145,80,0,621,7938511640
2021-12-09T23:02:56Z,2268.87,3.574,145,81,0,622,7938511640
2021-12-09T23:02:57Z,2272.43,3.555,146,81,0,623,7938511640
2021-12-09T23:02:58Z,2275.97,3.546,146,81,0,624,7938511640
2021-12-09T23:02:59Z,2279.46,3.49,145,81,0,625,7938511640
2021-12-09T23:03:00Z,2282.95,3.49,145,81,0,626,7938511640
2021-12-09T23:03:01Z,2286.4,3.443,144,81,0,627,7938511640
2021-12-09T23:03:02Z,2289.81,3.415,144,81,0,628,7938511640
2021-12-09T23:03:03Z,2293.24,3.424,145,81,0,629,7938511640
2021-12-09T23:03:04Z,2296.67,3.434,145,82,0,630,7938511640
2021-12-09T23:03:05Z,2300.11,3.443,145,82,0,631,7938511640
2021-12-09T23:03:06Z,2303.55,3.434,145,82,0,632,7938511640
2021-12-09T23:03:07Z,2306.94,3.396,145,81,0,633,7938511640
2021-12-09T23:03:08Z,2310.12,3.182,145,81,0,634,7938511640
2021-12-09T23:03:09Z,2313.18,3.06,145,81,0,635,7938511640
2021-12-09T23:03:10Z,2316.32,3.135,145,81,0,636,7938511640
2021-12-09T23:03:11Z,2319.37,3.051,145,81,0,637,7938511640
2021-12-09T23:03:12Z,2322.47,3.098,145,81,0,638,7938511640
2021-12-09T23:03:13Z,2325.67,3.2,145,83,0,639,7938511640
2021-12-09T23:03:14Z,2329.03,3.359,145,83,0,640,7938511640
2021-12-09T23:03:15Z,2332.5,3.471,146,83,0,641,7938511640
2021-12-09T23:03:16Z,2336.09,3.592,146,82,0,642,7938511640
2021-12-09T23:03:17Z,2339.81,3.723,146,81,0,643,7938511640
2021-12-09T23:03:18Z,2343.85,4.04,144,81,0,644,7938511640
2021-12-09T23:03:19Z,2348.01,4.152,144,81,0,645,7938511640
2021-12-09T23:03:20Z,2351.95,3.947,144,82,0,646,7938511640
2021-12-09T23:03:21Z,2355.69,3.732,144,82,0,647,7938511640
2021-12-09T23:03:22Z,2359.34,3.658,144,82,0,648,7938511640
2021-12-09T23:03:23Z,2362.97,3.63,145,81,0,649,7938511640
2021-12-09T23:03:24Z,2366.57,3.592,144,81,0,650,7938511640
2021-12-09T23:03:25Z,2370.15,3.583,144,82,0,651,7938511640
2021-12-09T23:03:26Z,2373.7,3.555,144,82,0,652,7938511640
2021-12-09T23:03:27Z,2377.24,3.536,144,82,0,653,7938511640
2021-12-09T23:03:28Z,2380.77,3.527,144,81,0,654,7938511640
2021-12-09T23:03:29Z,2384.26,3.49,144,81,0,655,7938511640
2021-12-09T23:03:30Z,2387.76,3.499,144,81,0,656,7938511640
2021-12-09T23:03:31Z,2391.25,3.49,144,81,0,657,7938511640
2021-12-09T23:03:32Z,2394.57,3.322,144,81,0,658,7938511640
2021-12-09T23:03:33Z,2397.75,3.182,144,81,0,659,7938511640
2021-12-09T23:03:34Z,2400.85,3.098,144,81,0,660,7938511640
2021-12-09T23:03:35Z,2404.06,3.21,145,81,0,661,7938511640
2021-12-09T23:03:36Z,2407.21,3.154,145,81,0,662,7938511640
2021-12-09T23:03:37Z,2410.3,3.088,145,81,0,663,7938511640
2021-12-09T23:03:38Z,2413.33,3.023,144,81,0,664,7938511640
2021-12-09T23:03:39Z,2416.39,3.07,143,81,0,665,7938511640
2021-12-09T23:03:40Z,2419.58,3.182,143,81,0,666,7938511640
2021-12-09T23:03:41Z,2422.81,3.238,141,81,0,667,7938511640
2021-12-09T23:03:42Z,2426.04,3.228,141,81,0,668,7938511640
2021-12-09T23:03:43Z,2429.27,3.228,141,81,0,669,7938511640
2021-12-09T23:03:44Z,2432.52,3.256,142,82,0,670,7938511640
2021-12-09T23:03:45Z,2435.83,3.303,143,82,0,671,7938511640
2021-12-09T23:03:46Z,2439.19,3.359,143,82,0,672,7938511640
2021-12-09T23:03:47Z,2442.57,3.387,143,82,0,673,7938511640
2021-12-09T23:03:48Z,2446.01,3.434,144,82,0,674,7938511640
2021-12-09T23:03:49Z,2449.45,3.443,143,81,0,675,7938511640
2021-12-09T23:03:50Z,2452.88,3.434,143,81,0,676,7938511640
2021-12-09T23:03:51Z,2456.32,3.434,144,82,0,677,7938511640
2021-12-09T23:03:52Z,2459.76,3.443,143,82,0,678,7938511640
2021-12-09T23:03:53Z,2463.21,3.452,144,82,0,679,7938511640
2021-12-09T23:03:54Z,2466.67,3.462,145,82,0,680,7938511640
2021-12-09T23:03:55Z,2470.16,3.48,144,82,0,681,7938511640
2021-12-09T23:03:56Z,2473.59,3.434,145,82,0,682,7938511640
2021-12-09T23:03:57Z,2476.87,3.284,145,83,0,683,7938511640
2021-12-09T23:03:58Z,2480.16,3.284,145,83,0,684,7938511640
2021-12-09T23:03:59Z,2483.36,3.2,145,82,0,685,7938511640
2021-12-09T23:04:00Z,2486.61,3.247,146,81,0,686,7938511640
2021-12-09T23:04:01Z,2489.92,3.312,146,81,0,687,7938511640
2021-12-09T23:04:02Z,2493.27,3.35,145,82,0,688,7938511640
2021-12-09T23:04:03Z,2496.64,3.368,145,82,0,689,7938511640
2021-12-09T23:04:04Z,2500.03,3.396,145,82,0,690,7938511640
2021-12-09T23:04:05Z,2503.49,3.462,145,82,0,691,7938511640
2021-12-09T23:04:06Z,2507.09,3.592,145,82,0,692,7938511640
2021-12-09T23:04:07Z,2510.79,3.704,145,82,0,693,7938511640
2021-12-09T23:04:08Z,2514.44,3.648,145,82,0,694,7938511640
2021-12-09T23:04:09Z,2518.03,3.592,145,81,0,695,7938511640
2021-12-09T23:04:10Z,2521.58,3.546,143,81,0,696,7938511640
2021-12-09T23:04:11Z,2525.12,3.546,141,81,0,697,7938511640
2021-12-09T23:04:12Z,2528.66,3.536,140,82,0,698,7938511640
2021-12-09T23:04:13Z,2532.26,3.602,140,82,0,699,7938511640
2021-12-09T23:04:14Z,2535.85,3.592,142,82,0,700,7938511640
2021-12-09T23:04:15Z,2539.43,3.574,143,82,0,701,7938511640
2021-12-09T23:04:16Z,2542.97,3.546,144,82,0,702,7938511640
2021-12-09T23:04:17Z,2546.52,3.546,144,82,0,703,7938511640
2021-12-09T23:04:18Z,2550.05,3.536,145,82,0,704,7938511640
2021-12-09T23:04:19Z,2553.57,3.518,145,82,0,705,7938511640
2021-12-09T23:04:20Z,2557.09,3.518,145,82,0,706,7938511640
2021-12-09T23:04:21Z,2560.61,3.518,146,82,0,707,7938511640
2021-12-09T23:04:22Z,2564.13,3.527,145,82,0,708,7938511640
2021-12-09T23:04:23Z,2567.66,3.527,146,82,0,709,7938511640
2021-12-09T23:04:24Z,2571.18,3.518,146,82,0,710,7938511640
2021-12-09T23:04:25Z,2574.69,3.508,146,82,0,711,7938511640
2021-12-09T23:04:26Z,2578.2,3.518,146,82,0,712,7938511640
2021-12-09T23:04:27Z,2581.72,3.518,146,82,0,713,7938511640
2021-12-09T23:04:28Z,2585.23,3.508,146,82,0,714,7938511640
2021-12-09T23:04:29Z,2588.7,3.471,146,82,0,715,7938511640
2021-12-09T23:04:30Z,2592.15,3.452,146,82,0,716,7938511640
2021-12-09T23:04:31Z,2595.63,3.471,146,82,0,717,7938511640
2021-12-09T23:04:32Z,2599.13,3.508,146,82,0,718,7938511640
2021-12-09T23:04:33Z,2602.65,3.508,145,82,0,719,7938511640
2021-12-09T23:04:34Z,2606.14,3.499,146,82,0,720,7938511640
2021-12-09T23:04:35Z,2609.57,3.434,146,82,0,721,7938511640
2021-12-09T23:04:36Z,2612.94,3.368,144,81,0,722,7938511640
2021-12-09T23:04:37Z,2616.26,3.312,144,81,0,723,7938511640
2021-12-09T23:04:38Z,2619.49,3.238,143,81,0,724,7938511640
2021-12-09T23:04:39Z,2622.73,3.238,142,82,0,725,7938511640
2021-12-09T23:04:40Z,2626.03,3.294,143,82,0,726,7938511640
2021-12-09T23:04:41Z,2629.28,3.256,143,82,0,727,7938511640
2021-12-09T23:04:42Z,2632.3,3.014,143,82,0,728,7938511640
2021-12-09T23:04:43Z,2635.41,3.116,142,82,0,729,7938511640
2021-12-09T23:04:44Z,2638.44,3.032,142,83,0,730,7938511640
2021-12-09T23:04:45Z,2641.47,3.023,143,83,0,731,7938511640
2021-12-09T23:04:46Z,2644.58,3.116,142,83,0,732,7938511640
2021-12-09T23:04:47Z,2647.67,3.088,142,83,0,733,7938511640
2021-12-09T23:04:48Z,2650.77,3.098,143,83,0,734,7938511640
2021-12-09T23:04:49Z,2653.87,3.098,143,83,0,735,7938511640
2021-12-09T23:04:50Z,2656.96,3.088,143,82,0.5,736,7938511640
2021-12-09T23:04:51Z,2660.05,3.098,143,82,0.5,737,7938511640
2021-12-09T23:04:52Z,2663.24,3.191,142,82,0.5,738,7938511640
2021-12-09T23:04:53Z,2666.59,3.34,140,82,0.5,739,7938511640
2021-12-09T23:04:54Z,2669.91,3.322,140,82,0.5,740,7938511640
2021-12-09T23:04:55Z,2673.19,3.275,139,82,0.5,741,7938511640
2021-12-09T23:04:56Z,2676.52,3.34,139,83,0,742,7938511640
2021-12-09T23:04:57Z,2679.86,3.34,138,83,0,743,7938511640
2021-12-09T23:04:58Z,2683.33,3.471,138,83,0,744,7938511640
2021-12-09T23:04:59Z,2686.84,3.508,138,83,0,745,7938511640
2021-12-09T23:05:00Z,2690.34,3.499,141,83,0,746,7938511640
2021-12-09T23:05:01Z,2693.85,3.508,140,83,0,747,7938511640
2021-12-09T23:05:02Z,2697.33,3.48,141,83,0,748,7938511640
2021-12-09T23:05:03Z,2700.8,3.471,141,83,0,749,7938511640
2021-12-09T23:05:04Z,2704.28,3.48,141,83,0,750,7938511640
2021-12-09T23:05:05Z,2707.8,3.518,141,83,0,751,7938511640
