distance,speed,heart_rate,time_elapsed,elevation,latitude,longitude,key,smooth_elev,diff_smooth,timestamp
0,5.822,103,0,254.44,44.984709145501256,-93.23346222750844,6718304062,254.3107113095238,-0.12928869047618718,2021-05-03T18:57:24Z
6.04,5.934,104,1,254.52,44.98468584381044,-93.2333926577121,6718304062,254.27520728291316,-0.24479271708685246,2021-05-03T18:57:25Z
12.33,6.121,106,2,254.52,44.98466581106186,-93.23331772349776,6718304062,254.23555291005292,-0.28444708994709345,2021-05-03T18:57:26Z
18.7,6.196,108,3,254.48,44.98464535921812,-93.23324203491212,6718304062,254.1926290726817,-0.2873709273182783,2021-05-03T18:57:27Z
25.06,6.168,109,4,254.46,44.98462331481278,-93.23316743597388,6718304062,254.1471404761905,-0.31285952380952153,2021-05-03T18:57:28Z
38.09,6.289,110,5,254.41,44.984574783593416,-93.233017064631,6718304062,254.09986167800454,-0.31013832199545277,2021-05-03T18:57:29Z
38.09,6.289,110,6,254.41,44.984574783593416,-93.233017064631,6718304062,254.05097186147185,-0.35902813852814575,2021-05-03T18:57:30Z
44.88,6.522,111,7,254.39,44.9845480453223,-93.23293953202663,6718304062,253.99987370600414,-0.39012629399584853,2021-05-03T18:57:31Z
51.71,6.317,111,8,254.42,44.984520049765706,-93.2328625023365,6718304062,253.947498015873,-0.4725019841269784,2021-05-03T18:57:32Z
58.62,6.214,112,9,254.35,44.98448836617172,-93.23278706520796,6718304062,253.8935980952381,-0.4564019047618899,2021-05-03T18:57:33Z
65.53,6.438,113,10,254.31,44.98445542529225,-93.23271280154586,6718304062,253.83785531135533,-0.4721446886446756,2021-05-03T18:57:34Z
71.89,6.121,113,11,254.31,44.98442751355469,-93.23264239355922,6718304062,253.7805802469136,-0.5294197530864153,2021-05-03T18:57:35Z
78.25,5.99,113,12,254.25,44.98440152965486,-93.23257047683,6718304062,253.72249829931974,-0.5275017006802614,2021-05-03T18:57:36Z
84.64,6.084,113,13,254.14,44.98437336646021,-93.23249981738628,6718304062,253.6641855500821,-0.4758144499178911,2021-05-03T18:57:37Z
91.02,6.121,113,14,254.02,44.98434419743717,-93.23243016377091,6718304062,253.6072365079365,-0.4127634920635046,2021-05-03T18:57:38Z
97.48,6.196,113,15,253.87,44.984315196052194,-93.23235916905104,6718304062,253.55230261136714,-0.31769738863286534,2021-05-03T18:57:39Z
104.25,6.373,113,16,253.62,44.98428510501981,-93.2322844862938,6718304062,253.46861597542244,-0.15138402457756683,2021-05-03T18:57:40Z
111.29,6.634,113,17,253.57,44.984253672882915,-93.23220703750847,6718304062,253.38622887864824,-0.18377112135175366,2021-05-03T18:57:41Z
118.54,7.063,112,18,253.46,44.984221905469894,-93.2321267388761,6718304062,253.30608294930875,-0.1539170506912626,2021-05-03T18:57:42Z
125.65,6.979,111,19,253.27,44.98419005423784,-93.23204861953856,6718304062,253.2288940092166,-0.041105990783421475,2021-05-03T18:57:43Z
132.56,6.718,111,20,253.12,44.98416054993868,-93.23197142221034,6718304062,253.15539170506912,0.0353917050691166,2021-05-03T18:57:44Z
139.24,6.606,110,21,253.03,44.98413188382983,-93.23189690709114,6718304062,253.0858064516129,0.055806451612909314,2021-05-03T18:57:45Z
145.73,6.466,109,22,252.91,44.98410589993,-93.23182323016226,6718304062,253.02092165898617,0.11092165898617168,2021-05-03T18:57:46Z
152.04,6.28,109,23,252.72,44.98407941311598,-93.23175231926145,6718304062,252.96064516129033,0.2406451612903311,2021-05-03T18:57:47Z
