timestamp,distance,speed,heart_rate,cadence,fractional_cadence,key
2019-09-26T00:30:45Z,0,0,92,0,0,2019-09-26 00:30:45
2019-09-26T00:30:46Z,0,0,92,0,0,2019-09-26 00:30:45
2019-09-26T00:30:47Z,0,0,92,0,0,2019-09-26 00:30:45
2019-09-26T00:30:48Z,0,0,119,89,0,2019-09-26 00:30:45
2019-09-26T00:30:49Z,3.17,3.163,127,89,0,2019-09-26 00:30:45
2019-09-26T00:30:50Z,6.35,3.191,127,87,0.5,2019-09-26 00:30:45
2019-09-26T00:30:51Z,9.44,3.088,132,86,0.5,2019-09-26 00:30:45
2019-09-26T00:30:52Z,12.46,3.014,132,86,0.5,2019-09-26 00:30:45
2019-09-26T00:30:53Z,15.6,3.144,132,87,0,2019-09-26 00:30:45
2019-09-26T00:30:54Z,18.79,3.182,132,87,0,2019-09-26 00:30:45
2019-09-26T00:30:55Z,21.88,3.098,132,88,0,2019-09-26 00:30:45
2019-09-26T00:30:56Z,25.13,3.247,132,88,0,2019-09-26 00:30:45
2019-09-26T00:30:57Z,28.37,3.238,132,87,0,2019-09-26 00:30:45
2019-09-26T00:30:58Z,31.58,3.21,132,87,0,2019-09-26 00:30:45
2019-09-26T00:30:59Z,34.78,3.2,132,87,0,2019-09-26 00:30:45
2019-09-26T00:31:00Z,37.97,3.191,132,87,0,2019-09-26 00:30:45
2019-09-26T00:31:01Z,41.17,3.2,132,87,0,2019-09-26 00:30:45
2019-09-26T00:31:02Z,44.36,3.191,132,87,0,2019-09-26 00:30:45
2019-09-26T00:31:03Z,47.55,3.191,132,87,0,2019-09-26 00:30:45
2019-09-26T00:31:04Z,50.71,3.163,136,88,0,2019-09-26 00:30:45
2019-09-26T00:31:05Z,53.86,3.144,136,88,0,2019-09-26 00:30:45
2019-09-26T00:31:06Z,57.01,3.154,136,88,0,2019-09-26 00:30:45
2019-09-26T00:31:07Z,60.17,3.163,136,88,0,2019-09-26 00:30:45
2019-09-26T00:31:08Z,63.36,3.191,136,88,0,2019-09-26 00:30:45
2019-09-26T00:31:09Z,66.56,3.191,141,87,0,2019-09-26 00:30:45
2019-09-26T00:31:10Z,69.76,3.2,141,87,0,2019-09-26 00:30:45
2019-09-26T00:31:11Z,72.95,3.191,140,87,0,2019-09-26 00:30:45
2019-09-26T00:31:12Z,76.11,3.163,140,87,0,2019-09-26 00:30:45
2019-09-26T00:31:13Z,79.25,3.144,140,87,0,2019-09-26 00:30:45
2019-09-26T00:31:14Z,82.46,3.2,144,87,0,2019-09-26 00:30:45
2019-09-26T00:31:15Z,85.7,3.238,144,87,0,2019-09-26 00:30:45
2019-09-26T00:31:16Z,88.93,3.238,144,87,0,2019-09-26 00:30:45
2019-09-26T00:31:17Z,92.17,3.228,144,87,0,2019-09-26 00:30:45
2019-09-26T00:31:18Z,95.37,3.21,144,86,0,2019-09-26 00:30:45
2019-09-26T00:31:19Z,98.53,3.163,143,86,0,2019-09-26 00:30:45
2019-09-26T00:31:20Z,101.65,3.116,143,86,0,2019-09-26 00:30:45
2019-09-26T00:31:21Z,104.99,3.34,143,86,0,2019-09-26 00:30:45
2019-09-26T00:31:22Z,108.46,3.471,143,87,0,2019-09-26 00:30:45
2019-09-26T00:31:23Z,112.02,3.564,143,87,0,2019-09-26 00:30:45
2019-09-26T00:31:24Z,115.58,3.555,143,87,0,2019-09-26 00:30:45
2019-09-26T00:31:25Z,119.06,3.48,143,86,0,2019-09-26 00:30:45
2019-09-26T00:31:26Z,122.31,3.247,143,86,0,2019-09-26 00:30:45
2019-09-26T00:31:27Z,125.48,3.172,143,86,0,2019-09-26 00:30:45
2019-09-26T00:31:28Z,128.64,3.154,143,86,0,2019-09-26 00:30:45
2019-09-26T00:31:29Z,131.82,3.191,143,86,0,2019-09-26 00:30:45
2019-09-26T00:31:30Z,135.2,3.378,143,87,0,2019-09-26 00:30:45
2019-09-26T00:31:31Z,138.65,3.452,143,87,0,2019-09-26 00:30:45
2019-09-26T00:31:32Z,142.18,3.527,148,86,0,2019-09-26 00:30:45
