timestamp,distance,altitude,speed,heart_rate,cadence,fractional_cadence,key
2018-05-09T03:18:14Z,0,290.6,0,120,58,0.5,2018-05-09 03:18:13
2018-05-09T03:18:15Z,2.16,290.6,2.155,118,58,0.5,2018-05-09 03:18:13
2018-05-09T03:18:16Z,4.31,290.6,2.155,118,58,0.5,2018-05-09 03:18:13
2018-05-09T03:18:17Z,6.48,290.6,2.174,124,58,0.5,2018-05-09 03:18:13
2018-05-09T03:18:18Z,8.72,290.6,2.239,128,58,0.5,2018-05-09 03:18:13
2018-05-09T03:18:19Z,10.96,290.6,2.239,128,58,0.5,2018-05-09 03:18:13
2018-05-09T03:18:20Z,13.12,290.6,2.155,128,83,0,2018-05-09 03:18:13
2018-05-09T03:18:21Z,16.28,290.6,3.163,133,83,0,2018-05-09 03:18:13
2018-05-09T03:18:22Z,19.46,290.6,3.182,133,82,0,2018-05-09 03:18:13
2018-05-09T03:18:23Z,22.84,290.6,3.378,133,82,0,2018-05-09 03:18:13
2018-05-09T03:18:24Z,26.16,290.6,3.312,133,82,0,2018-05-09 03:18:13
2018-05-09T03:18:25Z,29.35,290.6,3.191,136,82,0,2018-05-09 03:18:13
2018-05-09T03:18:26Z,32.51,290.6,3.163,136,82,0,2018-05-09 03:18:13
2018-05-09T03:18:27Z,35.64,290.6,3.135,136,82,0,2018-05-09 03:18:13
2018-05-09T03:18:28Z,38.79,290.6,3.154,139,82,0,2018-05-09 03:18:13
2018-05-09T03:18:29Z,41.95,290.6,3.154,139,82,0,2018-05-09 03:18:13
2018-05-09T03:18:30Z,45.09,290.6,3.144,139,82,0,2018-05-09 03:18:13
2018-05-09T03:18:31Z,48.29,290.6,3.191,139,82,0,2018-05-09 03:18:13
2018-05-09T03:18:32Z,51.53,290.6,3.247,139,82,0,2018-05-09 03:18:13
2018-05-09T03:18:33Z,54.95,290.6,3.415,139,82,0,2018-05-09 03:18:13
2018-05-09T03:18:34Z,58.38,290.6,3.434,139,82,0,2018-05-09 03:18:13
2018-05-09T03:18:35Z,61.76,290.6,3.378,133,82,0,2018-05-09 03:18:13
2018-05-09T03:18:36Z,65.1,290.6,3.34,129,81,0,2018-05-09 03:18:13
2018-05-09T03:18:37Z,68.39,290.6,3.284,129,80,0,2018-05-09 03:18:13
2018-05-09T03:18:38Z,71.62,290.6,3.238,129,80,0,2018-05-09 03:18:13
2018-05-09T03:18:39Z,74.82,290.6,3.2,129,80,0,2018-05-09 03:18:13
2018-05-09T03:18:40Z,78.01,290.6,3.191,125,80,0,2018-05-09 03:18:13
2018-05-09T03:18:41Z,81.16,290.6,3.144,122,80,0,2018-05-09 03:18:13
2018-05-09T03:18:42Z,84.28,290.6,3.116,121,81,0,2018-05-09 03:18:13
2018-05-09T03:18:43Z,87.39,290.6,3.116,121,81,0,2018-05-09 03:18:13
2018-05-09T03:18:44Z,90.64,290.6,3.247,121,81,0,2018-05-09 03:18:13
2018-05-09T03:18:45Z,94.02,290.6,3.387,121,81,0,2018-05-09 03:18:13
2018-05-09T03:18:46Z,97.45,290.6,3.424,119,81,0,2018-05-09 03:18:13
2018-05-09T03:18:47Z,100.83,290.6,3.387,119,81,0,2018-05-09 03:18:13
2018-05-09T03:18:48Z,104.22,290.6,3.387,118,81,0,2018-05-09 03:18:13
2018-05-09T03:18:49Z,107.62,290.6,3.396,118,81,0,2018-05-09 03:18:13
2018-05-09T03:18:50Z,111.01,290.6,3.387,118,80,0,2018-05-09 03:18:13
2018-05-09T03:18:51Z,114.33,290.6,3.322,118,80,0,2018-05-09 03:18:13
2018-05-09T03:18:52Z,117.63,290.6,3.303,118,81,0,2018-05-09 03:18:13
2018-05-09T03:18:53Z,120.94,290.6,3.312,118,81,0,2018-05-09 03:18:13
2018-05-09T03:18:54Z,124.25,290.6,3.312,118,81,0,2018-05-09 03:18:13
2018-05-09T03:18:55Z,127.6,290.6,3.34,118,81,0,2018-05-09 03:18:13
2018-05-09T03:18:56Z,130.96,290.6,3.359,118,81,0,2018-05-09 03:18:13
2018-05-09T03:18:57Z,134.3,290.6,3.35,131,80,0,2018-05-09 03:18:13
2018-05-09T03:18:58Z,137.68,290.6,3.378,131,80,0,2018-05-09 03:18:13
2018-05-09T03:18:59Z,141.07,290.6,3.387,131,80,0,2018-05-09 03:18:13
2018-05-09T03:19:00Z,144.47,290.6,3.406,131,81,0,2018-05-09 03:18:13
2018-05-09T03:19:01Z,147.88,290.6,3.406,131,81,0,2018-05-09 03:18:13
2018-05-09T03:19:02Z,151.28,290.6,3.396,130,81,0,2018-05-09 03:18:13
2018-05-09T03:19:03Z,154.66,290.6,3.378,129,81,0,2018-05-09 03:18:13
2018-05-09T03:19:04Z,158.04,290.6,3.387,128,81,0,2018-05-09 03:18:13
2018-05-09T03:19:05Z,161.44,290.6,3.396,127,81,0,2018-05-09 03:18:13
2018-05-09T03:19:06Z,164.82,290.6,3.387,126,81,0,2018-05-09 03:18:13
2018-05-09T03:19:07Z,168.21,290.6,3.387,138,81,0,2018-05-09 03:18:13
2018-05-09T03:19:08Z,171.61,290.6,3.396,138,81,0,2018-05-09 03:18:13
2018-05-09T03:19:09Z,175.01,290.6,3.396,137,81,0,2018-05-09 03:18:13
2018-05-09T03:19:10Z,178.39,290.6,3.387,137,81,0,2018-05-09 03:18:13
2018-05-09T03:19:11Z,181.78,290.6,3.387,137,81,0,2018-05-09 03:18:13
2018-05-09T03:19:12Z,185.1,290.6,3.322,137,81,0,2018-05-09 03:18:13
2018-05-09T03:19:13Z,188.34,290.6,3.238,137,81,0,2018-05-09 03:18:13
2018-05-09T03:19:14Z,191.47,290.6,3.135,136,81,0,2018-05-09 03:18:13
2018-05-09T03:19:15Z,194.64,290.6,3.163,133,81,0,2018-05-09 03:18:13
2018-05-09T03:19:16Z,197.83,290.6,3.191,132,81,0,2018-05-09 03:18:13
2018-05-09T03:19:17Z,201.06,290.6,3.228,132,81,0,2018-05-09 03:18:13
2018-05-09T03:19:18Z,204.31,290.6,3.256,131,81,0,2018-05-09 03:18:13
2018-05-09T03:19:19Z,207.61,290.6,3.294,130,81,0,2018-05-09 03:18:13
2018-05-09T03:19:20Z,210.91,290.6,3.303,129,80,0,2018-05-09 03:18:13
2018-05-09T03:19:21Z,214.22,290.6,3.303,129,80,0,2018-05-09 03:18:13
2018-05-09T03:19:22Z,217.52,290.6,3.303,129,80,0,2018-05-09 03:18:13
2018-05-09T03:19:23Z,220.83,290.6,3.312,129,80,0,2018-05-09 03:18:13
2018-05-09T03:19:24Z,224.16,290.6,3.331,129,80,0,2018-05-09 03:18:13
2018-05-09T03:19:25Z,227.48,290.6,3.322,129,80,0,2018-05-09 03:18:13
2018-05-09T03:19:26Z,230.79,290.6,3.303,128,80,0,2018-05-09 03:18:13
2018-05-09T03:19:27Z,234.07,290.6,3.284,128,81,0,2018-05-09 03:18:13
2018-05-09T03:19:28Z,237.34,290.6,3.275,127,81,0,2018-05-09 03:18:13
2018-05-09T03:19:29Z,240.61,290.6,3.266,127,80,0,2018-05-09 03:18:13
2018-05-09T03:19:30Z,243.87,290.6,3.256,127,80,0,2018-05-09 03:18:13
2018-05-09T03:19:31Z,247.11,290.6,3.247,127,80,0,2018-05-09 03:18:13
2018-05-09T03:19:32Z,250.36,290.6,3.247,127,80,0,2018-05-09 03:18:13
2018-05-09T03:19:33Z,253.61,290.6,3.247,128,80,0,2018-05-09 03:18:13
2018-05-09T03:19:34Z,256.86,290.6,3.247,128,81,0,2018-05-09 03:18:13
2018-05-09T03:19:35Z,260.11,290.6,3.256,128,81,0,2018-05-09 03:18:13
2018-05-09T03:19:36Z,263.36,290.6,3.247,128,81,0,2018-05-09 03:18:13
2018-05-09T03:19:37Z,266.6,290.6,3.247,128,80,0,2018-05-09 03:18:13
2018-05-09T03:19:38Z,269.87,290.6,3.266,128,80,0,2018-05-09 03:18:13
2018-05-09T03:19:39Z,273.15,290.6,3.275,128,80,0,2018-05-09 03:18:13
2018-05-09T03:19:40Z,276.43,290.6,3.284,128,80,0,2018-05-09 03:18:13
2018-05-09T03:19:41Z,279.72,290.6,3.294,128,80,0,2018-05-09 03:18:13
2018-05-09T03:19:42Z,283.09,290.6,3.368,128,80,0,2018-05-09 03:18:13
2018-05-09T03:19:43Z,286.52,290.6,3.424,129,80,0,2018-05-09 03:18:13
2018-05-09T03:19:44Z,289.93,290.6,3.415,129,82,0,2018-05-09 03:18:13
2018-05-09T03:19:45Z,293.37,290.6,3.434,129,82,0,2018-05-09 03:18:13
2018-05-09T03:19:46Z,296.78,290.6,3.415,129,81,0,2018-05-09 03:18:13
2018-05-09T03:19:47Z,300.19,290.6,3.415,128,81,0,2018-05-09 03:18:13
2018-05-09T03:19:48Z,303.6,290.6,3.406,128,80,0,2018-05-09 03:18:13
2018-05-09T03:19:49Z,306.99,290.6,3.387,128,80,0,2018-05-09 03:18:13
2018-05-09T03:19:50Z,310.36,290.6,3.368,128,80,0,2018-05-09 03:18:13
2018-05-09T03:19:51Z,313.7,290.6,3.34,128,80,0,2018-05-09 03:18:13
2018-05-09T03:19:52Z,316.93,290.6,3.238,130,81,0,2018-05-09 03:18:13
2018-05-09T03:19:53Z,320.08,290.6,3.144,129,81,0,2018-05-09 03:18:13
2018-05-09T03:19:54Z,323.24,290.6,3.163,130,80,0,2018-05-09 03:18:13
2018-05-09T03:19:55Z,326.4,290.6,3.163,129,80,0,2018-05-09 03:18:13
2018-05-09T03:19:56Z,329.57,290.6,3.163,130,80,0,2018-05-09 03:18:13
2018-05-09T03:19:57Z,332.75,290.6,3.182,130,81,0,2018-05-09 03:18:13
2018-05-09T03:19:58Z,335.94,290.6,3.191,130,81,0,2018-05-09 03:18:13
2018-05-09T03:19:59Z,339.14,290.6,3.2,130,80,0,2018-05-09 03:18:13
2018-05-09T03:20:00Z,342.38,290.6,3.238,130,81,0,2018-05-09 03:18:13
2018-05-09T03:20:01Z,345.62,290.6,3.238,130,81,0,2018-05-09 03:18:13
2018-05-09T03:20:02Z,348.86,290.6,3.238,130,81,0,2018-05-09 03:18:13
2018-05-09T03:20:03Z,352.08,290.6,3.219,130,81,0,2018-05-09 03:18:13
2018-05-09T03:20:04Z,355.27,290.6,3.2,130,81,0,2018-05-09 03:18:13
2018-05-09T03:20:05Z,358.44,290.6,3.163,131,81,0,2018-05-09 03:18:13
2018-05-09T03:20:06Z,361.62,290.6,3.182,131,81,0,2018-05-09 03:18:13
2018-05-09T03:20:07Z,364.82,290.6,3.2,130,81,0,2018-05-09 03:18:13
2018-05-09T03:20:08Z,368.03,290.6,3.21,130,81,0,2018-05-09 03:18:13
2018-05-09T03:20:09Z,371.26,290.6,3.228,130,81,0,2018-05-09 03:18:13
2018-05-09T03:20:10Z,374.5,290.6,3.247,130,82,0,2018-05-09 03:18:13
2018-05-09T03:20:11Z,377.78,290.6,3.275,130,82,0,2018-05-09 03:18:13
2018-05-09T03:20:12Z,381.06,290.6,3.284,129,82,0,2018-05-09 03:18:13
2018-05-09T03:20:13Z,384.35,290.6,3.284,129,81,0,2018-05-09 03:18:13
2018-05-09T03:20:14Z,387.65,290.6,3.303,129,81,0,2018-05-09 03:18:13
2018-05-09T03:20:15Z,390.97,290.6,3.322,130,82,0,2018-05-09 03:18:13
2018-05-09T03:20:16Z,394.34,290.6,3.368,131,82,0,2018-05-09 03:18:13
2018-05-09T03:20:17Z,397.72,290.6,3.378,131,82,0,2018-05-09 03:18:13
2018-05-09T03:20:18Z,401.13,290.6,3.415,129,81,0,2018-05-09 03:18:13
2018-05-09T03:20:19Z,404.59,290.6,3.452,130,81,0,2018-05-09 03:18:13
2018-05-09T03:20:20Z,408.04,290.6,3.452,130,80,0,2018-05-09 03:18:13
2018-05-09T03:20:21Z,411.49,290.6,3.452,130,80,0,2018-05-09 03:18:13
2018-05-09T03:20:22Z,414.95,290.6,3.452,130,80,0,2018-05-09 03:18:13
2018-05-09T03:20:23Z,418.4,290.6,3.452,131,80,0,2018-05-09 03:18:13
2018-05-09T03:20:24Z,421.79,290.6,3.396,131,80,0,2018-05-09 03:18:13
2018-05-09T03:20:25Z,425.09,290.6,3.294,131,80,0,2018-05-09 03:18:13
2018-05-09T03:20:26Z,428.32,290.6,3.238,131,80,0,2018-05-09 03:18:13
2018-05-09T03:20:27Z,431.59,290.6,3.266,132,80,0,2018-05-09 03:18:13
2018-05-09T03:20:28Z,434.89,290.6,3.294,132,81,0,2018-05-09 03:18:13
2018-05-09T03:20:29Z,438.2,290.6,3.312,133,81,0,2018-05-09 03:18:13
2018-05-09T03:20:30Z,441.53,290.6,3.331,133,81,0,2018-05-09 03:18:13
2018-05-09T03:20:31Z,444.76,290.6,3.228,133,80,0,2018-05-09 03:18:13
2018-05-09T03:20:32Z,447.95,290.6,3.191,133,80,0,2018-05-09 03:18:13
2018-05-09T03:20:33Z,450.94,290.6,2.986,133,80,0,2018-05-09 03:18:13
2018-05-09T03:20:34Z,454.05,290.6,3.116,133,80,0,2018-05-09 03:18:13
2018-05-09T03:20:35Z,457.12,290.6,3.07,134,80,0,2018-05-09 03:18:13
2018-05-09T03:20:36Z,460.18,290.6,3.06,133,80,0,2018-05-09 03:18:13
2018-05-09T03:20:37Z,463.28,290.6,3.098,133,82,0,2018-05-09 03:18:13
2018-05-09T03:20:38Z,466.38,290.6,3.107,133,83,0,2018-05-09 03:18:13
2018-05-09T03:20:39Z,469.47,290.6,3.088,133,83,0,2018-05-09 03:18:13
2018-05-09T03:20:40Z,472.6,290.6,3.126,133,83,0,2018-05-09 03:18:13
2018-05-09T03:20:41Z,475.79,290.6,3.191,133,82,0.5,2018-05-09 03:18:13
2018-05-09T03:20:42Z,479.2,290.6,3.406,133,82,0.5,2018-05-09 03:18:13
2018-05-09T03:20:43Z,482.76,290.6,3.564,132,82,0.5,2018-05-09 03:18:13
2018-05-09T03:20:44Z,486.44,290.6,3.686,132,82,0,2018-05-09 03:18:13
2018-05-09T03:20:45Z,490.16,290.6,3.714,132,82,0,2018-05-09 03:18:13
2018-05-09T03:20:46Z,493.77,290.6,3.611,132,81,0,2018-05-09 03:18:13
2018-05-09T03:20:47Z,497.31,290.6,3.536,132,81,0,2018-05-09 03:18:13
2018-05-09T03:20:48Z,500.78,290.6,3.471,132,81,0,2018-05-09 03:18:13
2018-05-09T03:20:49Z,504.24,290.6,3.462,132,81,0,2018-05-09 03:18:13
2018-05-09T03:20:50Z,507.63,290.6,3.387,132,81,0,2018-05-09 03:18:13
2018-05-09T03:20:51Z,510.98,290.6,3.359,133,81,0,2018-05-09 03:18:13
2018-05-09T03:20:52Z,514.2,290.6,3.219,133,81,0,2018-05-09 03:18:13
2018-05-09T03:20:53Z,517.24,290.6,3.032,133,80,0,2018-05-09 03:18:13
