longitude,latitude,timestamp,distance,speed,cadence,heart_rate,time_elapsed,elevation,key
NA,NA,2022-02-19T01:05:39Z,1.48,1.484,58,66,0,0,8320181582
NA,NA,2022-02-19T01:05:40Z,3.32,1.838,58,68,1,0,8320181582
NA,NA,2022-02-19T01:05:41Z,5.42,2.099,58,69,2,0,8320181582
NA,NA,2022-02-19T01:05:42Z,7.56,2.137,58,69,3,0,8320181582
NA,NA,2022-02-19T01:05:43Z,9.56,2.006,58,71,4,0,8320181582
NA,NA,2022-02-19T01:05:44Z,12.65,3.088,91,74,5,0,8320181582
NA,NA,2022-02-19T01:05:45Z,15.74,3.088,91,74,6,0,8320181582
NA,NA,2022-02-19T01:05:46Z,19.43,3.695,91,76,7,0,8320181582
NA,NA,2022-02-19T01:05:47Z,23.44,4.003,91,77,8,0,8320181582
NA,NA,2022-02-19T01:05:48Z,27.13,3.695,91,81,9,0,8320181582
NA,NA,2022-02-19T01:05:49Z,30.28,3.144,91,82,10,0,8320181582
NA,NA,2022-02-19T01:05:50Z,33.17,2.893,92,82,11,0,8320181582
NA,NA,2022-02-19T01:05:51Z,36.07,2.902,92,84,12,0,8320181582
NA,NA,2022-02-19T01:05:52Z,38.99,2.911,92,86,13,0,8320181582
NA,NA,2022-02-19T01:05:53Z,42.04,3.06,92,89,14,0,8320181582
NA,NA,2022-02-19T01:05:54Z,45.42,3.378,87,90,15,0,8320181582
NA,NA,2022-02-19T01:05:55Z,49.16,3.742,87,91,16,0,8320181582
NA,NA,2022-02-19T01:05:56Z,53.23,4.068,91,93,17,0,8320181582
NA,NA,2022-02-19T01:05:57Z,57.45,4.217,91,94,18,0,8320181582
NA,NA,2022-02-19T01:05:58Z,61.78,4.329,91,95,19,0,8320181582
NA,NA,2022-02-19T01:05:59Z,65.92,4.143,91,96,20,0,8320181582
NA,NA,2022-02-19T01:06:00Z,69.57,3.648,90,97,21,0,8320181582
NA,NA,2022-02-19T01:06:01Z,73.03,3.462,90,98,22,0,8320181582
NA,NA,2022-02-19T01:06:02Z,76.34,3.312,90,100,23,0,8320181582
NA,NA,2022-02-19T01:06:03Z,79.65,3.312,90,101,24,0,8320181582
NA,NA,2022-02-19T01:06:04Z,82.99,3.331,90,103,25,0,8320181582
NA,NA,2022-02-19T01:06:05Z,86.39,3.406,91,105,26,0,8320181582
NA,NA,2022-02-19T01:06:06Z,89.82,3.424,91,105,27,0,8320181582
NA,NA,2022-02-19T01:06:07Z,93.09,3.275,91,107,28,0,8320181582
NA,NA,2022-02-19T01:06:08Z,96.43,3.331,90,107,29,0,8320181582
NA,NA,2022-02-19T01:06:09Z,99.77,3.35,90,109,30,0,8320181582
NA,NA,2022-02-19T01:06:10Z,103.22,3.452,90,110,31,0,8320181582
NA,NA,2022-02-19T01:06:11Z,107.06,3.835,90,110,32,0,8320181582
NA,NA,2022-02-19T01:06:12Z,111.04,3.984,90,111,33,0,8320181582
NA,NA,2022-02-19T01:06:13Z,115.06,4.012,90,111,34,0,8320181582
NA,NA,2022-02-19T01:06:14Z,119.31,4.255,90,112,35,0,8320181582
NA,NA,2022-02-19T01:06:15Z,123.48,4.171,90,112,36,0,8320181582
NA,NA,2022-02-19T01:06:16Z,127.78,4.301,90,112,37,0,8320181582
NA,NA,2022-02-19T01:06:17Z,132.18,4.395,90,113,38,0,8320181582
NA,NA,2022-02-19T01:06:18Z,136.8,4.619,90,113,39,0,8320181582
NA,NA,2022-02-19T01:06:19Z,141.3,4.507,90,113,40,0,8320181582
NA,NA,2022-02-19T01:06:20Z,145.59,4.283,90,114,41,0,8320181582
NA,NA,2022-02-19T01:06:21Z,149.7,4.115,90,114,42,0,8320181582
NA,NA,2022-02-19T01:06:22Z,153.63,3.928,90,114,43,0,8320181582
NA,NA,2022-02-19T01:06:23Z,157.27,3.639,90,114,44,0,8320181582
NA,NA,2022-02-19T01:06:24Z,160.78,3.508,89,114,45,0,8320181582
NA,NA,2022-02-19T01:06:25Z,164.27,3.49,89,114,46,0,8320181582
NA,NA,2022-02-19T01:06:26Z,167.9,3.639,89,115,47,0,8320181582
NA,NA,2022-02-19T01:06:27Z,171.63,3.723,89,116,48,0,8320181582
NA,NA,2022-02-19T01:06:28Z,175.52,3.891,89,116,49,0,8320181582
NA,NA,2022-02-19T01:06:29Z,179.5,3.984,89,116,50,0,8320181582
NA,NA,2022-02-19T01:06:30Z,183.49,3.984,89,116,51,0,8320181582
NA,NA,2022-02-19T01:06:31Z,187.41,3.919,88,117,52,0,8320181582
NA,NA,2022-02-19T01:06:32Z,191.06,3.648,88,117,53,0,8320181582
NA,NA,2022-02-19T01:06:33Z,194.53,3.48,88,118,54,0,8320181582
NA,NA,2022-02-19T01:06:34Z,197.95,3.415,87,118,55,0,8320181582
NA,NA,2022-02-19T01:06:35Z,201.39,3.443,87,119,56,0,8320181582
NA,NA,2022-02-19T01:06:36Z,204.93,3.536,87,119,57,0,8320181582
NA,NA,2022-02-19T01:06:37Z,208.61,3.676,88,119,58,0,8320181582
NA,NA,2022-02-19T01:06:38Z,212.39,3.779,88,119,59,0,8320181582
NA,NA,2022-02-19T01:06:39Z,216.24,3.854,88,120,60,0,8320181582
NA,NA,2022-02-19T01:06:40Z,220.16,3.919,88,120,61,0,8320181582
NA,NA,2022-02-19T01:06:41Z,224.19,4.031,88,120,62,0,8320181582
NA,NA,2022-02-19T01:06:42Z,228.39,4.199,88,122,63,0,8320181582
NA,NA,2022-02-19T01:06:43Z,232.38,3.994,88,122,64,0,8320181582
NA,NA,2022-02-19T01:06:44Z,236.33,3.947,88,123,65,0,8320181582
NA,NA,2022-02-19T01:06:45Z,240.25,3.928,87,123,66,0,8320181582
NA,NA,2022-02-19T01:06:46Z,244.3,4.04,87,123,67,0,8320181582
NA,NA,2022-02-19T01:06:47Z,248.18,3.882,87,124,68,0,8320181582
NA,NA,2022-02-19T01:06:48Z,251.54,3.368,88,124,69,0,8320181582
NA,NA,2022-02-19T01:06:49Z,254.3,2.753,88,124,70,0,8320181582
NA,NA,2022-02-19T01:06:50Z,256.63,2.323,88,124,71,0,8320181582
NA,NA,2022-02-19T01:06:51Z,258.85,2.23,88,124,72,0,8320181582
NA,NA,2022-02-19T01:06:52Z,261.04,2.183,87,124,73,0,8320181582
NA,NA,2022-02-19T01:06:53Z,263.3,2.267,87,124,74,0,8320181582
NA,NA,2022-02-19T01:06:54Z,265.56,2.258,90,124,75,0,8320181582
NA,NA,2022-02-19T01:06:55Z,267.88,2.314,92,124,76,0,8320181582
NA,NA,2022-02-19T01:06:56Z,270.92,3.051,92,124,77,0,8320181582
NA,NA,2022-02-19T01:06:57Z,274.18,3.256,92,124,78,0,8320181582
NA,NA,2022-02-19T01:06:58Z,277.97,3.788,92,124,79,0,8320181582
NA,NA,2022-02-19T01:06:59Z,282.41,4.441,89,123,80,0,8320181582
NA,NA,2022-02-19T01:07:00Z,286.82,4.413,88,123,81,0,8320181582
NA,NA,2022-02-19T01:07:01Z,290.16,3.331,89,123,82,0,8320181582
NA,NA,2022-02-19T01:07:02Z,293.49,3.331,89,123,83,0,8320181582
NA,NA,2022-02-19T01:07:03Z,296.42,2.93,89,122,84,0,8320181582
NA,NA,2022-02-19T01:07:04Z,299.17,2.753,89,122,85,0,8320181582
NA,NA,2022-02-19T01:07:05Z,301.83,2.659,89,122,86,0,8320181582
NA,NA,2022-02-19T01:07:06Z,304.34,2.51,89,122,87,0,8320181582
NA,NA,2022-02-19T01:07:07Z,306.73,2.389,88,122,88,0,8320181582
NA,NA,2022-02-19T01:07:08Z,309.06,2.333,88,122,89,0,8320181582
NA,NA,2022-02-19T01:07:09Z,312.28,3.219,88,122,90,0,8320181582
NA,NA,2022-02-19T01:07:10Z,315.37,3.088,88,122,91,0,8320181582
NA,NA,2022-02-19T01:07:11Z,318.5,3.135,88,122,92,0,8320181582
NA,NA,2022-02-19T01:07:12Z,321.73,3.228,88,122,93,0,8320181582
NA,NA,2022-02-19T01:07:13Z,325.57,3.835,88,122,94,0,8320181582
NA,NA,2022-02-19T01:07:14Z,329.47,3.91,88,122,95,0,8320181582
NA,NA,2022-02-19T01:07:15Z,333.76,4.283,88,122,96,0,8320181582
NA,NA,2022-02-19T01:07:16Z,337.71,3.956,88,122,97,0,8320181582
NA,NA,2022-02-19T01:07:17Z,342.05,4.329,88,122,98,0,8320181582
NA,NA,2022-02-19T01:07:18Z,346.4,4.357,88,123,99,0,8320181582
NA,NA,2022-02-19T01:07:19Z,350.72,4.32,88,123,100,0,8320181582
NA,NA,2022-02-19T01:07:20Z,354.74,4.012,89,123,101,0,8320181582
NA,NA,2022-02-19T01:07:21Z,358.51,3.77,89,123,102,0,8320181582
NA,NA,2022-02-19T01:07:22Z,362.21,3.714,89,123,103,0,8320181582
NA,NA,2022-02-19T01:07:23Z,365.9,3.686,88,123,104,0,8320181582
NA,NA,2022-02-19T01:07:24Z,369.57,3.667,87,124,105,0,8320181582
NA,NA,2022-02-19T01:07:25Z,373.08,3.508,87,124,106,0,8320181582
NA,NA,2022-02-19T01:07:26Z,376.41,3.331,86,124,107,0,8320181582
NA,NA,2022-02-19T01:07:27Z,379.65,3.247,86,124,108,0,8320181582
NA,NA,2022-02-19T01:07:28Z,382.97,3.312,86,124,109,0,8320181582
NA,NA,2022-02-19T01:07:29Z,386.5,3.527,86,125,110,0,8320181582
NA,NA,2022-02-19T01:07:30Z,390.02,3.527,86,125,111,0,8320181582
NA,NA,2022-02-19T01:07:31Z,393.52,3.499,86,126,112,0,8320181582
NA,NA,2022-02-19T01:07:32Z,397.02,3.499,86,126,113,0,8320181582
NA,NA,2022-02-19T01:07:33Z,400.62,3.602,87,126,114,0,8320181582
NA,NA,2022-02-19T01:07:34Z,404.19,3.574,87,126,115,0,8320181582
NA,NA,2022-02-19T01:07:35Z,407.52,3.331,87,126,116,0,8320181582
NA,NA,2022-02-19T01:07:36Z,410.87,3.34,87,126,117,0,8320181582
NA,NA,2022-02-19T01:07:37Z,414.11,3.247,87,126,118,0,8320181582
NA,NA,2022-02-19T01:07:38Z,417.42,3.303,87,126,119,0,8320181582
NA,NA,2022-02-19T01:07:39Z,420.85,3.434,87,126,120,0,8320181582
NA,NA,2022-02-19T01:07:40Z,424.55,3.704,86,126,121,0,8320181582
NA,NA,2022-02-19T01:07:41Z,428.31,3.751,86,126,122,0,8320181582
NA,NA,2022-02-19T01:07:42Z,431.95,3.648,86,126,123,0,8320181582
NA,NA,2022-02-19T01:07:43Z,435.55,3.592,86,126,124,0,8320181582
NA,NA,2022-02-19T01:07:44Z,439.03,3.48,85,126,125,0,8320181582
NA,NA,2022-02-19T01:07:45Z,442.43,3.396,85,126,126,0,8320181582
NA,NA,2022-02-19T01:07:46Z,445.78,3.359,85,126,127,0,8320181582
NA,NA,2022-02-19T01:07:47Z,449.43,3.648,85,126,128,0,8320181582
NA,NA,2022-02-19T01:07:48Z,453.14,3.714,85,126,129,0,8320181582
NA,NA,2022-02-19T01:07:49Z,456.78,3.639,85,126,130,0,8320181582
NA,NA,2022-02-19T01:07:50Z,460.35,3.564,86,126,131,0,8320181582
NA,NA,2022-02-19T01:07:51Z,463.82,3.471,86,125,132,0,8320181582
NA,NA,2022-02-19T01:07:52Z,467.31,3.49,87,125,133,0,8320181582
NA,NA,2022-02-19T01:07:53Z,470.9,3.592,87,125,134,0,8320181582
NA,NA,2022-02-19T01:07:54Z,474.63,3.723,87,125,135,0,8320181582
NA,NA,2022-02-19T01:07:55Z,478.28,3.658,87,125,136,0,8320181582
NA,NA,2022-02-19T01:07:56Z,481.85,3.574,87,124,137,0,8320181582
NA,NA,2022-02-19T01:07:57Z,485.42,3.564,86,124,138,0,8320181582
NA,NA,2022-02-19T01:07:58Z,488.94,3.518,86,124,139,0,8320181582
NA,NA,2022-02-19T01:07:59Z,492.43,3.499,85,124,140,0,8320181582
NA,NA,2022-02-19T01:08:00Z,495.92,3.49,85,124,141,0,8320181582
NA,NA,2022-02-19T01:08:01Z,499.42,3.49,85,124,142,0,8320181582
NA,NA,2022-02-19T01:08:02Z,502.97,3.555,85,124,143,0,8320181582
NA,NA,2022-02-19T01:08:03Z,506.52,3.555,85,124,144,0,8320181582
NA,NA,2022-02-19T01:08:04Z,510.07,3.546,85,123,145,0,8320181582
NA,NA,2022-02-19T01:08:05Z,513.62,3.555,85,123,146,0,8320181582
NA,NA,2022-02-19T01:08:06Z,517.17,3.546,85,123,147,0,8320181582
NA,NA,2022-02-19T01:08:07Z,520.72,3.546,84,123,148,0,8320181582
NA,NA,2022-02-19T01:08:08Z,524.24,3.527,84,123,149,0,8320181582
NA,NA,2022-02-19T01:08:09Z,527.84,3.592,84,123,150,0,8320181582
NA,NA,2022-02-19T01:08:10Z,531.47,3.63,85,123,151,0,8320181582
NA,NA,2022-02-19T01:08:11Z,535.28,3.816,85,123,152,0,8320181582
NA,NA,2022-02-19T01:08:12Z,539.09,3.807,85,123,153,0,8320181582
NA,NA,2022-02-19T01:08:13Z,542.84,3.751,85,124,154,0,8320181582
NA,NA,2022-02-19T01:08:14Z,546.54,3.695,85,124,155,0,8320181582
NA,NA,2022-02-19T01:08:15Z,550.19,3.658,85,124,156,0,8320181582
NA,NA,2022-02-19T01:08:16Z,553.88,3.686,85,124,157,0,8320181582
NA,NA,2022-02-19T01:08:17Z,557.58,3.704,84,125,158,0,8320181582
NA,NA,2022-02-19T01:08:18Z,561.26,3.676,84,125,159,0,8320181582
NA,NA,2022-02-19T01:08:19Z,564.89,3.63,84,124,160,0,8320181582
NA,NA,2022-02-19T01:08:20Z,568.46,3.574,84,125,161,0,8320181582
NA,NA,2022-02-19T01:08:21Z,572.09,3.63,85,124,162,0,8320181582
NA,NA,2022-02-19T01:08:22Z,575.76,3.667,85,124,163,0,8320181582
NA,NA,2022-02-19T01:08:23Z,579.45,3.695,84,125,164,0,8320181582
NA,NA,2022-02-19T01:08:24Z,583.17,3.714,84,125,165,0,8320181582
NA,NA,2022-02-19T01:08:25Z,586.82,3.648,85,124,166,0,8320181582
NA,NA,2022-02-19T01:08:26Z,590.41,3.592,85,124,167,0,8320181582
NA,NA,2022-02-19T01:08:27Z,593.98,3.574,85,124,168,0,8320181582
NA,NA,2022-02-19T01:08:28Z,597.6,3.62,84,125,169,0,8320181582
NA,NA,2022-02-19T01:08:29Z,601.25,3.648,84,125,170,0,8320181582
NA,NA,2022-02-19T01:08:30Z,604.88,3.63,84,126,171,0,8320181582
NA,NA,2022-02-19T01:08:31Z,608.53,3.648,85,126,172,0,8320181582
NA,NA,2022-02-19T01:08:32Z,612.19,3.667,85,126,173,0,8320181582
NA,NA,2022-02-19T01:08:33Z,615.77,3.574,86,126,174,0,8320181582
NA,NA,2022-02-19T01:08:34Z,619.28,3.508,86,126,175,0,8320181582
NA,NA,2022-02-19T01:08:35Z,622.7,3.424,86,127,176,0,8320181582
NA,NA,2022-02-19T01:08:36Z,626.15,3.443,86,127,177,0,8320181582
NA,NA,2022-02-19T01:08:37Z,629.69,3.546,86,127,178,0,8320181582
NA,NA,2022-02-19T01:08:38Z,633.29,3.602,86,128,179,0,8320181582
NA,NA,2022-02-19T01:08:39Z,636.94,3.648,85,128,180,0,8320181582
NA,NA,2022-02-19T01:08:40Z,640.61,3.676,85,128,181,0,8320181582
NA,NA,2022-02-19T01:08:41Z,644.31,3.695,85,128,182,0,8320181582
NA,NA,2022-02-19T01:08:42Z,647.99,3.676,85,128,183,0,8320181582
NA,NA,2022-02-19T01:08:43Z,651.63,3.639,85,128,184,0,8320181582
NA,NA,2022-02-19T01:08:44Z,655.23,3.602,85,128,185,0,8320181582
