longitude,latitude,timestamp,distance,heart_rate,cadence,fractional_cadence,time_elapsed,elevation,key
NA,NA,2021-05-19T23:18:16Z,0,53,58,0,0,0,6809390112
NA,NA,2021-05-19T23:18:17Z,0,54,58,0,1,0,6809390112
NA,NA,2021-05-19T23:18:18Z,0,54,58,0,2,0,6809390112
NA,NA,2021-05-19T23:18:19Z,0,56,58,0,3,0,6809390112
NA,NA,2021-05-19T23:18:20Z,0,56,58,0,4,0,6809390112
NA,NA,2021-05-19T23:18:21Z,0,57,58,0,5,0,6809390112
NA,NA,2021-05-19T23:18:22Z,0,58,58,0,6,0,6809390112
NA,NA,2021-05-19T23:18:23Z,0,59,58,0,7,0,6809390112
NA,NA,2021-05-19T23:18:24Z,0,60,60,0,8,0,6809390112
NA,NA,2021-05-19T23:18:25Z,0,61,61,0,9,0,6809390112
NA,NA,2021-05-19T23:18:26Z,0,61,62,0,10,0,6809390112
NA,NA,2021-05-19T23:18:27Z,0,63,63,0,11,0,6809390112
NA,NA,2021-05-19T23:18:28Z,0,63,65,0,12,0,6809390112
NA,NA,2021-05-19T23:18:29Z,0,63,65,0,13,0,6809390112
NA,NA,2021-05-19T23:18:30Z,0,64,66,0,14,0,6809390112
NA,NA,2021-05-19T23:18:31Z,0,64,67,0,15,0,6809390112
NA,NA,2021-05-19T23:18:32Z,0,64,67,0,16,0,6809390112
NA,NA,2021-05-19T23:18:33Z,0,66,67,0,17,0,6809390112
NA,NA,2021-05-19T23:18:34Z,0,66,67,0,18,0,6809390112
NA,NA,2021-05-19T23:18:35Z,0,67,67,0,19,0,6809390112
NA,NA,2021-05-19T23:18:36Z,0,69,66,0,20,0,6809390112
NA,NA,2021-05-19T23:18:37Z,0,70,66,0,21,0,6809390112
NA,NA,2021-05-19T23:18:38Z,0,71,66,0,22,0,6809390112
NA,NA,2021-05-19T23:18:39Z,0,73,0,0,23,0,6809390112
NA,NA,2021-05-19T23:18:40Z,0,75,0,0,24,0,6809390112
NA,NA,2021-05-19T23:18:41Z,0,76,0,0,25,0,6809390112
NA,NA,2021-05-19T23:18:42Z,0,77,0,0,26,0,6809390112
NA,NA,2021-05-19T23:18:43Z,0,79,0,0,27,0,6809390112
NA,NA,2021-05-19T23:18:44Z,0,80,0,0,28,0,6809390112
NA,NA,2021-05-19T23:18:45Z,0,81,0,0,29,0,6809390112
NA,NA,2021-05-19T23:18:46Z,0,82,0,0,30,0,6809390112
