timestamp,distance,speed,heart_rate,cadence,fractional_cadence,key
2019-12-30T15:05:08Z,0,0,87,0,0,2019-12-30 15:05:08
2019-12-30T15:05:09Z,0,0,87,0,0,2019-12-30 15:05:08
2019-12-30T15:05:10Z,0,0,87,0,0,2019-12-30 15:05:08
2019-12-30T15:05:11Z,0,0,89,87,0.5,2019-12-30 15:05:08
2019-12-30T15:05:12Z,3.04,3.042,89,91,0,2019-12-30 15:05:08
2019-12-30T15:05:13Z,6.56,3.518,90,93,0.5,2019-12-30 15:05:08
2019-12-30T15:05:14Z,10.02,3.452,90,93,0.5,2019-12-30 15:05:08
2019-12-30T15:05:15Z,13.36,3.35,91,91,0,2019-12-30 15:05:08
2019-12-30T15:05:16Z,16.82,3.452,92,91,0,2019-12-30 15:05:08
2019-12-30T15:05:17Z,20.21,3.396,92,91,0,2019-12-30 15:05:08
2019-12-30T15:05:18Z,23.59,3.378,93,91,0,2019-12-30 15:05:08
2019-12-30T15:05:19Z,26.96,3.368,94,91,0,2019-12-30 15:05:08
2019-12-30T15:05:20Z,30.16,3.2,94,91,0,2019-12-30 15:05:08
2019-12-30T15:05:21Z,32.92,2.762,96,91,0,2019-12-30 15:05:08
2019-12-30T15:05:22Z,36,3.079,97,91,0,2019-12-30 15:05:08
2019-12-30T15:05:23Z,39.13,3.135,98,91,0,2019-12-30 15:05:08
2019-12-30T15:05:24Z,41.89,2.762,99,91,0,2019-12-30 15:05:08
2019-12-30T15:05:25Z,44.57,2.669,100,91,0,2019-12-30 15:05:08
2019-12-30T15:05:26Z,47.5,2.93,102,90,0,2019-12-30 15:05:08
2019-12-30T15:05:27Z,50.59,3.098,102,90,0,2019-12-30 15:05:08
2019-12-30T15:05:28Z,53.74,3.154,104,90,0,2019-12-30 15:05:08
2019-12-30T15:05:29Z,56.98,3.238,103,90,0,2019-12-30 15:05:08
2019-12-30T15:05:30Z,60.26,3.275,105,90,0,2019-12-30 15:05:08
2019-12-30T15:05:31Z,63.62,3.359,106,90,0,2019-12-30 15:05:08
2019-12-30T15:05:32Z,66.99,3.368,107,91,0,2019-12-30 15:05:08
2019-12-30T15:05:33Z,70.5,3.518,108,91,0,2019-12-30 15:05:08
2019-12-30T15:05:34Z,73.84,3.34,109,90,0.5,2019-12-30 15:05:08
2019-12-30T15:05:35Z,77.14,3.294,109,90,0.5,2019-12-30 15:05:08
2019-12-30T15:05:36Z,80.4,3.266,110,90,0.5,2019-12-30 15:05:08
2019-12-30T15:05:37Z,83.68,3.275,111,89,0.5,2019-12-30 15:05:08
2019-12-30T15:05:38Z,86.97,3.294,112,89,0.5,2019-12-30 15:05:08
2019-12-30T15:05:39Z,90.29,3.312,113,89,0.5,2019-12-30 15:05:08
2019-12-30T15:05:40Z,90.29,0,114,89,0.5,2019-12-30 15:05:08
2019-12-30T15:05:41Z,90.29,0,114,0,0,2019-12-30 15:05:08
2019-12-30T15:05:42Z,90.29,0,114,0,0,2019-12-30 15:05:08
2019-12-30T15:05:43Z,90.29,0,115,0,0,2019-12-30 15:05:08
2019-12-30T15:05:44Z,90.29,0,115,89,0.5,2019-12-30 15:05:08
2019-12-30T15:05:45Z,93.61,3.322,115,89,0.5,2019-12-30 15:05:08
2019-12-30T15:05:46Z,97.3,3.695,115,89,0.5,2019-12-30 15:05:08
2019-12-30T15:05:47Z,101.03,3.723,116,91,0,2019-12-30 15:05:08
2019-12-30T15:05:48Z,104.8,3.779,116,91,0,2019-12-30 15:05:08
2019-12-30T15:05:49Z,108.57,3.77,117,90,0.5,2019-12-30 15:05:08
2019-12-30T15:05:50Z,112.2,3.62,119,90,0,2019-12-30 15:05:08
2019-12-30T15:05:51Z,115.73,3.536,120,89,0.5,2019-12-30 15:05:08
2019-12-30T15:05:52Z,119.17,3.443,121,89,0.5,2019-12-30 15:05:08
2019-12-30T15:05:53Z,122.57,3.396,121,89,0.5,2019-12-30 15:05:08
2019-12-30T15:05:54Z,125.88,3.312,120,89,0.5,2019-12-30 15:05:08
2019-12-30T15:05:55Z,129.24,3.35,120,89,0.5,2019-12-30 15:05:08
2019-12-30T15:05:56Z,132.6,3.368,120,89,0.5,2019-12-30 15:05:08
2019-12-30T15:05:57Z,136,3.406,121,89,0.5,2019-12-30 15:05:08
2019-12-30T15:05:58Z,139.47,3.462,122,89,0.5,2019-12-30 15:05:08
2019-12-30T15:05:59Z,142.9,3.434,122,89,0.5,2019-12-30 15:05:08
2019-12-30T15:06:00Z,146.31,3.415,122,89,0.5,2019-12-30 15:05:08
2019-12-30T15:06:01Z,149.74,3.424,123,89,0.5,2019-12-30 15:05:08
2019-12-30T15:06:02Z,153.17,3.424,125,89,0.5,2019-12-30 15:05:08
2019-12-30T15:06:03Z,156.69,3.527,126,89,0.5,2019-12-30 15:05:08
2019-12-30T15:06:04Z,160.23,3.536,127,89,0.5,2019-12-30 15:05:08
2019-12-30T15:06:05Z,163.74,3.518,128,89,0.5,2019-12-30 15:05:08
2019-12-30T15:06:06Z,167.24,3.49,128,89,0.5,2019-12-30 15:05:08
2019-12-30T15:06:07Z,170.62,3.387,128,89,0.5,2019-12-30 15:05:08
2019-12-30T15:06:08Z,173.98,3.35,128,89,0,2019-12-30 15:05:08
2019-12-30T15:06:09Z,177.21,3.238,129,88,0,2019-12-30 15:05:08
2019-12-30T15:06:10Z,180.53,3.322,129,88,0,2019-12-30 15:05:08
2019-12-30T15:06:11Z,183.89,3.359,130,88,0,2019-12-30 15:05:08
2019-12-30T15:06:12Z,187.3,3.406,130,88,0,2019-12-30 15:05:08
2019-12-30T15:06:13Z,190.7,3.406,131,88,0,2019-12-30 15:05:08
2019-12-30T15:06:14Z,194.11,3.406,131,88,0,2019-12-30 15:05:08
2019-12-30T15:06:15Z,197.56,3.452,131,88,0,2019-12-30 15:05:08
2019-12-30T15:06:16Z,201.06,3.499,131,88,0,2019-12-30 15:05:08
2019-12-30T15:06:17Z,204.59,3.536,131,88,0,2019-12-30 15:05:08
2019-12-30T15:06:18Z,208.12,3.518,131,88,0,2019-12-30 15:05:08
2019-12-30T15:06:19Z,211.62,3.508,131,88,0,2019-12-30 15:05:08
2019-12-30T15:06:20Z,215.07,3.452,131,88,0,2019-12-30 15:05:08
2019-12-30T15:06:21Z,218.51,3.434,131,88,0,2019-12-30 15:05:08
2019-12-30T15:06:22Z,221.87,3.359,132,88,0,2019-12-30 15:05:08
2019-12-30T15:06:23Z,225.19,3.322,132,88,0,2019-12-30 15:05:08
2019-12-30T15:06:24Z,228.52,3.331,132,88,0,2019-12-30 15:05:08
2019-12-30T15:06:25Z,231.86,3.34,133,88,0,2019-12-30 15:05:08
2019-12-30T15:06:26Z,235.2,3.34,133,88,0,2019-12-30 15:05:08
2019-12-30T15:06:27Z,238.59,3.387,133,88,0,2019-12-30 15:05:08
2019-12-30T15:06:28Z,241.95,3.368,133,88,0,2019-12-30 15:05:08
2019-12-30T15:06:29Z,245.35,3.396,133,87,0.5,2019-12-30 15:05:08
2019-12-30T15:06:30Z,248.74,3.387,133,87,0.5,2019-12-30 15:05:08
2019-12-30T15:06:31Z,252.12,3.387,132,87,0.5,2019-12-30 15:05:08
2019-12-30T15:06:32Z,255.5,3.378,133,87,0.5,2019-12-30 15:05:08
2019-12-30T15:06:33Z,258.9,3.396,133,88,0,2019-12-30 15:05:08
2019-12-30T15:06:34Z,262.28,3.378,133,88,0,2019-12-30 15:05:08
2019-12-30T15:06:35Z,265.64,3.368,134,88,0,2019-12-30 15:05:08
2019-12-30T15:06:36Z,269.01,3.368,134,88,0,2019-12-30 15:05:08
2019-12-30T15:06:37Z,272.39,3.368,134,88,0,2019-12-30 15:05:08
2019-12-30T15:06:38Z,275.77,3.387,133,88,0,2019-12-30 15:05:08
2019-12-30T15:06:39Z,279.15,3.378,133,88,0,2019-12-30 15:05:08
2019-12-30T15:06:40Z,282.53,3.387,133,88,0,2019-12-30 15:05:08
2019-12-30T15:06:41Z,285.9,3.368,133,89,0.5,2019-12-30 15:05:08
2019-12-30T15:06:42Z,289.22,3.322,133,89,0.5,2019-12-30 15:05:08
2019-12-30T15:06:43Z,292.55,3.331,133,89,0.5,2019-12-30 15:05:08
2019-12-30T15:06:44Z,295.95,3.396,134,89,0.5,2019-12-30 15:05:08
2019-12-30T15:06:45Z,299.4,3.452,134,89,0.5,2019-12-30 15:05:08
2019-12-30T15:06:46Z,302.93,3.527,134,89,0.5,2019-12-30 15:05:08
2019-12-30T15:06:47Z,306.51,3.583,134,89,0.5,2019-12-30 15:05:08
2019-12-30T15:06:48Z,310.11,3.592,133,88,0,2019-12-30 15:05:08
2019-12-30T15:06:49Z,313.72,3.611,133,88,0,2019-12-30 15:05:08
2019-12-30T15:06:50Z,317.35,3.63,134,88,0,2019-12-30 15:05:08
2019-12-30T15:06:51Z,321,3.648,133,88,0,2019-12-30 15:05:08
2019-12-30T15:06:52Z,324.5,3.508,134,88,0,2019-12-30 15:05:08
2019-12-30T15:06:53Z,327.96,3.462,134,88,0,2019-12-30 15:05:08
2019-12-30T15:06:54Z,331.44,3.471,135,88,0,2019-12-30 15:05:08
2019-12-30T15:06:55Z,334.88,3.443,135,88,0,2019-12-30 15:05:08
2019-12-30T15:06:56Z,338.32,3.443,135,88,0,2019-12-30 15:05:08
2019-12-30T15:06:57Z,341.73,3.406,135,88,0,2019-12-30 15:05:08
2019-12-30T15:06:58Z,345.11,3.378,135,89,0,2019-12-30 15:05:08
2019-12-30T15:06:59Z,348.44,3.331,135,89,0,2019-12-30 15:05:08
2019-12-30T15:07:00Z,351.67,3.228,135,89,0,2019-12-30 15:05:08
2019-12-30T15:07:01Z,354.94,3.275,135,89,0,2019-12-30 15:05:08
2019-12-30T15:07:02Z,358.39,3.452,134,88,0,2019-12-30 15:05:08
2019-12-30T15:07:03Z,361.66,3.266,135,88,0,2019-12-30 15:05:08
2019-12-30T15:07:04Z,364.98,3.322,135,88,0,2019-12-30 15:05:08
2019-12-30T15:07:05Z,368.22,3.238,134,91,0,2019-12-30 15:05:08
2019-12-30T15:07:06Z,371.59,3.368,134,91,0,2019-12-30 15:05:08
2019-12-30T15:07:07Z,375.04,3.452,134,91,0,2019-12-30 15:05:08
2019-12-30T15:07:08Z,378.39,3.35,133,91,0,2019-12-30 15:05:08
2019-12-30T15:07:09Z,381.69,3.303,133,91,0,2019-12-30 15:05:08
2019-12-30T15:07:10Z,385.1,3.406,133,90,0.5,2019-12-30 15:05:08
2019-12-30T15:07:11Z,388.54,3.443,133,90,0.5,2019-12-30 15:05:08
2019-12-30T15:07:12Z,391.99,3.452,133,89,0.5,2019-12-30 15:05:08
2019-12-30T15:07:13Z,395.46,3.462,133,89,0.5,2019-12-30 15:05:08
2019-12-30T15:07:14Z,398.91,3.452,132,89,0.5,2019-12-30 15:05:08
2019-12-30T15:07:15Z,402.37,3.462,132,89,0.5,2019-12-30 15:05:08
2019-12-30T15:07:16Z,405.84,3.471,131,89,0.5,2019-12-30 15:05:08
2019-12-30T15:07:17Z,409.28,3.443,130,89,0.5,2019-12-30 15:05:08
2019-12-30T15:07:18Z,412.7,3.415,130,89,0.5,2019-12-30 15:05:08
2019-12-30T15:07:19Z,416.12,3.415,130,89,0,2019-12-30 15:05:08
2019-12-30T15:07:20Z,419.49,3.378,130,89,0.5,2019-12-30 15:05:08
2019-12-30T15:07:21Z,422.84,3.35,130,89,0.5,2019-12-30 15:05:08
2019-12-30T15:07:22Z,426.2,3.359,131,89,0.5,2019-12-30 15:05:08
2019-12-30T15:07:23Z,429.53,3.331,131,89,0.5,2019-12-30 15:05:08
2019-12-30T15:07:24Z,432.87,3.34,131,90,0.5,2019-12-30 15:05:08
2019-12-30T15:07:25Z,436.18,3.312,131,90,0.5,2019-12-30 15:05:08
2019-12-30T15:07:26Z,439.5,3.312,131,90,0.5,2019-12-30 15:05:08
2019-12-30T15:07:27Z,442.79,3.294,132,89,0.5,2019-12-30 15:05:08
2019-12-30T15:07:28Z,446.16,3.368,132,89,0.5,2019-12-30 15:05:08
2019-12-30T15:07:29Z,449.56,3.406,132,89,0.5,2019-12-30 15:05:08
2019-12-30T15:07:30Z,453.1,3.536,133,88,0,2019-12-30 15:05:08
2019-12-30T15:07:31Z,456.55,3.452,133,88,0,2019-12-30 15:05:08
2019-12-30T15:07:32Z,459.92,3.368,133,88,0,2019-12-30 15:05:08
2019-12-30T15:07:33Z,463.31,3.387,137,88,0,2019-12-30 15:05:08
2019-12-30T15:07:34Z,466.72,3.415,138,89,0,2019-12-30 15:05:08
2019-12-30T15:07:35Z,470.15,3.424,139,89,0,2019-12-30 15:05:08
2019-12-30T15:07:36Z,473.56,3.415,141,89,0,2019-12-30 15:05:08
2019-12-30T15:07:37Z,476.98,3.415,144,89,0,2019-12-30 15:05:08
2019-12-30T15:07:38Z,480.37,3.387,151,89,0,2019-12-30 15:05:08
2019-12-30T15:07:39Z,483.72,3.359,154,89,0,2019-12-30 15:05:08
2019-12-30T15:07:40Z,487.12,3.396,161,89,0,2019-12-30 15:05:08
2019-12-30T15:07:41Z,490.49,3.368,165,88,0,2019-12-30 15:05:08
2019-12-30T15:07:42Z,493.91,3.424,166,88,0,2019-12-30 15:05:08
2019-12-30T15:07:43Z,497.34,3.424,166,88,0,2019-12-30 15:05:08
2019-12-30T15:07:44Z,500.77,3.434,166,87,0,2019-12-30 15:05:08
2019-12-30T15:07:45Z,504.24,3.471,166,87,0,2019-12-30 15:05:08
2019-12-30T15:07:46Z,507.71,3.462,166,87,0,2019-12-30 15:05:08
2019-12-30T15:07:47Z,511.15,3.452,167,87,0,2019-12-30 15:05:08
2019-12-30T15:07:48Z,514.53,3.378,169,88,0,2019-12-30 15:05:08
2019-12-30T15:07:49Z,517.9,3.368,170,88,0,2019-12-30 15:05:08
2019-12-30T15:07:50Z,521.27,3.368,171,88,0,2019-12-30 15:05:08
2019-12-30T15:07:51Z,524.52,3.247,172,88,0,2019-12-30 15:05:08
2019-12-30T15:07:52Z,527.76,3.238,172,88,0,2019-12-30 15:05:08
2019-12-30T15:07:53Z,530.95,3.191,172,88,0,2019-12-30 15:05:08
2019-12-30T15:07:54Z,534.23,3.284,172,87,0,2019-12-30 15:05:08
2019-12-30T15:07:55Z,537.44,3.21,172,87,0,2019-12-30 15:05:08
2019-12-30T15:07:56Z,540.69,3.247,172,87,0,2019-12-30 15:05:08
2019-12-30T15:07:57Z,543.87,3.182,172,87,0,2019-12-30 15:05:08
2019-12-30T15:07:58Z,546.98,3.107,172,87,0,2019-12-30 15:05:08
2019-12-30T15:07:59Z,550.07,3.098,172,88,0,2019-12-30 15:05:08
2019-12-30T15:08:00Z,553.26,3.191,172,88,0,2019-12-30 15:05:08
2019-12-30T15:08:01Z,556.51,3.247,172,88,0,2019-12-30 15:05:08
2019-12-30T15:08:02Z,559.75,3.238,172,88,0,2019-12-30 15:05:08
2019-12-30T15:08:03Z,563.01,3.256,170,88,0,2019-12-30 15:05:08
2019-12-30T15:08:04Z,566.24,3.238,170,88,0,2019-12-30 15:05:08
2019-12-30T15:08:05Z,569.44,3.2,170,87,0.5,2019-12-30 15:05:08
2019-12-30T15:08:06Z,572.63,3.191,168,87,0,2019-12-30 15:05:08
2019-12-30T15:08:07Z,575.58,2.948,165,87,0,2019-12-30 15:05:08
2019-12-30T15:08:08Z,578.46,2.874,163,88,0,2019-12-30 15:05:08
