timestamp,distance,heart_rate,time_elapsed,key
2021-02-02T21:35:04Z,0,78,0,6209901228
2021-02-02T21:35:05Z,0,79,1,6209901228
2021-02-02T21:35:06Z,0,79,2,6209901228
2021-02-02T21:35:07Z,0,80,3,6209901228
2021-02-02T21:35:08Z,0,80,4,6209901228
2021-02-02T21:35:09Z,0,80,5,6209901228
2021-02-02T21:35:10Z,0,81,6,6209901228
2021-02-02T21:35:11Z,0,82,7,6209901228
2021-02-02T21:35:12Z,0,82,8,6209901228
2021-02-02T21:35:13Z,0,83,9,6209901228
2021-02-02T21:35:14Z,0,83,10,6209901228
2021-02-02T21:35:15Z,0,83,11,6209901228
2021-02-02T21:35:16Z,0,83,12,6209901228
2021-02-02T21:35:17Z,0,84,13,6209901228
2021-02-02T21:35:18Z,0,84,14,6209901228
2021-02-02T21:35:19Z,0,84,15,6209901228
2021-02-02T21:35:20Z,0,84,16,6209901228
2021-02-02T21:35:21Z,0,84,17,6209901228
2021-02-02T21:35:22Z,0,85,18,6209901228
2021-02-02T21:35:23Z,0,85,19,6209901228
2021-02-02T21:35:24Z,0,86,20,6209901228
2021-02-02T21:35:25Z,0,86,21,6209901228
2021-02-02T21:35:26Z,0,87,22,6209901228
2021-02-02T21:35:27Z,0,88,23,6209901228
2021-02-02T21:35:28Z,0,88,24,6209901228
2021-02-02T21:35:29Z,0,89,25,6209901228
2021-02-02T21:35:30Z,0,90,26,6209901228
2021-02-02T21:35:31Z,0,91,27,6209901228
2021-02-02T21:35:32Z,0,92,28,6209901228
2021-02-02T21:35:33Z,0,92,29,6209901228
2021-02-02T21:35:34Z,0,92,30,6209901228
2021-02-02T21:35:35Z,0,92,31,6209901228
2021-02-02T21:35:36Z,0,92,32,6209901228
2021-02-02T21:35:37Z,0,92,33,6209901228
2021-02-02T21:35:38Z,0,92,34,6209901228
2021-02-02T21:35:39Z,0,93,35,6209901228
2021-02-02T21:35:40Z,0,93,36,6209901228
2021-02-02T21:35:41Z,0,94,37,6209901228
2021-02-02T21:35:42Z,0,94,38,6209901228
2021-02-02T21:35:43Z,0,94,39,6209901228
2021-02-02T21:35:44Z,0,94,40,6209901228
2021-02-02T21:35:45Z,0,95,41,6209901228
2021-02-02T21:35:46Z,0,95,42,6209901228
2021-02-02T21:35:47Z,0,96,43,6209901228
2021-02-02T21:35:48Z,0,96,44,6209901228
2021-02-02T21:35:49Z,0,96,45,6209901228
2021-02-02T21:35:50Z,0,97,46,6209901228
2021-02-02T21:35:51Z,0,97,47,6209901228
2021-02-02T21:35:52Z,0,98,48,6209901228
2021-02-02T21:35:53Z,0,98,49,6209901228
2021-02-02T21:35:54Z,0,98,50,6209901228
2021-02-02T21:35:55Z,0,98,51,6209901228
2021-02-02T21:35:56Z,0,98,52,6209901228
2021-02-02T21:35:57Z,0,98,53,6209901228
2021-02-02T21:35:58Z,0,97,54,6209901228
2021-02-02T21:35:59Z,0,98,55,6209901228
2021-02-02T21:36:00Z,0,97,56,6209901228
2021-02-02T21:36:01Z,0,97,57,6209901228
2021-02-02T21:36:02Z,0,97,58,6209901228
2021-02-02T21:36:03Z,0,97,59,6209901228
2021-02-02T21:36:04Z,0,97,60,6209901228
2021-02-02T21:36:05Z,0,97,61,6209901228
2021-02-02T21:36:06Z,0,98,62,6209901228
2021-02-02T21:36:07Z,0,97,63,6209901228
2021-02-02T21:36:08Z,0,98,64,6209901228
2021-02-02T21:36:09Z,0,98,65,6209901228
2021-02-02T21:36:10Z,0,98,66,6209901228
2021-02-02T21:36:11Z,0,98,67,6209901228
2021-02-02T21:36:12Z,0,98,68,6209901228
2021-02-02T21:36:13Z,0,98,69,6209901228
2021-02-02T21:36:14Z,0,98,70,6209901228
2021-02-02T21:36:15Z,0,97,71,6209901228
2021-02-02T21:36:16Z,0,97,72,6209901228
2021-02-02T21:36:17Z,0,96,73,6209901228
2021-02-02T21:36:18Z,0,96,74,6209901228
2021-02-02T21:36:19Z,0,96,75,6209901228
2021-02-02T21:36:20Z,0,96,76,6209901228
2021-02-02T21:36:21Z,0,96,77,6209901228
2021-02-02T21:36:22Z,0,96,78,6209901228
2021-02-02T21:36:23Z,0,96,79,6209901228
2021-02-02T21:36:24Z,0,96,80,6209901228
2021-02-02T21:36:25Z,0,96,81,6209901228
2021-02-02T21:36:26Z,0,96,82,6209901228
2021-02-02T21:36:27Z,0,95,83,6209901228
2021-02-02T21:36:28Z,0,95,84,6209901228
2021-02-02T21:36:29Z,0,94,85,6209901228
2021-02-02T21:36:30Z,0,94,86,6209901228
2021-02-02T21:36:31Z,0,93,87,6209901228
2021-02-02T21:36:32Z,0,93,88,6209901228
2021-02-02T21:36:33Z,0,93,89,6209901228
2021-02-02T21:36:34Z,0,93,90,6209901228
2021-02-02T21:36:35Z,0,93,91,6209901228
2021-02-02T21:36:36Z,0,93,92,6209901228
2021-02-02T21:36:37Z,0,93,93,6209901228
2021-02-02T21:36:38Z,0,93,94,6209901228
2021-02-02T21:36:39Z,0,93,95,6209901228
2021-02-02T21:36:40Z,0,93,96,6209901228
2021-02-02T21:36:41Z,0,93,97,6209901228
2021-02-02T21:36:42Z,0,93,98,6209901228
2021-02-02T21:36:43Z,0,93,99,6209901228
2021-02-02T21:36:44Z,0,94,100,6209901228
2021-02-02T21:36:45Z,0,94,101,6209901228
2021-02-02T21:36:46Z,0,94,102,6209901228
2021-02-02T21:36:47Z,0,95,103,6209901228
2021-02-02T21:36:48Z,0,95,104,6209901228
2021-02-02T21:36:49Z,0,96,105,6209901228
2021-02-02T21:36:50Z,0,96,106,6209901228
2021-02-02T21:36:51Z,0,96,107,6209901228
2021-02-02T21:36:52Z,0,96,108,6209901228
2021-02-02T21:36:53Z,0,96,109,6209901228
2021-02-02T21:36:54Z,0,96,110,6209901228
2021-02-02T21:36:55Z,0,95,111,6209901228
2021-02-02T21:36:56Z,0,95,112,6209901228
2021-02-02T21:36:57Z,0,95,113,6209901228
2021-02-02T21:36:58Z,0,95,114,6209901228
2021-02-02T21:36:59Z,0,96,115,6209901228
2021-02-02T21:37:00Z,0,96,116,6209901228
2021-02-02T21:37:01Z,0,96,117,6209901228
2021-02-02T21:37:02Z,0,96,118,6209901228
2021-02-02T21:37:03Z,0,96,119,6209901228
2021-02-02T21:37:04Z,0,96,120,6209901228
2021-02-02T21:37:05Z,0,96,121,6209901228
2021-02-02T21:37:06Z,0,96,122,6209901228
2021-02-02T21:37:07Z,0,96,123,6209901228
2021-02-02T21:37:08Z,0,96,124,6209901228
2021-02-02T21:37:09Z,0,95,125,6209901228
2021-02-02T21:37:10Z,0,95,126,6209901228
2021-02-02T21:37:11Z,0,95,127,6209901228
2021-02-02T21:37:12Z,0,95,128,6209901228
2021-02-02T21:37:13Z,0,95,129,6209901228
2021-02-02T21:37:14Z,0,95,130,6209901228
2021-02-02T21:37:15Z,0,95,131,6209901228
2021-02-02T21:37:16Z,0,94,132,6209901228
