timestamp,distance,speed,heart_rate,cadence,fractional_cadence,key
2019-07-19T01:41:34Z,0,0,71,0,0,2019-07-19 01:41:35
2019-07-19T01:41:35Z,0,0,72,0,0,2019-07-19 01:41:35
2019-07-19T01:41:37Z,2.67,2.669,74,83,0.5,2019-07-19 01:41:35
2019-07-19T01:41:38Z,5.89,3.219,74,84,0,2019-07-19 01:41:35
2019-07-19T01:41:39Z,9.11,3.219,84,84,0,2019-07-19 01:41:35
2019-07-19T01:41:40Z,12.24,3.135,84,85,0,2019-07-19 01:41:35
2019-07-19T01:41:41Z,15.39,3.144,94,85,0.5,2019-07-19 01:41:35
2019-07-19T01:41:42Z,18.76,3.378,94,85,0.5,2019-07-19 01:41:35
2019-07-19T01:41:43Z,22.14,3.378,94,85,0.5,2019-07-19 01:41:35
2019-07-19T01:41:44Z,25.56,3.415,94,84,0.5,2019-07-19 01:41:35
2019-07-19T01:41:45Z,28.89,3.331,94,84,0.5,2019-07-19 01:41:35
2019-07-19T01:41:46Z,32.22,3.331,103,84,0.5,2019-07-19 01:41:35
2019-07-19T01:41:47Z,35.52,3.303,111,84,0.5,2019-07-19 01:41:35
2019-07-19T01:41:48Z,38.82,3.294,111,84,0.5,2019-07-19 01:41:35
2019-07-19T01:41:49Z,42.11,3.294,111,84,0.5,2019-07-19 01:41:35
2019-07-19T01:41:50Z,45.47,3.359,111,84,0.5,2019-07-19 01:41:35
2019-07-19T01:41:51Z,48.81,3.34,111,84,0.5,2019-07-19 01:41:35
2019-07-19T01:41:52Z,52.15,3.34,111,84,0.5,2019-07-19 01:41:35
2019-07-19T01:41:53Z,55.41,3.266,111,84,0.5,2019-07-19 01:41:35
2019-07-19T01:41:54Z,58.68,3.266,111,83,0.5,2019-07-19 01:41:35
2019-07-19T01:41:55Z,61.88,3.191,109,83,0.5,2019-07-19 01:41:35
2019-07-19T01:41:56Z,64.85,2.976,117,83,0.5,2019-07-19 01:41:35
2019-07-19T01:41:57Z,67.82,2.976,117,83,0.5,2019-07-19 01:41:35
2019-07-19T01:41:58Z,70.42,2.594,118,83,0,2019-07-19 01:41:35
2019-07-19T01:41:59Z,72.42,2.006,115,81,0,2019-07-19 01:41:35
2019-07-19T01:42:00Z,74.43,2.006,115,81,0,2019-07-19 01:41:35
2019-07-19T01:42:01Z,76.43,1.997,113,81,0,2019-07-19 01:41:35
2019-07-19T01:42:02Z,79.09,2.659,113,82,0,2019-07-19 01:41:35
2019-07-19T01:42:03Z,81.75,2.659,113,82,0,2019-07-19 01:41:35
2019-07-19T01:42:04Z,84.54,2.79,113,82,0,2019-07-19 01:41:35
2019-07-19T01:42:05Z,87.44,2.902,107,81,0,2019-07-19 01:41:35
2019-07-19T01:42:06Z,90.34,2.902,107,81,0,2019-07-19 01:41:35
2019-07-19T01:42:07Z,93.41,3.07,105,81,0,2019-07-19 01:41:35
2019-07-19T01:42:08Z,96.63,3.219,105,82,0,2019-07-19 01:41:35
2019-07-19T01:42:09Z,99.85,3.219,105,82,0,2019-07-19 01:41:35
2019-07-19T01:42:10Z,103.14,3.294,104,83,0,2019-07-19 01:41:35
2019-07-19T01:42:11Z,106.44,3.294,104,83,0,2019-07-19 01:41:35
2019-07-19T01:42:12Z,109.73,3.294,105,83,0,2019-07-19 01:41:35
2019-07-19T01:42:13Z,113.04,3.312,105,83,0.5,2019-07-19 01:41:35
2019-07-19T01:42:14Z,116.61,3.574,105,84,0,2019-07-19 01:41:35
2019-07-19T01:42:15Z,120.19,3.574,105,84,0,2019-07-19 01:41:35
2019-07-19T01:42:16Z,123.72,3.536,105,84,0,2019-07-19 01:41:35
2019-07-19T01:42:17Z,127.16,3.434,105,83,0,2019-07-19 01:41:35
2019-07-19T01:42:18Z,130.59,3.434,105,83,0,2019-07-19 01:41:35
2019-07-19T01:42:19Z,133.99,3.396,115,83,0,2019-07-19 01:41:35
2019-07-19T01:42:20Z,137.29,3.303,117,83,0,2019-07-19 01:41:35
2019-07-19T01:42:21Z,140.59,3.303,117,83,0,2019-07-19 01:41:35
2019-07-19T01:42:22Z,143.81,3.21,116,83,0,2019-07-19 01:41:35
