timestamp,distance,speed,heart_rate,cadence,fractional_cadence,key
2020-01-04T03:19:08Z,0,0,51,0,0,2020-01-04 03:19:09
2020-01-04T03:19:09Z,0,0,52,0,0,2020-01-04 03:19:09
2020-01-04T03:19:10Z,0,0,54,58,0.5,2020-01-04 03:19:09
2020-01-04T03:19:11Z,1.26,1.26,54,58,0.5,2020-01-04 03:19:09
2020-01-04T03:19:12Z,2.85,1.596,54,58,0.5,2020-01-04 03:19:09
2020-01-04T03:19:13Z,4.96,2.109,56,58,0.5,2020-01-04 03:19:09
2020-01-04T03:19:14Z,7.13,2.165,60,58,0.5,2020-01-04 03:19:09
2020-01-04T03:19:15Z,9.38,2.249,62,89,0,2020-01-04 03:19:09
2020-01-04T03:19:16Z,12.47,3.098,63,90,0,2020-01-04 03:19:09
2020-01-04T03:19:17Z,15.85,3.378,65,90,0,2020-01-04 03:19:09
2020-01-04T03:19:18Z,19.42,3.564,67,90,0,2020-01-04 03:19:09
2020-01-04T03:19:19Z,22.84,3.424,69,91,0,2020-01-04 03:19:09
2020-01-04T03:19:20Z,26.41,3.574,71,92,0,2020-01-04 03:19:09
2020-01-04T03:19:21Z,30.1,3.686,72,92,0,2020-01-04 03:19:09
2020-01-04T03:19:22Z,33.6,3.499,73,92,0,2020-01-04 03:19:09
2020-01-04T03:19:23Z,37.07,3.471,76,92,0,2020-01-04 03:19:09
2020-01-04T03:19:24Z,40.68,3.611,77,92,0,2020-01-04 03:19:09
2020-01-04T03:19:25Z,44.2,3.518,78,91,0,2020-01-04 03:19:09
2020-01-04T03:19:26Z,47.79,3.592,80,91,0,2020-01-04 03:19:09
2020-01-04T03:19:27Z,51.5,3.714,80,91,0,2020-01-04 03:19:09
2020-01-04T03:19:28Z,55.25,3.742,82,91,0,2020-01-04 03:19:09
2020-01-04T03:19:29Z,58.87,3.62,84,92,0,2020-01-04 03:19:09
2020-01-04T03:19:30Z,62.44,3.574,85,92,0,2020-01-04 03:19:09
2020-01-04T03:19:31Z,66.04,3.602,86,91,0,2020-01-04 03:19:09
