timestamp,position_lat,position_long,distance,altitude,speed,heart_rate,cadence,fractional_cadence,time_elapsed,key
2021-08-07T20:14:54Z,44.57066693343222,-93.2269150391221,0,317,2.118,75,91,0,0,7264315317
2021-08-07T20:14:55Z,44.5706785004586,-93.22695342823863,3.3,317.4,3.135,82,91,0,1,7264315317
2021-08-07T20:14:56Z,44.57068797200918,-93.22699701413512,6.92,317.6,3.135,82,91,0,2,7264315317
2021-08-07T20:14:57Z,44.57069166004658,-93.22704152204096,10.48,317.6,3.303,84,90,0,3,7264315317
2021-08-07T20:14:58Z,44.57069090567529,-93.22708862833679,14.22,317.79999999999995,3.396,88,89,0.5,4,7264315317
2021-08-07T20:14:59Z,44.57068738527596,-93.22713422589004,17.86,318,3.527,89,89,0.5,5,7264315317
2021-08-07T20:15:00Z,44.57067808136344,-93.22717948816717,21.6,318,3.676,90,88,0,6,7264315317
2021-08-07T20:15:01Z,44.57066684961319,-93.22722600772977,25.5,318.20000000000005,3.714,91,88,0,7,7264315317
2021-08-07T20:15:02Z,44.570656791329384,-93.22727093473077,29.24,318.20000000000005,3.798,92,88,0,8,7264315317
2021-08-07T20:15:03Z,44.57064773887396,-93.22731376625597,32.79,318.4,3.872,92,88,0,9,7264315317
2021-08-07T20:15:04Z,44.570635836571455,-93.22735483758152,36.3,318.4,3.919,92,88,0,10,7264315317
2021-08-07T20:15:05Z,44.57062544301152,-93.22739532217383,39.72,318.4,4.217,93,88,0,11,7264315317
2021-08-07T20:15:06Z,44.57062334753573,-93.22743941098452,43.23,318.4,4.292,96,89,0,12,7264315317
2021-08-07T20:15:07Z,44.570618737488985,-93.2274834997952,46.77,318.20000000000005,4.292,101,89,0,13,7264315317
2021-08-07T20:15:08Z,44.57061119377613,-93.22752742096782,50.35,318.20000000000005,4.283,103,88,0,14,7264315317
2021-08-07T20:15:09Z,44.570603566244245,-93.22757092304528,53.91,318,4.264,106,88,0,15,7264315317
2021-08-07T20:15:10Z,44.57059602253139,-93.22761576622725,57.57,317.79999999999995,4.115,106,88,0,16,7264315317
2021-08-07T20:15:11Z,44.57059107720852,-93.22766278870404,61.34,317.79999999999995,4.003,107,87,0,17,7264315317
2021-08-07T20:15:12Z,44.57058713771403,-93.22770847007632,64.99,317.6,3.938,107,86,0,18,7264315317
2021-08-07T20:15:13Z,44.570590406656265,-93.22775515727699,68.71,317.4,3.891,112,86,0,19,7264315317
2021-08-07T20:15:14Z,44.57059459760785,-93.22780075483024,72.35,317.4,3.854,115,87,0,20,7264315317
2021-08-07T20:15:15Z,44.57060029730201,-93.22784417308867,75.86,317.20000000000005,3.854,117,87,0,21,7264315317
2021-08-07T20:15:16Z,44.5706076733768,-93.22788272984326,79.03,317.20000000000005,3.844,119,86,0,22,7264315317
2021-08-07T20:15:17Z,44.570619156584144,-93.22791290469468,81.74,317.4,3.816,121,86,0,23,7264315317
2021-08-07T20:15:18Z,44.57063809968531,-93.22793494910002,84.48,317.20000000000005,3.798,123,86,0,24,7264315317
2021-08-07T20:15:19Z,44.57065871916711,-93.22795037180185,87.08,317.20000000000005,3.732,122,86,0,25,7264315317
2021-08-07T20:15:20Z,44.570682272315025,-93.22796277701855,89.87,317,3.676,121,87,0,26,7264315317
2021-08-07T20:15:21Z,44.57070800475776,-93.22797090746462,92.8,316.79999999999995,3.611,121,87,0,27,7264315317
2021-08-07T20:15:22Z,44.5707303006202,-93.22797451168299,95.3,316.6,3.574,121,87,0,28,7264315317
2021-08-07T20:15:23Z,44.570757038891315,-93.22797870263457,98.29,316.20000000000005,3.555,121,87,0,29,7264315317
2021-08-07T20:15:24Z,44.570787381380796,-93.22798255831003,101.67,316,3.499,122,87,0,30,7264315317
2021-08-07T20:15:25Z,44.570815125480294,-93.22798582725227,104.76,315.6,3.471,122,86,0,31,7264315317
2021-08-07T20:15:26Z,44.57084479741752,-93.2279880065471,108.06,315.20000000000005,3.462,122,86,0,32,7264315317
2021-08-07T20:15:27Z,44.570877738296986,-93.22798951528966,111.71,315,3.462,122,86,0,33,7264315317
2021-08-07T20:15:28Z,44.57091034390032,-93.22798683308065,115.34,314.79999999999995,3.462,122,86,0,34,7264315317
2021-08-07T20:15:29Z,44.570941776037216,-93.22798180393875,118.83,314.4,3.462,122,85,0.5,35,7264315317
2021-08-07T20:15:30Z,44.57097471691668,-93.22798037901521,122.49,314.20000000000005,3.471,123,85,0.5,36,7264315317
