timestamp,distance,altitude,speed,heart_rate,cadence,fractional_cadence,key
2020-02-10T11:52:33Z,3.13,330.79999999999995,3.126,81,89,0,2020-02-10 11:52:31
2020-02-10T11:52:34Z,6.79,330.79999999999995,3.667,84,89,0.5,2020-02-10 11:52:31
2020-02-10T11:52:35Z,10.46,330.79999999999995,3.667,85,89,0.5,2020-02-10 11:52:31
2020-02-10T11:52:36Z,14.03,330.79999999999995,3.574,85,89,0,2020-02-10 11:52:31
2020-02-10T11:52:37Z,17.52,330.79999999999995,3.49,87,89,0,2020-02-10 11:52:31
2020-02-10T11:52:38Z,20.67,330.79999999999995,3.126,89,89,0,2020-02-10 11:52:31
2020-02-10T11:52:39Z,23.76,330.79999999999995,3.107,89,90,0,2020-02-10 11:52:31
2020-02-10T11:52:40Z,26.79,330.79999999999995,3.032,91,90,0,2020-02-10 11:52:31
2020-02-10T11:52:41Z,30.27,330.79999999999995,3.48,93,92,0,2020-02-10 11:52:31
2020-02-10T11:52:42Z,33.75,330.79999999999995,3.48,93,92,0,2020-02-10 11:52:31
2020-02-10T11:52:43Z,37.24,330.79999999999995,3.49,95,92,0,2020-02-10 11:52:31
2020-02-10T11:52:44Z,40.65,330.79999999999995,3.415,96,90,0,2020-02-10 11:52:31
2020-02-10T11:52:45Z,44.07,330.79999999999995,3.415,97,90,0,2020-02-10 11:52:31
2020-02-10T11:52:46Z,47.48,330.79999999999995,3.415,98,90,0,2020-02-10 11:52:31
2020-02-10T11:52:47Z,50.9,330.79999999999995,3.415,99,90,0,2020-02-10 11:52:31
2020-02-10T11:52:48Z,54.29,330.79999999999995,3.387,100,92,0,2020-02-10 11:52:31
2020-02-10T11:52:49Z,57.59,330.79999999999995,3.303,101,92,0,2020-02-10 11:52:31
2020-02-10T11:52:50Z,60.85,330.79999999999995,3.256,102,92,0,2020-02-10 11:52:31
2020-02-10T11:52:51Z,64.23,330.79999999999995,3.387,103,91,0,2020-02-10 11:52:31
2020-02-10T11:52:52Z,67.59,330.79999999999995,3.359,104,91,0,2020-02-10 11:52:31
2020-02-10T11:52:53Z,70.95,330.79999999999995,3.35,105,91,0,2020-02-10 11:52:31
2020-02-10T11:52:54Z,74.25,330.79999999999995,3.312,106,90,0,2020-02-10 11:52:31
2020-02-10T11:52:55Z,77.55,330.79999999999995,3.294,107,90,0.5,2020-02-10 11:52:31
2020-02-10T11:52:56Z,80.84,330.79999999999995,3.294,108,90,0.5,2020-02-10 11:52:31
2020-02-10T11:52:57Z,84.13,330.79999999999995,3.284,109,90,0.5,2020-02-10 11:52:31
2020-02-10T11:52:58Z,87.37,330.79999999999995,3.247,110,89,0.5,2020-02-10 11:52:31
2020-02-10T11:52:59Z,90.63,330.79999999999995,3.256,111,89,0.5,2020-02-10 11:52:31
2020-02-10T11:53:00Z,93.9,330.79999999999995,3.266,111,89,0.5,2020-02-10 11:52:31
2020-02-10T11:53:01Z,97.24,330.79999999999995,3.35,112,89,0.5,2020-02-10 11:52:31
2020-02-10T11:53:02Z,100.62,330.79999999999995,3.378,113,89,0.5,2020-02-10 11:52:31
2020-02-10T11:53:03Z,104.01,330.79999999999995,3.387,114,89,0.5,2020-02-10 11:52:31
2020-02-10T11:53:04Z,107.4,330.79999999999995,3.387,115,89,0.5,2020-02-10 11:52:31
2020-02-10T11:53:05Z,110.7,330.79999999999995,3.303,116,89,0.5,2020-02-10 11:52:31
2020-02-10T11:53:06Z,114.01,330.79999999999995,3.303,116,89,0.5,2020-02-10 11:52:31
2020-02-10T11:53:07Z,117.25,330.79999999999995,3.247,117,89,0.5,2020-02-10 11:52:31
2020-02-10T11:53:08Z,120.65,330.79999999999995,3.396,118,89,0,2020-02-10 11:52:31
2020-02-10T11:53:09Z,123.9,330.79999999999995,3.247,119,89,0,2020-02-10 11:52:31
