timestamp,distance,heart_rate,cadence,fractional_cadence,key
2018-01-31T22:59:27Z,0,105,0,0,2018-01-31 22:59:28
2018-01-31T22:59:28Z,0,106,0,0,2018-01-31 22:59:28
2018-01-31T22:59:29Z,0,106,0,0,2018-01-31 22:59:28
2018-01-31T22:59:30Z,0,106,0,0,2018-01-31 22:59:28
2018-01-31T22:59:31Z,0,108,0,0,2018-01-31 22:59:28
2018-01-31T22:59:32Z,0,109,0,0,2018-01-31 22:59:28
2018-01-31T22:59:33Z,0,108,0,0,2018-01-31 22:59:28
2018-01-31T22:59:34Z,0,108,0,0,2018-01-31 22:59:28
2018-01-31T22:59:35Z,0,106,0,0,2018-01-31 22:59:28
2018-01-31T22:59:36Z,0,105,0,0,2018-01-31 22:59:28
2018-01-31T22:59:37Z,0,105,0,0,2018-01-31 22:59:28
2018-01-31T22:59:38Z,0,105,0,0,2018-01-31 22:59:28
2018-01-31T22:59:39Z,0,104,0,0,2018-01-31 22:59:28
2018-01-31T22:59:40Z,0,104,0,0,2018-01-31 22:59:28
2018-01-31T22:59:41Z,0,104,0,0,2018-01-31 22:59:28
2018-01-31T22:59:42Z,0,105,0,0,2018-01-31 22:59:28
2018-01-31T22:59:43Z,0,105,0,0,2018-01-31 22:59:28
2018-01-31T22:59:44Z,0,105,0,0,2018-01-31 22:59:28
2018-01-31T22:59:45Z,0,105,0,0,2018-01-31 22:59:28
2018-01-31T22:59:46Z,0,105,58,0.5,2018-01-31 22:59:28
2018-01-31T22:59:47Z,0,105,58,0.5,2018-01-31 22:59:28
2018-01-31T22:59:48Z,0,105,58,0.5,2018-01-31 22:59:28
2018-01-31T22:59:49Z,0,105,0,0,2018-01-31 22:59:28
2018-01-31T22:59:50Z,0,105,0,0,2018-01-31 22:59:28
2018-01-31T22:59:51Z,0,105,0,0,2018-01-31 22:59:28
2018-01-31T22:59:52Z,0,105,0,0,2018-01-31 22:59:28
2018-01-31T22:59:53Z,0,105,0,0,2018-01-31 22:59:28
2018-01-31T22:59:54Z,0,105,0,0,2018-01-31 22:59:28
2018-01-31T22:59:55Z,0,105,0,0,2018-01-31 22:59:28
2018-01-31T22:59:56Z,0,105,0,0,2018-01-31 22:59:28
2018-01-31T22:59:57Z,0,105,0,0,2018-01-31 22:59:28
2018-01-31T22:59:58Z,0,105,0,0,2018-01-31 22:59:28
2018-01-31T22:59:59Z,0,106,0,0,2018-01-31 22:59:28
2018-01-31T23:00:00Z,0,106,0,0,2018-01-31 22:59:28
2018-01-31T23:00:01Z,0,107,0,0,2018-01-31 22:59:28
2018-01-31T23:00:02Z,0,107,0,0,2018-01-31 22:59:28
2018-01-31T23:00:03Z,0,107,0,0,2018-01-31 22:59:28
2018-01-31T23:00:04Z,0,108,0,0,2018-01-31 22:59:28
2018-01-31T23:00:05Z,0,108,0,0,2018-01-31 22:59:28
