longitude,latitude,timestamp,distance,speed,heart_rate,cadence,time_elapsed,elevation,key
NA,NA,2021-12-19T16:40:49Z,3.17,3.172,87,91,0,0,7983262939
NA,NA,2021-12-19T16:40:50Z,6.34,3.172,88,91,1,0,7983262939
NA,NA,2021-12-19T16:40:51Z,9.74,3.396,88,90,2,0,7983262939
NA,NA,2021-12-19T16:40:52Z,13.33,3.592,88,90,3,0,7983262939
NA,NA,2021-12-19T16:40:53Z,17.1,3.77,88,90,4,0,7983262939
NA,NA,2021-12-19T16:40:54Z,20.84,3.732,88,90,5,0,7983262939
NA,NA,2021-12-19T16:40:55Z,24.71,3.872,88,90,6,0,7983262939
NA,NA,2021-12-19T16:40:56Z,28.5,3.798,88,90,7,0,7983262939
NA,NA,2021-12-19T16:40:57Z,32.43,3.919,90,90,8,0,7983262939
NA,NA,2021-12-19T16:40:58Z,36.19,3.77,96,88,9,0,7983262939
NA,NA,2021-12-19T16:40:59Z,39.99,3.798,96,87,10,0,7983262939
NA,NA,2021-12-19T16:41:00Z,43.7,3.704,99,87,11,0,7983262939
NA,NA,2021-12-19T16:41:01Z,47.39,3.695,99,88,12,0,7983262939
NA,NA,2021-12-19T16:41:02Z,51.07,3.676,100,88,13,0,7983262939
NA,NA,2021-12-19T16:41:03Z,54.77,3.704,100,88,14,0,7983262939
NA,NA,2021-12-19T16:41:04Z,58.48,3.714,104,88,15,0,7983262939
NA,NA,2021-12-19T16:41:05Z,62.23,3.742,107,88,16,0,7983262939
NA,NA,2021-12-19T16:41:06Z,65.99,3.76,108,88,17,0,7983262939
NA,NA,2021-12-19T16:41:07Z,69.77,3.779,110,88,18,0,7983262939
NA,NA,2021-12-19T16:41:08Z,73.56,3.788,109,88,19,0,7983262939
NA,NA,2021-12-19T16:41:09Z,77.37,3.816,109,89,20,0,7983262939
NA,NA,2021-12-19T16:41:10Z,81.22,3.844,108,89,21,0,7983262939
NA,NA,2021-12-19T16:41:11Z,85.08,3.863,108,88,22,0,7983262939
NA,NA,2021-12-19T16:41:12Z,88.9,3.826,110,88,23,0,7983262939
NA,NA,2021-12-19T16:41:13Z,92.49,3.592,111,88,24,0,7983262939
NA,NA,2021-12-19T16:41:14Z,95.75,3.256,112,88,25,0,7983262939
NA,NA,2021-12-19T16:41:15Z,98.36,2.613,114,88,26,0,7983262939
NA,NA,2021-12-19T16:41:16Z,100.87,2.501,114,87,27,0,7983262939
NA,NA,2021-12-19T16:41:17Z,103.36,2.491,115,87,28,0,7983262939
NA,NA,2021-12-19T16:41:18Z,106.17,2.809,115,86,29,0,7983262939
NA,NA,2021-12-19T16:41:19Z,109.07,2.902,116,86,30,0,7983262939
NA,NA,2021-12-19T16:41:20Z,112.34,3.266,117,86,31,0,7983262939
NA,NA,2021-12-19T16:41:21Z,115.67,3.34,117,87,32,0,7983262939
NA,NA,2021-12-19T16:41:22Z,119.05,3.378,117,87,33,0,7983262939
NA,NA,2021-12-19T16:41:23Z,122.46,3.406,117,87,34,0,7983262939
NA,NA,2021-12-19T16:41:24Z,125.94,3.48,118,87,35,0,7983262939
NA,NA,2021-12-19T16:41:25Z,129.54,3.602,118,87,36,0,7983262939
NA,NA,2021-12-19T16:41:26Z,133.26,3.723,118,87,37,0,7983262939
NA,NA,2021-12-19T16:41:27Z,136.92,3.658,119,87,38,0,7983262939
NA,NA,2021-12-19T16:41:28Z,140.7,3.779,119,87,39,0,7983262939
NA,NA,2021-12-19T16:41:29Z,144.49,3.788,119,87,40,0,7983262939
NA,NA,2021-12-19T16:41:30Z,148.3,3.807,118,87,41,0,7983262939
NA,NA,2021-12-19T16:41:31Z,152.05,3.751,117,87,42,0,7983262939
NA,NA,2021-12-19T16:41:32Z,155.79,3.751,120,86,43,0,7983262939
NA,NA,2021-12-19T16:41:33Z,159.48,3.686,120,86,44,0,7983262939
NA,NA,2021-12-19T16:41:34Z,163.09,3.611,121,86,45,0,7983262939
NA,NA,2021-12-19T16:41:35Z,166.57,3.48,121,87,46,0,7983262939
NA,NA,2021-12-19T16:41:36Z,170.09,3.518,121,87,47,0,7983262939
NA,NA,2021-12-19T16:41:37Z,173.63,3.536,124,88,48,0,7983262939
NA,NA,2021-12-19T16:41:38Z,177.22,3.592,124,88,49,0,7983262939
NA,NA,2021-12-19T16:41:39Z,180.86,3.639,125,88,50,0,7983262939
NA,NA,2021-12-19T16:41:40Z,184.53,3.676,125,88,51,0,7983262939
NA,NA,2021-12-19T16:41:41Z,188.21,3.676,125,87,52,0,7983262939
NA,NA,2021-12-19T16:41:42Z,191.9,3.686,124,87,53,0,7983262939
NA,NA,2021-12-19T16:41:43Z,195.61,3.714,124,87,54,0,7983262939
NA,NA,2021-12-19T16:41:44Z,199.36,3.751,124,87,55,0,7983262939
NA,NA,2021-12-19T16:41:45Z,203.07,3.714,123,87,56,0,7983262939
NA,NA,2021-12-19T16:41:46Z,206.74,3.667,123,87,57,0,7983262939
NA,NA,2021-12-19T16:41:47Z,210.39,3.648,122,87,58,0,7983262939
NA,NA,2021-12-19T16:41:48Z,214.03,3.639,122,87,59,0,7983262939
NA,NA,2021-12-19T16:41:49Z,217.6,3.574,122,87,60,0,7983262939
NA,NA,2021-12-19T16:41:50Z,221.22,3.62,122,88,61,0,7983262939
NA,NA,2021-12-19T16:41:51Z,224.85,3.63,123,88,62,0,7983262939
NA,NA,2021-12-19T16:41:52Z,228.53,3.676,123,89,63,0,7983262939
NA,NA,2021-12-19T16:41:53Z,232.24,3.714,124,89,64,0,7983262939
NA,NA,2021-12-19T16:41:54Z,235.94,3.695,123,89,65,0,7983262939
NA,NA,2021-12-19T16:41:55Z,239.65,3.714,124,89,66,0,7983262939
NA,NA,2021-12-19T16:41:56Z,243.36,3.714,124,88,67,0,7983262939
NA,NA,2021-12-19T16:41:57Z,247.05,3.686,123,88,68,0,7983262939
NA,NA,2021-12-19T16:41:58Z,250.74,3.686,124,88,69,0,7983262939
NA,NA,2021-12-19T16:41:59Z,254.4,3.667,124,88,70,0,7983262939
NA,NA,2021-12-19T16:42:00Z,257.87,3.471,124,88,71,0,7983262939
NA,NA,2021-12-19T16:42:01Z,261.23,3.359,124,87,72,0,7983262939
NA,NA,2021-12-19T16:42:02Z,263.59,2.361,124,87,73,0,7983262939
NA,NA,2021-12-19T16:42:03Z,266.18,2.585,124,87,74,0,7983262939
NA,NA,2021-12-19T16:42:04Z,269.4,3.219,124,87,75,0,7983262939
NA,NA,2021-12-19T16:42:05Z,272.64,3.247,124,87,76,0,7983262939
NA,NA,2021-12-19T16:42:06Z,275.97,3.331,124,87,77,0,7983262939
NA,NA,2021-12-19T16:42:07Z,279.36,3.387,124,87,78,0,7983262939
NA,NA,2021-12-19T16:42:08Z,282.78,3.415,125,87,79,0,7983262939
NA,NA,2021-12-19T16:42:09Z,286.24,3.462,125,87,80,0,7983262939
NA,NA,2021-12-19T16:42:10Z,289.84,3.602,126,87,81,0,7983262939
NA,NA,2021-12-19T16:42:11Z,293.42,3.574,126,87,82,0,7983262939
NA,NA,2021-12-19T16:42:12Z,296.87,3.452,128,86,83,0,7983262939
NA,NA,2021-12-19T16:42:13Z,300.36,3.49,128,86,84,0,7983262939
NA,NA,2021-12-19T16:42:14Z,303.94,3.583,127,86,85,0,7983262939
NA,NA,2021-12-19T16:42:15Z,307.6,3.658,127,86,86,0,7983262939
NA,NA,2021-12-19T16:42:16Z,311.2,3.602,127,86,87,0,7983262939
NA,NA,2021-12-19T16:42:17Z,314.84,3.639,127,86,88,0,7983262939
NA,NA,2021-12-19T16:42:18Z,318.47,3.63,127,86,89,0,7983262939
NA,NA,2021-12-19T16:42:19Z,322.04,3.574,128,86,90,0,7983262939
NA,NA,2021-12-19T16:42:20Z,325.52,3.48,128,86,91,0,7983262939
NA,NA,2021-12-19T16:42:21Z,328.86,3.34,128,86,92,0,7983262939
NA,NA,2021-12-19T16:42:22Z,332.13,3.266,128,86,93,0,7983262939
NA,NA,2021-12-19T16:42:23Z,335.47,3.34,128,87,94,0,7983262939
NA,NA,2021-12-19T16:42:24Z,338.88,3.415,128,87,95,0,7983262939
NA,NA,2021-12-19T16:42:25Z,342.37,3.49,128,87,96,0,7983262939
NA,NA,2021-12-19T16:42:26Z,345.91,3.536,128,87,97,0,7983262939
NA,NA,2021-12-19T16:42:27Z,349.45,3.546,128,86,98,0,7983262939
NA,NA,2021-12-19T16:42:28Z,353.03,3.574,127,86,99,0,7983262939
NA,NA,2021-12-19T16:42:29Z,356.65,3.62,127,86,100,0,7983262939
NA,NA,2021-12-19T16:42:30Z,360.36,3.714,127,85,101,0,7983262939
NA,NA,2021-12-19T16:42:31Z,364.04,3.676,128,85,102,0,7983262939
NA,NA,2021-12-19T16:42:32Z,367.62,3.583,127,86,103,0,7983262939
NA,NA,2021-12-19T16:42:33Z,371.18,3.564,126,86,104,0,7983262939
NA,NA,2021-12-19T16:42:34Z,374.8,3.62,126,86,105,0,7983262939
NA,NA,2021-12-19T16:42:35Z,378.4,3.592,127,86,106,0,7983262939
NA,NA,2021-12-19T16:42:36Z,382,3.602,128,86,107,0,7983262939
NA,NA,2021-12-19T16:42:37Z,385.62,3.62,129,85,108,0,7983262939
NA,NA,2021-12-19T16:42:38Z,389.26,3.639,129,85,109,0,7983262939
NA,NA,2021-12-19T16:42:39Z,392.92,3.658,129,85,110,0,7983262939
NA,NA,2021-12-19T16:42:40Z,396.67,3.751,128,85,111,0,7983262939
