timestamp,distance,speed,heart_rate,cadence,fractional_cadence,key
2019-08-09T00:28:07Z,1.37,1.372,79,58,0.5,2019-08-09 00:28:07
2019-08-09T00:28:08Z,2.79,1.418,79,58,0.5,2019-08-09 00:28:07
2019-08-09T00:28:09Z,4.39,1.605,80,58,0.5,2019-08-09 00:28:07
2019-08-09T00:28:10Z,6.53,2.127,80,86,0,2019-08-09 00:28:07
2019-08-09T00:28:11Z,9.77,3.247,80,86,0,2019-08-09 00:28:07
2019-08-09T00:28:12Z,13.03,3.266,80,86,0,2019-08-09 00:28:07
2019-08-09T00:28:13Z,16.47,3.434,80,86,0,2019-08-09 00:28:07
2019-08-09T00:28:14Z,19.92,3.452,80,86,0,2019-08-09 00:28:07
2019-08-09T00:28:15Z,23.29,3.368,80,86,0,2019-08-09 00:28:07
2019-08-09T00:28:16Z,26.62,3.331,81,86,0,2019-08-09 00:28:07
2019-08-09T00:28:17Z,29.95,3.331,83,86,0,2019-08-09 00:28:07
2019-08-09T00:28:18Z,33.35,3.406,83,86,0,2019-08-09 00:28:07
2019-08-09T00:28:19Z,36.77,3.415,94,86,0,2019-08-09 00:28:07
2019-08-09T00:28:20Z,40.13,3.359,104,86,0,2019-08-09 00:28:07
2019-08-09T00:28:21Z,43.5,3.368,110,86,0,2019-08-09 00:28:07
2019-08-09T00:28:22Z,46.87,3.368,110,86,0,2019-08-09 00:28:07
2019-08-09T00:28:23Z,50.22,3.359,110,86,0,2019-08-09 00:28:07
2019-08-09T00:28:24Z,53.56,3.331,110,86,0,2019-08-09 00:28:07
2019-08-09T00:28:25Z,56.89,3.331,110,84,0.5,2019-08-09 00:28:07
2019-08-09T00:28:26Z,60.21,3.322,110,84,0.5,2019-08-09 00:28:07
2019-08-09T00:28:27Z,63.52,3.312,108,85,0.5,2019-08-09 00:28:07
2019-08-09T00:28:28Z,66.81,3.294,105,85,0.5,2019-08-09 00:28:07
2019-08-09T00:28:29Z,70.08,3.266,105,85,0.5,2019-08-09 00:28:07
2019-08-09T00:28:30Z,73.34,3.256,105,84,0.5,2019-08-09 00:28:07
2019-08-09T00:28:31Z,76.62,3.275,105,84,0.5,2019-08-09 00:28:07
2019-08-09T00:28:32Z,79.92,3.312,105,84,0.5,2019-08-09 00:28:07
2019-08-09T00:28:33Z,83.27,3.35,112,86,0,2019-08-09 00:28:07
2019-08-09T00:28:34Z,86.64,3.368,119,86,0,2019-08-09 00:28:07
2019-08-09T00:28:35Z,89.97,3.331,119,86,0,2019-08-09 00:28:07
2019-08-09T00:28:36Z,93.29,3.312,124,86,0,2019-08-09 00:28:07
2019-08-09T00:28:37Z,96.64,3.35,133,86,0,2019-08-09 00:28:07
2019-08-09T00:28:38Z,99.98,3.34,133,86,0,2019-08-09 00:28:07
2019-08-09T00:28:39Z,103.32,3.34,133,86,0,2019-08-09 00:28:07
2019-08-09T00:28:40Z,106.66,3.34,133,86,0,2019-08-09 00:28:07
2019-08-09T00:28:41Z,110,3.34,133,86,0,2019-08-09 00:28:07
2019-08-09T00:28:42Z,113.32,3.322,139,86,0,2019-08-09 00:28:07
