timestamp,distance,speed,cadence,fractional_cadence,heart_rate,key
2018-04-13T03:17:30Z,0,0,0,0,NA,2018-04-13 03:17:30
2018-04-13T03:17:31Z,0,0,0,0,NA,2018-04-13 03:17:30
2018-04-13T03:17:32Z,0,0,0,0,89,2018-04-13 03:17:30
2018-04-13T03:17:33Z,0,0,0,0,89,2018-04-13 03:17:30
2018-04-13T03:17:34Z,0,0,0,0,66,2018-04-13 03:17:30
2018-04-13T03:17:35Z,0,0,0,0,66,2018-04-13 03:17:30
2018-04-13T03:17:36Z,0,0,0,0,66,2018-04-13 03:17:30
2018-04-13T03:17:37Z,0,0,0,0,66,2018-04-13 03:17:30
2018-04-13T03:17:38Z,0,0,86,0,66,2018-04-13 03:17:30
2018-04-13T03:17:39Z,4.06,4.068,86,0,66,2018-04-13 03:17:30
2018-04-13T03:17:40Z,7.91,3.844,85,0.5,66,2018-04-13 03:17:30
2018-04-13T03:17:41Z,11.17,3.266,84,0.5,66,2018-04-13 03:17:30
2018-04-13T03:17:42Z,14.57,3.396,83,0.5,69,2018-04-13 03:17:30
2018-04-13T03:17:43Z,17.66,3.088,83,0.5,69,2018-04-13 03:17:30
2018-04-13T03:17:44Z,21.12,3.462,83,0.5,69,2018-04-13 03:17:30
2018-04-13T03:17:45Z,24.37,3.247,83,0.5,69,2018-04-13 03:17:30
2018-04-13T03:17:46Z,27.84,3.471,84,0.5,69,2018-04-13 03:17:30
2018-04-13T03:17:47Z,31.2,3.359,84,0.5,69,2018-04-13 03:17:30
2018-04-13T03:17:48Z,34.44,3.238,85,0.5,69,2018-04-13 03:17:30
2018-04-13T03:17:49Z,37.85,3.415,85,0.5,75,2018-04-13 03:17:30
2018-04-13T03:17:50Z,41.25,3.396,85,0.5,81,2018-04-13 03:17:30
2018-04-13T03:17:51Z,44.53,3.284,85,0.5,81,2018-04-13 03:17:30
2018-04-13T03:17:52Z,47.8,3.266,84,0.5,81,2018-04-13 03:17:30
2018-04-13T03:17:53Z,51.46,3.667,84,0.5,81,2018-04-13 03:17:30
