timestamp,position_lat,position_long,distance,altitude,speed,heart_rate,key
2019-01-29T01:09:20Z,44.979846216738224,-93.23376967571676,0,254.20000000000005,3.714,139,2019-01-29 01:07:49
2019-01-29T01:09:21Z,44.979863818734884,-93.23380345478654,3.3,254.20000000000005,3.639,140,2019-01-29 01:07:49
2019-01-29T01:09:22Z,44.97989198192954,-93.23385869152844,8.67,254.60000000000002,3.648,140,2019-01-29 01:07:49
2019-01-29T01:09:23Z,44.979912769049406,-93.23389682918787,12.45,255.39999999999998,3.667,140,2019-01-29 01:07:49
2019-01-29T01:09:24Z,44.979934729635715,-93.23393798433244,16.52,255.79999999999995,3.732,140,2019-01-29 01:07:49
2019-01-29T01:09:25Z,44.97995652258396,-93.23397880420089,20.54,256.4,3.76,140,2019-01-29 01:07:49
2019-01-29T01:09:26Z,44.97997253201902,-93.23401685804129,24.02,257.4,3.536,141,2019-01-29 01:07:49
2019-01-29T01:09:27Z,44.9799891281873,-93.23405365459621,27.46,257.6,3.462,141,2019-01-29 01:07:49
2019-01-29T01:09:28Z,44.980006059631705,-93.2340869307518,30.69,257.79999999999995,3.359,141,2019-01-29 01:07:49
2019-01-29T01:09:29Z,44.980021733790636,-93.23411568067968,33.55,258.20000000000005,3.154,141,2019-01-29 01:07:49
2019-01-29T01:09:30Z,44.980039754882455,-93.23414132930338,36.37,258.6,2.976,141,2019-01-29 01:07:49
2019-01-29T01:09:31Z,44.980057859793305,-93.23416354134679,39,259,2.827,141,2019-01-29 01:07:49
2019-01-29T01:09:32Z,44.980079317465425,-93.2341765332967,41.42,259.6,2.594,141,2019-01-29 01:07:49
2019-01-29T01:09:33Z,44.980106642469764,-93.2341730967164,43.71,261,2.305,142,2019-01-29 01:07:49
2019-01-29T01:09:34Z,44.98012349009514,-93.2341730967164,45.37,261.4,2.043,141,2019-01-29 01:07:49
2019-01-29T01:09:35Z,44.980141930282116,-93.23417058214545,47.28,261.6,1.959,141,2019-01-29 01:07:49
2019-01-29T01:09:36Z,44.98015886172652,-93.23416865430772,49.09,261.79999999999995,1.903,141,2019-01-29 01:07:49
2019-01-29T01:09:37Z,44.98017688281834,-93.2341627869755,51.06,262,1.894,140,2019-01-29 01:07:49
2019-01-29T01:09:38Z,44.9801947362721,-93.234145604074,53.26,261.79999999999995,1.969,140,2019-01-29 01:07:49
2019-01-29T01:09:39Z,44.98021334409714,-93.234129762277007,55.62,261.79999999999995,2.099,140,2019-01-29 01:07:49
2019-01-29T01:09:40Z,44.980227928608656,-93.23411157354712,57.7,261.79999999999995,2.099,140,2019-01-29 01:07:49
2019-01-29T01:09:41Z,44.98023890890181,-93.23409070260823,59.62,261.6,2.155,140,2019-01-29 01:07:49
2019-01-29T01:09:42Z,44.98025173321366,-93.23407251387835,61.61,261.4,2.211,140,2019-01-29 01:07:49
2019-01-29T01:09:43Z,44.980265563353896,-93.23405491188169,63.66,261.6,2.193,140,2019-01-29 01:07:49
2019-01-29T01:09:44Z,44.98028182424605,-93.23403714224696,65.95,261.6,2.174,139,2019-01-29 01:07:49
2019-01-29T01:09:45Z,44.980302108451724,-93.23402331210673,68.45,261.6,2.249,139,2019-01-29 01:07:49
2019-01-29T01:09:46Z,44.98031996190548,-93.23401224799454,70.61,261.6,2.23,139,2019-01-29 01:07:49
2019-01-29T01:09:47Z,44.98034058138728,-93.23399414308369,73.3,261.6,2.361,139,2019-01-29 01:07:49
2019-01-29T01:09:48Z,44.980359775945544,-93.23397452943027,75.93,262,2.426,138,2019-01-29 01:07:49
2019-01-29T01:09:49Z,44.98037997633219,-93.2339555863291,78.63,262.20000000000005,2.473,137,2019-01-29 01:07:49
2019-01-29T01:09:50Z,44.98039900325239,-93.23393630795181,81.23,262.6,2.491,137,2019-01-29 01:07:49
2019-01-29T01:09:51Z,44.98041786253452,-93.23391694575548,83.82,262.79999999999995,2.51,136,2019-01-29 01:07:49
