timestamp,position_lat,position_long,distance,altitude,speed,heart_rate,key
2018-12-11T01:27:23Z,44.97647342272103,-93.23181015439332,18.82,274,4.385,123,2018-12-11 01:27:22
2018-12-11T01:27:24Z,44.97647342272103,-93.23181015439332,18.82,274,4.385,123,2018-12-11 01:27:22
2018-12-11T01:27:25Z,44.97649169526994,-93.23187880218029,24.53,275,4.721,123,2018-12-11 01:27:22
2018-12-11T01:27:26Z,44.97651030309498,-93.23193839751184,29.64,274.4,5.235,124,2018-12-11 01:27:22
2018-12-11T01:27:27Z,44.976573418825865,-93.23202976025641,39.47,274.20000000000005,5.16,124,2018-12-11 01:27:22
2018-12-11T01:27:28Z,44.976573418825865,-93.23202976025641,39.47,274.20000000000005,5.16,124,2018-12-11 01:27:22
2018-12-11T01:27:29Z,44.97659613378346,-93.23208441026509,44.47,273.4,5.123,125,2018-12-11 01:27:22
2018-12-11T01:27:30Z,44.97661868110299,-93.23213989846408,49.51,273,5.039,125,2018-12-11 01:27:22
2018-12-11T01:27:31Z,44.97663963586092,-93.23219681158662,54.56,272.4,5.169,126,2018-12-11 01:27:22
2018-12-11T01:27:32Z,44.976657489314675,-93.23224341496825,58.74,267.79999999999995,5.216,126,2018-12-11 01:27:22
2018-12-11T01:27:33Z,44.97668607160449,-93.23227761313319,62.56,265.20000000000005,5.374,127,2018-12-11 01:27:22
2018-12-11T01:27:34Z,44.97674223035574,-93.23228817433119,65.63,265,5.225,127,2018-12-11 01:27:22
2018-12-11T01:27:35Z,44.97677098028362,-93.23232287541032,68.97,264.20000000000005,5.179,128,2018-12-11 01:27:22
2018-12-11T01:27:36Z,44.9767873249948,-93.23237258009613,73.14,263.4,5.365,128,2018-12-11 01:27:22
2018-12-11T01:27:37Z,44.97679704800248,-93.23243150487542,77.89,262.79999999999995,5.235,128,2018-12-11 01:27:22
2018-12-11T01:27:38Z,44.97680610045791,-93.2324893400073,82.53,262.4,5.085,129,2018-12-11 01:27:22
2018-12-11T01:27:39Z,44.97681473381817,-93.23254918679595,87.33,262.20000000000005,5.244,129,2018-12-11 01:27:22
2018-12-11T01:27:40Z,44.97682336717844,-93.23261045850813,92.21,262.20000000000005,5.44,129,2018-12-11 01:27:22
2018-12-11T01:27:41Z,44.9768325034529,-93.23267265222967,97.19,262.20000000000005,5.346,129,2018-12-11 01:27:22
2018-12-11T01:27:42Z,44.976845076307654,-93.23273384012282,102.21,262.4,5.207,129,2018-12-11 01:27:22
2018-12-11T01:27:43Z,44.97686091810465,-93.23279242962599,107.14,262.4,5.076,129,2018-12-11 01:27:22
2018-12-11T01:27:44Z,44.976878855377436,-93.23285127058625,112.19,262.6,5.113,130,2018-12-11 01:27:22
2018-12-11T01:27:45Z,44.97690157033503,-93.23290684260428,117.24,262.6,5.057,130,2018-12-11 01:27:22
2018-12-11T01:27:46Z,44.97692436911166,-93.23296157643199,122.24,262.6,4.992,130,2018-12-11 01:27:22
2018-12-11T01:27:47Z,44.976946748793125,-93.23301530443132,127.16,262.79999999999995,4.824,131,2018-12-11 01:27:22
2018-12-11T01:27:48Z,44.976969212293625,-93.23306224308908,131.59,262,4.553,131,2018-12-11 01:27:22
2018-12-11T01:27:49Z,44.97698865830898,-93.23310566134751,135.63,261.6,4.115,131,2018-12-11 01:27:22
2018-12-11T01:27:50Z,44.977007266134024,-93.233143966645,139.29,261.20000000000005,3.648,130,2018-12-11 01:27:22
2018-12-11T01:27:51Z,44.97702520340681,-93.23317741043866,142.58,260.79999999999995,3.284,129,2018-12-11 01:27:22
2018-12-11T01:27:52Z,44.97704464942217,-93.2332044839859,145.6,260.4,2.958,128,2018-12-11 01:27:22
2018-12-11T01:27:53Z,44.97706342488527,-93.23322116397321,148.07,260.20000000000005,2.314,127,2018-12-11 01:27:22
2018-12-11T01:27:54Z,44.97708429582417,-93.23323021642864,150.5,259.79999999999995,2.314,126,2018-12-11 01:27:22
2018-12-11T01:27:55Z,44.97710960917175,-93.23323231190443,153.31,259.6,2.594,125,2018-12-11 01:27:22
2018-12-11T01:27:56Z,44.977138275280595,-93.23322493582964,156.55,259.20000000000005,3.023,124,2018-12-11 01:27:22
2018-12-11T01:27:57Z,44.97716627083719,-93.23320725001395,159.96,259,3.471,124,2018-12-11 01:27:22
2018-12-11T01:27:58Z,44.977196864783764,-93.23317481204867,164.21,258.6,4.059,125,2018-12-11 01:27:22
2018-12-11T01:27:59Z,44.97722737491131,-93.23313491418958,168.84,258.4,4.441,125,2018-12-11 01:27:22
2018-12-11T01:28:00Z,44.977256543934345,-93.23308990336955,173.64,258.20000000000005,4.619,125,2018-12-11 01:27:22
2018-12-11T01:28:01Z,44.977286886423826,-93.23304397054017,178.59,258,4.852,124,2018-12-11 01:27:22
2018-12-11T01:28:02Z,44.97731848619878,-93.23299719952047,183.68,258,4.815,124,2018-12-11 01:27:22
2018-12-11T01:28:03Z,44.97734874486923,-93.23294975794852,188.71,257.79999999999995,4.693,124,2018-12-11 01:27:22
2018-12-11T01:28:04Z,44.97737757861614,-93.2329042442143,193.53,257.4,4.609,125,2018-12-11 01:27:22
