timestamp,distance,altitude,heart_rate,cadence,fractional_cadence,key
2020-05-06T14:49:53Z,0,299.79999999999995,97,0,0,2020-05-06 14:49:53
2020-05-06T14:49:54Z,0,299.79999999999995,97,0,0,2020-05-06 14:49:53
2020-05-06T14:49:55Z,0,299.79999999999995,96,58,0.5,2020-05-06 14:49:53
2020-05-06T14:49:56Z,0,299.79999999999995,96,58,0.5,2020-05-06 14:49:53
2020-05-06T14:49:57Z,0,299.79999999999995,96,0,0,2020-05-06 14:49:53
2020-05-06T14:49:58Z,0,299.79999999999995,96,0,0,2020-05-06 14:49:53
2020-05-06T14:49:59Z,0,299.79999999999995,96,0,0,2020-05-06 14:49:53
2020-05-06T14:50:00Z,0,299.79999999999995,96,60,0,2020-05-06 14:49:53
2020-05-06T14:50:01Z,0,299.79999999999995,95,60,0,2020-05-06 14:49:53
2020-05-06T14:50:02Z,0,299.79999999999995,95,58,0.5,2020-05-06 14:49:53
2020-05-06T14:50:03Z,0,299.79999999999995,95,0,0,2020-05-06 14:49:53
2020-05-06T14:50:04Z,0,299.79999999999995,95,0,0,2020-05-06 14:49:53
2020-05-06T14:50:05Z,0,299.79999999999995,94,0,0,2020-05-06 14:49:53
2020-05-06T14:50:06Z,0,299.79999999999995,94,0,0,2020-05-06 14:49:53
2020-05-06T14:50:07Z,0,299.79999999999995,94,0,0,2020-05-06 14:49:53
2020-05-06T14:50:08Z,0,299.79999999999995,94,0,0,2020-05-06 14:49:53
2020-05-06T14:50:09Z,0,299.79999999999995,94,58,0.5,2020-05-06 14:49:53
2020-05-06T14:50:10Z,0,299.79999999999995,93,58,0.5,2020-05-06 14:49:53
2020-05-06T14:50:11Z,0,299.79999999999995,93,58,0.5,2020-05-06 14:49:53
2020-05-06T14:50:12Z,0,299.79999999999995,93,58,0.5,2020-05-06 14:49:53
2020-05-06T14:50:13Z,0,299.79999999999995,93,58,0.5,2020-05-06 14:49:53
2020-05-06T14:50:14Z,0,299.79999999999995,92,0,0,2020-05-06 14:49:53
2020-05-06T14:50:15Z,0,299.79999999999995,92,0,0,2020-05-06 14:49:53
2020-05-06T14:50:16Z,0,299.79999999999995,92,0,0,2020-05-06 14:49:53
2020-05-06T14:50:17Z,0,299.79999999999995,92,0,0,2020-05-06 14:49:53
2020-05-06T14:50:18Z,0,299.79999999999995,92,0,0,2020-05-06 14:49:53
2020-05-06T14:50:19Z,0,299.79999999999995,91,0,0,2020-05-06 14:49:53
2020-05-06T14:50:20Z,0,299.79999999999995,91,0,0,2020-05-06 14:49:53
2020-05-06T14:50:21Z,0,299.79999999999995,91,0,0,2020-05-06 14:49:53
2020-05-06T14:50:22Z,0,299.79999999999995,91,0,0,2020-05-06 14:49:53
2020-05-06T14:50:23Z,0,299.79999999999995,91,0,0,2020-05-06 14:49:53
2020-05-06T14:50:24Z,0,299.79999999999995,90,58,0.5,2020-05-06 14:49:53
2020-05-06T14:50:25Z,0,299.79999999999995,90,58,0.5,2020-05-06 14:49:53
2020-05-06T14:50:26Z,0,299.79999999999995,90,0,0,2020-05-06 14:49:53
2020-05-06T14:50:27Z,0,299.79999999999995,89,0,0,2020-05-06 14:49:53
2020-05-06T14:50:28Z,0,299.79999999999995,89,0,0,2020-05-06 14:49:53
2020-05-06T14:50:29Z,0,299.79999999999995,89,0,0,2020-05-06 14:49:53
2020-05-06T14:50:30Z,0,299.79999999999995,89,0,0,2020-05-06 14:49:53
2020-05-06T14:50:31Z,0,299.79999999999995,89,0,0,2020-05-06 14:49:53
2020-05-06T14:50:32Z,0,299.79999999999995,88,0,0,2020-05-06 14:49:53
2020-05-06T14:50:33Z,0,299.79999999999995,88,0,0,2020-05-06 14:49:53
2020-05-06T14:50:34Z,0,299.79999999999995,88,0,0,2020-05-06 14:49:53
2020-05-06T14:50:35Z,0,299.79999999999995,88,0,0,2020-05-06 14:49:53
2020-05-06T14:50:36Z,0,299.79999999999995,88,0,0,2020-05-06 14:49:53
2020-05-06T14:50:37Z,0,299.79999999999995,88,0,0,2020-05-06 14:49:53
2020-05-06T14:50:38Z,0,299.79999999999995,88,0,0,2020-05-06 14:49:53
2020-05-06T14:50:39Z,0,299.79999999999995,88,0,0,2020-05-06 14:49:53
2020-05-06T14:50:40Z,0,299.79999999999995,88,0,0,2020-05-06 14:49:53
2020-05-06T14:50:41Z,0,299.79999999999995,88,0,0,2020-05-06 14:49:53
2020-05-06T14:50:42Z,0,299.79999999999995,86,0,0,2020-05-06 14:49:53
2020-05-06T14:50:43Z,0,299.79999999999995,86,0,0,2020-05-06 14:49:53
2020-05-06T14:50:44Z,0,299.79999999999995,86,0,0,2020-05-06 14:49:53
2020-05-06T14:50:45Z,0,299.79999999999995,86,0,0,2020-05-06 14:49:53
2020-05-06T14:50:46Z,0,299.79999999999995,89,0,0,2020-05-06 14:49:53
2020-05-06T14:50:47Z,0,299.79999999999995,89,0,0,2020-05-06 14:49:53
2020-05-06T14:50:48Z,0,299.79999999999995,95,0,0,2020-05-06 14:49:53
2020-05-06T14:50:49Z,0,299.79999999999995,96,0,0,2020-05-06 14:49:53
2020-05-06T14:50:50Z,0,299.79999999999995,99,0,0,2020-05-06 14:49:53
2020-05-06T14:50:51Z,0,299.79999999999995,98,0,0,2020-05-06 14:49:53
2020-05-06T14:50:52Z,0,299.79999999999995,100,0,0,2020-05-06 14:49:53
2020-05-06T14:50:53Z,0,299.79999999999995,100,0,0,2020-05-06 14:49:53
2020-05-06T14:50:54Z,0,299.79999999999995,100,68,0,2020-05-06 14:49:53
2020-05-06T14:50:55Z,0,299.79999999999995,100,68,0,2020-05-06 14:49:53
2020-05-06T14:50:56Z,0,299.79999999999995,100,0,0,2020-05-06 14:49:53
2020-05-06T14:50:57Z,0,299.79999999999995,100,0,0,2020-05-06 14:49:53
2020-05-06T14:50:58Z,0,299.79999999999995,101,0,0,2020-05-06 14:49:53
2020-05-06T14:50:59Z,0,299.79999999999995,102,0,0,2020-05-06 14:49:53
2020-05-06T14:51:00Z,0,299.79999999999995,103,0,0,2020-05-06 14:49:53
2020-05-06T14:51:01Z,0,299.79999999999995,102,0,0,2020-05-06 14:49:53
2020-05-06T14:51:02Z,0,299.79999999999995,101,0,0,2020-05-06 14:49:53
2020-05-06T14:51:03Z,0,299.79999999999995,101,0,0,2020-05-06 14:49:53
2020-05-06T14:51:04Z,0,299.79999999999995,100,0,0,2020-05-06 14:49:53
2020-05-06T14:51:05Z,0,299.79999999999995,98,0,0,2020-05-06 14:49:53
2020-05-06T14:51:06Z,0,299.79999999999995,97,58,0.5,2020-05-06 14:49:53
