a1,HR
1.4265332826282553,135.59255782897043
1.4554869881984467,136.31349546296397
1.7849909914257331,137.38220282176837
1.4282000331885518,138.27752055276818
1.1204291044094397,138.81913988960298
1.05804711477186,139.2867628734859
1.0075616787954371,139.5690801473579
0.9395125446327346,139.81737522895384
0.8989616402959996,140.02259107906715
0.9260947886495252,140.10287926999507
0.9314786598124252,140.20276949083058
0.896533182749689,140.2849929561454
0.928175936300134,140.3955763170974
1.009031684390527,140.52012776850307
0.8875976463862237,140.61060959741354
0.9310019463415399,140.79630087620515
0.9593463777240371,140.94937239800225
0.9445449745818765,141.14550678797346
0.9584401618763965,141.32582444072645
0.9802623147752855,141.58011411494564
0.9570050441882807,141.77966505588472
1.0038915038272962,141.97436781489827
0.9674299038239417,142.20151654388692
0.9305550659659699,142.35431110333317
1.0528723347379632,142.47313109242785
0.9954618909240687,142.58827409114727
0.9716061632562909,142.58736534951703
0.9823030314114916,142.71171181968495
0.9908601766890529,142.8548238636254
0.9772096362750856,142.90887727528778
0.9786531931639297,142.9917476129228
1.011467650232446,143.08665486469468
0.9717153699024901,143.17187386871638
0.9760607940026165,143.34335232703341
0.9407556654433732,143.4557300198906
0.950752483547328,143.5960764595473
1.0334727273851945,143.6704101074639
0.9873025582192413,143.79998589652635
0.9409754361576265,143.92677324352175
1.0073172015075789,144.02894317281167
0.9662770129957051,144.1486726193865
0.9763151658864254,144.25670712294797
1.0364067890275317,144.34712642285643
0.98118529323488,144.6063836806119
1.0747223070879093,144.89577727175353
1.0188833160502444,145.2283703889094
0.9603268436232454,145.49642852881306
1.0558622678138223,145.83780302106348
1.0893479780309667,146.06616009530154
1.0198559543400672,146.28285164858062
1.0206738074183186,146.54364480358913
1.0476303225232093,146.80239748625016
1.0362220664069586,147.01453694947864
1.0363622678892763,147.21327418939526
1.0956695287988347,147.5070414269029
1.0406012578348809,147.93146997843405
1.0341647158581118,148.29756784502302
1.0771003052241892,148.65595124335368
0.9751673577535435,149.08183242987064
1.0600335385792976,149.5339169772209
1.0505602308262965,150.01680311733716
0.9499411985846089,150.4220743488401
1.102778554313252,150.83956100241608
1.0555092402942283,151.18324004292134
0.9688256741020694,151.66760212530525
1.0763754062824165,152.0410765089174
1.0586729344072843,152.52814301706303
1.0051028259545183,152.8588903556253
0.9835866473065051,153.26487282599288
1.079326084569703,153.6399549470298
1.0177624995616652,154.03948514722248
0.946142481298266,154.4100133116953
1.0811174190262616,154.76229157116524
1.0257815516513922,155.11575298807324
0.9696760853466445,155.46736626575068
1.0535158223949295,155.76584689395062
0.9981994844206867,156.16760135652692
1.0653698569546262,156.5145443414087
0.9906460233827183,156.77904071597573
0.963462910982968,157.09948109640962
1.016301186075457,157.3520011986905
1.067056566944356,157.69772436896872
0.8662658921533429,158.07850840112064
1.051456681972486,158.46233364408272
1.0318452130595333,158.78112125002934
0.9474040714723541,159.15609268785803
0.9998688059291495,159.5595766600444
0.9902061994898237,159.90665404905388
1.0289044843186652,160.31491289195313
0.9402315600604987,160.734575804566
1.0513190421411973,161.0497049081455
0.945370563046328,161.44189981652434
0.9577199906304561,161.706741578828
1.009125167620743,162.1189564448244
0.9373515471575932,162.43521918153365
0.9861151710804478,162.85109568642918
1.042150776557497,163.13186135542736
0.9142116183623579,163.5288505500723
1.0179312863421908,163.77669088121348
0.9118318119178189,164.07999772228928
0.8240976968524013,164.31237131335902
0.811769369431873,164.4630413253909
0.8286087426560624,164.63561408214585
0.822483651358828,164.75658958066597
0.8654242900793367,164.91185151220046
0.8031869812429807,165.08375522966426
0.7208348894923655,165.23184256491948
0.8216741743210209,165.4526364077163
0.8124980705507638,165.70150665697963
0.7227723916580467,165.87619329702827
0.7349292845882144,166.12024984540201
0.8469568340946579,166.36106238124137
0.7143863149667257,166.58543343021125
0.6839373650089374,166.7580669963728
0.7442788326027183,166.88895437059682
0.7252902383864064,166.99549612133714
0.7419646200015632,167.09448076692212
0.7371910251024923,167.19860026378115
0.5163173291345243,166.77841571592637
0.43049345776073783,166.33564168227164
0.9768858553622155,165.63410184598501
0.7850450373266382,165.22248116039856
1.2663908796939731,165.34186446387199
1.261912928511541,165.5476927430154
1.1733907348601529,165.65399152669485
1.3477245842896355,165.82162474983127
1.8583662610188847,166.02154431900723
1.4419698739731797,166.12985756406124
1.4829580024038542,166.2383144527474
1.319320671562603,166.3938266405529
1.3544508854964343,165.97523805859385
1.2929728231989635,166.10936051930577
1.1434729724624406,166.23105469376424
1.1592113615137654,166.3467697103545
1.2047092305280132,166.43534986460597
0.9711201923226999,166.03676351600143
1.0501180190990882,166.13265817665308
1.0427811526078845,165.37532810327406
1.1398312522567806,164.8750055060881
1.1655639028720903,165.00938130515115
1.1290791349063438,165.15851191674471
1.0445728490137531,165.28545327354732
1.1560625171108452,165.40342481252216
1.2763607873263014,165.56099227663796
0.9231548064045487,165.68190295280826
1.1458876103075244,165.77382605845472
1.2013309118358038,165.89671215587097
1.0456933196855651,165.9744681142149
1.0701422661116242,166.07567523049755
1.1339142932447712,166.13457812171268
1.1667446566095,166.17110969999464
1.2069888795953916,166.28104918353566
1.0010280976641002,165.77401446665883
1.0091945289785256,165.22625696339585
1.2037294473711475,164.4274300498688
1.184041827455706,164.49855892120883
1.2591015934050918,164.5838562080443
1.2653034655538355,164.66742358646235
1.2094635523678352,164.72526441504323
1.0952794032077309,164.7801120813028
1.1829249315022061,164.8090917802236
1.2549274866666809,164.5630019440546
1.1404296399265939,164.37471842286908
1.2638877254908207,164.44630826475912
1.2281555102212993,164.51903835537593
1.0812926653632169,164.60159084017138
1.1681899768896846,164.6073066921553
1.1687527232967823,164.59209481738952
1.1762545718663222,164.6168203793767
1.2185518840910423,164.58146829526328
1.1370492886132875,164.58933037623447
1.1445427009004903,164.54273704222143
1.2057052903310082,164.52731945910455
1.0942720275033124,164.50395122115845
1.1936919499747167,164.46461743618804
1.2486129696607067,164.4897729419408
1.1429120835971096,164.54177298257926
1.104386735721562,164.51371009245395
1.2292267591939579,164.53243729891756
1.2212819225771405,164.6048598908941
1.0657056306689778,164.65525124347525
