time,rr,time_sec,key,time_created
0.386,0.386,0.386,6478295824,2021_03_23_09_42_11
0.376,0.376,0.762,6478295824,2021_03_23_09_42_11
0.391,0.391,1.153,6478295824,2021_03_23_09_42_11
0.383,0.383,1.536,6478295824,2021_03_23_09_42_11
0.394,0.394,1.9300000000000002,6478295824,2021_03_23_09_42_11
0.395,0.395,2.325,6478295824,2021_03_23_09_42_11
0.376,0.376,2.701,6478295824,2021_03_23_09_42_11
0.4,0.4,3.101,6478295824,2021_03_23_09_42_11
0.367,0.367,3.468,6478295824,2021_03_23_09_42_11
0.393,0.393,3.861,6478295824,2021_03_23_09_42_11
0.383,0.383,4.244,6478295824,2021_03_23_09_42_11
0.391,0.391,4.635,6478295824,2021_03_23_09_42_11
0.377,0.377,5.0120000000000005,6478295824,2021_03_23_09_42_11
0.391,0.391,5.4030000000000005,6478295824,2021_03_23_09_42_11
0.378,0.378,5.781000000000001,6478295824,2021_03_23_09_42_11
0.382,0.382,6.163,6478295824,2021_03_23_09_42_11
0.385,0.385,6.548,6478295824,2021_03_23_09_42_11
0.385,0.385,6.933,6478295824,2021_03_23_09_42_11
0.408,0.408,7.341,6478295824,2021_03_23_09_42_11
0.363,0.363,7.704,6478295824,2021_03_23_09_42_11
0.38,0.38,8.084,6478295824,2021_03_23_09_42_11
0.783,0.783,8.867,6478295824,2021_03_23_09_42_11
0.382,0.382,9.249,6478295824,2021_03_23_09_42_11
0.379,0.379,9.628,6478295824,2021_03_23_09_42_11
0.387,0.387,10.015,6478295824,2021_03_23_09_42_11
0.763,0.763,10.778,6478295824,2021_03_23_09_42_11
0.761,0.761,11.539,6478295824,2021_03_23_09_42_11
0.393,0.393,11.932,6478295824,2021_03_23_09_42_11
0.26,0.26,12.192,6478295824,2021_03_23_09_42_11
0.335,0.335,12.527000000000001,6478295824,2021_03_23_09_42_11
0.393,0.393,12.92,6478295824,2021_03_23_09_42_11
0.341,0.341,13.261000000000001,6478295824,2021_03_23_09_42_11
0.605,0.605,13.866,6478295824,2021_03_23_09_42_11
0.393,0.393,14.259,6478295824,2021_03_23_09_42_11
0.377,0.377,14.636000000000001,6478295824,2021_03_23_09_42_11
0.361,0.361,14.997,6478295824,2021_03_23_09_42_11
0.447,0.447,15.444,6478295824,2021_03_23_09_42_11
1.494,1.494,16.938,6478295824,2021_03_23_09_42_11
0.381,0.381,17.319,6478295824,2021_03_23_09_42_11
0.824,0.824,18.143,6478295824,2021_03_23_09_42_11
1.433,1.433,19.576,6478295824,2021_03_23_09_42_11
2.329,2.329,21.905,6478295824,2021_03_23_09_42_11
1.208,1.208,23.113,6478295824,2021_03_23_09_42_11
0.322,0.322,23.435,6478295824,2021_03_23_09_42_11
0.256,0.256,23.691,6478295824,2021_03_23_09_42_11
0.4,0.4,24.091,6478295824,2021_03_23_09_42_11
0.309,0.309,24.400000000000002,6478295824,2021_03_23_09_42_11
1.444,1.444,25.844,6478295824,2021_03_23_09_42_11
0.378,0.378,26.222,6478295824,2021_03_23_09_42_11
0.391,0.391,26.613,6478295824,2021_03_23_09_42_11
0.779,0.779,27.392,6478295824,2021_03_23_09_42_11
0.378,0.378,27.77,6478295824,2021_03_23_09_42_11
1.017,1.017,28.787,6478295824,2021_03_23_09_42_11
0.913,0.913,29.7,6478295824,2021_03_23_09_42_11
1.568,1.568,31.268,6478295824,2021_03_23_09_42_11
0.592,0.592,31.86,6478295824,2021_03_23_09_42_11
0.471,0.471,32.331,6478295824,2021_03_23_09_42_11
0.669,0.669,33,6478295824,2021_03_23_09_42_11
0.406,0.406,33.406,6478295824,2021_03_23_09_42_11
0.413,0.413,33.819,6478295824,2021_03_23_09_42_11
2.169,2.169,35.988,6478295824,2021_03_23_09_42_11
1.997,1.997,37.985,6478295824,2021_03_23_09_42_11
1.656,1.656,39.641,6478295824,2021_03_23_09_42_11
0.636,0.636,40.277,6478295824,2021_03_23_09_42_11
0.801,0.801,41.078,6478295824,2021_03_23_09_42_11
0.981,0.981,42.059,6478295824,2021_03_23_09_42_11
1.388,1.388,43.447,6478295824,2021_03_23_09_42_11
1.892,1.892,45.339,6478295824,2021_03_23_09_42_11
0.477,0.477,45.816,6478295824,2021_03_23_09_42_11
2.387,2.387,48.203,6478295824,2021_03_23_09_42_11
0.358,0.358,48.561,6478295824,2021_03_23_09_42_11
0.336,0.336,48.897,6478295824,2021_03_23_09_42_11
1.098,1.098,49.995,6478295824,2021_03_23_09_42_11
1.779,1.779,51.774,6478295824,2021_03_23_09_42_11
2.543,2.543,54.317,6478295824,2021_03_23_09_42_11
0.845,0.845,55.162,6478295824,2021_03_23_09_42_11
