time,rr,time_sec,key,time_created
1.239,1.239,1.239,8811739936,2022_05_12_15_09_01
0.618,0.618,1.8570000000000002,8811739936,2022_05_12_15_09_01
0.634,0.634,2.491,8811739936,2022_05_12_15_09_01
0.614,0.614,3.105,8811739936,2022_05_12_15_09_01
0.598,0.598,3.7030000000000003,8811739936,2022_05_12_15_09_01
0.523,0.523,4.226,8811739936,2022_05_12_15_09_01
0.683,0.683,4.909,8811739936,2022_05_12_15_09_01
0.619,0.619,5.5280000000000005,8811739936,2022_05_12_15_09_01
0.584,0.584,6.112,8811739936,2022_05_12_15_09_01
0.616,0.616,6.728,8811739936,2022_05_12_15_09_01
0.613,0.613,7.341,8811739936,2022_05_12_15_09_01
0.604,0.604,7.945,8811739936,2022_05_12_15_09_01
0.587,0.587,8.532,8811739936,2022_05_12_15_09_01
0.599,0.599,9.131,8811739936,2022_05_12_15_09_01
0.612,0.612,9.743,8811739936,2022_05_12_15_09_01
0.581,0.581,10.324,8811739936,2022_05_12_15_09_01
0.595,0.595,10.919,8811739936,2022_05_12_15_09_01
0.605,0.605,11.524,8811739936,2022_05_12_15_09_01
0.59,0.59,12.114,8811739936,2022_05_12_15_09_01
0.577,0.577,12.690999999999999,8811739936,2022_05_12_15_09_01
0.595,0.595,13.286,8811739936,2022_05_12_15_09_01
0.578,0.578,13.863999999999999,8811739936,2022_05_12_15_09_01
0.571,0.571,14.435,8811739936,2022_05_12_15_09_01
0.59,0.59,15.025,8811739936,2022_05_12_15_09_01
0.562,0.562,15.587,8811739936,2022_05_12_15_09_01
0.562,0.562,16.149,8811739936,2022_05_12_15_09_01
0.576,0.576,16.725,8811739936,2022_05_12_15_09_01
0.557,0.557,17.282,8811739936,2022_05_12_15_09_01
0.568,0.568,17.85,8811739936,2022_05_12_15_09_01
1.092,1.092,18.942,8811739936,2022_05_12_15_09_01
0.542,0.542,19.483999999999998,8811739936,2022_05_12_15_09_01
0.553,0.553,20.037,8811739936,2022_05_12_15_09_01
0.565,0.565,20.602,8811739936,2022_05_12_15_09_01
0.544,0.544,21.146,8811739936,2022_05_12_15_09_01
0.563,0.563,21.709,8811739936,2022_05_12_15_09_01
0.527,0.527,22.236,8811739936,2022_05_12_15_09_01
0.563,0.563,22.799,8811739936,2022_05_12_15_09_01
1.087,1.087,23.886,8811739936,2022_05_12_15_09_01
0.543,0.543,24.429,8811739936,2022_05_12_15_09_01
0.54,0.54,24.969,8811739936,2022_05_12_15_09_01
0.556,0.556,25.525,8811739936,2022_05_12_15_09_01
0.53,0.53,26.055,8811739936,2022_05_12_15_09_01
0.552,0.552,26.607,8811739936,2022_05_12_15_09_01
0.527,0.527,27.134,8811739936,2022_05_12_15_09_01
0.54,0.54,27.674,8811739936,2022_05_12_15_09_01
0.526,0.526,28.2,8811739936,2022_05_12_15_09_01
0.546,0.546,28.746,8811739936,2022_05_12_15_09_01
0.52,0.52,29.266000000000002,8811739936,2022_05_12_15_09_01
0.552,0.552,29.818,8811739936,2022_05_12_15_09_01
1.071,1.071,30.889,8811739936,2022_05_12_15_09_01
0.519,0.519,31.408,8811739936,2022_05_12_15_09_01
0.54,0.54,31.948,8811739936,2022_05_12_15_09_01
0.522,0.522,32.47,8811739936,2022_05_12_15_09_01
0.536,0.536,33.006,8811739936,2022_05_12_15_09_01
0.515,0.515,33.521,8811739936,2022_05_12_15_09_01
0.539,0.539,34.06,8811739936,2022_05_12_15_09_01
0.512,0.512,34.572,8811739936,2022_05_12_15_09_01
0.538,0.538,35.11,8811739936,2022_05_12_15_09_01
0.51,0.51,35.62,8811739936,2022_05_12_15_09_01
0.539,0.539,36.159,8811739936,2022_05_12_15_09_01
0.51,0.51,36.669,8811739936,2022_05_12_15_09_01
0.536,0.536,37.205,8811739936,2022_05_12_15_09_01
0.511,0.511,37.716,8811739936,2022_05_12_15_09_01
0.523,0.523,38.239,8811739936,2022_05_12_15_09_01
